tax_id	abundance	superkingdom	phylum	class	order	family	genus	species
1383	0.10492816625982128	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
2386	0.044444444444444446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas	
5168	0.17777777777777778	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group		
258	0.022222222222222223	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea PCC-7104	
15369	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	aestuarii
500	0.05062738929573429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
1265	0.022222222222222223	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
76	0.15555555555555556	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
1172	0.022222222222222223	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix PCC-6303	
15668	0.022222222222222223	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	lacus
7785	0.044444444444444446	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	
15467	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia	
75	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	
9350	0.022222222222222223	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae		
14063	0.022222222222222223	Bacteria	Verrucomicrobiota	Verrucomicrobiae				
1906	0.022222222222222223	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
6942	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43 clade	
4264	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	
6525	0.022222222222222223	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	
11742	0.022222222222222223	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans	
5445	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	
11616	0.022222222222222223	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	cerina
6443	0.022222222222222223	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group		
248	0.022222222222222223	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
1663	0.022222222222222223	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae		
unmapped	0.0							
mapped_unclassified	0.0							
