Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
HY1_1	0.0912	0.00707	151.1	0.967	0.811	38.2	51.9	7333.0	130.0	0.0992	0.0327	3.95	5.70	1.71
HY1_2	0.0905	0.00698	134.9	0.966	0.806	37.3	51.2	7333.0	132.0	0.0902	0.0336	3.94	5.68	1.71
HY1_3	0.0843	0.00763	143.1	0.970	0.817	41.5	55.9	7333.0	138.0	0.115	0.0299	4.02	5.81	1.75
HY2_1	0.126	0.00683	196.9	0.958	0.742	31.8	50.1	7333.0	196.0	0.142	0.0419	3.91	5.65	1.70
HY2_2	0.112	0.00644	190.1	0.957	0.735	30.1	47.2	7333.0	189.0	0.126	0.0435	3.86	5.56	1.67
HY2_3	0.108	0.00681	187.7	0.958	0.748	31.7	49.9	7333.0	187.0	0.0745	0.0416	3.91	5.64	1.70
HY3_1	0.130	0.00488	112.3	0.948	0.758	24.8	35.8	7333.0	112.0	0.0442	0.0517	3.58	5.16	1.55
HY3_2	0.142	0.00432	118.7	0.943	0.726	22.1	31.7	7333.0	117.0	0.110	0.0572	3.46	4.99	1.50
HY3_3	0.120	0.00543	138.0	0.954	0.769	27.8	39.8	7333.0	120.0	0.0992	0.0459	3.68	5.31	1.60
