SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
HY1_1	130	156	140.323272705078	3.9484506951456	0.967333594443847	30.6124895890677
HY1_2	132	143	139.533526397861	3.93570329870591	0.9663824459943	29.7463640522583
HY1_3	138	158	153.034251710936	4.02392423263776	0.970054854222171	33.3943941171393
HY2_1	196	213.181818181818	215.846360420115	3.91414477068246	0.958113706704507	23.8741583779054
HY2_2	189	205.235294117647	203.089078014184	3.8550699526757	0.956530678498602	23.0047298982533
HY2_3	187	194	192.759401909365	3.91090445734809	0.9584449888865	24.0644864049893
HY3_1	112	113.428571428571	113.860809121156	3.57834248413791	0.948335731040971	19.3557369560968
HY3_2	117	126.75	123.52153954114	3.45561087292164	0.942776833136118	17.4754396655243
HY3_3	120	142	126.477017372757	3.68341173842685	0.954058503347291	21.7668137274546
