SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
E1	125	853.333333333333	1113.68923611111	4.77308270063333	0.99063195486776	106.745856353591
E2	127	1972.25	3280.93952158869	4.76666507290604	0.989700326070079	97.0904522613065
E3	101	2333.5	2624.80859375	4.22527540730263	0.970239635629626	33.6017391304348
E4	56	745	1349.10100311311	2.38325188803584	0.672739506236737	3.05566977700459
E5	118	6559	4325.97802197802	4.57453202972888	0.98317892448631	59.4492307692308
E6	123	2424	3082.90022675737	4.69706034994847	0.988044097096424	83.6406926406926
E7	137	3152	4760.74999999999	4.91452725167573	0.992598726773977	135.111888111888
N1	113	878.142857142857	1674.18285214348	4.5252989407176	0.982971895864603	58.726443768997
N2	133	8648	6615.72010869566	4.85468720731084	0.991563583665442	118.533742331288
O1	135	4524	7079.4311594203	4.88460722949329	0.992081155219709	126.281045751634
O2	122	2462.33333333333	3721.75000000001	4.59538034839633	0.980177009471559	50.4464751958225
S1	133	2885	2820.61217391304	4.86710513849581	0.991977640908856	124.651612903226
