OTU	Group
OTU_3730	Outside
OTU_3731	Outside
OTU_3732	Outside
OTU_3733	Outside
OTU_3734	Outside
OTU_3736	Outside
OTU_3737	Outside
OTU_3738	Outside
OTU_3739	Outside
OTU_3740	Outside
OTU_3741	Outside
OTU_3742	Outside
OTU_3743	Outside
OTU_3744	Outside
OTU_3745	Outside
OTU_3746	Outside
OTU_3747	Outside
OTU_3748	Outside
OTU_3749	Outside
OTU_3750	Outside
OTU_3751	Outside
OTU_3752	Outside
OTU_3753	Outside
OTU_3754	Outside
OTU_3755	Outside
OTU_3756	Outside
OTU_3757	Outside
OTU_3758	Outside
OTU_3759	Outside
OTU_3760	Outside
OTU_3761	Outside
OTU_3762	Outside
OTU_3763	Outside
OTU_3764	Outside
OTU_3767	Outside
OTU_3768	Outside
OTU_3769	Outside
OTU_3770	Outside
OTU_3771	Outside
OTU_3772	Outside
OTU_3773	Outside
OTU_3774	Outside
OTU_3775	Outside
OTU_3776	Outside
OTU_3778	Outside
OTU_3780	Outside
OTU_3781	Outside
OTU_3782	Outside
OTU_3783	Outside
OTU_3785	Outside
OTU_3786	Outside
OTU_3787	Outside
OTU_3788	Outside
OTU_3789	Outside
OTU_3790	Outside
OTU_3792	Outside
OTU_3793	Outside
OTU_3794	Outside
OTU_3795	Outside
OTU_3796	Outside
OTU_3797	Outside
OTU_3798	Outside
OTU_3799	Outside
OTU_3800	Outside
OTU_3801	Outside
OTU_3802	Outside
OTU_3803	Outside
OTU_3804	Outside
OTU_3805	Outside
OTU_3806	Outside
OTU_3807	Outside
OTU_3808	Outside
OTU_3809	Outside
OTU_3810	Outside
OTU_3811	Outside
OTU_3814	Outside
OTU_3815	Outside
OTU_3816	Outside
OTU_3817	Outside
OTU_3819	Outside
OTU_3820	Outside
OTU_3821	Outside
OTU_3822	Outside
OTU_3823	Outside
OTU_3824	Outside
OTU_3825	Outside
OTU_3826	Outside
OTU_3827	Outside
OTU_3828	Outside
OTU_3829	Outside
OTU_3830	Outside
OTU_3831	Outside
OTU_3832	Outside
OTU_3833	Outside
OTU_3834	Outside
OTU_3835	Outside
OTU_3836	Outside
OTU_3837	Outside
OTU_3838	Outside
OTU_3839	Outside
OTU_3840	Outside
OTU_3841	Outside
OTU_3842	Outside
OTU_3843	Outside
OTU_3844	Outside
OTU_3845	Outside
OTU_3847	Outside
OTU_3848	Outside
OTU_3850	Outside
OTU_3851	Outside
OTU_3852	Outside
OTU_3853	Outside
OTU_3854	Outside
OTU_3855	Outside
OTU_3856	Outside
OTU_3858	Outside
OTU_3860	Outside
OTU_3861	Outside
OTU_3862	Outside
OTU_3863	Outside
OTU_3864	Outside
OTU_3865	Outside
OTU_3866	Outside
OTU_3867	Outside
OTU_3868	Outside
OTU_3869	Outside
OTU_3870	Outside
OTU_3871	Outside
OTU_3872	Outside
OTU_3873	Outside
OTU_3874	Outside
OTU_3875	Outside
OTU_3876	Outside
OTU_3877	Outside
OTU_3878	Outside
OTU_3879	Outside
OTU_3880	Outside
OTU_3881	Outside
OTU_3882	Outside
OTU_3883	Outside
OTU_3884	Outside
OTU_3885	Outside
OTU_3887	Outside
OTU_3888	Outside
OTU_3889	Outside
OTU_3890	Outside
OTU_3891	Outside
OTU_3892	Outside
OTU_3893	Outside
OTU_3894	Outside
OTU_3895	Outside
OTU_3896	Outside
OTU_3897	Outside
OTU_3898	Outside
OTU_3899	Outside
OTU_3900	Outside
OTU_3901	Outside
OTU_3902	Outside
OTU_3903	Outside
OTU_3905	Outside
OTU_3906	Outside
OTU_3907	Outside
OTU_3908	Outside
OTU_3909	Outside
OTU_3910	Outside
OTU_3911	Outside
OTU_3912	Outside
OTU_3913	Outside
OTU_3914	Outside
OTU_3915	Outside
OTU_3916	Outside
OTU_3917	Outside
OTU_3918	Outside
OTU_3919	Outside
OTU_3920	Outside
OTU_3921	Outside
OTU_3923	Outside
OTU_3924	Outside
OTU_3925	Outside
OTU_3926	Outside
OTU_3927	Outside
OTU_3928	Outside
OTU_3929	Outside
OTU_3930	Outside
OTU_3931	Outside
OTU_3932	Outside
OTU_3933	Outside
OTU_3934	Outside
OTU_3935	Outside
OTU_3936	Outside
OTU_3937	Outside
OTU_3938	Outside
OTU_3939	Outside
OTU_3940	Outside
OTU_3941	Outside
OTU_3942	Outside
OTU_3945	Outside
OTU_3946	Outside
OTU_3947	Outside
OTU_3948	Outside
OTU_3949	Outside
OTU_3950	Outside
OTU_3951	Outside
OTU_3952	Outside
OTU_3953	Outside
OTU_3954	Outside
OTU_3955	Outside
OTU_3956	Outside
OTU_3957	Outside
OTU_3958	Outside
OTU_3959	Outside
OTU_3960	Outside
OTU_3961	Outside
OTU_3962	Outside
OTU_3963	Outside
OTU_3964	Outside
OTU_3965	Outside
OTU_3966	Outside
OTU_3967	Outside
OTU_3968	Outside
OTU_3969	Outside
OTU_3970	Outside
OTU_3971	Outside
OTU_3972	Outside
OTU_3973	Outside
OTU_3974	Outside
OTU_3975	Outside
OTU_3976	Outside
OTU_3977	Outside
OTU_3978	Outside
OTU_3979	Outside
OTU_3980	Outside
OTU_3981	Outside
OTU_3982	Outside
OTU_3983	Outside
OTU_3984	Outside
OTU_3985	Outside
OTU_3986	Outside
OTU_3987	Outside
OTU_3988	Outside
OTU_3989	Outside
OTU_3990	Outside
OTU_3991	Outside
OTU_3992	Outside
OTU_3993	Outside
OTU_3994	Outside
OTU_3995	Outside
OTU_3996	Outside
OTU_3997	Outside
OTU_3998	Outside
OTU_4001	Outside
OTU_4002	Outside
OTU_4004	Outside
OTU_4005	Outside
OTU_4006	Outside
OTU_4007	Outside
OTU_4009	Outside
OTU_4010	Outside
OTU_4011	Outside
OTU_4013	Outside
OTU_4014	Outside
OTU_4015	Outside
OTU_4016	Outside
OTU_4017	Outside
OTU_4018	Outside
OTU_4019	Outside
OTU_4020	Outside
OTU_4021	Outside
OTU_4022	Outside
OTU_4023	Outside
OTU_4024	Outside
OTU_4025	Outside
OTU_4026	Outside
OTU_4027	Outside
OTU_4028	Outside
OTU_4029	Outside
OTU_4030	Outside
OTU_4031	Outside
OTU_4032	Outside
OTU_4033	Outside
OTU_4034	Outside
OTU_4035	Outside
OTU_4036	Outside
OTU_4037	Outside
OTU_4038	Outside
OTU_4039	Outside
OTU_4040	Outside
OTU_4041	Outside
OTU_4042	Outside
OTU_4043	Outside
OTU_4044	Outside
OTU_4045	Outside
OTU_4046	Outside
OTU_4049	Outside
OTU_4050	Outside
OTU_4051	Outside
OTU_4052	Outside
OTU_4053	Outside
OTU_4054	Outside
OTU_4055	Outside
OTU_4056	Outside
OTU_4057	Outside
OTU_4058	Outside
OTU_4060	Outside
OTU_4061	Outside
OTU_4062	Outside
OTU_4063	Outside
OTU_4065	Outside
OTU_4066	Outside
OTU_4067	Outside
OTU_4068	Outside
OTU_4069	Outside
OTU_4070	Outside
OTU_4071	Outside
OTU_4072	Outside
OTU_4073	Outside
OTU_4074	Outside
OTU_4075	Outside
OTU_4077	Outside
OTU_4078	Outside
OTU_4079	Outside
OTU_4081	Outside
OTU_4082	Outside
OTU_4083	Outside
OTU_4084	Outside
OTU_4088	Outside
OTU_4089	Outside
OTU_4090	Outside
OTU_4091	Outside
OTU_4092	Outside
OTU_4093	Outside
OTU_4094	Outside
OTU_4095	Outside
OTU_4096	Outside
OTU_4097	Outside
OTU_4098	Outside
OTU_4099	Outside
OTU_4100	Outside
OTU_4101	Outside
OTU_4102	Outside
OTU_4103	Outside
OTU_4104	Outside
OTU_4105	Outside
OTU_4106	Outside
OTU_4107	Outside
OTU_4108	Outside
OTU_4109	Outside
OTU_4110	Outside
OTU_4111	Outside
OTU_4112	Outside
OTU_4113	Outside
OTU_4114	Outside
OTU_4115	Outside
OTU_4116	Outside
OTU_4117	Outside
OTU_4118	Outside
OTU_4119	Outside
OTU_4121	Outside
OTU_4122	South
OTU_4123	South
OTU_4124	South
OTU_4125	South
OTU_4126	South
OTU_4127	South
OTU_4128	South
OTU_4129	South
OTU_4131	South
OTU_4132	South
OTU_4133	South
OTU_4134	South
OTU_4136	South
OTU_4138	South
OTU_4139	South
OTU_4140	South
OTU_4141	South
OTU_4142	South
OTU_4143	South
OTU_4144	South
OTU_4145	South
OTU_4146	South
OTU_4147	South
OTU_4148	South
OTU_4149	South
OTU_4150	South
OTU_4151	South
OTU_4152	South
OTU_4153	South
OTU_4154	South
OTU_4155	South
OTU_4156	South
OTU_4157	South
OTU_4158	South
OTU_4161	South
OTU_4162	South
OTU_4163	South
OTU_4165	South
OTU_4167	South
OTU_4168	South
OTU_4169	South
OTU_4170	South
OTU_4171	South
OTU_4172	South
OTU_4173	South
OTU_4174	South
OTU_4175	South
OTU_4176	South
OTU_4177	South
OTU_4178	South
OTU_4179	South
OTU_4180	South
OTU_4181	South
OTU_4183	South
OTU_4184	South
OTU_4185	South
OTU_4186	South
OTU_4187	South
OTU_4188	South
OTU_4189	South
OTU_4190	South
OTU_4191	South
OTU_4192	South
OTU_4193	South
OTU_4194	South
OTU_4195	South
OTU_4197	South
OTU_4198	South
OTU_4199	South
OTU_4200	South
OTU_4201	South
OTU_4203	South
OTU_4204	South
OTU_4205	South
OTU_4207	South
OTU_4208	South
OTU_4209	South
OTU_4210	South
OTU_4211	South
OTU_4212	South
OTU_4213	South
OTU_4214	South
OTU_4215	South
OTU_4216	South
OTU_4217	South
OTU_4218	South
OTU_4219	South
OTU_4220	South
OTU_4221	South
OTU_4222	South
OTU_4223	South
OTU_4224	South
OTU_4225	South
OTU_4226	South
OTU_4227	South
OTU_4228	South
OTU_4229	South
OTU_4230	South
OTU_4231	South
OTU_4232	South
OTU_4233	South
OTU_4234	South
OTU_4235	South
OTU_4236	South
OTU_4237	South
OTU_4238	South
OTU_4239	South
OTU_4240	South
OTU_4241	South
OTU_4242	South
OTU_4243	South
OTU_4244	South
OTU_4245	South
OTU_4246	South
OTU_4247	South
OTU_4248	South
OTU_4249	South
OTU_4250	South
OTU_4251	South
OTU_4252	South
OTU_4254	South
OTU_4255	South
OTU_4256	South
OTU_4257	South
OTU_4258	South
OTU_4259	South
OTU_4260	South
OTU_4261	South
OTU_4262	South
OTU_4263	South
OTU_4264	South
OTU_4265	South
OTU_4266	South
OTU_4267	South
OTU_4268	South
OTU_4269	South
OTU_4270	South
OTU_4271	South
OTU_4272	South
OTU_4273	South
OTU_4274	South
OTU_4275	South
OTU_4276	South
OTU_4277	South
OTU_4278	South
OTU_4280	South
OTU_4281	South
OTU_4282	South
OTU_4283	South
OTU_4284	South
OTU_4285	South
OTU_4286	South
OTU_4287	South
OTU_4289	South
OTU_4290	South
OTU_4291	South
OTU_4292	South
OTU_4293	South
OTU_4294	South
OTU_4295	South
OTU_4296	South
OTU_4297	South
OTU_4298	South
OTU_4299	South
OTU_4300	South
OTU_4301	South
OTU_4302	South
OTU_4303	South
OTU_4304	South
OTU_4305	South
OTU_4306	South
OTU_4307	South
OTU_4308	South
OTU_4309	South
OTU_4310	South
OTU_4311	South
OTU_4312	South
OTU_4313	South
OTU_4314	South
OTU_4315	South
OTU_4316	South
OTU_4317	South
OTU_4318	South
OTU_4319	South
OTU_4320	South
OTU_4321	South
OTU_4322	South
OTU_4323	South
OTU_4325	South
OTU_4326	South
OTU_4327	South
OTU_4328	South
OTU_4331	South
OTU_4332	South
OTU_4333	South
OTU_4334	South
OTU_4335	South
OTU_4336	South
OTU_4337	South
OTU_4338	South
OTU_4340	South
OTU_4341	South
OTU_4342	South
OTU_4343	South
OTU_4344	South
OTU_4346	South
OTU_4347	South
OTU_4348	South
OTU_4350	South
OTU_4351	South
OTU_4352	South
OTU_4353	South
OTU_4354	South
OTU_4355	South
OTU_4356	South
OTU_4357	South
OTU_4358	South
OTU_4360	South
OTU_4361	South
OTU_4362	South
OTU_4363	South
OTU_4364	South
OTU_4365	South
OTU_4366	South
OTU_4367	South
OTU_4368	South
OTU_4369	South
OTU_4370	South
OTU_4371	South
OTU_4372	South
OTU_4373	South
OTU_4374	South
OTU_4375	South
OTU_4376	South
OTU_4377	South
OTU_4378	South
OTU_4380	South
OTU_4381	South
OTU_4382	South
OTU_4383	South
OTU_4384	South
OTU_4385	South
OTU_4387	South
OTU_4388	South
OTU_4389	South
OTU_4390	South
OTU_4391	South
OTU_4392	South
OTU_4393	South
OTU_4394	South
OTU_4395	South
OTU_4396	South
OTU_4397	South
OTU_4398	South
OTU_4399	South
