OTUID	All	feces	plaque	saliva
ASV_340	0.114095	0.0000000	0.0000000	0.3422854
ASV_413	0.092918	0.0000000	0.1503210	0.1284318
ASV_1231	0.108327	0.0000000	0.1166630	0.2083195
ASV_200	0.147333	0.0000000	0.4419976	0.0000000
ASV_225	0.237252	0.7117554	0.0000000	0.0000000
ASV_279	0.099646	0.0000000	0.0000000	0.2989367
ASV_298	0.127965	0.00000000	0.31275134	0.07114406
ASV_41	0.367028	0.000000000	1.091445428	0.009639483
ASV_505	0.200523	0.6015703	0.0000000	0.0000000
ASV_659	0.11117	0.0000000	0.0000000	0.3335089
ASV_101	0.103711	0.3111335	0.0000000	0.0000000
ASV_131	0.21412	0.6423611	0.0000000	0.0000000
ASV_222	0.099878	0.0000000	0.0000000	0.2996344
ASV_228	0.108104	0.3243135	0.0000000	0.0000000
ASV_375	0.234353	0.703058	0.000000	0.000000
ASV_72	0.147815	0.0000000	0.2579051	0.1855403
ASV_810	0.213511	0.640533	0.000000	0.000000
ASV_84	0.118379	0.0000000	0.3551365	0.0000000
ASV_863	0.085133	0.00000000	0.21897136	0.03642615
ASV_1093	0.117811	0.00000000	0.05899705	0.29443498
ASV_337	0.11689	0.00000000	0.05057897	0.30008986
ASV_406	0.114798	0.00000000	0.31309633	0.03129855
ASV_70	0.111958	0.00000000	0.30514834	0.03072585
ASV_108	0.144255	0.0000000	0.1008065	0.3319597
ASV_110	0.098058	0.0000000	0.0000000	0.2941729
ASV_172	0.102393	0.0000000	0.0000000	0.3071792
ASV_247	0.099767	0.0000000	0.2992998	0.0000000
ASV_276	0.089548	0.000000000	0.005761032	0.262883229
ASV_280	0.10376	0.00000000	0.02949853	0.28178257
ASV_357	0.103003	0.00000000	0.05603373	0.25297451
ASV_469	0.081217	0.0000000	0.0000000	0.2436503
ASV_536	0.177185	0.5315543	0.0000000	0.0000000
ASV_611	0.123248	0.00000000	0.27003606	0.09970854
ASV_788	0.117519	0.3525568	0.0000000	0.0000000
ASV_1006	0.1323	0.0000000	0.1319624	0.2649391
ASV_126	0.086925	0.0000000	0.0000000	0.2607762
ASV_147	0.090138	0.0000000	0.0000000	0.2704129
ASV_159	0.085365	0.00000000	0.24075549	0.01533978
ASV_187	0.095302	0.2859065	0.0000000	0.0000000
ASV_189	0.344881	1.034644	0.000000	0.000000
ASV_207	0.108036	0.00000000	0.03659522	0.28751390
ASV_272	0.103948	0.00000000	0.02949853	0.28234631
ASV_353	0.079648	0.0000000	0.0000000	0.2389451
ASV_396	0.17717	0.531509	0.000000	0.000000
ASV_499	0.175707	0.5271199	0.0000000	0.0000000
ASV_580	0.08622	0.000000000	0.249020586	0.009639483
ASV_682	0.087141	0.00000000	0.04032723	0.22109656
ASV_738	0.150355	0.4510635	0.0000000	0.0000000
ASV_82	0.196576	0.00000000	0.55842957	0.03129855
ASV_87	0.098947	0.0000000	0.2968395	0.0000000
ASV_1078	0.121287	0.00000000	0.07879119	0.28507075
ASV_118	0.063371	0.0000000	0.1901141	0.0000000
ASV_128	0.169061	0.5071836	0.0000000	0.0000000
ASV_199	0.125713	0.00000000	0.33135109	0.04578755
ASV_262	0.110909	0.00000000	0.06475808	0.26797012
ASV_341	0.087954	0.0000000	0.0000000	0.2638609
ASV_374	0.180827	0.52268664	0.01979414	0.00000000
ASV_437	0.105894	0.00000000	0.26422519	0.05345743
ASV_480	0.095319	0.00000000	0.02949853	0.25645996
ASV_65	0.066207	0.00000000	0.16130891	0.03731348
ASV_813	0.17195	0.507119698	0.008730574	0.000000000
ASV_844	0.092517	0.0000000	0.2775523	0.0000000
ASV_89	0.086573	0.0000000	0.0000000	0.2597203
ASV_955	0.126448	0.0000000	0.2727663	0.1065772
ASV_102	0.229731	0.6891935	0.0000000	0.0000000
ASV_106	0.102009	0.000000000	0.296386194	0.009639483
ASV_111	0.073797	0.000000	0.000000	0.221392
ASV_528	0.089696	0.2690885	0.0000000	0.0000000
ASV_754	0.20966	0.6289789	0.0000000	0.0000000
ASV_91	0.201782	0.0000000	0.6053463	0.0000000
ASV_1030	0.124943	0.0000000	0.1647757	0.2100531
ASV_1068	0.090567	0.0000000	0.0000000	0.2717012
ASV_1205	0.078594	0.0000000	0.0000000	0.2357812
ASV_160	0.090546	0.00000000	0.23875301	0.03288421
ASV_164	0.191716	0.00000000	0.54565760	0.02949114
ASV_165	0.125035	0.0000000	0.2720816	0.1030220
ASV_288	0.086893	0.2606794	0.0000000	0.0000000
ASV_292	0.179398	0.5381944	0.0000000	0.0000000
ASV_387	0.086893	0.2606794	0.0000000	0.0000000
ASV_414	0.089732	0.00000000	0.22340777	0.04578755
ASV_506	0.201219	0.6036581	0.0000000	0.0000000
ASV_129	0.155102	0.4653067	0.0000000	0.0000000
ASV_166	0.164287	0.0000000	0.4928617	0.0000000
ASV_179	0.076448	0.0000000	0.0000000	0.2293453
ASV_184	0.08409	0.2522704	0.0000000	0.0000000
ASV_471	0.074339	0.0000000	0.0000000	0.2230166
ASV_543	0.308701	0.9261019	0.0000000	0.0000000
ASV_564	0.085095	0.00000000	0.19811078	0.05717488
ASV_654	0.109073	0.00000000	0.07879119	0.24842902
ASV_770	0.08409	0.2522704	0.0000000	0.0000000
ASV_1145	0.08109	0.0000000	0.0000000	0.2432712
ASV_116	0.208693	0.6260794	0.0000000	0.0000000
ASV_136	0.067328	0.00000000	0.16909896	0.03288421
ASV_237	0.165909	0.4977281	0.0000000	0.0000000
ASV_264	0.099548	0.0000000	0.0000000	0.2986451
ASV_273	0.082897	0.0000000	0.0000000	0.2486913
ASV_349	0.070223	0.0000000	0.0000000	0.2106695
ASV_527	0.081287	0.2438614	0.0000000	0.0000000
ASV_577	0.077714	0.0000000	0.1010851	0.1320563
ASV_656	0.109679	0.0000000	0.1830234	0.1460125
ASV_660	0.080885	0.0000000	0.0000000	0.2426561
ASV_691	0.078762	0.0000000	0.0000000	0.2362851
ASV_71	0.16241	0.0000000	0.4872312	0.0000000
ASV_79	0.110653	0.0000000	0.0000000	0.3319597
ASV_828	0.254261	0.7627845	0.0000000	0.0000000
ASV_92	0.10262	0.0000000	0.3078614	0.0000000
ASV_100	0.078484	0.2354524	0.0000000	0.0000000
ASV_107	0.081485	0.0000000	0.2444561	0.0000000
ASV_115	0.078484	0.2354524	0.0000000	0.0000000
ASV_123	0.106811	0.00000000	0.03426222	0.28617216
ASV_177	0.064573	0.000000	0.000000	0.193718
ASV_193	0.106999	0.0000000	0.1795328	0.1414643
ASV_214	0.089969	0.0000000	0.0000000	0.2699055
ASV_216	0.072381	0.0000000	0.0000000	0.2171438
ASV_217	0.065192	0.0000000	0.0000000	0.1955761
ASV_230	0.082327	0.2469796	0.0000000	0.0000000
ASV_248	0.082029	0.00000000	0.22319195	0.02289377
ASV_289	0.201497	0.6044905	0.0000000	0.0000000
ASV_314	0.111461	0.00000000	0.31148951	0.02289377
ASV_358	0.077533	0.0000000	0.0000000	0.2325989
ASV_408	0.070089	0.000000000	0.005761032	0.204507402
ASV_429	0.137501	0.0000000	0.2995496	0.1129528
ASV_518	0.078484	0.2354524	0.0000000	0.0000000
ASV_529	0.078484	0.2354524	0.0000000	0.0000000
ASV_746	0.186071	0.5582137	0.0000000	0.0000000
ASV_843	0.088332	0.00000000	0.21920797	0.04578755
ASV_93	0.081485	0.0000000	0.2444561	0.0000000
ASV_1072	0.0819	0.00000000	0.01979414	0.22590612
ASV_109	0.079277	0.0000000	0.0000000	0.2378298
ASV_144	0.08618	0.0000000	0.0000000	0.2585402
ASV_186	0.075681	0.2270434	0.0000000	0.0000000
ASV_195	0.061205	0.0000000	0.1836141	0.0000000
ASV_227	0.179426	0.5382775	0.0000000	0.0000000
ASV_232	0.075681	0.2270434	0.0000000	0.0000000
ASV_241	0.052731	0.000000000	0.149786842	0.008404774
ASV_417	0.06967	0.00000000	0.06913239	0.13987624
ASV_752	0.140517	0.4215499	0.0000000	0.0000000
ASV_819	0.148194	0.436911638	0.000000000	0.007669888
ASV_151	0.241073	0.7232191	0.0000000	0.0000000
ASV_176	0.066471	0.0000000	0.0000000	0.1994139
ASV_194	0.068187	0.0000000	0.2045601	0.0000000
ASV_233	0.081665	0.2449942	0.0000000	0.0000000
ASV_234	0.150463	0.4513889	0.0000000	0.0000000
ASV_275	0.078122	0.0000000	0.0000000	0.2343663
ASV_333	0.082562	0.00000000	0.07183125	0.17585458
ASV_403	0.064729	0.00000000	0.01152206	0.18266530
ASV_736	0.108065	0.3241952	0.0000000	0.0000000
ASV_821	0.150463	0.4513889	0.0000000	0.0000000
ASV_906	0.089748	0.0000000	0.2692436	0.0000000
ASV_986	0.108299	0.0000000	0.3248956	0.0000000
ASV_996	0.138157	0.00000000	0.39642650	0.01804426
ASV_104	0.048009	0.0000000	0.1440258	0.0000000
ASV_1101	0.070609	0.000000000	0.005761032	0.206064730
ASV_152	0.179908	0.5397237	0.0000000	0.0000000
ASV_168	0.091482	0.0000000	0.0000000	0.2744451
ASV_191	0.054769	0.00000000	0.14141237	0.02289377
ASV_203	0.072755	0.0000000	0.2182644	0.0000000
ASV_245	0.101116	0.0000000	0.1935809	0.1097659
ASV_260	0.115325	0.00000000	0.25499084	0.09098274
ASV_266	0.08368	0.0000000	0.0000000	0.2510415
ASV_347	0.057654	0.0000000	0.0000000	0.1729625
ASV_416	0.07943	0.00000000	0.20005585	0.03823355
ASV_439	0.130077	0.0000000	0.3902301	0.0000000
ASV_455	0.168494	0.00000000	0.48439561	0.02108637
ASV_464	0.082361	0.00000000	0.04929267	0.19778926
ASV_503	0.162293	0.4868779	0.0000000	0.0000000
ASV_794	0.171719	0.509396452	0.005761032	0.000000000
ASV_83	0.049917	0.00000000	0.12674271	0.02300966
ASV_88	0.221752	0.00000000	0.61946903	0.04578755
ASV_901	0.094132	0.00000000	0.21371489	0.06868132
ASV_1090	0.077681	0.00000000	0.04678162	0.18626167
ASV_1107	0.076828	0.0000000	0.0000000	0.2304847
ASV_120	0.046088	0.0000000	0.1382648	0.0000000
ASV_157	0.104046	0.00000000	0.26657207	0.04556581
ASV_162	0.101078	0.000000000	0.294829284	0.008404774
ASV_171	0.075036	0.00000000	0.01979414	0.20531237
ASV_204	0.085379	0.0000000	0.1121773	0.1439600
ASV_215	0.055843	0.0000000	0.0000000	0.1675303
ASV_220	0.061359	0.0000000	0.0000000	0.1840773
ASV_267	0.117429	0.0000000	0.1347952	0.2174908
ASV_402	0.056714	0.00000000	0.13158493	0.03855793
ASV_519	0.083693	0.2510781	0.0000000	0.0000000
ASV_544	0.132103	0.3963088	0.0000000	0.0000000
ASV_650	0.068198	0.0000000	0.0000000	0.2045943
ASV_668	0.071811	0.00000000	0.06982575	0.14560610
ASV_672	0.067908	0.0000000	0.0000000	0.2037238
ASV_674	0.064849	0.000000	0.000000	0.194548
ASV_678	0.069999	0.00000000	0.02949853	0.18049942
ASV_724	0.064761	0.0000000	0.0000000	0.1942832
ASV_743	0.132584	0.3977511	0.0000000	0.0000000
ASV_898	0.10031	0.0000000	0.1299806	0.1709498
ASV_1129	0.086773	0.00000000	0.08849558	0.17182471
ASV_150	0.064563	0.0000000	0.0000000	0.1936902
ASV_167	0.06784	0.00000000	0.19207264	0.01144689
ASV_175	0.053042	0.0000000	0.0000000	0.1591255
ASV_182	0.121416	0.3642468	0.0000000	0.0000000
ASV_210	0.067287	0.0000000	0.0000000	0.2018606
ASV_224	0.12289	0.3686702	0.0000000	0.0000000
ASV_350	0.056774	0.0000000	0.0000000	0.1703225
ASV_373	0.149002	0.4470055	0.0000000	0.0000000
ASV_421	0.059268	0.00000000	0.14346309	0.03434066
ASV_449	0.070623	0.0000000	0.1568252	0.0550431
ASV_509	0.11442	0.3432608	0.0000000	0.0000000
ASV_584	0.059858	0.00000000	0.10392647	0.07564832
ASV_594	0.104562	0.00000000	0.23345789	0.08022759
ASV_687	0.072801	0.00000000	0.05899705	0.15940521
ASV_74	0.087759	0.0000000	0.0000000	0.2632784
ASV_782	0.064469	0.1934073	0.0000000	0.0000000
ASV_991	0.132358	0.0000000	0.3970742	0.0000000
ASV_113	0.063061	0.0000000	0.0000000	0.1891818
ASV_119	0.045056	0.000000	0.135167	0.000000
ASV_122	0.083944	0.0000000	0.0000000	0.2518315
ASV_158	0.044143	0.00000000	0.12098168	0.01144689
ASV_170	0.058496	0.0000000	0.0000000	0.1754882
ASV_178	0.056364	0.0000000	0.0000000	0.1690928
ASV_188	0.128173	0.3845195	0.0000000	0.0000000
ASV_192	0.050819	0.00000000	0.10666812	0.04578755
ASV_198	0.080592	0.000000	0.241777	0.000000
ASV_212	0.070724	0.00000000	0.02949853	0.18267380
ASV_343	0.053169	0.000000	0.000000	0.159507
ASV_345	0.071215	0.00000000	0.01121579	0.20242915
ASV_359	0.054994	0.0000000	0.0000000	0.1649806
ASV_377	0.061666	0.1849983	0.0000000	0.0000000
ASV_590	0.142641	0.00000000	0.39662348	0.03129855
ASV_600	0.080895	0.000000000	0.233046411	0.009639483
ASV_608	0.104994	0.00000000	0.29780042	0.01718132
ASV_705	0.057559	0.0000000	0.0000000	0.1726767
ASV_791	0.061666	0.1849983	0.0000000	0.0000000
ASV_803	0.170258	0.5107744	0.0000000	0.0000000
ASV_1055	0.063449	0.0000000	0.0000000	0.1903481
ASV_127	0.053439	0.0000000	0.0000000	0.1603163
ASV_141	0.061723	0.0000000	0.0000000	0.1851705
ASV_197	0.071271	0.00000000	0.04892958	0.16488419
ASV_221	0.050643	0.00000000	0.02304413	0.12888532
ASV_283	0.05936	0.0000000	0.0000000	0.1780813
ASV_293	0.121528	0.3645833	0.0000000	0.0000000
ASV_342	0.058503	0.0000000	0.0000000	0.1755076
ASV_363	0.064056	0.00000000	0.03525956	0.15690973
ASV_368	0.105481	0.3164422	0.0000000	0.0000000
ASV_372	0.139532	0.4185953	0.0000000	0.0000000
ASV_388	0.058863	0.1765893	0.0000000	0.0000000
ASV_398	0.214914	0.6447425	0.0000000	0.0000000
ASV_400	0.304725	0.9141736	0.0000000	0.0000000
ASV_448	0.061114	0.0000000	0.1833421	0.0000000
ASV_497	0.100666	0.3019965	0.0000000	0.0000000
ASV_778	0.058863	0.1765893	0.0000000	0.0000000
ASV_787	0.062705	0.1881165	0.0000000	0.0000000
ASV_815	0.119833	0.3594996	0.0000000	0.0000000
ASV_1028	0.07872	0.0000000	0.1280270	0.1081331
ASV_1080	0.072888	0.0000000	0.1155919	0.1030718
ASV_1124	0.054488	0.0000000	0.0000000	0.1634643
ASV_1190	0.064709	0.00000000	0.02949853	0.16462954
ASV_211	0.053511	0.0000000	0.0000000	0.1605344
ASV_246	0.045803	0.00000000	0.10684618	0.03056366
ASV_254	0.112007	0.0000000	0.3360215	0.0000000
ASV_277	0.049344	0.0000000	0.0000000	0.1480312
ASV_305	0.046241	0.00000000	0.12727687	0.01144689
ASV_366	0.062568	0.00000000	0.02949853	0.15820443
ASV_395	0.109773	0.329318	0.000000	0.000000
ASV_481	0.057116	0.0000000	0.0000000	0.1713468
ASV_501	0.125223	0.3756697	0.0000000	0.0000000
ASV_555	0.044093	0.00000000	0.09793755	0.03434066
ASV_740	0.114464	0.3433928	0.0000000	0.0000000
ASV_748	0.129427	0.36848751	0.01979414	0.00000000
ASV_871	0.061153	0.00000000	0.12308406	0.06037593
ASV_880	0.0502	0.00000000	0.07786296	0.07273640
ASV_902	0.072954	0.0000000	0.2188611	0.0000000
ASV_910	0.071226	0.00000000	0.19066846	0.02300966
ASV_935	0.112007	0.0000000	0.3360215	0.0000000
ASV_952	0.068427	0.00000000	0.19383315	0.01144689
ASV_1020	0.053838	0.0000000	0.0172831	0.1442322
ASV_1052	0.062572	0.00000000	0.08212028	0.10559712
ASV_1069	0.055258	0.0000000	0.0485993	0.1171751
ASV_1091	0.061734	0.00000000	0.06768632	0.11751644
ASV_1100	0.05751	0.0000000	0.0000000	0.1725298
ASV_1111	0.060762	0.0000000	0.0000000	0.1822872
ASV_1186	0.055681	0.00000000	0.03364738	0.13339571
ASV_1198	0.054509	0.0000000	0.0000000	0.1635278
ASV_134	0.039133	0.00000000	0.09217652	0.02522299
ASV_138	0.036487	0.0000000	0.1094596	0.0000000
ASV_223	0.054505	0.000000	0.000000	0.163515
ASV_240	0.060557	0.00000000	0.09009724	0.09157509
ASV_249	0.044183	0.00000000	0.08065445	0.05189376
ASV_281	0.054244	0.0000000	0.0000000	0.1627328
ASV_303	0.044552	0.00000000	0.10077887	0.03287637
ASV_304	0.043136	0.0000000	0.1294083	0.0000000
ASV_313	0.071033	0.0000	0.2131	0.0000
ASV_344	0.06105	0.0000000	0.0000000	0.1831502
ASV_356	0.044437	0.0000000	0.0000000	0.1333096
ASV_367	0.095183	0.2855494	0.0000000	0.0000000
ASV_370	0.163796	0.4913895	0.0000000	0.0000000
ASV_419	0.039347	0.000000000	0.109637667	0.008404774
ASV_476	0.046176	0.0000000	0.0000000	0.1385284
ASV_477	0.045551	0.0000000	0.0000000	0.1366539
ASV_511	0.064784	0.1943528	0.0000000	0.0000000
ASV_525	0.053257	0.1597713	0.0000000	0.0000000
ASV_531	0.060942	0.1828257	0.0000000	0.0000000
ASV_572	0.05054	0.00000000	0.12105734	0.03056366
ASV_578	0.051091	0.00000000	0.12682353	0.02644903
ASV_665	0.058541	0.00000000	0.01979414	0.15582917
ASV_679	0.046383	0.0000000	0.0000000	0.1391476
ASV_680	0.050406	0.00000000	0.01746115	0.13375815
ASV_689	0.046795	0.0000000	0.0000000	0.1403865
ASV_694	0.051637	0.0000000	0.0000000	0.1549104
ASV_773	0.060933	0.1827981	0.0000000	0.0000000
ASV_888	0.051033	0.0000000	0.1530977	0.0000000
ASV_912	0.074263	0.00000000	0.13750759	0.08528245
ASV_924	0.077552	0.000000000	0.223016914	0.009639483
ASV_988	0.099054	0.00000000	0.23992801	0.05723443
ASV_1229	0.058326	0.00000000	0.02949853	0.14547945
ASV_135	0.034566	0.0000000	0.1036986	0.0000000
ASV_180	0.050429	0.0000000	0.0000000	0.1512859
ASV_183	0.050454	0.1513623	0.0000000	0.0000000
ASV_190	0.039491	0.00000000	0.06913239	0.04933931
ASV_196	0.046277	0.0000000	0.1388299	0.0000000
ASV_229	0.050454	0.1513623	0.0000000	0.0000000
ASV_231	0.050454	0.1513623	0.0000000	0.0000000
ASV_271	0.066062	0.0000000	0.0462996	0.1518875
ASV_274	0.057425	0.000000	0.000000	0.172276
ASV_294	0.104167	0.3125	0.0000	0.0000
ASV_308	0.052869	0.00000000	0.12341433	0.03519144
ASV_325	0.052897	0.00000000	0.12702043	0.03167032
ASV_348	0.041511	0.000000	0.000000	0.124533
ASV_369	0.106544	0.3196313	0.0000000	0.0000000
ASV_494	0.050429	0.0000000	0.0000000	0.1512859
ASV_512	0.119617	0.3588517	0.0000000	0.0000000
ASV_569	0.06993	0.00000000	0.19834228	0.01144689
ASV_688	0.041511	0.000000	0.000000	0.124533
ASV_719	0.049478	0.0000000	0.0000000	0.1484336
ASV_722	0.051625	0.0000000	0.0000000	0.1548752
ASV_750	0.095521	0.286562	0.000000	0.000000
ASV_798	0.050454	0.1513623	0.0000000	0.0000000
ASV_820	0.099727	0.2991796	0.0000000	0.0000000
ASV_866	0.049828	0.00000000	0.11514226	0.03434066
ASV_874	0.051165	0.00000000	0.10095923	0.05253495
ASV_899	0.080812	0.00000000	0.23098921	0.01144689
ASV_969	0.066387	0.0000000	0.1991603	0.0000000
ASV_1018	0.079515	0.0000000	0.1533051	0.0852393
ASV_1092	0.054203	0.00000000	0.02801687	0.13459189
ASV_1096	0.059392	0.00000000	0.02949853	0.14867822
