function	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
K00883	0.0	0.0	0.0	0.0	0.0	0.0	87.0	1.0	2.5	1.5	31.0	1.5	22.5	0.0	4.5	0.5	7.0	2.0
K00884	0.0	0.0	0.0	0.0	0.0	0.0	1.6600000000000001	0.0	0.0	5.0	0.0	1.0	1.8399999999999999	48.18000000000001	5.85	71.82	15.51	11.0
K00885	0.0	0.0	0.0	0.0	0.0	0.0	1.6600000000000001	0.0	0.0	5.0	0.0	1.0	1.8399999999999999	48.18000000000001	5.85	71.82	15.51	11.0
K00886	0.25	22.25	0.75	33.5	94.5	8.75	25.67	5.84	6.0	2.0	0.5	34.33	26.5	105.67	70.33	66.67	92.33	115.32
K00887	0.0	0.5700000000000001	32.17	21.0	51.42	1.0	111.28	248.91999999999996	41.519999999999996	145.42999999999998	27.42	33.11	141.38	530.74	450.88000000000005	570.6100000000001	594.8399999999998	353.10999999999996
K00891	1153.76	531.32	1872.5900000000001	590.3	672.21	380.1	2276.8899999999994	606.34	956.2900000000001	642.6599999999999	1536.6500000000003	466.4	1044.0099999999998	1332.5199999999998	1374.9300000000003	1853.6299999999999	1352.24	1684.1899999999998
K00895	316.26	60.589999999999996	341.90999999999997	43.800000000000004	186.46	0.0	747.45	178.17	503.25	297.5	709.5	176.0	369.5	410.5	465.0	490.5	172.0	438.08
K00897	0.0	0.0	0.0	0.0	0.0	0.0	24.3	143.0	17.58	109.76	8.58	14.59	57.75	245.9	167.52	311.62	188.77	79.73
K00899	0.5	0.0	0.0	0.0	0.0	0.0	130.0	13.25	123.25	57.75	67.25	13.75	95.75	3.5	9.0	8.0	14.5	26.75
K00901	365.64	254.14	294.21000000000004	298.5	417.96000000000004	69.0	682.7399999999999	192.09	203.57999999999998	83.34	412.24	128.11	324.52	194.02999999999997	255.95999999999995	320.18	179.16	282.17999999999995
K00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	13.0	2.0	4.0	21.0	2.0
K00912	323.76	103.42	370.58	115.8	178.29000000000002	1.0	1216.52	259.08	758.3399999999999	378.73999999999995	1007.2300000000002	219.20000000000002	567.5300000000001	656.1099999999999	768.3799999999999	1071.68	541.24	927.7600000000002
K00917	2.5	4.5	9.0	1.5	2.0	16.8	141.05	337.33000000000004	56.739999999999995	159.58999999999997	84.58	69.67	160.42	552.8199999999999	469.77000000000004	647.45	654.44	358.55999999999995
K00918	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K00919	909.01	581.67	1404.5	676.8000000000001	790.2900000000001	259.05	2055.2699999999995	409.34000000000003	1081.67	520.5799999999999	1496.4700000000003	403.43999999999994	924.6099999999999	831.53	859.1199999999999	1187.01	766.3199999999999	1169.33
K00924	0.0	0.0	0.0	0.0	0.0	0.0	5.98	15.0	1.33	1.6600000000000001	0.0	5.66	13.99	52.339999999999996	41.31999999999999	26.339999999999996	92.01	13.32
K00925	889.01	575.91	1411.0	697.8000000000001	848.38	272.05	1955.45	608.9999999999999	1115.4300000000003	626.9999999999999	1461.1600000000003	453.33	1093.1599999999999	1470.96	1543.6100000000001	1931.67	1399.9900000000002	1609.4499999999996
K00926	209.5	142.5	763.0	203.5	256.75	229.6	605.08	291.26	407.65999999999997	233.59999999999997	387.82	143.25	343.08	145.17000000000002	205.91	374.90999999999997	429.33000000000004	397.99
K00927	893.01	560.2399999999999	1373.6699999999998	581.8000000000001	750.71	247.05	2364.2	636.67	1132.44	644.33	1662.4	494.8	1118.3199999999997	1394.3599999999997	1416.66	1814.8	1409.4200000000003	1673.9299999999994
K00928	1213.02	691.8799999999999	1646.13	873.3000000000001	1194.67	406.6	2371.46	621.92	1256.2800000000002	606.0799999999999	1768.42	536.9	1153.6599999999999	1379.5299999999997	1416.92	1828.31	1413.9200000000003	1691.7699999999995
K00929	302.14	69.64	193.71	121.0	177.46	9.0	598.0	157.0	481.25	130.0	525.5	150.67000000000002	228.75	156.0	275.0	232.0	90.0	316.0
K00930	893.51	372.90999999999997	1077.0	464.8	609.46	241.05	1044.35	107.83	230.03	100.51	582.4300000000001	193.57	411.90000000000003	196.94	295.57	393.69999999999993	390.62999999999994	432.65
K00931	893.01	516.24	1191.6699999999998	602.8000000000001	743.71	252.05	1186.0099999999998	186.67	329.2	209.41999999999996	614.67	235.14999999999998	552.9200000000001	753.04	757.9199999999998	1083.9300000000003	1004.3900000000001	884.3900000000002
K00936	564.14	361.07	880.8399999999999	271.0	365.17	242.1	1177.0700000000002	230.04999999999998	713.58	399.48999999999995	618.3	226.84000000000003	594.2000000000002	782.1600000000001	794.0400000000002	1154.69	1013.7599999999999	1156.9099999999999
K00937	977.01	526.75	944.22	518.0	707.8700000000001	259.85	760.42	105.42	382.76	124.33	643.74	165.12	434.7800000000001	520.02	483.28000000000003	686.2	416.31	489.84
K00938	0.0	0.5700000000000001	0.17	0.0	1.42	2.0	122.92999999999999	221.32999999999998	37.519999999999996	125.75	64.18	59.11	139.45999999999998	575.8299999999999	483.78999999999996	606.79	691.0999999999999	426.3499999999999
K00939	909.01	560.2399999999999	1394.6699999999998	676.8000000000001	791.71	260.05	2237.95	632.17	1119.94	641.83	1571.65	465.0	1109.6699999999998	1374.9599999999998	1400.6100000000001	1802.0	1407.3200000000002	1606.2799999999993
K00940	294.0	44.54	252.55000000000004	105.5	161.79000000000002	21.0	960.56	233.66999999999996	159.86999999999998	200.41	428.84	131.73000000000002	403.6700000000001	513.37	587.4200000000001	676.6800000000001	621.31	568.3100000000002
K00941	873.51	338.36999999999995	1184.7	419.59999999999997	550.7900000000001	235.05	1691.6200000000001	355.91	798.0799999999999	490.73	1012.2300000000001	294.84999999999997	673.8600000000001	886.29	1066.1999999999996	1169.0200000000002	923.2499999999998	1272.8199999999997
K00942	923.51	569.2399999999999	1530.67	680.8000000000001	825.71	328.05	2252.6099999999997	653.09	1087.7700000000002	643.83	1553.0600000000002	462.46000000000004	1062.48	1460.1099999999997	1490.32	1867.13	1484.8400000000001	1644.7599999999993
K00943	527.25	385.65	593.76	585.0	486.24999999999994	118.25	1383.75	451.42	637.44	326.3300000000001	861.4000000000001	274.88	704.3200000000002	957.11	905.1600000000001	1249.8	1192.17	1089.18
K00945	1309.26	1085.9900000000002	2464.59	1162.3	1261.7099999999998	527.4	2245.95	631.67	1127.44	639.33	1552.65	484.3	1093.5699999999997	1373.3599999999997	1403.41	1825.8	1381.9200000000003	1631.6799999999994
K00946	324.76	115.92	370.58	200.79999999999998	220.79000000000002	1.0	1181.53	221.83999999999997	539.5099999999999	334.33	904.9900000000001	244.61999999999998	540.45	742.4499999999999	791.38	1010.5200000000001	561.07	877.1700000000002
K00948	946.26	660.0600000000001	1627.2600000000002	768.3000000000001	981.6300000000001	344.6	2521.899999999999	821.9999999999999	1215.63	780.92	1675.83	534.75	1263.5399999999995	1902.8500000000001	1854.8799999999999	2418.2499999999995	1993.0100000000004	2028.7099999999994
K00949	885.01	517.41	1201.9999999999998	583.8000000000001	742.88	259.05	1522.37	535.8299999999999	940.1800000000001	571.9999999999999	1200.1600000000003	358.34999999999997	716.1200000000001	998.4100000000001	982.0300000000002	1199.7799999999997	939.3499999999999	1034.7600000000002
K00950	640.02	164.58000000000004	569.66	233.6	348.92	15.0	2147.4399999999996	445.01000000000005	887.8699999999999	488.33	1486.08	380.71999999999997	816.65	918.9599999999999	1060.0599999999997	1187.02	737.4799999999998	1159.2099999999996
K00951	1187.27	633.3299999999999	1704.58	784.6	958.34	260.05	3190.309999999999	835.25	1715.0200000000002	992.7399999999998	2377.1400000000003	645.38	1498.9	1790.19	1879.99	2361.629999999999	1579.9200000000003	2084.2599999999998
K00952	13.0	17.0	24.0	30.0	35.0	16.0	8.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	6.0	9.0	10.0
K00954	909.01	560.2399999999999	1394.6699999999998	676.8000000000001	791.71	260.05	2365.95	638.17	1154.44	644.83	1631.1499999999999	475.3	1111.0699999999997	1370.3599999999997	1383.41	1785.8	1371.9200000000003	1576.6799999999994
K00956	316.76	53.39	340.71	21.0	168.46	68.0	184.25	60.0	25.75	21.0	111.5	44.120000000000005	137.1	180.6	231.2	271.2	101.9	113.1
K00957	572.76	64.39	417.71	21.0	183.79000000000002	69.0	189.25	60.33	25.75	21.0	111.5	44.120000000000005	139.1	182.6	234.2	271.2	103.9	117.1
K00958	0.0	0.0	0.0	0.0	0.0	0.0	292.0	14.0	94.0	9.0	164.0	25.0	44.0	1.0	5.0	2.0	5.0	3.0
K00962	909.01	560.2399999999999	1394.6699999999998	676.8000000000001	791.71	260.05	2237.95	632.17	1119.94	641.83	1571.65	464.8	1109.0699999999997	1374.3599999999997	1397.41	1801.8	1376.9200000000003	1588.6799999999994
K00963	291.75	234.15	259.09000000000003	435.0	354.25	104.75	1184.2500000000002	435.42	533.9399999999999	314.3300000000001	722.9	227.88000000000002	539.15	948.61	886.1600000000001	1242.3	1185.67	1055.68
K00965	366.75	335.82	793.42	428.5	532.92	237.05	711.77	298.49	246.27000000000004	225.49999999999997	367.17	137.36	371.64	893.25	715.3999999999999	1195.1	897.8500000000001	714.11
K00966	23.0	0.0	0.0	0.0	5.33	0.0	133.0	10.33	36.5	3.0	59.5	22.5	14.5	0.0	1.0	0.0	4.0	0.0
K00968	2.62	0.25	0.0	0.0	7.83	0.0	235.0	101.25	300.25	191.0	415.25	73.0	124.75	22.25	72.75	70.0	33.25	120.75
K00969	920.51	560.2399999999999	1395.1699999999998	676.8000000000001	800.71	259.05	2263.29	604.17	1166.44	642.83	1550.15	444.3	1134.73	1319.6799999999996	1377.5599999999997	1719.4800000000002	1327.9100000000005	1473.6799999999998
K00970	118.01	36.0	161.75	126.5	162.50000000000003	9.75	832.3300000000002	97.0	466.0	110.5	723.0	184.52999999999997	454.69000000000005	553.45	441.38	550.19	247.74	326.59
K00971	915.38	327.52	1037.4	264.4	455.86999999999995	57.5	1927.02	368.75	730.25	551.5	1310.75	346.41999999999996	631.5	711.92	890.5799999999999	880.1700000000001	430.58000000000004	1172.24
K00972	29.0	9.0	148.0	4.0	37.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00973	820.26	534.3	1229.4599999999998	622.8000000000001	761.0000000000001	235.3	1727.7700000000002	442.58	704.61	499.09000000000003	1198.43	366.98999999999995	780.8199999999999	870.7800000000001	968.65	998.9500000000002	727.46	1065.2199999999998
K00974	569.0	434.57	1002.3399999999999	448.5	473.91999999999996	228.3	1192.75	355.49	623.6000000000001	311.1600000000001	754.17	238.22000000000003	668.4000000000002	794.69	779.9200000000001	1038.64	920.2599999999999	767.7800000000002
K00975	1203.75	1040.3899999999999	2202.43	1135.5	1252.34	515.95	1941.8400000000001	650.65	848.6999999999998	587.82	1030.3400000000001	407.54	972.76	1350.5000000000007	1170.0900000000001	1827.5599999999997	1570.71	1262.1899999999998
K00978	220.0	15.14	214.71	13.0	68.29	7.0	366.58	21.75	38.5	46.67	126.33	40.0	81.33	18.92	49.0	71.17	47.25	98.5
K00979	389.76	103.56	392.28999999999996	226.8	235.58	19.0	1432.52	266.08	760.3399999999999	393.73999999999995	1067.7300000000005	228.20000000000002	537.0300000000001	653.1099999999999	773.3799999999999	1064.68	547.24	940.7600000000002
K00980	20.62	36.25	90.0	49.0	76.5	13.0	339.8299999999999	101.58	358.08	124.41	440.73999999999995	80.24	203.57999999999998	397.5	309.65999999999997	514.0	318.83000000000004	299.32000000000005
K00981	909.01	560.2399999999999	1394.6699999999998	676.8000000000001	791.71	260.05	2358.5200000000004	648.08	1232.02	705.2400000000001	1602.8899999999996	472.15999999999997	1219.5900000000001	1545.4699999999996	1601.2899999999995	2154.65	1507.3300000000004	1763.36
K00982	0.25	22.25	0.75	33.5	94.5	8.75	66.33	9.17	6.0	8.0	1.5	27.529999999999998	75.94	265.44999999999993	223.37999999999994	265.68999999999994	163.24	133.59000000000003
K00983	238.14	4.28	1.42	0.0	54.25	0.0	124.42	10.5	29.75	17.5	35.5	28.25	49.0	122.17	81.83	82.17	82.33	121.91
K00984	15.0	146.0	90.0	172.0	169.0	10.0	8.0	1.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	1.0	0.0
K00986	237.04	5.67	2.13	60.0	76.88	0.0	93.0	13.0	226.0	52.0	273.0	5.0	39.0	0.0	24.0	16.5	23.5	31.0
K00989	250.75	59.25	136.25	113.0	123.83	16.75	764.3299999999999	92.5	223.0	64.0	483.5	138.53	213.44	342.45	345.38	505.68999999999994	446.24	548.59
K00990	0.25	22.25	0.75	33.5	94.5	8.75	183.66000000000003	14.5	58.5	13.0	88.0	25.7	91.94	158.77999999999997	166.04999999999995	227.02	97.91	42.6
K00991	1442.51	473.67999999999995	1534.91	530.6	656.58	253.05	2356.7499999999995	592.6700000000001	1069.56	772.92	1518.9700000000003	489.01000000000005	1035.34	1418.2699999999998	1495.87	1768.21	1225.44	1609.9599999999996
K00992	0.0	0.0	0.0	0.0	0.0	0.0	39.0	4.0	2.0	2.0	1.0	2.2	51.6	112.6	154.2	140.2	75.4	28.6
K00993	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	44.5	5.5	36.5	9.5	55.0	0.5	2.0	0.0	1.5	1.5
K00995	664.76	560.02	1154.0399999999997	483.8	690.92	251.3	1611.02	451.40999999999997	850.76	397.4100000000001	922.9000000000001	352.62	967.9800000000001	1089.3700000000001	1086.09	1418.12	1161.1000000000001	1156.26
K00996	3.0	12.33	57.67	21.0	62.0	12.0	332.99999999999994	31.340000000000003	38.010000000000005	46.33	163.99	10.67	99.01	2.0	16.0	11.33	47.33	13.33
K00997	193.25	341.15	500.76	429.0	375.75	110.25	1125.26	353.58	564.3599999999998	304.49	729.41	237.22000000000003	626.1500000000001	908.9300000000001	908.6500000000002	1205.32	1187.6600000000003	1108.3500000000001
K00998	0.0	0.0	0.0	0.0	0.0	0.0	1.6600000000000001	0.0	0.0	5.0	0.0	1.0	1.8399999999999999	48.18000000000001	5.85	71.82	15.51	11.0
K01000	920.01	560.2399999999999	1395.1699999999998	676.8000000000001	800.71	260.05	2237.95	632.17	1119.94	641.83	1571.65	464.8	1109.0699999999997	1376.3599999999997	1400.41	1801.8	1376.9200000000003	1588.6799999999994
K01002	22.0	48.0	53.0	28.0	94.0	36.8	99.0	3.25	82.5	27.0	78.75	11.0	104.75	2.25	4.75	19.0	6.75	12.75
K01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	2.0	1.0	0.0	10.0	4.0	1.0	7.0	13.0	20.0	21.33
K01006	892.76	528.0899999999999	1347.08	548.3	656.0400000000001	235.3	1788.92	519.0	1110.3200000000002	583.67	1375.5600000000002	396.06999999999994	872.4000000000001	368.5899999999999	569.7300000000001	681.83	540.09	936.1400000000002
K01007	16.0	9.33	46.67	103.0	42.0	15.0	975.5	109.59	324.17	114.85000000000001	461.9	131.21	259.35999999999996	214.19	287.28999999999996	409.53000000000003	368.64000000000004	420.84000000000003
K01008	221.0	225.0	666.0	338.0	352.0	181.8	620.9700000000001	185.59	603.91	170.49999999999997	716.74	160.82000000000002	351.15999999999997	161.77	174.08000000000004	389.32	364.77000000000004	415.8999999999999
K01011	0.0	0.0	76.0	39.0	0.0	49.0	85.11999999999999	99.25	30.16	71.82	59.25	71.32	118.57000000000001	162.10999999999999	159.73999999999995	285.0	394.2799999999999	236.39
K01012	1051.76	388.21999999999997	1128.22	598.0	727.7900000000001	387.9	1835.57	286.33	967.09	319.73999999999995	1359.9800000000002	360.87	886.0300000000001	801.3599999999999	697.63	1276.68	749.9899999999999	1027.2600000000002
K01023	0.0	4.14	0.71	0.0	107.29	0.0	214.0	10.0	84.5	9.0	149.5	12.5	92.0	2.0	12.0	32.0	14.0	16.0
K01026	130.0	38.0	152.0	26.0	54.0	4.0	18.25	62.5	37.75	17.5	52.0	22.0	49.75	2.0	23.25	17.0	21.5	71.25
K01028	0.0	0.0	0.0	0.0	0.0	23.0	9.5	0.0	2.0	0.0	6.0	0.0	7.5	0.0	3.5	1.0	18.0	2.5
K01029	0.0	0.0	0.0	0.0	0.0	0.0	106.5	7.0	145.0	2.0	125.0	15.0	31.5	0.0	5.5	1.0	18.0	2.5
K01034	120.0	12.0	120.0	3.0	9.0	9.0	363.15999999999997	191.91000000000003	550.08	195.41	523.7399999999999	108.33	333.3299999999999	96.08	115.08	172.07999999999998	110.0	189.57999999999998
K01035	120.0	12.0	120.0	3.0	9.0	9.0	363.15999999999997	191.91000000000003	550.08	195.41	523.7399999999999	108.33	333.3299999999999	96.08	115.08	172.07999999999998	110.0	189.57999999999998
K01039	0.0	0.0	0.0	1.0	0.0	7.0	471.15999999999997	24.91	277.58	82.41	240.24	44.91	123.58	31.83	55.83	140.82999999999998	57.5	154.07999999999998
K01040	0.0	0.0	0.0	1.0	0.0	7.0	471.15999999999997	24.91	277.58	82.41	240.24	44.91	123.58	31.83	55.83	140.82999999999998	57.5	154.07999999999998
K01042	19.5	37.5	54.0	46.5	37.5	26.0	407.47	126.59	271.90999999999997	81.0	311.23999999999995	79.32	200.41000000000003	110.27	76.08	165.31999999999996	128.27	144.40000000000003
K01046	18.0	0.0	8.17	2.0	10.0	4.0	82.66	4.91	106.83	55.41	37.739999999999995	10.91	69.58	30.33	40.83	114.83	49.0	124.58
K01048	16.75	42.25	139.75	54.5	131.5	76.75	25.66	4.5	13.5	6.0	13.0	4.5	21.340000000000003	49.18000000000001	10.85	79.82	18.509999999999998	28.0
K01051	545.0	119.32	267.53000000000003	79.10000000000001	65.37	6.5	35.4	47.5	29.0	113.0	49.5	1.0	11.0	6.0	16.0	9.0	12.0	34.0
K01053	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01054	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K01056	909.01	560.2399999999999	1394.6699999999998	676.8000000000001	791.71	260.05	2304.95	638.17	1133.94	647.83	1603.65	488.8	1144.5699999999997	1374.3599999999997	1399.41	1801.8	1380.9200000000003	1592.6799999999994
K01057	254.01	30.64	1.46	41.5	224.96	9.75	369.33	36.17	64.5	41.0	186.5	90.2	262.43999999999994	574.45	442.38	689.19	428.74	457.59
K01058	2.62	0.25	0.0	0.0	2.5	0.0	183.25	11.0	28.25	9.0	85.5	16.12	147.1	118.6	189.2	194.7	85.4	78.1
K01060	15.0	146.0	90.0	172.0	170.25	10.0	50.199999999999996	82.58	15.74	12.99	15.0	26.33	110.0	436.82	333.85	517.28	480.70000000000005	319.04999999999995
K01061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	32.0	4.0
K01066	0.0	0.0	0.0	9.0	1.0	2.0	0.0	1.67	18.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.33
K01069	0.0	0.0	0.0	0.0	0.0	0.0	96.61999999999999	44.91	94.41	72.42	29.07	11.53	100.52	211.23	220.39999999999992	338.3	185.64000000000001	212.16000000000005
K01070	0.0	0.0	0.0	0.0	0.0	0.0	18.0	27.0	219.0	56.0	269.0	45.4	135.45	195.2	299.4	274.4	108.8	42.2
K01071	9.0	1.57	56.84	7.0	11.42	1.0	83.45	186.82999999999998	31.689999999999998	189.83999999999997	12.43	30.450000000000003	125.72	519.74	428.47	555.45	580.0899999999999	308.03
K01073	0.0	0.0	0.0	0.0	0.0	0.0	5.98	15.0	1.33	1.6600000000000001	0.0	5.66	9.99	52.339999999999996	39.31999999999999	26.339999999999996	76.01	11.32
K01077	370.29	37.14	162.45999999999998	133.0	298.63	2.25	373.5	106.83	337.25	194.0	496.0	83.42	256.25	48.0	127.0	124.5	45.0	116.75
K01079	303.51	89.41	222.82999999999998	120.8	268.13	11.75	681.0600000000001	343.0	634.69	437.09000000000003	851.18	173.79999999999998	549.61	926.4699999999999	847.4199999999998	1003.3700000000001	656.05	684.4100000000001
K01081	298.14	93.84	244.90999999999997	136.79999999999998	227.04000000000002	1.0	1151.6999999999998	189.34	320.83000000000004	251.01	577.33	187.59	397.00000000000006	301.17	430.5	519.25	430.58	646.24
K01082	285.76	21.89	161.70999999999998	85.0	171.96	0.0	100.66	38.0	46.5	29.0	95.0	23.67	92.84	104.18	72.85000000000001	139.82	41.510000000000005	65.0
K01083	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	3.5	0.0	6.0	0.0	10.0	0.0	1.5	1.0	2.0	0.5
K01085	0.0	0.0	0.0	0.0	0.0	1.0	119.16	19.5	43.25	6.0	31.0	27.25	41.84	202.17999999999998	310.8500000000001	243.82000000000002	102.01	254.75
K01087	0.0	0.0	0.0	0.0	0.0	0.0	128.0	6.0	34.5	3.0	59.5	10.5	2.5	0.0	0.0	0.0	4.0	0.0
K01089	299.76	50.089999999999996	152.91000000000003	33.8	129.96	0.0	105.45	8.5	3.5	0.0	45.0	7.67	75.5	3.0	5.0	3.0	5.0	5.25
K01090	641.51	513.4	1094.2599999999998	600.0	666.42	312.05	1037.2600000000002	271.42999999999995	351.60999999999996	187.17	531.16	229.8	561.24	970.95	907.9100000000001	1192.14	1144.25	942.3400000000001
K01091	2302.01	1519.5500000000002	3490.9700000000003	1725.1000000000001	1933.28	660.95	2678.2599999999998	698.2499999999999	1062.4599999999998	739.25	1641.4100000000003	506.90000000000003	1181.0499999999997	1257.4700000000003	1675.2500000000002	1961.5299999999997	1402.21	1876.3200000000002
K01092	336.51	95.85	84.34	183.5	381.5	108.55	396.11	201.66	88.19	150.09	163.68	128.02	289.51	815.37	775.2199999999997	945.6700000000002	778.9	486.22999999999996
K01093	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K01095	61.760000000000005	40.45	140.20000000000002	8.799999999999999	20.17	0.0	441.7699999999999	38.41	297.83	70.41	264.24000000000007	37.61	208.52	199.10999999999999	230.87999999999994	365.85	155.91	181.43000000000004
K01096	0.0	0.0	0.0	0.0	0.0	0.0	1.6600000000000001	0.0	0.0	5.0	0.0	1.0	1.8399999999999999	48.18000000000001	5.85	71.82	15.51	11.0
K01101	0.0	0.5700000000000001	32.17	21.0	50.42	1.0	118.61	59.739999999999995	112.52	144.99999999999997	49.419999999999995	32.36	152.05	533.07	455.22	669.7800000000001	613.59	379.60999999999996
K01104	1438.02	1196.3100000000002	2731.2599999999998	1400.8	1615.63	539.1	1566.4	710.08	809.9699999999999	725.33	1036.6000000000001	439.53999999999996	998.38	2237.45	2212.89	2784.15	2514.07	2241.38
K01113	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	6.0	235.0	122.0	200.0	34.0	41.0
K01114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0
K01118	120.0	9.0	116.0	3.0	2.0	2.0	81.63999999999999	22.0	24.33	25.66	15.0	28.659999999999997	51.83	221.52	160.17000000000002	168.16	234.51999999999992	90.32
K01119	297.64	60.910000000000004	310.08	22.8	127.38	2.0	821.0000000000001	295.34000000000003	538.78	447.34000000000003	791.09	186.61	416.13999999999993	641.2800000000001	613.06	839.55	502.41999999999996	655.3000000000001
K01121	0.0	0.0	0.0	0.0	0.0	0.0	59.66	4.91	90.83	55.41	28.74	4.91	33.58	30.33	40.83	114.83	49.0	124.58
K01126	1147.16	431.8399999999999	1164.58	708.8	490.55	239.5	1404.19	578.5899999999999	714.63	543.5	767.6800000000001	280.36999999999995	880.8	930.7500000000001	871.57	1179.33	1048.46	989.2600000000002
K01129	806.51	575.17	1259.4999999999998	482.8	573.7900000000001	273.05	1669.3600000000001	307.59	631.0099999999999	395.33	1135.2400000000002	385.78999999999996	673.8700000000001	629.03	685.8	1003.8500000000001	604.9899999999999	1041.7599999999998
K01130	81.0	8.64	0.71	36.0	211.12000000000003	0.0	48.0	10.33	40.0	6.0	24.5	44.0	3.5	107.0	158.0	107.0	62.0	190.0
K01133	60.14	0.0	0.0	0.0	25.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01134	23.0	0.0	0.0	0.0	5.33	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01135	23.0	0.0	0.0	0.0	5.33	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01138	99.14	0.0	0.0	0.0	20.17	23.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01139	0.0	0.0	0.0	0.0	0.0	0.0	88.82	13.91	89.83	62.41	28.24	4.11	86.52	164.10999999999999	181.37999999999994	272.85	94.91	97.68
K01141	0.0	0.0	0.0	0.0	0.0	0.0	1.6600000000000001	0.0	0.0	5.0	0.0	1.0	1.8399999999999999	48.18000000000001	5.85	71.82	15.51	11.0
K01142	881.01	544.7399999999999	1389.1699999999998	591.8000000000001	738.21	259.05	2132.12	597.34	1097.94	636.33	1430.15	453.3299999999999	1041.17	1914.63	1805.94	2245.1699999999996	1557.15	1791.2699999999998
K01144	285.76	21.89	161.70999999999998	85.0	171.96	0.0	174.25	58.0	257.25	78.0	367.5	107.92	166.75	272.0	210.0	290.5	61.0	129.5
K01147	0.5	0.0	0.0	8.0	1.0	0.0	264.66	10.5	90.5	17.5	121.0	31.2	116.44	158.27999999999997	161.54999999999995	212.52	93.41	39.1
K01150	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K01151	848.26	467.71999999999997	875.8800000000001	647.0	594.2900000000001	249.8	823.98	159.67	361.34000000000003	79.99	615.99	160.00000000000003	360.0	226.34000000000003	298.81999999999994	385.17	496.8400000000001	566.6500000000001
K01153	1604.24	1408.72	2207.3900000000003	1198.1000000000001	1451.46	231.0	2551.74	647.66	1313.2700000000002	651.99	1357.6299999999999	453.76000000000005	1201.8899999999999	1298.9100000000003	1237.2999999999997	2123.2499999999995	1602.18	1772.3399999999997
K01154	2569.2200000000003	1712.09	3032.61	1563.1000000000001	2231.75	458.5	3685.83	822.84	1667.5200000000002	1058.09	2263.6200000000003	721.18	1748.1399999999999	2776.5	2582.6299999999997	4370.5	2974.43	3519.499999999999
K01155	307.28	23.47	93.38	15.0	230.96	0.0	659.16	360.77000000000004	172.67	220.26000000000002	299.47	52.53	184.17999999999998	55.46	98.02	106.69	112.60999999999999	174.34000000000003
K01156	179.62	303.84999999999997	335.37	206.79999999999998	303.83000000000004	17.5	483.84999999999997	206.5	151.45	149.75	221.85	58.900000000000006	142.65	358.35	320.15	652.2	486.79999999999995	400.65
K01159	799.01	434.6699999999999	809.5000000000002	568.8000000000001	546.2900000000001	104.25	2075.0199999999995	427.59000000000003	1023.4200000000001	484.58	1504.2200000000003	399.68999999999994	963.8599999999999	788.2799999999999	889.3699999999998	1170.5100000000002	691.0699999999999	1185.08
K01163	824.26	443.71999999999997	957.0500000000001	573.0	529.96	163.3	1525.6599999999999	217.0	886.59	268.24	1084.7300000000002	292.75	687.84	474.08	554.3299999999999	824.66	450.08000000000004	838.6600000000002
K01166	0.0	0.0	0.0	0.0	0.0	0.0	1.6600000000000001	0.0	0.0	5.0	0.0	1.0	1.8399999999999999	48.18000000000001	5.85	71.82	15.51	11.0
