function	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
K00001	348.76	31.060000000000002	76.88	91.5	349.21	11.5	171.5	13.83	46.83	27.510000000000005	81.83	31.67	85.75	395.87	274.5	482.42	422.62	202.50000000000003
K00002	0.0	0.0	0.0	0.0	0.0	0.0	144.0	6.0	34.5	3.0	63.5	16.5	14.0	2.0	0.0	1.0	1.0	0.0
K00003	638.75	555.65	1120.7599999999998	708.0	755.25	330.85	1398.0899999999997	386.74000000000007	673.9399999999999	272.07000000000005	952.58	307.79999999999995	661.8200000000002	915.6800000000001	919.4000000000002	1218.82	1192.9100000000003	1137.02
K00004	1.0	0.4	1.0	28.0	1.25	1.0	88.57	41.0	9.780000000000001	78.76	53.18	27.65	79.39999999999999	287.44000000000005	279.47999999999996	328.87	298.21000000000004	272.64
K00005	46.0	76.9	389.84	36.0	125.42	82.6	173.89999999999998	247.0	54.78	153.76	141.18	72.45	142.8	112.34	154.45	316.0	392.47999999999996	334.3
K00008	365.0	280.0	619.0	303.0	454.33	203.8	218.0	26.83	51.0	33.0	121.5	49.5	56.5	3.0	17.5	25.5	16.0	33.0
K00009	2.5	5.0	9.0	34.5	1.0	4.0	187.48000000000002	25.0	10.33	24.66	74.0	17.659999999999997	70.99	136.34	134.32000000000002	85.34	191.00999999999996	62.31999999999999
K00010	31.14	0.0	1.0	31.0	16.17	0.0	29.66	1.0	9.0	40.0	31.0	16.0	6.84	5.18	8.85	37.81999999999999	28.510000000000005	26.0
K00012	931.29	460.03999999999996	1074.0299999999997	492.09999999999997	494.13	144.85	1447.9	261.83	734.0	374.5	1114.75	301.01	649.75	499.0	595.75	778.5	484.0	875.75
K00013	909.01	518.91	1166.9999999999998	644.8000000000001	777.96	247.05	1035.35	119.83	301.53	72.01	626.9300000000001	192.07	398.90000000000003	197.94	291.07	384.69999999999993	379.62999999999994	404.15
K00014	1024.51	656.2399999999999	1811.6700000000003	740.8000000000001	877.71	368.65	2192.3	574.74	1210.6100000000001	778.7399999999999	1531.3999999999999	478.55000000000007	1091.8400000000001	1597.12	1506.5199999999998	2052.79	1470.0800000000002	1871.93
K00015	0.0	0.0	0.0	0.0	0.0	0.0	97.0	7.0	143.0	2.0	119.0	15.0	24.0	11.0	25.0	65.0	55.0	110.0
K00016	512.75	406.55	1018.9300000000001	586.0	707.5899999999999	254.85	762.6600000000002	313.34000000000003	322.65000000000003	332.3299999999999	407.58000000000004	172.09	457.7099999999999	884.2700000000002	813.8500000000003	1045.1499999999999	1206.47	958.2300000000002
K00018	730.14	440.3399999999999	1110.08	405.8	611.46	159.3	1066.77	217.91	620.08	407.40999999999997	839.49	216.35999999999999	447.27000000000004	417.61000000000007	641.6299999999999	888.8500000000001	498.90999999999997	908.1800000000002
K00019	0.5	0.0	0.0	0.0	0.0	0.0	40.5	0.0	10.0	2.5	19.5	2.5	15.5	0.5	4.5	0.0	16.5	3.0
K00020	46.5	237.5	245.0	284.5	267.83000000000004	93.8	476.98	70.0	247.82999999999998	36.16	290.5	73.66	197.99	172.34000000000003	179.32000000000005	96.84	239.00999999999996	104.82
K00021	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	1.0	1.0	5.0	3.0	1.0	0.0	0.0	3.0
K00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	16.0	2.0
K00024	577.52	102.98000000000002	345.62	141.79999999999998	307.25	3.0	1399.5300000000002	216.49999999999997	530.5	320.0	961.5	233.94999999999996	568.44	694.45	726.88	803.19	373.24	669.8400000000001
K00025	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	1.0	0.0	0.2	6.6	48.6	29.2	101.2	43.4	18.6
K00027	582.5	438.83	1039.8400000000001	533.0	519.25	270.3	1269.8700000000001	252.76	654.17	257.08	887.72	258.52	541.6800000000001	472.05	637.9400000000002	771.98	867.5499999999998	876.8200000000003
K00029	323.76	94.09	344.90999999999997	123.8	179.29000000000002	0.0	921.86	183.32999999999998	491.0	293.5	743.0	160.62	433.94000000000005	340.7800000000001	525.5500000000001	531.02	238.41	430.85
K00030	21.5	29.5	51.0	22.5	68.5	25.0	234.5	92.0	81.0	61.0	167.0	67.0	120.0	6.0	31.0	46.0	52.0	148.0
K00031	838.51	475.90999999999997	1093.0	406.3	632.4599999999999	216.05	695.1	47.83	116.03	38.51	279.93	121.4	295.4	159.94	239.06999999999996	244.70000000000002	177.13000000000002	232.4
K00033	254.26	75.72	72.88	47.5	323.21000000000004	13.0	720.85	272.0	146.91	170.41	346.23999999999995	151.78000000000003	405.94999999999993	1105.79	871.8200000000003	1105.6299999999999	894.2799999999999	643.9700000000003
K00034	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K00036	254.01	51.64	46.46	40.5	231.21	10.75	575.86	249.49999999999997	136.57	166.74999999999997	244.07999999999998	141.28	363.6	1101.6099999999997	854.4700000000001	1075.9800000000002	884.4399999999999	598.9700000000001
K00040	33.5	34.0	236.0	27.0	48.0	54.8	146.0	36.67	71.5	143.5	99.5	34.5	52.0	9.0	33.0	49.0	30.0	74.83
K00041	290.76	63.59	361.9099999999999	33.800000000000004	88.46	52.8	124.2	42.0	66.75	141.5	86.5	32.0	54.5	9.0	32.0	48.0	28.0	72.5
K00042	73.0	256.0	231.0	233.0	295.0	40.8	193.0	9.5	10.0	14.0	74.5	9.5	49.5	0.0	7.5	2.5	12.0	9.0
K00046	477.76	125.59	617.9100000000001	111.8	315.46000000000004	133.8	299.7	194.5	130.0	293.75	163.25	59.5	131.25	101.25	129.0	89.5	139.0	124.5
K00048	373.89	305.89	664.96	300.0	636.46	149.55	147.5	44.25	106.5	113.5	94.25	69.0	68.25	85.25	117.75	318.5	270.75	302.75
K00050	15.0	146.0	90.0	180.0	170.0	10.0	257.0	12.5	145.5	14.5	165.5	23.0	55.0	0.0	10.0	1.0	25.0	8.0
K00052	909.01	518.91	1166.9999999999998	647.8000000000001	779.71	251.05	1307.23	174.91	449.19	149.84	749.6800000000001	246.64999999999998	580.4100000000001	815.9399999999999	766.5999999999999	1184.64	997.58	1034.2900000000004
K00053	898.26	576.16	1144.7499999999998	703.3000000000001	881.21	271.8	1188.23	198.07999999999998	325.19	259.84	632.1800000000001	222.64999999999998	536.4100000000001	819.9399999999999	775.5999999999999	1189.64	1002.58	1042.6200000000003
K00054	0.0	0.5700000000000001	0.17	0.0	1.42	2.0	176.68	223.82999999999998	40.519999999999996	126.25	74.68	62.36	163.96	583.83	510.28999999999996	637.79	707.5999999999999	461.3499999999999
K00057	906.01	557.7399999999999	1394.6699999999998	706.8000000000001	779.71	248.05	2133.95	616.67	1111.44	637.33	1532.15	457.8	1096.0699999999997	1373.3599999999997	1391.41	1795.8	1371.9200000000003	1579.6799999999994
K00058	1155.51	751.7399999999999	1754.67	1090.3000000000002	1138.9599999999998	397.05	2335.25	437.24	1059.3700000000003	489.56999999999994	1686.75	452.0299999999999	941.6499999999999	632.9300000000001	818.8799999999999	1008.7300000000001	617.74	1276.0499999999997
K00059	2309.8	1543.41	3448.3400000000006	1615.1000000000001	1764.42	683.4	4418.55	1224.25	2133.6800000000003	1197.1	3012.2199999999993	882.5100000000001	2054.9300000000003	2197.19	2318.89	2828.44	2289.0800000000004	2468.5199999999995
K00060	27.0	16.0	21.0	6.0	6.33	1.0	16.0	0.33	0.0	0.0	4.0	6.0	12.0	2.0	0.0	1.0	1.0	0.0
K00065	16.0	6.0	9.0	9.0	4.0	30.0	16.0	1.25	5.0	1.0	15.25	6.0	0.25	2.25	1.75	3.5	0.75	4.75
K00066	192.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00067	1361.02	621.05	1345.96	728.8000000000001	894.6700000000001	236.3	1785.26	424.32000000000005	896.94	538.9999999999999	1251.17	343.90000000000003	804.4	1022.94	1098.6499999999999	1362.11	871.63	1139.81
K00068	0.5	0.0	0.0	0.0	0.0	0.0	188.98000000000002	25.17	10.33	16.66	69.5	20.159999999999997	53.489999999999995	58.339999999999996	56.31999999999999	40.84	108.01	40.64999999999999
K00073	13.0	17.0	24.0	30.0	35.0	16.0	3.0	4.0	5.0	0.0	2.0	2.0	4.0	1.0	3.0	5.0	2.0	6.0
K00074	504.5	244.5	882.6700000000001	226.0	236.0	127.0	745.6600000000001	255.66000000000003	822.58	209.91	719.99	249.32999999999998	548.58	111.83	184.32999999999998	261.08000000000004	186.25	367.33000000000004
K00075	888.51	596.07	1471.3400000000001	710.3000000000001	836.88	263.05	2190.45	641.68	1112.45	636.6599999999999	1550.1400000000003	460.46999999999997	1087.0799999999997	1377.3599999999997	1406.41	1822.1299999999999	1389.2500000000002	1603.0099999999998
K00076	28.5	58.5	47.0	49.5	59.5	31.8	43.5	2.0	25.0	3.0	46.0	1.0	45.0	1.0	6.0	16.0	7.0	8.0
K00077	618.76	262.96	747.55	262.5	486.71	154.5	1094.21	311.33000000000004	668.03	378.08000000000004	913.6800000000001	228.44000000000003	579.6199999999999	469.18	671.1000000000003	527.5100000000001	622.16	588.2900000000001
K00082	0.0	0.5	0.0	33.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00087	103.0	17.0	124.0	27.0	7.0	13.8	53.5	10.75	13.25	37.0	40.25	5.0	19.75	4.75	7.25	8.5	11.25	29.75
K00088	909.26	582.4899999999999	1395.4199999999998	710.3000000000001	888.71	268.8	2253.62	635.84	1103.19	639.33	1564.15	486.12999999999994	1122.0699999999997	1479.0299999999995	1460.74	1855.47	1449.2500000000002	1682.6699999999996
K00091	0.0	3.0	4.0	0.0	1.0	0.0	17.5	2.5	6.5	1.0	15.0	6.0	5.0	9.0	19.0	34.0	15.5	61.0
K00096	26.0	28.5	224.0	82.0	40.5	109.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0
K00097	331.26	94.09	426.90999999999997	158.79999999999998	179.29000000000002	59.0	1124.8600000000001	213.74	559.33	308.90999999999997	839.74	179.52999999999997	481.68000000000006	524.1800000000001	642.53	677.53	250.4	498.17999999999995
K00098	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33
K00099	909.01	559.67	1394.5	676.8000000000001	790.2900000000001	258.05	1875.6899999999998	332.5	1074.3400000000001	485.23999999999995	1436.73	391.28	902.5299999999999	787.5299999999999	877.7099999999998	1158.3500000000001	662.8199999999999	1117.25
K00100	917.9	302.41999999999996	1201.7499999999998	383.8	404.96	249.8	1196.35	262.41999999999996	575.92	266.83	722.2199999999999	194.74	567.26	160.01	245.34	516.8899999999999	347.09000000000003	519.24
K00101	0.0	0.0	0.0	0.0	0.0	0.0	93.25	9.0	4.25	7.0	2.5	16.45	72.6	171.6	185.2	223.2	87.9	67.1
K00102	2.5	4.5	9.0	9.5	1.5	3.0	0.5	0.0	0.0	0.0	0.0	3.0	4.0	0.0	2.0	0.0	16.0	2.0
K00104	71.0	0.0	63.0	318.0	132.32999999999998	46.0	813.6600000000001	148.24	366.08	95.41	591.2399999999999	113.91	186.08	64.33	123.83	135.82999999999998	146.0	387.58
K00105	0.0	0.0	0.0	0.0	0.25	0.0	38.25	7.83	9.99	18.34	3.33	12.25	66.42	397.59000000000003	302.59000000000003	478.58	391.25	141.16
K00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	16.0	2.0
K00111	233.5	254.5	595.0	500.5	441.0	231.8	953.5700000000002	172.92000000000002	523.66	235.74999999999997	622.23	210.24000000000004	423.58	325.17999999999995	326.16999999999996	412.4799999999999	276.34000000000003	606.1500000000001
K00112	15.0	0.0	11.0	8.0	1.0	0.0	227.91	49.17	88.0	123.0	135.0	60.67	61.84	154.17999999999998	150.85000000000002	195.82000000000002	93.51	214.58
K00113	15.0	0.0	11.0	8.0	1.0	0.0	227.91	49.17	88.0	123.0	135.0	60.67	61.84	154.17999999999998	150.85000000000002	195.82000000000002	93.51	214.58
K00116	0.0	0.0	0.0	0.0	0.0	0.0	64.67	7.0	10.0	1.0	45.0	16.529999999999998	81.1	195.27	207.52999999999997	177.87	100.72999999999999	94.26
K00121	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	6.0	0.0	1.2	35.6	90.6	148.2	135.2	59.4	20.6
K00123	1.0	11.0	14.0	97.0	21.0	10.0	765.65	110.34	236.82999999999998	100.34	575.4900000000001	107.66	393.51	210.36	92.86	382.3	150.52	231.33
K00124	13.0	17.0	24.0	46.0	37.0	16.0	393.66	13.0	89.5	37.0	199.0	33.5	141.84	52.18000000000001	26.350000000000005	104.82	56.01	35.0
K00127	0.0	0.0	0.0	16.0	2.0	0.0	235.32	11.0	47.0	25.0	114.0	8.0	122.68	99.36000000000001	26.7	158.64	64.02	35.0
K00128	170.0	278.0	369.0	349.0	316.0	112.1	272.83	101.34	145.82999999999998	40.84	172.49	51.83	181.83	10.5	32.66	17.66	40.5	67.33
K00130	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	3.0	1.0	3.0	10.0	10.0	6.0	6.0	20.0	4.0
K00131	0.0	0.5700000000000001	76.17	39.0	0.17	50.0	101.4	64.5	14.2	8.0	57.1	35.78	99.3	126.92	153.45	112.75	175.4	229.97
K00133	909.01	560.2399999999999	1394.6699999999998	676.8000000000001	791.71	260.05	2087.96	562.9200000000001	989.28	564.58	1503.42	452.72999999999996	1027.83	1372.5299999999997	1392.9199999999998	1796.31	1373.4200000000003	1582.2699999999995
K00134	1010.01	564.2399999999999	1495.67	686.8000000000001	799.71	270.05	2570.5999999999995	726.1699999999998	1198.2700000000002	675.49	1798.6499999999996	565.4899999999999	1242.6599999999999	1653.97	1679.7600000000007	2040.0099999999995	1604.1599999999996	1855.2599999999995
K00135	0.0	0.0	0.0	0.0	0.0	1.0	221.17	21.0	48.5	10.5	74.5	45.53	106.6	301.27000000000004	309.53	248.36999999999998	266.73	157.76000000000002
K00140	0.0	0.0	0.0	9.0	1.0	3.0	7.66	0.0	3.0	17.5	8.0	10.0	10.34	5.18	10.85	37.81999999999999	44.510000000000005	27.5
K00145	893.51	372.90999999999997	1077.0	475.8	609.46	241.05	1044.35	107.83	230.03	100.51	582.4300000000001	193.57	411.90000000000003	196.94	295.57	393.69999999999993	390.62999999999994	432.65
K00147	893.01	516.24	1191.6699999999998	602.8000000000001	743.71	252.05	1297.5099999999998	188.17	472.7	136.67	734.42	254.14999999999998	592.6700000000001	967.79	908.9199999999998	1382.93	1164.39	933.3900000000002
K00150	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K00153	0.0	0.0	0.0	0.0	0.0	0.0	20.67	0.0	0.0	0.0	0.0	2.33	17.0	103.67	55.33	40.67	48.33	72.66
K00156	23.0	0.0	0.0	8.0	6.33	0.0	70.92	7.33	6.25	20.0	11.5	4.25	40.5	116.0	88.33	252.0	258.5	230.83
K00158	0.0	0.0	0.0	0.0	1.25	1.0	84.55	170.57999999999998	30.74	58.34	11.33	28.17	100.17	496.31999999999994	416.02000000000004	546.45	552.6899999999999	283.05999999999995
K00161	23.0	21.97	45.17	15.0	13.75	2.0	511.0800000000001	294.0	234.8	85.34	268.52	91.05	258.67	919.7500000000001	707.4800000000001	885.12	815.8299999999999	583.89
K00162	23.0	21.97	45.17	15.0	13.75	2.0	510.0800000000001	294.0	234.8	85.34	268.52	91.05	256.67	919.7500000000001	702.4800000000001	885.12	813.8299999999999	583.89
K00163	0.0	0.0	0.0	0.0	0.0	0.0	66.33	8.67	6.0	8.0	1.0	27.529999999999998	75.94	265.44999999999993	223.37999999999994	265.68999999999994	154.24	133.59000000000003
K00164	23.0	0.0	0.0	0.0	5.33	0.0	113.08	7.0	7.75	8.0	9.5	15.78	107.94	273.44999999999993	248.87999999999994	296.68999999999994	175.74	168.59000000000003
K00166	23.0	0.0	0.0	0.0	5.33	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00167	23.0	0.0	0.0	0.0	5.33	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00169	167.0	36.0	29.0	76.0	42.0	17.0	118.0	4.0	10.0	2.0	84.0	27.0	20.0	20.0	19.0	13.0	30.0	85.0
K00170	176.0	43.0	106.0	76.0	42.0	17.0	118.0	4.0	10.0	2.0	84.0	27.0	31.0	20.0	19.0	13.0	30.0	85.0
K00171	167.0	36.0	29.0	76.0	42.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K00172	226.0	43.0	106.0	76.0	42.0	17.0	118.0	4.0	10.0	2.0	84.0	27.0	31.0	20.0	19.0	13.0	30.0	85.0
K00174	1014.52	315.94999999999993	804.6700000000001	598.8	490.21	84.5	2487.5099999999993	444.5	1497.67	658.32	2106.66	491.99999999999994	934.5	898.34	976.8200000000003	1143.67	603.84	1075.8199999999997
K00175	1014.52	315.94999999999993	804.6700000000001	598.8	490.21	84.5	2487.5099999999993	444.5	1497.67	658.32	2106.66	491.99999999999994	934.5	898.34	976.8200000000003	1143.67	603.84	1075.8199999999997
K00176	510.76	82.09	546.9099999999999	290.8	222.96	64.0	1376.45	242.0	851.75	348.5	1180.0	269.66999999999996	526.0	405.0	462.0	499.0	165.0	412.25
K00177	510.76	82.09	546.9099999999999	290.8	222.96	64.0	1380.45	249.0	859.75	349.5	1181.0	271.66999999999996	531.0	406.0	471.0	508.5	171.5	425.25
K00179	524.76	251.39	273.05	269.0	327.96000000000004	35.5	346.75	84.5	435.0	96.5	550.5	131.67000000000002	192.75	3.0	31.5	20.0	19.5	70.25
K00180	524.76	251.39	273.05	261.0	326.96000000000004	35.5	356.75	85.5	441.0	96.5	562.5	136.67000000000002	212.75	3.0	32.5	21.0	19.5	70.25
K00184	23.0	0.0	0.0	16.0	7.33	0.0	179.75	8.33	38.25	3.0	68.0	13.75	35.5	8.0	26.5	31.0	16.5	35.0
K00185	23.0	0.0	0.0	16.0	7.33	0.0	435.75	20.33	107.25	9.0	187.0	34.75	39.5	8.0	26.5	31.0	16.5	35.0
K00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K00194	1.0	12.0	21.0	17.0	8.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00196	1.0	4.0	12.0	36.0	5.0	52.8	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0
K00197	1.0	12.0	21.0	17.0	8.0	42.0	10.0	0.0	4.0	10.0	10.5	11.0	0.0	0.0	0.5	0.0	0.5	0.0
K00198	83.0	143.5	200.67000000000002	87.0	44.0	147.3	155.5	26.0	16.5	36.5	84.5	22.5	30.5	52.0	80.0	201.5	211.5	234.0
K00208	323.76	94.09	212.91	115.8	178.29000000000002	1.0	887.61	124.33	257.5	234.0	419.5	119.62	324.68999999999994	625.78	658.5499999999998	729.5200000000001	354.9099999999999	476.6
K00209	1.5	12.0	21.0	17.0	8.0	43.0	133.0	29.0	56.5	7.0	106.0	35.5	70.0	4.5	18.5	25.5	37.5	109.5
K00210	251.14	8.14	0.71	0.0	126.96	0.0	8.0	0.0	1.0	0.0	0.0	0.0	5.0	6.0	8.0	1.0	7.0	4.0
K00215	923.01	618.7399999999999	1405.67	732.3000000000001	807.21	290.35	2089.96	409.25	976.3599999999999	542.09	1488.25	449.8999999999999	1010.66	1380.1999999999996	1381.0899999999997	1763.3100000000002	1369.2500000000005	1514.2699999999998
K00216	0.0	0.0	0.0	0.0	0.0	0.0	25.67	4.0	2.0	0.0	0.0	14.33	18.0	103.67	56.33	40.67	48.33	72.66
K00219	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00226	255.01	43.71	1.63	118.5	267.88	10.75	274.93	263.33	298.02	185.24999999999997	432.18	129.98000000000002	384.31	902.4300000000002	761.9900000000002	955.49	787.9999999999999	509.9499999999999
K00228	0.0	0.0	0.0	0.0	0.0	0.0	22.0	4.0	4.5	1.0	7.0	2.2	56.1	104.6	146.2	139.2	64.4	23.6
K00230	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.67	3.5	6.0	0.0	11.0	12.34	49.18000000000001	12.85	84.82	35.510000000000005	32.33
K00231	17.62	51.449999999999996	148.20000000000002	30.8	3.5	0.0	416.11999999999995	79.17	311.5	198.0	449.5	114.33	152.75	523.67	485.33000000000004	640.6700000000001	380.33000000000004	593.74
K00239	357.01	144.34	499.65999999999997	337.3	357.79	86.55	1433.8700000000001	236.99999999999997	527.0	343.5	1002.5	248.64999999999998	600.7	782.87	936.23	1048.0700000000002	596.6299999999999	883.4400000000002
K00240	325.01	133.34	364.66	158.29999999999998	306.79	22.55	1494.8700000000001	220.99999999999997	521.5	343.0	1002.5	244.94999999999996	581.6	707.27	787.5300000000001	912.3700000000001	557.2299999999999	829.8400000000001
K00241	323.76	94.09	344.90999999999997	107.8	177.29000000000002	0.0	1376.8700000000001	215.49999999999997	511.5	341.0	919.0	217.95	566.6	674.27	768.5300000000001	895.3700000000001	522.23	744.8400000000001
K00242	0.0	0.0	0.0	0.0	0.0	0.0	49.67	3.0	3.5	2.0	0.0	3.5300000000000002	70.1	213.27	208.52999999999997	180.87	123.72999999999999	98.26
K00243	423.76	208.49	929.25	271.79999999999995	404.88	157.8	1341.8700000000001	542.92	673.4399999999999	581.33	949.4000000000001	275.02000000000004	687.8800000000001	1060.1599999999999	1071.2800000000002	1427.1100000000001	1092.43	1157.8400000000001
K00244	40.0	292.0	335.0	354.0	341.0	25.0	485.57	177.16	291.83000000000004	161.91	296.49000000000007	83.66	292.66999999999996	242.26	255.42999999999995	314.65000000000003	267.26	374.5799999999999
K00245	0.0	0.0	0.0	8.0	1.0	0.0	55.66	3.0	25.0	8.0	46.0	6.0	51.84	52.18000000000001	12.85	87.82	22.509999999999998	22.0
K00246	0.0	0.0	0.0	8.0	1.0	0.0	55.66	3.0	25.0	8.0	46.0	6.0	51.84	52.18000000000001	12.85	87.82	22.509999999999998	22.0
K00247	0.0	0.0	0.0	0.0	0.0	0.0	12.66	1.0	0.0	5.0	1.0	2.0	6.84	51.18000000000001	6.85	71.82	15.51	14.0
K00248	159.0	27.33	475.67	163.0	133.0	100.0	911.5600000000002	153.23	774.83	287.89	756.1300000000001	192.9	556.75	335.49	274.74	551.82	224.32999999999998	471.48999999999995
K00249	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	13.0	4.0	9.0	1.0	39.0	8.0
K00252	0.0	0.0	0.0	0.0	0.0	0.0	60.0	132.0	20.25	41.0	15.0	11.75	48.0	59.75	49.75	36.25	59.0	19.5
K00254	24.0	12.5	0.0	85.0	47.83	0.0	153.07999999999998	12.33	33.75	11.0	54.5	28.779999999999998	149.44	270.44999999999993	250.87999999999994	311.68999999999994	179.74	172.26000000000002
K00257	285.76	21.89	161.70999999999998	85.0	171.96	0.0	361.25	94.0	309.75	82.0	479.0	90.62	318.35	145.6	257.2	243.7	105.4	156.1
K00259	254.76	96.46	55.88	122.0	180.38	24.0	676.9300000000001	244.5	159.11	263.42	286.68	111.2	262.28999999999996	494.66	407.11999999999995	540.46	564.43	374.0199999999999
K00260	16.0	0.0	21.0	95.0	41.0	15.0	364.96999999999997	153.25	261.24	136.41	223.73	81.92999999999999	259.5	232.77000000000004	319.5099999999999	507.0300000000001	410.91	448.8299999999999
K00261	0.0	0.0	0.0	0.0	0.0	1.0	327.0	21.5	210.5	28.5	286.0	58.0	132.5	71.0	93.5	225.0	246.0	279.5
K00262	1193.77	569.8	1356.71	666.8000000000001	921.6700000000001	243.05	1648.5600000000002	468.58	693.69	487.59000000000003	1131.93	335.24	836.1599999999999	1137.52	1237.2699999999998	1437.97	881.75	1137.71
K00265	308.01	82.84000000000002	107.66	64.30000000000001	230.29000000000002	8.75	315.2	22.83	70.0	8.0	158.5	32.0	33.0	4.0	8.0	7.0	31.0	13.0
K00266	1623.27	1254.6299999999999	2777.61	1330.8999999999999	1618.42	464.15	2223.85	414.5	938.0	583.5	1516.5	410.34000000000003	791.0	567.0	713.0	868.0	528.5	1045.25
K00275	274.14	4.0	0.0	0.0	25.0	0.0	307.41	49.33	285.25	64.0	392.0	72.95	263.18999999999994	408.7800000000001	331.55000000000007	462.52	153.91	131.6
K00278	791.26	535.5899999999999	1076.08	560.8	734.2900000000001	229.8	1100.1100000000001	219.24	580.83	272.90999999999997	910.7400000000001	251.98	549.7800000000001	405.53	645.23	658.2299999999999	296.8	596.03
K00281	277.76	20.89	0.71	85.0	177.29000000000002	0.0	209.17000000000002	46.33	264.5	61.0	371.0	89.2	297.35	441.27000000000004	358.03	397.36999999999995	170.23	161.76000000000002
K00282	29.0	49.0	304.0	127.0	36.0	70.0	910.08	200.09	402.58	170.34	591.7400000000001	174.66	191.33	175.25	295.41	256.16	120.25	415.33
K00283	29.0	49.0	304.0	127.0	36.0	70.0	912.08	208.09	402.58	170.34	598.7400000000001	174.66	192.33	175.25	295.41	256.16	120.25	415.33
K00284	412.5	274.5	725.6700000000001	263.5	319.0	172.3	194.5	25.33	37.0	33.5	121.0	50.0	44.0	72.0	92.0	209.0	229.0	300.0
K00285	0.0	0.0	0.0	0.0	0.0	0.0	31.0	3.0	1.0	2.0	1.0	2.2	49.6	94.6	152.2	136.2	80.4	27.6
K00286	894.01	560.2399999999999	1191.6699999999998	676.8000000000001	791.71	260.05	1383.16	236.16999999999996	517.03	163.32999999999998	807.42	282.81	660.6600000000001	712.8	746.0700000000002	874.94	987.7299999999998	939.3700000000003
K00287	756.51	414.23999999999995	1206.1699999999998	330.8	570.7099999999999	182.05	1720.95	602.42	890.44	586.33	1235.4	412.79999999999995	920.8199999999998	1376.6099999999997	1390.66	1800.3	1368.1700000000003	1572.9299999999994
K00290	587.76	407.5899999999999	982.0799999999999	394.8	523.2900000000001	191.3	1203.5	265.15999999999997	539.41	329.83	930.0	234.92000000000002	472.67	760.4000000000001	731.2700000000001	839.7	455.60999999999996	586.9799999999999
K00294	2.62	0.25	0.0	0.0	2.5	0.0	180.75	41.0	269.25	59.0	373.5	68.92	217.25	7.0	52.5	63.5	28.0	71.0
K00297	883.51	520.05	1043.71	564.8	729.0	246.05	967.1400000000001	149.57	212.52000000000004	100.0	483.17	244.05999999999997	466.74000000000007	882.27	880.9299999999998	1120.47	854.08	1064.6200000000003
K00303	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00311	0.0	0.0	0.0	0.0	0.0	0.0	44.0	3.0	2.0	2.0	4.0	7.2	58.6	111.6	153.2	141.2	76.4	25.6
K00313	0.0	0.0	0.0	0.0	0.0	0.0	83.66	11.58	109.83	77.41	36.739999999999995	13.91	63.58	51.33	68.83	204.82999999999998	214.0	202.91000000000003
K00318	2.62	0.25	0.0	0.0	2.5	0.0	111.75	5.0	21.25	7.0	46.5	12.25	61.0	4.0	25.5	30.5	15.0	36.0
