var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Incertae_Sedis	24.0785714285714	49.6285714285714	25.55	2.87979198467631	0.023672839650981	6.99613007099513	4.30521299903414	43.8519298581087	Welch Two Sample t-test	two.sided
Litorivicinus	6.68271428571429	8.12271428571429	1.44	2.45672865685013	0.0493380148906733	6	0.0267033591776808	13.3387252122509	Welch Two Sample t-test	two.sided
Candidatus_Aquiluna	1.18335714285714	1.54285714285714	0.3595	1.79204322694378	0.124395559665587	5.86998833737776	-0.441150446792227	2.80786473250651	Welch Two Sample t-test	two.sided
Sulfurimonas	-4.21757142857143	0.822428571428571	5.04	-5.43106820106924	0.070739195491475	1.34726486700278	-9.70886670765168	1.27372385050882	Welch Two Sample t-test	two.sided
Hydrogenophaga	0.719714285714286	0.719714285714286	0	2.29037821178937	0.0619119215219173	6	-0.0491881628366785	1.48861673426525	Welch Two Sample t-test	two.sided
Kerstersia	1.54271428571429	1.54271428571429	0	2.12104532831593	0.0781704478555492	6	-0.237014708404911	3.32244327983348	Welch Two Sample t-test	two.sided
Algoriphagus	0.616571428571429	0.616571428571429	0	3.28420294616245	0.0167344858746516	6	0.157191798146426	1.07595105899643	Welch Two Sample t-test	two.sided
Cyanobium_PCC_6307	0.617142857142857	0.617142857142857	0	1.44115338424578	0.19962167272608	6	-0.430694373439382	1.6649800877251	Welch Two Sample t-test	two.sided
Candidatus_Limnoluna	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
OM43_clade	1.23414285714286	1.23414285714286	0	1.51971703310099	0.179391294358962	6	-0.752963108884764	3.22124882317048	Welch Two Sample t-test	two.sided
Sulfurovum	0.513857142857143	0.513857142857143	0	2.49878324495662	0.0466048906176622	6	0.0106669861316986	1.01704729958259	Welch Two Sample t-test	two.sided
Hoeflea	0.308428571428571	0.308428571428571	0	1.44079375765922	0.199718957200489	6	-0.215378200115471	0.832235342972614	Welch Two Sample t-test	two.sided
Legionella	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
CL500_29_marine_group	0.308142857142857	0.308142857142857	0	2.12132034355964	0.0781407494112158	6	-0.0472954015235804	0.663581115809295	Welch Two Sample t-test	two.sided
NS3a_marine_group	2.67285714285714	2.67285714285714	0	1.96981747737259	0.0963746012437196	6	-0.647372215650852	5.99308650136514	Welch Two Sample t-test	two.sided
Thiobacillus	0.308428571428571	0.308428571428571	0	1.44079375765922	0.199718957200489	6	-0.215378200115471	0.832235342972614	Welch Two Sample t-test	two.sided
Candidatus_Nitrosoarchaeum	0.308428571428571	0.308428571428571	0	1.44079375765922	0.199718957200489	6	-0.215378200115471	0.832235342972614	Welch Two Sample t-test	two.sided
Aestuariicoccus	-0.410571428571429	0.308428571428571	0.719	-1.91794407573533	0.103560919673209	6	-0.934378200115471	0.113235342972614	Welch Two Sample t-test	two.sided
Lentimonas	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
Vicingus	0.719714285714286	0.719714285714286	0	1.44856252018991	0.197627089437635	6	-0.496027106601827	1.9354556780304	Welch Two Sample t-test	two.sided
Fluviicola	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
Thiocapsa	0.308142857142857	0.308142857142857	0	2.12132034355964	0.0781407494112158	6	-0.0472954015235804	0.663581115809295	Welch Two Sample t-test	two.sided
Vibrio	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
JTB255_marine_benthic_group	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
Francisella	0.205428571428571	0.205428571428571	0	1.54919333848297	0.1723082967304	6	-0.119040682024702	0.529897824881845	Welch Two Sample t-test	two.sided
