OTUID	All	East	North	Outside	South
OTU_2891	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2892	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2893	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2894	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2895	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2896	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2897	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2898	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2899	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_290	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2901	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2902	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2903	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2904	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2905	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2906	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2907	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2908	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2909	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_291	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2910	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2911	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2912	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2914	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2915	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2916	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2917	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2918	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2919	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_292	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2920	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2921	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2922	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2923	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2924	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2926	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2927	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2928	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2929	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_293	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2930	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2931	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2932	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2933	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2934	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2935	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2936	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2937	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2938	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2939	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_294	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2940	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2941	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2943	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2944	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2945	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2946	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2947	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2948	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2949	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_295	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2950	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2952	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2953	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2954	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2955	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2956	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2957	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2958	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2959	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_296	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2960	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2961	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2962	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2963	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2964	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2965	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2966	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2967	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2968	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2969	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2970	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2971	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2972	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2973	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2974	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2975	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2976	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2977	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2978	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2979	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_298	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2980	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2981	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2982	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2983	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2984	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2986	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2987	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2988	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2989	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_299	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2990	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2991	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2992	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2993	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2994	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2995	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2996	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2997	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2998	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_2999	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_30	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_300	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3000	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3001	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3002	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3003	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3004	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3005	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3006	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3007	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3008	0.04817	0.0000000	0.2890173	0.0000000	0.0000000
OTU_3009	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3010	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3011	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3013	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3014	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3017	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3018	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3019	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_302	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3020	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3021	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3022	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3023	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3024	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3025	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3027	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3029	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_303	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3030	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3031	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3032	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3033	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3034	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3035	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3036	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3037	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3038	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3039	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_304	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3040	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3041	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3042	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3043	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3045	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3046	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3047	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3048	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3049	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_305	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3050	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3051	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3052	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3054	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3055	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3057	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3059	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_306	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3060	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3061	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3062	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3063	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3064	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3065	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3068	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_307	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3070	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3071	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3072	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3073	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3074	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3075	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3076	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3077	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3078	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3079	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3080	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3082	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3084	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3085	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3086	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3087	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3088	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3089	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_309	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3090	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3091	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3092	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3093	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3094	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3095	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3096	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3097	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3098	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3099	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_31	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_310	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3100	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3102	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3103	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3104	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3105	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3107	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3109	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_311	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3110	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3111	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3112	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3113	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3114	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3116	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3117	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3118	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3119	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_312	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3120	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3121	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3123	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3125	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3126	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3129	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3130	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3131	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3132	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3133	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3134	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3135	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3137	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3138	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3139	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3140	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3141	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3142	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3143	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3144	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3146	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3147	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3148	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3149	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_315	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3150	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3152	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3154	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3155	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3156	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3157	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3158	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3159	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_316	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3160	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3161	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3162	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3164	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3165	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3166	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3167	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3168	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3169	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_317	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3171	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3172	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3173	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3174	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3176	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3178	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3179	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3180	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3181	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3182	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3183	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3185	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3186	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3188	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3189	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3190	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3191	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3193	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3194	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3196	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3197	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3198	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3199	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_32	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3200	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3201	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3202	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3203	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3204	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3206	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3207	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3208	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3209	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3210	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3211	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3212	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3213	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3214	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3215	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3217	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3218	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3219	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_322	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3220	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3221	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3222	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3223	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3224	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3225	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3227	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3228	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3229	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3230	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3231	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3233	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3234	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3237	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3238	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_324	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3240	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3241	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3243	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3244	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3245	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3246	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3248	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3249	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_325	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3250	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3251	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3252	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3253	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3256	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3257	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3259	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_326	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3261	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3262	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3265	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3266	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3267	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3268	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3269	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_327	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3270	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3271	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3272	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3273	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3274	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3275	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3276	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3277	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3279	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3280	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3281	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3282	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3284	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3285	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3286	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3288	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3289	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_329	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3290	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3291	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3293	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3294	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3295	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3296	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3297	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3298	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_330	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_3301	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3302	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3304	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3305	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3307	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
OTU_3308	0.013103	0.00000000	0.00000000	0.07861635	0.00000000
