OTUID	All	East	North	Outside	South
OTU_198	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_1980	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1981	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1982	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1983	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1984	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1985	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1986	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1987	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1989	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_199	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_1992	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1993	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1994	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1995	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1997	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1998	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_1999	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_20	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2000	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2001	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2002	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2003	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2004	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2005	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2006	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2007	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2008	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2009	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2010	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2011	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2012	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2013	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2014	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2015	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2016	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2017	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2018	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2019	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_202	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2020	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2021	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2022	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2023	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2024	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2025	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2027	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2028	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2029	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_203	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2030	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2031	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2032	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2034	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2035	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2036	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2037	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2038	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2039	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_204	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2040	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2041	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2042	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2043	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2044	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2045	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2046	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2048	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2049	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_205	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2050	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2051	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2052	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2053	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2054	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2055	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2056	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2057	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2058	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2059	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_206	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2060	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2062	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2064	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2065	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2066	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2068	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2069	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_207	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2070	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2071	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2073	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2074	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2075	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2076	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2077	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2078	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2079	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_208	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2080	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2081	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2082	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2083	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2084	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2085	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2086	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2087	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2088	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2089	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2090	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2091	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2092	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2093	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2094	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2095	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2096	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2097	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2099	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_210	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2100	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2101	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2102	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2103	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2104	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2105	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2106	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2107	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2108	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2109	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2110	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2111	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2112	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2113	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2114	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2115	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2116	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2117	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2118	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2119	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_212	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2120	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2121	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2123	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2124	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2125	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2126	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2127	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2129	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2130	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2131	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2133	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2134	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2135	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2137	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2138	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2139	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2140	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2141	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2142	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2143	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2144	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2145	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2146	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2147	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2148	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2149	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_215	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2150	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2151	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2152	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2153	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2154	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2156	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2157	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2158	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2159	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_216	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2160	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2161	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2162	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2163	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2165	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2166	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2167	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2168	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2169	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2170	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2171	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2173	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2174	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2176	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2177	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2178	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_218	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2180	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2181	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2182	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2184	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2185	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2186	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2187	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2188	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2189	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_219	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2191	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2192	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2193	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2194	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2195	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2196	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2197	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2198	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2199	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2200	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2201	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2202	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2203	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2204	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2205	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2206	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2207	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2208	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2209	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_221	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2210	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2211	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2212	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2213	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2214	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2216	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2217	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2218	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_222	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2220	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2221	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2222	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2223	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2224	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2225	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2227	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2228	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2229	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_223	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2230	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2231	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2232	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2233	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2234	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2235	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2236	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2237	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2238	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2239	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_224	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2240	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2241	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2242	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2243	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2244	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2245	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2246	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2247	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2248	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2249	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_225	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2250	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2251	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2252	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2254	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2255	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2256	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2257	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2258	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2259	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2261	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2263	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2265	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2266	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2267	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2268	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2269	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_227	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2271	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2272	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2273	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2274	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2275	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2276	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2277	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2278	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_228	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2280	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2282	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2283	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2284	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2285	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2286	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2287	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2288	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2289	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_229	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2290	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2291	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2292	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2293	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2294	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2295	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2296	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2297	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2298	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2299	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_23	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_230	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2301	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2302	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2303	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2304	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2305	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2306	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2307	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2309	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_231	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2310	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2311	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2312	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2313	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2314	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2315	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2317	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2318	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2319	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2320	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2321	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2323	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2324	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2325	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2326	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2327	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2328	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2329	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_233	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2330	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2331	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2332	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2333	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2334	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2335	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2337	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2338	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2339	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2340	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2341	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2342	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2344	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2345	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2346	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2347	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2348	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2349	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2350	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2351	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2352	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2353	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2354	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2355	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2356	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2357	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2358	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_236	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_2360	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2361	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2362	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2363	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2364	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2365	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2366	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2367	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2368	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2370	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2371	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2372	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2373	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2374	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2376	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2377	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2378	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_2379	0.011111	0.01904762	0.00000000	0.00000000	0.00000000
OTU_238	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
