OTU	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_1	3.33954550919803	5.4323786354086	2.09402586737836	3.58463353874394	2.7258726899384	2.9263015551048	3.90334000307834	4.89741892786234	3.94011941503937	2.91203296869792	3.73235003147765	3.15927218344965	6.23748364529652	6.59314936669354	4.69065691039153	5.41352162973785	3.81962016887303	4.1760601180891
ASV_2	5.77732355416617	3.39212650669026	6.04342024225005	5.81617936279009	7.40503080082136	4.91413116970926	1.97014006464522	1.48607183683292	3.51322507138943	3.83018696403139	2.83298857810954	1.97843968095713	3.41779925769672	3.88306587947671	2.29072243761262	3.01653004355707	3.96611885038489	3.14009661835749
ASV_3	1.70734639894193	1.27170186884883	2.30702114555533	2.36528123770814	3.14681724845996	2.31237322515213	1.86855471756195	1.37476686119969	3.05171767284894	3.139298809127	2.50921845489702	2.09995014955135	2.77963205254866	4.67112278602824	2.78217659586086	3.24648973297622	3.20965293130544	2.06119162640902
ASV_4	4.30744258747144	1.10582771204246	1.37292137138165	1.99029762685197	3.30338809034908	1.368492224476	1.5853470832692	1.7748631249624	1.26626092474545	1.88176115875276	1.98159306892107	1.33349950149551	2.99858481749486	3.76602772503836	1.49347458089882	1.5610204799394	2.96193697893083	2.47450348899624
ASV_6	2.65119634483588	1.86055512551145	2.10172449189078	2.32856955552642	3.78593429158111	2.74780256930358	0.754194243496999	0.752060646170507	1.05569817416135	1.15148025817399	1.13319543124382	1.09359421734796	1.48727670823209	1.39665530963094	1.25593840441217	1.45821497172849	1.3184881336068	1.32045088566828
ASV_8	1.52699290609595	1.3933429171735	1.56025456785054	1.11183951750361	0.487679671457906	0.884381338742394	1.03124519008773	1.60940978280489	4.55161671810551	2.36356474046241	1.5199208561921	1.60767696909272	1.69287869482791	1.98444692969908	1.50985638617376	2.84879474068663	1.21727086274405	1.37949543746645
ASV_7	0.649272574245521	0.364923144974013	3.161568466434	0.962370525763734	3.33162217659138	0.787018255578093	0.40018470063106	3.63395704229589	2.40560731489227	1.53934729250629	0.584584944689271	0.685443668993021	2.13345438039038	2.39017919841868	1.49347458089882	0.581662743824906	1.54489518685241	2.30005367686527
ASV_9	1.03402669231694	2.21441999336503	0.908437692465613	1.16428477776321	0.693018480492813	1.49019607843137	0.90195474834539	1.32964322242946	1.83449190919842	1.18784279264265	1.65482507419732	1.24002991026919	1.57005153400443	0.845275559832505	1.19860208594987	1.16332548764981	2.00836374290813	1.37412775093935
ASV_10	1.08212095707587	1.00353864867854	1.7681174296859	1.99291988986495	2.62577002053388	1.79039891818796	0.609512082499615	0.532458937488719	0.810522368686723	0.848459137601891	1.21114009053572	0.869267198404786	0.883821526795012	1.52669770345133	0.677114618030907	0.708816925033141	1.39573289294942	0.754159957058508
ASV_11	0.946855837441385	0.951011832356519	0.823752822828988	0.923036580569031	1.43737166324435	1.01419878296146	1.45297829767585	1.12809096925576	0.703798782774236	1.26662828399139	1.03426567137332	0.57951146560319	1.12413553710181	1.29522224245104	1.37880194397423	1.11462814165517	0.865674027115574	1.02791196994096
ASV_13	0.507995671516172	0.500387039699215	0.972592896735783	0.946636947685853	1.37320328542094	1.04124408384043	0.529475142373403	1.54322844594188	1.37875335313969	0.899972728099148	1.48394639805738	0.585742771684945	1.01999946596887	0.74904418840542	1.1521869710042	0.760219679138598	1.53956796207016	1.38754696725711
ASV_15	0.967897078273416	1.16388366692469	1.13169780332581	0.883702635374328	0.944558521560575	1.02231237322515	1.13898722487302	0.920522230912701	0.807637947445845	0.763613223841702	1.21114009053572	1.14344466600199	0.785025767002216	0.707430622382897	0.849123573417791	0.990179368557747	0.961564073196069	0.984970477724101
ASV_14	0.901767464229891	0.873603892513546	0.903305276123999	0.959748262750754	1.15759753593429	0.96551724137931	0.75111589964599	0.544491907827447	0.873979635986039	0.909063361716312	1.04625715741823	0.778913260219342	0.939894795866599	1.43046633202424	1.13034456397095	1.27154181208235	0.844365127986575	0.872249060654858
ASV_12	0.096188529517855	0.326219175052527	1.58335044138781	0.826012849088764	0.492813141683778	0.57606490872211	0.606433738648607	2.22309127008002	1.95852202255617	1.42419926668889	1.11820607368768	0.380109670987039	0.769004832981763	0.775052667169497	0.652541910118495	0.551903254605957	1.25722504861093	1.58615136876006
ASV_16	0.694360947457016	0.685613181466328	1.33699445699035	0.708011013504654	0.364476386036961	0.581473968897904	0.492535016161305	0.718969977739005	1.72488390204505	0.857549771219054	0.680516833048536	0.557701894317049	1.13748631545219	0.74904418840542	0.663463113635123	0.849498146795444	2.18149854833125	0.942028985507246
