Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Kineosporiaceae|Kineosporia|Kineosporia_rhamnosa	0.282553805458699	0.624792657303992	0.246355984397454	0.529697128622001	0.0513347022587269	0.189317106152806	0.504848391565338	0.373022080500572	0.400934552482045	0.551498439441229	0.515633899931049	0.308449651046859	0.785025767002216	0.941506931259591	0.638890405722711	0.616833049265482	0.684548384519085	0.365002683843264
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Microbacteriaceae|Agromyces|Unassigned	0.372730551881688	0.765785690589406	0.546602340381852	0.495607709453258	0.292607802874743	0.384043272481406	0.498691703863322	0.652788640876	0.513426980876287	0.427259780006666	0.479659441796325	0.417497507477567	0.387172572160957	0.390127181461156	0.554251078468847	0.519438357276195	0.386223796713102	0.547504025764895
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Actinoplanes|Unassigned	1.55705182157028	2.67886763242287	1.36522274686923	1.8801625803068	0.839322381930185	2.17714672075727	1.43758657842081	1.91324228385777	2.49502437335949	1.76055271052392	2.31135893515604	1.64818045862413	2.2188993618328	1.32383156909152	1.78015617321029	1.65570976381787	2.73020270090296	1.76596886741814
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Couchioplanes|Unassigned	0.186365275940844	0.248811235209554	0.0359269143912954	0.110135046545168	0.0693018480492813	0.110885733603786	0.175465599507465	0.379038565669936	0.100954743430731	0.0878761249659101	0.149893575561351	0.183823529411765	0.256334944327254	0.353715311191448	0.300333096707257	0.170440710981252	0.452814106491223	0.179817498658078
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Unassigned|Unassigned	0.35469520259709	0.516974455379852	0.608191336481215	0.275337616362921	0.269507186858316	0.381338742393509	0.412498076035093	0.535467180073401	0.891286163431308	0.563619284264113	0.602572173756633	0.333374875373878	0.464607086593148	0.689224687248043	0.502375361764867	0.500500500500501	0.372905734757478	0.504562533548041
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Aeromicrobium|Aeromicrobium_ginsengisoli	0.138271011181917	0.223930111688599	0.269451857934716	0.204536515012456	0.148870636550308	0.232589587559162	0.0677235647221795	0.0782143072017327	0.103839164671609	0.075755280143026	0.0839404023143568	0.102816550348953	0.0694240474219647	0.0754245884158236	0.136515043957844	0.14609203798393	0.0958900460804944	0.0670960815888352
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Kribbella|Kribbella_catacumbae	0.43585427437778	1.02012606435917	0.50810921781975	0.312049298544644	0.259240246406571	0.378634212305612	0.504848391565338	0.586607304012996	0.449969713576971	0.46665252568104	0.575591330155589	0.492273180458624	0.571413313396171	0.824468776821244	0.54332987495222	0.787273760246733	0.996191034280691	0.587761674718196
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Nocardioides|Unassigned	0.781531802332572	1.00353864867854	1.05214535003079	0.90730300249115	0.880390143737166	1.01419878296146	0.624903801754656	1.08898381565489	0.764371628832675	0.575740129086997	1.22912731960308	0.800722831505484	0.654188139168513	0.613800098832219	0.870965980451046	0.906311717122528	0.796420104946328	0.762211486849168
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Actinophytocola|Actinophytocola_burenkhanensis	0.504989779968739	0.500387039699215	0.310511188667625	1.0331716271142	0.159137577002053	0.0838404327248141	0.674157303370786	0.824258468202876	0.899939427153941	0.275749219720615	0.557604101088227	0.392572283150548	0.995968064938186	0.200265286483394	0.461420848577513	0.243486729973216	0.0266361239112484	1.66398282340311
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Actinophytocola|Unassigned	0.417818925093183	0.671790335065797	2.94087456374461	0.571653336829684	0.110369609856263	0.373225152129817	1.04971525319378	0.529450694904037	0.380743603795898	0.690888154904397	0.725484905716941	0.492273180458624	0.49397879896398	0.403131420843195	0.97198711297985	0.922544165787409	0.68721199691021	1.12453032742888
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis_keratiniphila_subsp._keratiniphila	0.366718768786822	1.21641048324671	1.30619995894067	0.236003671168218	0.490246406570842	0.792427315753888	0.227797444974604	0.243667649359244	0.204793908102339	0.399987879155177	0.509638156908595	0.214980059820538	0.424554751542015	0.600795859450181	0.34128760989461	1.33376619863106	0.399541858668727	0.314009661835749
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Amycolatopsis|Unassigned	0.568113502464831	1.20258763684618	0.220693902689386	0.681788383374853	0.40041067761807	0.432724814063556	0.221640757272587	0.357980867577161	0.141336640803023	0.551498439441229	0.344755223791108	0.333374875373878	0.670209073188967	0.767250123540274	0.292142194069787	0.367935503070638	4.16056255493701	0.308641975308642
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Kibdelosporangium|Kibdelosporangium_phytohabitans	0.0751472886858242	0.129934756164989	0.0307944980496818	3.16244919365412	1.37833675564682	0.105476673427992	0.132368785593351	0.132362673726009	0.0634572672993164	0.157570982697494	0.158887190095033	0.0778913260219342	0.352460548449975	0.080626284168639	0.0846393272538634	0.105510916321727	0.245052339983486	0.185185185185185
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Lentzea|Lentzea_albida	0.285559697006132	0.497622470419109	0.497844385136522	0.13111315064901	0.120636550308008	0.265043948613928	0.397106356780052	0.403104506347392	0.213447171824973	0.139389715463168	0.269808436010433	0.517198404785643	0.480628020613602	0.202866134359801	0.357669415169552	0.779157535914293	0.351596835628479	0.456253354804079
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Lentzea|Lentzea_flaviverrucosa	1.31658049777564	2.88344575915072	0.800656949291727	1.15641798872427	0.798254620123203	1.30358350236646	1.27443435431738	1.23037121713495	0.899939427153942	1.55449834853489	2.02356327007824	1.29299601196411	2.10408266801955	1.59431974823793	2.21973461475455	1.09839569299029	1.81924726313827	1.1808910359635
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Lentzea|Unassigned	0.604184201034027	1.47627999557669	1.28567029357421	0.610987282024387	0.977926078028747	0.535496957403651	0.587963675542558	0.619697972444498	0.58265309065736	0.487864004121087	0.785442335941481	0.616899302093719	0.894502149475314	0.879086582225806	0.748102440888986	1.20661201742283	0.364914897584104	0.662909286097692
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae|Unassigned|Unassigned	0.237465432247205	0.389804268494969	0.0821186614658181	0.186180673921594	0.100102669404517	0.105476673427992	0.264737571186702	0.433186932194212	0.187487380657071	0.245447107663404	0.182870162184849	0.383225324027916	0.624816426797682	0.176857655595724	0.33309670725714	0.449097746395044	0.0372905734757478	0.429414922168545
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae|Streptomyces|Streptomyces_canus	0.165324035108813	0.10781820192414	0.0153972490248409	0.0340894191687426	0.0179671457905544	0.0405679513184584	0.0985070032322611	0.0992720052945069	0.152874325766535	0.142419926668889	0.113919117426627	0.0654287138584247	0.104136071132947	0.0884288277978621	0.229345273849178	0.14609203798393	0.119862557600618	0.0993022007514761
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae|Streptomyces|Streptomyces_ederensis	0.694360947457016	0.685613181466328	1.33699445699035	0.708011013504654	0.364476386036961	0.581473968897904	0.492535016161305	0.718969977739005	1.72488390204505	0.857549771219054	0.680516833048536	0.557701894317049	1.13748631545219	0.74904418840542	0.663463113635123	0.849498146795444	2.18149854833125	0.942028985507246
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae|Streptomyces|Unassigned	1.68329926656246	1.4790445648568	1.61414493943749	1.19050740789301	0.536447638603696	0.927653820148749	1.09896875480991	1.74778894170026	5.25253107963887	2.7938547316748	1.64283358815241	1.76969092721834	1.91450161544418	2.06247236599131	1.66275323540654	3.0625219814409	1.27853394773992	1.47611379495437
