Genus	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Pseudolabrys	32	34	24	36	22	34	43	34	24	24	34	42	22	25	36	20	25	24
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Pseudorhodoplanes	97	116	177	187	106	143	147	91	65	93	96	110	67	81	122	105	76	95
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Rhodopseudomonas	6	2	14	0	0	0	0	0	0	0	1	1	2	2	0	0	2	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Variibacter	9	17	10	3	4	10	18	4	7	10	5	10	4	5	6	9	4	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella	0	0	6	0	1	4	1	0	0	0	0	0	0	4	0	3	2	1
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Chelatococcaceae|Chelatococcus	2	8	12	8	11	4	6	4	8	10	7	3	7	6	9	7	5	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Devosiaceae|Devosia	168	142	227	186	366	237	111	165	74	123	139	102	94	113	112	103	132	152
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Devosiaceae|Unassigned	16	15	8	12	5	15	17	9	14	17	13	9	3	13	18	7	11	28
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium	64	66	110	45	65	81	75	57	28	36	49	59	38	34	34	41	33	47
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Methyloceanibacter	21	19	14	22	18	31	27	21	16	18	25	33	25	20	23	14	17	15
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Methyloligella	2	2	0	5	2	7	5	1	1	4	0	4	1	2	4	1	4	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pedomicrobium	50	47	55	51	19	22	64	32	24	50	51	62	37	30	40	21	16	61
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Unassigned	1	2	1	2	0	0	4	4	0	0	1	0	1	2	2	2	1	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Kaistiaceae|Bauldia	1	1	1	1	4	3	5	1	4	3	1	4	2	0	3	1	0	3
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Kaistiaceae|Kaistia	19	10	11	9	3	31	15	10	5	8	8	9	5	0	13	15	2	6
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirga	42	49	21	20	26	39	41	25	32	27	33	58	23	20	30	31	18	40
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylocystaceae|Methylocystis	2	2	10	1	0	2	3	1	1	1	2	0	0	0	4	0	3	4
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Parvibaculaceae|Unassigned	8	4	4	9	6	5	5	6	5	7	3	8	2	6	5	9	5	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium	53	58	66	82	76	86	54	51	50	58	73	49	58	50	54	84	85	62
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium	27	32	7	34	47	56	11	8	24	11	16	19	31	41	17	11	20	16
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Pseudaminobacter	1	4	1	3	0	5	6	3	0	0	1	3	3	1	1	1	3	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Unassigned	20	30	72	13	22	22	17	18	10	13	14	12	7	12	16	17	4	12
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Pleomorphomonadaceae|Chthonobacter	6	4	6	8	17	8	4	4	6	5	6	3	8	11	9	4	7	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Pleomorphomonadaceae|Mongoliimonas	1	0	2	0	4	0	2	1	1	0	0	1	0	0	13	0	4	3
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium	10	1	10	3	9	1	0	10	8	29	24	10	1	12	8	19	4	9
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Ensifer	106	62	173	143	200	108	107	105	89	108	131	150	59	92	81	106	122	91
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Neorhizobium	31	1	33	5	5	9	2	3	6	5	10	18	2	4	10	11	3	3
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Pararhizobium	108	129	232	264	373	240	70	66	82	106	139	103	138	201	83	94	190	93
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium	72	60	188	110	167	110	76	104	45	94	112	60	76	101	67	91	154	110
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Shinella	7	7	3	0	10	3	6	30	0	7	15	5	1	3	0	4	7	15
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Unassigned	2	5	6	9	10	2	3	3	0	2	1	5	2	5	3	4	3	1
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned|Unassigned	66	77	76	59	61	66	109	56	68	61	76	67	52	58	86	46	43	64
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Azospirillaceae|Azospirillum	3	2	6	4	2	3	7	4	6	2	5	5	3	4	0	9	2	3
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae|Reyranella	20	28	30	16	6	30	28	14	21	18	14	27	17	11	38	28	9	15
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Dongia	52	68	38	39	21	30	123	77	73	65	71	71	67	59	65	81	36	54
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Magnetospirillum	3	1	1	0	1	0	3	0	2	2	2	2	3	1	0	2	3	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Roseospira	2	4	0	0	0	3	4	1	3	1	1	0	0	0	0	3	2	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Unassigned	6	1	0	3	3	3	8	2	7	2	2	2	5	2	3	9	1	1
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Thalassobaculaceae|Oceanibaculum	3	6	1	2	0	3	3	6	5	3	5	6	4	3	1	3	3	4
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned|Unassigned	9	10	8	10	7	11	13	10	11	7	15	21	8	11	4	6	7	11
Bacteria|Proteobacteria|Alphaproteobacteria|Sneathiellales|Sneathiellaceae|Ferrovibrio	15	14	21	7	12	11	16	12	9	9	16	20	21	21	19	36	20	24
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter	19	17	28	27	44	32	20	27	12	15	25	14	9	22	26	19	31	21
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Novosphingobium	4	3	5	3	3	15	2	7	1	0	4	3	2	4	2	5	1	2
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Allosphingosinicella	11	17	11	7	9	18	19	8	3	8	6	13	10	5	4	4	11	5
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Blastomonas	2	1	1	2	2	9	5	5	2	4	2	3	2	1	2	2	0	2
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Parablastomonas	0	4	1	1	7	3	2	1	0	2	1	2	1	0	4	1	2	5
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium	3	7	18	0	3	5	5	4	4	4	4	1	1	2	4	12	2	6
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	142	138	263	290	279	198	108	73	99	85	106	139	77	152	88	145	109	103
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis	29	34	113	56	135	63	29	47	14	49	66	31	35	23	27	41	86	41
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingorhabdus	0	0	2	0	3	0	3	1	1	0	6	1	0	0	2	0	4	3
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Unassigned	9	23	11	3	8	17	9	13	5	7	6	11	2	4	8	30	5	12
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Unassigned|Unassigned	1	3	5	2	3	0	4	0	1	0	2	2	1	1	0	2	1	1
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned|Unassigned|Unassigned	18	26	44	13	9	32	24	23	23	30	18	37	22	42	29	41	13	24
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter	4	0	5	1	2	0	4	17	0	34	3	14	1	1	1	2	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Ampullimonas	4	5	0	1	2	5	5	2	3	2	6	5	1	2	3	1	1	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Azohydromonas	1	1	0	0	1	1	2	0	7	14	5	0	2	5	8	5	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia	9	4	4	2	3	3	7	9	5	9	12	8	11	11	9	4	12	6
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Chitinimonas	10	4	34	3	1	3	5	7	3	3	2	11	2	4	4	7	5	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus	3	0	0	13	2	23	7	5	3	5	5	9	2	0	2	11	6	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia	2	5	11	10	6	2	4	6	5	4	6	5	2	9	3	4	5	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia	0	1	5	5	2	5	3	1	5	1	1	3	3	7	1	2	4	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Unassigned	4	4	3	5	0	2	3	5	2	2	1	7	3	3	1	2	2	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax	77	78	147	132	213	130	73	185	223	121	199	78	153	121	160	112	211	207
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquabacterium	77	64	75	85	89	91	77	43	59	57	89	62	49	52	87	87	61	60
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Caenimonas	3	2	3	4	0	7	0	1	1	3	4	2	1	1	1	2	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia	2	2	0	2	0	7	4	0	3	3	8	3	1	1	4	3	2	3
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga	50	27	39	58	155	61	27	41	35	75	72	38	35	31	49	55	35	44
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ideonella	68	41	53	77	90	109	64	44	81	114	67	46	69	84	78	61	57	66
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Inhella	6	3	11	11	3	10	5	1	6	3	9	8	10	7	4	5	8	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Kinneretia	354	288	349	395	554	439	149	127	218	196	229	163	244	299	205	266	253	212
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas	1121	783	1316	1230	1679	1139	513	374	651	734	618	517	753	919	594	698	792	762
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Piscinibacter	203	235	266	284	350	273	193	156	237	258	267	201	267	409	345	363	282	271
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Polaromonas	23	18	34	24	36	29	9	8	18	20	20	31	22	22	20	22	24	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pseudorhodoferax	2	0	0	0	2	1	2	1	1	1	0	0	16	0	0	2	1	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter	26	24	23	15	23	25	20	23	19	14	15	31	10	16	15	19	12	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter	749	339	574	570	1082	508	449	396	523	596	544	382	715	1132	587	631	835	592
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Roseateles	6	14	11	28	55	6	13	13	21	16	44	10	40	11	36	17	33	28
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Schlegelella	4	4	12	9	7	9	9	4	6	1	13	9	3	12	7	11	1	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned	32	23	107	37	81	45	40	20	31	21	26	16	23	59	24	17	36	38
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax	117	98	91	106	129	138	88	79	95	75	101	99	75	103	121	228	124	116
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Xenophilus	27	16	15	10	14	33	11	9	19	28	20	28	13	16	14	9	38	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Xylophilus	15	5	3	1	6	3	6	3	9	7	6	14	8	4	4	14	6	9
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Duganella	35	16	25	36	25	24	15	7	32	14	6	6	49	20	13	16	35	9
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum	4	3	1	6	6	10	6	1	5	5	5	0	0	18	1	2	20	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herminiimonas	94	59	66	109	120	149	18	16	48	24	48	48	50	53	36	55	62	46
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	235	179	192	365	275	423	84	65	152	94	153	270	163	188	143	123	211	138
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum	145	191	157	167	386	182	297	216	125	232	174	89	242	255	265	227	151	274
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Paraherbaspirillum	18	3	3	8	33	10	1	0	3	2	1	5	6	6	5	6	10	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella	158	80	78	236	179	266	53	43	239	161	98	106	246	422	102	146	152	109
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned	55	32	37	45	57	57	63	42	31	51	33	26	60	41	47	29	32	69
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Undibacterium	40	25	44	83	40	72	12	7	16	14	16	17	18	23	15	28	25	20
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned	10	7	3	1	5	6	9	6	10	7	10	12	11	2	8	9	6	14
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Unassigned	24	14	16	13	9	15	30	11	7	29	27	25	9	12	28	17	13	20
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylobacillus	9	22	8	8	13	19	8	7	12	20	4	5	16	7	35	16	19	12
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylophilus	1	0	0	2	2	3	1	1	4	0	4	1	2	3	5	3	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylotenera	1	1	1	3	0	7	3	0	0	1	4	2	0	1	0	1	1	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylovorus	1	2	1	0	5	1	1	2	3	0	2	2	1	0	2	0	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Novimethylophilus	11	6	13	11	18	12	5	6	9	7	13	4	13	22	9	10	11	11
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Pseudomethylobacillus	3	15	0	0	21	25	2	22	3	4	3	2	2	15	14	6	1	3
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Thiobacillaceae|Thiobacillus	1	2	0	2	0	1	0	1	0	0	1	3	1	2	1	2	0	5
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Unassigned|Unassigned	8	16	26	6	2	8	19	12	14	6	20	19	9	3	12	5	13	13
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Uliginosibacterium	12	13	4	8	6	17	19	7	15	9	12	15	8	15	13	9	4	8
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned	1	4	4	3	4	5	7	2	6	4	3	6	4	0	2	4	2	7
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio	14	17	13	14	27	17	9	11	13	11	13	7	10	18	9	9	4	10
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Unassigned|Unassigned	0	0	2	1	2	1	7	1	1	0	0	1	0	2	1	1	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Unassigned|Unassigned	1	1	1	0	4	1	2	2	1	3	2	0	2	1	3	2	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas	5	13	27	46	52	15	30	20	16	28	29	16	37	59	28	29	27	23
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Unassigned	2	8	1	1	3	3	9	6	2	4	9	5	2	2	5	3	6	2
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter	34	50	26	7	6	124	43	22	28	63	26	33	92	13	35	35	25	39
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geomonas	8	3	5	8	4	6	10	3	6	7	9	6	4	8	5	4	0	3
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Unassigned	7	12	10	7	12	8	19	9	6	9	10	11	11	14	22	10	9	8
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Unassigned|Unassigned	4	6	6	3	1	3	8	4	5	1	10	5	3	2	5	7	6	14
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Cystobacter	6	4	0	0	0	0	3	3	1	15	1	0	0	0	1	3	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Hyalangium	10	6	7	3	4	6	6	13	7	4	5	13	6	5	4	8	2	9
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Unassigned	4	4	1	2	1	4	9	11	3	5	8	7	2	3	8	3	4	8
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Vitiosangium	1	1	0	1	1	0	2	1	3	1	1	1	2	1	5	4	1	2
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangium	31	45	11	20	18	38	68	43	44	44	56	62	49	31	52	34	38	46
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae|Kofleria	23	10	10	12	17	9	18	12	20	21	21	22	24	15	30	16	15	27
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae|Labilithrix	10	19	11	12	8	6	15	6	14	8	12	17	11	11	18	10	11	17
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Pyxidicoccus	0	5	1	1	2	0	2	1	1	0	3	4	1	3	0	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Enhygromyxa	3	0	1	0	0	0	4	2	0	2	1	4	0	1	0	1	2	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystis	14	9	9	16	21	16	12	7	15	13	15	11	23	22	16	15	28	13
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Unassigned	21	15	19	18	15	27	20	12	25	19	31	27	29	37	52	40	44	34
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Byssovorax	51	108	68	33	63	57	56	53	27	44	35	48	36	14	31	15	45	34
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Chondromyces	19	18	7	27	9	17	28	9	13	17	31	17	15	21	35	17	15	22
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Polyangium	5	5	3	6	0	10	9	3	5	5	3	3	4	4	4	6	3	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Racemicystis	24	3	6	1	11	5	7	38	2	31	12	9	1	8	4	0	5	4
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium	35	16	23	37	20	17	52	13	30	32	31	38	21	21	23	26	29	23
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Unassigned	70	88	45	39	31	183	81	53	33	65	67	76	50	31	93	54	44	47
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae|Sandaracinus	32	21	34	27	43	22	26	17	22	24	34	26	28	40	27	37	30	31
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned|Unassigned	24	14	9	24	6	14	30	23	19	31	17	31	22	17	13	12	33	23
Bacteria|Proteobacteria|Deltaproteobacteria|Syntrophobacterales|Syntrophobacteraceae|Syntrophobacter	2	0	2	1	0	0	1	2	0	3	1	2	0	1	3	1	1	1
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned|Unassigned	66	70	38	44	35	80	67	44	40	56	58	73	42	45	74	31	43	85
Bacteria|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae|Sulfurifustis	2	2	1	0	0	0	3	6	1	4	4	2	0	1	5	7	0	2
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio	13	3	7	6	5	3	12	30	69	42	5	4	34	10	8	5	4	10
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Unassigned	14	9	18	11	8	8	11	12	11	6	7	18	5	8	6	5	7	19
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Unassigned|Unassigned	2	1	5	9	7	2	0	5	2	4	4	3	6	4	5	7	6	6
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea	0	0	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Acidibacter	129	126	133	105	133	119	217	129	127	140	174	177	123	140	217	164	161	212
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Thiohalorhabdus	9	4	5	5	7	5	3	8	4	5	3	7	6	7	5	3	3	8
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Unassigned	11	5	7	5	6	1	11	4	7	8	7	15	10	9	12	8	4	10
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Unassigned	6	4	2	4	2	3	4	3	1	1	6	5	4	3	4	6	4	5
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Povalibacter	24	22	51	19	10	19	54	23	26	20	35	31	20	51	27	39	33	41
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Steroidobacter	354	361	261	288	151	295	470	311	375	305	409	418	301	348	447	427	334	481
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Unassigned	7	7	2	5	0	8	7	10	9	3	10	9	3	3	12	11	4	8
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Unassigned|Unassigned	1	0	3	0	1	2	4	3	1	2	2	2	1	0	5	1	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Permianibacter	8	4	7	6	29	7	7	6	14	16	10	11	20	13	12	14	8	11
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	38	29	29	36	157	39	91	239	43	240	140	214	17	24	52	30	118	66
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned|Unassigned	15	15	15	20	29	15	22	14	15	22	19	11	29	26	17	15	23	21
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dokdonella	5	5	7	4	5	5	4	8	2	0	6	3	9	5	9	4	7	16
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dyella	7	6	7	8	15	15	6	5	21	6	2	6	16	10	6	4	12	5
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Tahibacter	2	5	13	23	8	7	11	5	1	4	4	9	4	15	10	7	6	8
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas	22	14	51	35	56	26	22	15	19	17	61	19	16	19	34	22	35	38
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Coralloluteibacterium	1	3	1	3	0	0	2	2	1	1	4	2	0	3	2	1	1	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter	116	105	165	188	169	154	83	91	138	111	162	141	109	158	111	188	162	185
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Mizugakiibacter	4	4	0	2	9	5	7	4	0	4	3	4	0	1	6	20	1	6
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas	59	33	36	59	77	139	37	46	44	54	107	62	40	29	77	40	37	48
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Silanimonas	3	3	8	1	3	7	2	1	3	3	1	3	2	7	2	5	1	2
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Unassigned	5	5	1	4	5	8	5	4	2	2	8	6	5	6	4	3	4	2
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae|Bacteriovorax	1	0	2	1	5	2	3	1	3	1	0	0	3	3	1	4	2	2
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae|Peredibacter	8	16	36	21	68	26	15	20	12	35	26	8	25	68	15	17	35	9
