OTU	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_1	0	0	0	0	0	0	8.84894573107501	1.42517814726841	0	0	6.23363017286537	0	0	0	0	0	0	0
ASV_2	0	0	0	0	0	0	0.0691323885240235	4.03800475059382	0.134589502018843	26.4112903225806	0.0523834468308015	0	0.0686813186813187	0.0526592943654555	0	0	0	0
ASV_10	0	0	0	0	0	0	0	0	0.0672947510094213	0	0	0.176991150442478	0.343406593406593	3.3175355450237	2.42914979757085	1.95101701951017	3.49746893695352	1.81543116490166
ASV_3	0	0	0	0	0	0	0	0	0	0	14.0387637506548	0	0.0686813186813187	0	0.0578368999421631	0	0	0
ASV_4	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0.530973451327434	0.274725274725275	4.21274354923644	3.52805089647195	1.32835201328352	3.68154624942476	0.151285930408472
ASV_5	17.7942539388323	0.478468899521531	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00473933649289	0.173510699826489	0	0	0.201714573877963
ASV_8	0	0	0	0	0	0	0	0	0	0	0	0	0.686813186813187	1.84307530279094	0.92539039907461	1.07928601079286	4.14173953060285	0
ASV_9	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0.206043956043956	0.157977883096367	0.92539039907461	0.04151100041511	6.99493787390704	0
ASV_6	0	0	0	0	0	0	0.0345661942620118	0	11.3728129205922	0	0	0	0	0	0	0	0	0
ASV_14	0	0	0	0	0	0	0.0691323885240235	0	0	0	0	0	0	0	0	0	6.21260929590428	0.453857791225416
ASV_22	0	0.239234449760766	0	0	0	0	0.0691323885240235	0	0.0672947510094213	0	0.157150340492404	0.176991150442478	0.618131868131868	0	1.50375939849624	0.20755500207555	3.31339162448228	1.21028744326778
ASV_13	0	0	0	0	0	0	0	9.38242280285036	0.807537012113055	3.125	0.157150340492404	0.176991150442478	0.412087912087912	0	0	0	0.0460193281178095	0
ASV_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347021399652979	0	0.690289921767142	5.64800806858296
ASV_19	0	0	0	0	0	0	0.311095748358106	0	5.85464333781965	1.51209677419355	0.209533787323206	0.353982300884956	0.824175824175824	0	0.0578368999421631	0	0	0
ASV_17	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05581885202738	0.231347599768652	0.08302200083022	0.0460193281178095	0
ASV_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210637177461822	6.59340659340659	0	0	0
ASV_54	0	3.11004784688995	0.252270433905146	10.7512953367876	0	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
ASV_49	0	0	0	0	0	0	0	0	0	0	0	0	0.206043956043956	0.210637177461822	0.173510699826489	3.69447903694479	0	0.453857791225416
ASV_11	0	0	0	0	0	0	0	12.1140142517815	0	0	0	0	0	0	0	0	0	0
ASV_21	0	0	0	12.3056994818653	0	1.52905198776758	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0	0.315955766192733	0.0578368999421631	3.7359900373599	0	0
ASV_12	0	0	0	0	0	0	0	0	0	0	0	0	6.66208791208791	0	0	0	0	0
ASV_35	0	0	0	0	0	0	0	0	0.0672947510094213	0	0	0	0	0	0.694042799305957	0.12453300124533	0.552231937413714	3.37871911245587
ASV_15	0	0	0	0	0	0	3.07639128931905	0	0	0	0	0	0	0	0	0	0	0
ASV_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43772062531518
ASV_24	0	0	0	0	0	0	0.138264777048047	0	0.53835800807537	0	0.890518596123625	1.76991150442478	3.15934065934066	0	0	0	0	0
ASV_16	0	0	0	0	0	0	0	0	3.23014804845222	0	0	0	2.12912087912088	0	0.231347599768652	0	0	0
ASV_38	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0	0	0	0.0578368999421631	3.19634703196347	0.184077312471238	0
ASV_42	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0	0	0.157977883096367	1.5615962984384	0	0	2.62228946041351
ASV_53	0.092678405931418	1.43540669856459	0	6.73575129533679	1.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_208	0	0	0	0	0	0	0.138264777048047	0	0.134589502018843	0.201612903225806	0	0.176991150442478	0.274725274725275	1.68509741969458	0.636205899363794	0.87173100871731	0.0460193281178095	0.100857286938981
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0.0686813186813187	0.0526592943654555	0.462695199537305	1.07928601079286	0.87436723423838	1.15985879979829
ASV_34	0	0	0	0	0	0	1.07155202212236	0.356294536817102	1.00942126514132	0.100806451612903	0.523834468308015	0.884955752212389	0.686813186813187	0	0	0	0	0.0504286434694907
ASV_63	0.46339202965709	0	0.403632694248234	7.7720207253886	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_75	0	0	0	0	0	0	0.0691323885240235	0	0	0	0	0	0	3.7914691943128	0	0	0	0
ASV_29	0	0.119617224880383	0.0504540867810293	0	0.104166666666667	0	0	0	0	0	0	0.353982300884956	0	0.210637177461822	0.173510699826489	0.49813200498132	0.552231937413714	1.86585980837115
ASV_30	0	0	0	0	0	0	0	0	4.23956931359354	0	0	0	0.618131868131868	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9057700290577	0.0460193281178095	0.0504286434694907
ASV_80	0	0	3.53178607467205	0.129533678756477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	6.39481000926784	0	0	0	0	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
ASV_55	0	0	0	0	0	0	1.41721396474248	0	0.269179004037685	0	1.20481927710843	0	0	0	0.0578368999421631	0	0	0.0504286434694907
ASV_726	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05318588730911	0.289184499710816	0.87173100871731	0.414173953060285	0.75642965204236
ASV_25	0	0	0	0	0	0	0	0	4.64333781965007	0	0	0	0	0	0	0	0	0
ASV_286	0.648748841519926	5.02392344497608	0.403632694248234	0.906735751295337	0.416666666666667	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63349131121643	0	0	0	0
ASV_26	0	0	0	0	0	0	0	0	0	0.100806451612903	0	1.06194690265487	4.18956043956044	0	0	0	0	0
ASV_77	0	0	0	0	0	0	0	0	0	6.75403225806452	0	0	0	0	0	0	0	0
ASV_394	0	0.478468899521531	0	0.906735751295337	5.72916666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_498	2.68767377201112	0	0.504540867810293	3.49740932642487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_185	0.370713623725672	0.239234449760766	1.31180625630676	0.518134715025907	1.45833333333333	4.58715596330275	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0.119617224880383	0	0	6.5625	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	2.17767023850674	0	0	0	0	0	0	0	0	0	0	0
ASV_27	0	0	0	0	0	0	2.14310404424473	0	0	0	0	0	0	0	0	0	0	0
ASV_32	0	0	0	0	0	0	0	7.36342042755344	0	0	0	0	0	0	0	0	0	0
ASV_62	0	0	3.12815338042381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_392	1.66821130676552	0.717703349282297	1.36226034308779	1.03626943005181	0.208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	0	0	1.83200829588662	0	0	0.403225806451613	0.104766893661603	0	0	0	0	0	0.092038656235619	0
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74346201743462	0	0.958144225920323
ASV_98	5.46802594995366	0	0.0504540867810293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315955766192733	0.983227299016773	0.8302200083022	0.368154624942476	0.403429147755925
ASV_56	0	0	0	0	0	0	2.00483926719668	0	0.0672947510094213	0	0	0	0	0	0	0	0	0
ASV_61	5.37534754402224	0	0	0	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_139	0	0	0	0	0	0	0	0	0	0	0	0	0.137362637362637	0.0526592943654555	0.347021399652979	1.41137401411374	0.368154624942476	0.353000504286435
ASV_263	0	0	0	0	0	0	0.103698582786035	0	0	0	0	0	0.274725274725275	0.263296471827278	0.231347599768652	1.28684101286841	0.460193281178095	0.0504286434694907
ASV_57	0	0	0	0	0	0	1.10611821638438	0.593824228028504	0.201884253028264	1.20967741935484	0.261917234154007	0	0	0	0	0	0	0.0504286434694907
ASV_39	0	0	0	0	0	0	0	0	0	0	0	0	0.137362637362637	0	0.0578368999421631	1.03777501037775	1.33456051541647	0
ASV_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526592943654555	0	2.32461602324616	0	0
ASV_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842548709847288	0	0	0.0460193281178095	2.01714573877963
ASV_1082	0	0	0	0	0	0	0.311095748358106	0.118764845605701	0.0672947510094213	0.100806451612903	0	0	0.137362637362637	0.105318588730911	2.1978021978022	0.04151100041511	0	0.0504286434694907
