OTU	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_31	0	0	0	0	0	0	1.62461113031455	0	0.201884253028264	0	0.104766893661603	0	0.274725274725275	0	0	0	0	0
ASV_33	0	0	0	0	0	0	0.725890079502247	0	0.201884253028264	2.62096774193548	0.209533787323206	0	0	0	0	0.04151100041511	0.0460193281178095	0
ASV_47	0	0	0	0	0	0	0.0345661942620118	0	3.70121130551817	0	0	0	0	0	0	0	0	0
ASV_489	0	0	0	0	0	0	0	0	0.0672947510094213	0	0.104766893661603	0	0	0	0.520532099479468	0.12453300124533	0.276115968706857	1.76500252143217
ASV_496	3.33642261353105	1.91387559808612	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	1.21130551816958	3.0241935483871	0	0.176991150442478	0.412087912087912	0	0	0	0	0
ASV_103	0	0	0	0	0	16.5137614678899	0	0	0	0	0	0	0	0	0	0	0	0
ASV_64	0	0	0	0	0	0	1.00241963359834	1.30641330166271	0.134589502018843	0.201612903225806	0.209533787323206	0.353982300884956	0.206043956043956	0	0	0	0	0.0504286434694907
ASV_744	0	3.82775119617225	0	2.84974093264249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263296471827278	0.347021399652979	0	0.138057984353428	1.96671709531014
ASV_371	0.092678405931418	5.14354066985646	0	0	0	2.75229357798165	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	0	0	0	0	0	0	4.86935866983373	0.269179004037685	0	0.261917234154007	0	0	0	0	0.04151100041511	0.0460193281178095	0
ASV_117	0	0	0	0	0	0	0.656757690978223	0	0	0	0	0.353982300884956	0.343406593406593	0.526592943654555	0.231347599768652	0.24906600249066	0.138057984353428	0.100857286938981
ASV_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210637177461822	0.809716599190283	0.66417600664176	0.230096640589047	0.605143721633888
ASV_161	0	0	0	0	0	0	0.553059108192188	0	1.14401076716016	0.100806451612903	0.523834468308015	0	0.274725274725275	0	0.0578368999421631	0	0	0.100857286938981
ASV_68	4.26320667284523	0.598086124401914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_756	0.185356811862836	2.99043062200957	0.554994954591322	1.55440414507772	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_236	0	0.956937799043062	0.353178607467205	0	3.64583333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_209	0	0	0	0	0	0	0	0	0.0672947510094213	0	0	0	0	0.737230121116377	0.578368999421631	0.24906600249066	0.506212609295904	0.353000504286435
ASV_37	0	0	0	0	0	0	0	0	0	4.93951612903226	0	0	0	0	0	0	0	0
ASV_50	0	0	0	0	0	14.9847094801223	0	0	0	0	0	0	0	0	0	0	0	0
ASV_533	0.092678405931418	1.31578947368421	0.70635721493441	2.2020725388601	0.520833333333333	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0	0	2.47225025227043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_130	4.35588507877665	0	0	0	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_148	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0	0.105318588730911	0.578368999421631	1.45288501452885	0	0
ASV_173	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0	0	0.947867298578199	0.289184499710816	0.78870900788709	0.184077312471238	0.0504286434694907
ASV_219	0	0	0	0	0	0	0	0	0	0	0	0	0.343406593406593	0.0526592943654555	0.578368999421631	0.49813200498132	0.138057984353428	0.857286938981341
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263296471827278	0.0578368999421631	1.74346201743462	0	0
ASV_800	0.185356811862836	1.07655502392344	0.252270433905146	2.46113989637306	1.04166666666667	0.917431192660551	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	0	0	0	0	0.0691323885240235	4.51306413301663	0	0.201612903225806	0	0.530973451327434	0	0	0.0578368999421631	0	0	0.100857286938981
ASV_1206	0	0	0	0	0	0	0.138264777048047	0.237529691211401	0	0	0	0	0.480769230769231	0.210637177461822	0.462695199537305	0.37359900373599	0.276115968706857	0.353000504286435
ASV_140	0	0	0	0	0	0	0	0	0	0	0	0	0.892857142857143	1.68509741969458	0	0	0.092038656235619	0
ASV_142	0	0	0	0	0	0	0.0691323885240235	0	0	0	0	0	0	0.157977883096367	0	1.28684101286841	0.506212609295904	0
ASV_45	0	0	0	0	0	0	1.20981679917041	0.237529691211401	0.0672947510094213	0	0.0523834468308015	0.176991150442478	0.0686813186813187	0	0.115673799884326	0.12453300124533	0	0.0504286434694907
ASV_86	0	0	0	0	0	0	0	0	0	4.43548387096774	0.157150340492404	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47498683517641	0	0	0	0
ASV_1120	0	0	0	0	0	0	0	0	0.0672947510094213	0.100806451612903	0	0	0	0	0.347021399652979	0.74719800747198	0.276115968706857	0.706001008572869
ASV_1152	0	0	0	0	0	0	0.0345661942620118	0.237529691211401	0	0	0.104766893661603	0.176991150442478	0.0686813186813187	0.105318588730911	0.231347599768652	0.16604400166044	0.322135296824666	1.10943015632879
ASV_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92539039907461	0	1.38057984353428	0
ASV_243	0	0	0	0	0	0	0.0691323885240235	0	0	0	0	0.176991150442478	0	0	2.13996529786003	0.16604400166044	0.092038656235619	0
ASV_473	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263296471827278	0	1.41137401411374	0	0.353000504286435
ASV_69	0	0	0	5.95854922279793	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_73	0	0	0	0	0	0	0	0	0.0672947510094213	0.100806451612903	0	0.353982300884956	0	0	2.02429149797571	0	0.322135296824666	0
ASV_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86799501867995	0	0
ASV_133	0	0	0	0	0	0	0.79502246802627	0.237529691211401	0.807537012113055	0.201612903225806	0.104766893661603	0	0	0	0	0	0.184077312471238	0
ASV_137	0	0	0	0	0	0	1.45178015900449	0.118764845605701	0	0	0	0	0.0686813186813187	0	0	0.04151100041511	0	0
ASV_153	0	0	0	0	4.6875	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_169	0	0	0	0	0	0	0.0345661942620118	0	0	0.504032258064516	0.0523834468308015	0	0.480769230769231	1.21116377040548	0.173510699826489	0.20755500207555	0	0
ASV_202	0	0	0	0	0	0	0	0	0	0.604838709677419	1.25720272393924	0	0	0	0.347021399652979	0	0	0.453857791225416
ASV_40	0	0	0	0	0	0	1.34808157621846	0	0	0	0.157150340492404	0	0	0	0	0	0.138057984353428	0
ASV_121	0	0	0	0	0	0	0	0	2.01884253028264	0.403225806451613	0.0523834468308015	0	0.618131868131868	0	0	0	0	0
ASV_143	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31700895208004	0	0	0	0
ASV_718	0	0	0	0	0	0	0	0	0.0672947510094213	0	0.104766893661603	0.353982300884956	0.0686813186813187	0.157977883096367	0.462695199537305	0.24906600249066	0.414173953060285	0.605143721633888
ASV_76	0	0	0	0	0	0	0.553059108192188	0.118764845605701	0.336473755047106	0.100806451612903	0.785751702462022	1.06194690265487	0	0	0	0	0	0
ASV_235	0	0	0.554994954591322	0	3.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_99	0	0	2.16952573158426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1115	0	0	0	0	0	0	0.0691323885240235	0	0.134589502018843	0	0	0.353982300884956	0.206043956043956	0	0.115673799884326	0.62266500622665	0.322135296824666	0.453857791225416
ASV_1219	0	0	0	0	0	0	0	0	0.0672947510094213	0.100806451612903	0	0.353982300884956	0.0686813186813187	0.0526592943654555	0.347021399652979	0.49813200498132	0.506212609295904	0.353000504286435
ASV_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42914979757085	0	0	0
ASV_550	1.0194624652456	0.837320574162679	0.151362260343088	0	1.5625	1.52905198776758	0	0	0	0.100806451612903	0	0	0	0	0	0	0	0
ASV_105	0	0	0	0	0	0	1.10611821638438	0	0	0	0	0	0.274725274725275	0	0.289184499710816	0	0	0
ASV_1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70195101701951	0	0
ASV_66	0	0	0	0	0	0	0	0.237529691211401	0	0	0.890518596123625	2.12389380530973	0.343406593406593	0	0.0578368999421631	0	0	0.201714573877963
ASV_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13996529786003	0	0	0.201714573877963
ASV_1081	0	0	0	0	0	0	0	0	0	0	0.0523834468308015	0	0	0.157977883096367	1.85078079814922	0	0.0460193281178095	0.151285930408472
ASV_1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526592943654555	0	1.61892901618929	0	0
ASV_226	3.70713623725672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105318588730911	0.173510699826489	0.20755500207555	0.0460193281178095	1.46243066061523
ASV_324	0	0	0	0	0	0	0.0345661942620118	0	0.336473755047106	0.100806451612903	0.838135149292824	0.353982300884956	0.549450549450549	0	0	0.04151100041511	0.184077312471238	0.100857286938981
ASV_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289184499710816	0.45662100456621	0.92038656235619	0.201714573877963
ASV_479	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157977883096367	0.636205899363794	0.29057700290577	0.644270593649333	0.252143217347453
ASV_78	0	0	0	0	0	0	0	0	0	0	2.09533787323206	0	0	0	0	0	0	0
ASV_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462695199537305	0	0	1.6137165910237
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115673799884326	0.08302200083022	1.56465715600552	0.0504286434694907
ASV_132	0	0	0	0	0	0	0.380228136882129	0	0.134589502018843	0	1.25720272393924	0	0	0	0	0	0.092038656235619	0
ASV_340	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05371248025276	0	0	0	0
ASV_413	0	0	0	0	0	0	0.5876253024542	0	0	0	0.314300680984809	0	0.0686813186813187	0	0.0578368999421631	0.08302200083022	0.460193281178095	0.100857286938981
ASV_1231	0	0	0	0	0	0	0.241963359834082	0.237529691211401	0.0672947510094213	0.100806451612903	0.0523834468308015	0	0.0686813186813187	0.368615060558188	0.0578368999421631	0.45662100456621	0.0460193281178095	0.252143217347453
ASV_200	0	0	0	0	0	0	0	0	2.42261103633917	0	0.0523834468308015	0.176991150442478	0	0	0	0	0	0
ASV_225	0.92678405931418	3.11004784688995	0	0.129533678756477	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789889415481832	0.173510699826489	0.8302200083022	0	0
ASV_298	0	0	0	0	0	0	0.5876253024542	0.475059382422803	0.201884253028264	0.100806451612903	0.157150340492404	0.353982300884956	0.0686813186813187	0.157977883096367	0.0578368999421631	0.04151100041511	0	0.100857286938981
ASV_41	0	0	0	0	0	0	0	0	0	0	0	6.54867256637168	0	0	0.0578368999421631	0	0	0
ASV_505	0.185356811862836	2.15311004784689	0.756811301715439	0	0.208333333333333	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
ASV_659	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00105318588731	0	0	0	0
ASV_101	0	0	1.86680121089808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	0	0	0	0	3.85416666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789889415481832	0	0.04151100041511	0.966405890473999	0
ASV_228	0	0	1.81634712411705	0.129533678756477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_375	0	4.06698564593301	0.151362260343088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	0	0	0	0	0	0	0.0345661942620118	0.712589073634204	0.53835800807537	0	0.261917234154007	0	1.03021978021978	0	0	0.08302200083022	0	0
ASV_810	0	1.07655502392344	0.756811301715439	0.259067357512953	0.833333333333333	0.917431192660551	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	0	0	0	0	0	0	0.622191496716212	0	0.0672947510094213	0	0.733368255631221	0.707964601769911	0	0	0	0	0	0
ASV_863	0	0	0	0	0	0	0.898721050812306	0	0	0.100806451612903	0.314300680984809	0	0.0686813186813187	0	0.0578368999421631	0	0.092038656235619	0
ASV_1093	0	0	0	0	0	0	0	0	0	0	0	0.353982300884956	0	0	0.578368999421631	0	0.230096640589047	0.958144225920323
ASV_337	0	0	0	0	0	0	0.0345661942620118	0	0.0672947510094213	0.201612903225806	0	0	0.549450549450549	0.895208004212743	0.231347599768652	0.12453300124533	0	0
ASV_406	0	0	0	0	0	0	0.311095748358106	0.118764845605701	0.53835800807537	0	0.733368255631221	0.176991150442478	0.137362637362637	0	0	0	0	0.0504286434694907
ASV_70	0	0	0	0	0	0	0.380228136882129	0	1.34589502018843	0	0.104766893661603	0	0.0686813186813187	0	0.115673799884326	0	0	0
ASV_108	0	0	0	0	0	0	0	0	0	0.604838709677419	0	0	1.99175824175824	0	0	0	0	0
ASV_110	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47446024223275	0	0.29057700290577	0	0
ASV_172	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84307530279094	0	0	0	0
ASV_247	0	0	0	0	0	0	0.79502246802627	0.356294536817102	0	0.100806451612903	0.36668412781561	0.176991150442478	0	0	0	0	0	0
ASV_276	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0	0	0.0526592943654555	0.231347599768652	0.66417600664176	0.276115968706857	0.353000504286435
ASV_280	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0.206043956043956	0.4739336492891	0.0578368999421631	0.12453300124533	0.828347906120571	0
ASV_357	0	0	0	0	0	0	0	0	0.134589502018843	0.201612903225806	0	0	0.343406593406593	0	0.289184499710816	0.74719800747198	0.138057984353428	0
ASV_469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36986301369863	0.092038656235619	0
ASV_536	0	0	0.857719475277497	2.33160621761658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_611	0	0	0	0	0	0	0.207397165572071	0.118764845605701	0.201884253028264	0.705645161290323	0.209533787323206	0.176991150442478	0	0	0	0	0.598251265531523	0
ASV_788	0.46339202965709	0.239234449760766	1.41271442986882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1006	0	0	0	0	0	0	0.0345661942620118	0	0	0.403225806451613	0	0.353982300884956	0.824175824175824	0.105318588730911	0.347021399652979	0.08302200083022	0.230096640589047	0
ASV_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56465715600552	0
ASV_147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115673799884326	0.45662100456621	0.092038656235619	0.958144225920323
ASV_159	0	0	0	0	0	0	0.691323885240235	0	0	0	0.576217915138816	0.176991150442478	0	0	0	0	0.092038656235619	0
ASV_187	0	0	1.71543895055499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_189	0.185356811862836	0	0.504540867810293	0	0.625	4.89296636085627	0	0	0	0	0	0	0	0	0	0	0	0
ASV_207	0	0	0	0	0	0	0	0.118764845605701	0	0.100806451612903	0	0	0.206043956043956	1.05318588730911	0.231347599768652	0	0.184077312471238	0.0504286434694907
ASV_272	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0	1.36914165350184	0.0578368999421631	0.08302200083022	0.184077312471238	0
ASV_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105318588730911	0	1.32835201328352	0	0
ASV_396	0.185356811862836	0.358851674641148	0.353178607467205	0	2.29166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_499	2.87303058387396	0.239234449760766	0.0504540867810293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_580	0	0	0	0	0	0	0.483926719668165	0	0.0672947510094213	0	0.942902042954426	0	0	0	0.0578368999421631	0	0	0
ASV_682	0	0	0	0	0	0	0.241963359834082	0	0	0	0	0	0.343406593406593	0	0.0578368999421631	0.58115400581154	0.092038656235619	0.252143217347453
ASV_738	1.0194624652456	0.239234449760766	0.908173562058527	0.129533678756477	0.104166666666667	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
ASV_82	0	0	0	0	0	0	0.0345661942620118	0	0	0	0.838135149292824	2.47787610619469	0.137362637362637	0	0	0	0	0.0504286434694907
ASV_87	0	0	0	0	0	0	0	0	0	0	1.78103719224725	0	0	0	0	0	0	0
ASV_1078	0	0	0	0	0	0	0	0.118764845605701	0	0	0	0.353982300884956	0.0686813186813187	0.210637177461822	1.33024869866975	0	0	0.100857286938981
ASV_118	0	0	0	0	0	0	1.14068441064639	0	0	0	0	0	0	0	0	0	0	0
ASV_128	2.87303058387396	0.119617224880383	0.0504540867810293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_199	0	0	0	0	0	0	0	0.118764845605701	1.81695827725437	0	0.0523834468308015	0	0.274725274725275	0	0	0	0	0
ASV_262	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0.353982300884956	0	1.05318588730911	0.462695199537305	0.04151100041511	0	0.0504286434694907
ASV_341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789889415481832	0.115673799884326	0.58115400581154	0.0460193281178095	0.0504286434694907
ASV_374	0	2.63157894736842	0.504540867810293	0	0	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
ASV_437	0	0	0	0	0	0	0.345661942620118	0.237529691211401	0.740242261103634	0	0.261917234154007	0	0.274725274725275	0	0	0	0.0460193281178095	0
ASV_480	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0.0686813186813187	0	0.173510699826489	0.33208800332088	0.460193281178095	0.504286434694907
ASV_65	0	0	0	0	0	0	0.967853439336329	0	0	0	0	0	0	0	0.0578368999421631	0.16604400166044	0	0
