#OTUID	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_302	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_240	19	60	5	10	320	280	0	0	0	0	0	0	0	0	0	0	0	0
ASV_191	540	76	11	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_342	64	61	38	502	2	24	0	0	0	0	0	0	0	0	0	0	0	0
ASV_353	0	0	0	0	0	0	27	25	90	194	37	7	43	194	19	29	4	21
ASV_266	0	0	0	0	0	0	115	5	73	131	0	77	52	83	15	100	16	18
ASV_301	0	3	4	618	59	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_264	1	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0
ASV_404	327	18	6	276	29	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV_370	0	0	0	0	0	1	121	109	89	287	57	0	0	10	2	0	0	3
ASV_1201	0	0	0	0	0	0	41	5	48	0	1	1	48	26	167	239	87	15
ASV_319	0	0	0	0	0	0	121	193	6	109	7	18	20	56	51	33	5	59
ASV_323	0	0	0	0	0	0	603	1	0	0	6	0	0	0	1	0	0	67
ASV_485	0	0	0	0	0	0	0	24	1	38	289	80	12	92	98	28	0	14
ASV_294	1	631	29	3	9	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_390	10	4	0	128	11	72	7	0	0	0	5	0	39	3	220	80	90	5
ASV_371	0	0	0	0	0	0	0	83	180	69	125	43	14	83	57	19	0	0
ASV_263	0	265	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_421	0	0	0	0	0	0	2	0	556	14	0	0	40	5	48	6	0	0
ASV_314	0	0	0	8	0	0	16	2	350	1	1	0	38	0	67	1	175	11
ASV_283	32	12	113	399	34	78	0	0	0	0	0	0	0	0	0	0	0	0
ASV_280	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_365	0	0	0	0	0	0	12	2	373	1	49	4	140	0	35	5	0	44
ASV_495	7	0	0	9	4	7	14	7	55	23	11	21	9	15	14	138	38	291
ASV_307	0	0	0	0	0	0	117	6	149	49	4	98	56	42	4	62	14	60
ASV_338	0	0	0	0	0	0	0	0	650	0	0	3	5	0	0	0	0	3
ASV_223	0	602	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_290	0	653	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_341	0	0	0	0	0	0	494	0	0	0	155	0	0	0	4	0	0	0
ASV_555	0	0	0	0	0	0	0	109	0	3	312	133	0	12	21	18	0	40
ASV_638	0	0	0	0	0	0	4	1	90	0	0	18	457	0	0	67	0	8
ASV_396	0	0	1	0	0	1	8	0	135	4	0	48	314	12	0	56	47	17
ASV_437	0	39	4	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0
ASV_298	441	14	8	0	15	156	0	0	0	0	0	0	0	0	0	0	0	0
ASV_286	0	256	52	299	19	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_347	0	0	0	0	0	0	3	0	200	47	0	0	120	136	0	0	11	110
ASV_1086	0	17	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1070	0	0	0	0	0	0	81	32	165	6	0	1	137	45	17	9	7	117
ASV_320	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_953	0	0	0	0	0	0	196	0	1	100	0	115	13	55	2	54	49	31
ASV_409	0	24	3	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0
ASV_479	77	30	22	347	90	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_335	58	13	0	414	120	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_327	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_378	0	27	3	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0
ASV_277	0	0	0	0	0	0	48	51	14	408	3	10	1	45	6	5	0	7
ASV_358	0	0	0	0	0	0	29	239	213	10	0	41	2	3	0	3	5	50
ASV_439	0	32	2	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0
ASV_405	179	257	12	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_350	29	3	13	392	103	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_762	1	0	1	0	0	0	99	41	15	6	0	23	190	41	18	71	50	33
ASV_508	0	0	0	0	1	58	120	0	0	0	0	80	10	0	0	153	153	13
ASV_620	0	414	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_429	0	0	0	0	0	0	3	173	0	23	0	0	0	9	0	0	0	378
ASV_366	0	0	0	0	0	0	101	24	26	327	20	18	5	28	0	1	3	32
ASV_339	0	0	0	0	0	0	413	71	3	1	25	57	0	0	4	5	0	5
ASV_363	6	5	2	537	2	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_367	0	0	0	0	0	0	0	0	0	392	0	0	0	191	0	0	0	0
ASV_368	186	0	4	372	6	13	1	0	0	0	0	0	0	0	0	0	0	0
ASV_483	14	13	0	0	542	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_351	90	28	84	298	32	47	0	0	0	0	0	0	0	0	0	0	0	0
ASV_413	0	0	0	0	0	0	21	64	0	380	1	0	0	102	0	0	0	8
ASV_273	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_372	0	0	0	0	0	0	0	236	0	15	0	292	0	2	0	23	6	0
ASV_718	0	0	0	0	0	0	3	177	176	152	0	0	27	34	3	1	1	0
ASV_317	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_443	0	0	0	0	0	0	26	85	0	0	402	0	0	0	59	0	0	0
ASV_529	0	0	0	0	0	0	5	19	2	150	1	7	83	272	15	9	2	5
ASV_500	0	0	0	0	0	0	98	174	1	0	111	0	36	0	127	0	0	20
ASV_520	3	0	0	17	0	17	26	2	28	15	2	4	118	62	109	30	123	11
ASV_540	0	0	0	0	0	0	27	76	57	73	15	27	45	119	20	39	2	64
ASV_234	0	43	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_473	0	0	0	0	0	0	163	1	0	0	0	4	0	44	13	0	334	1
ASV_343	0	0	0	0	0	0	23	415	33	0	0	0	12	0	9	1	0	62
ASV_408	0	35	8	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0
ASV_496	2	0	0	13	1	21	1	0	5	12	1	0	130	56	127	17	91	76
ASV_938	0	60	0	298	75	118	0	0	0	0	0	0	0	0	0	0	0	0
ASV_755	0	0	0	4	4	1	17	1	0	0	129	58	1	1	206	44	27	48
ASV_400	0	0	0	0	0	1	0	49	0	0	0	0	9	0	0	16	0	464
ASV_652	0	0	0	0	0	0	77	80	98	18	4	55	66	68	10	20	2	41
ASV_384	371	62	9	5	39	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_771	0	0	0	0	0	0	3	184	0	0	113	0	1	0	211	0	7	17
ASV_425	0	0	0	0	0	0	49	3	0	15	0	13	93	61	0	35	262	4
ASV_310	0	34	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_383	0	0	0	0	0	0	6	0	0	152	0	62	21	148	1	120	18	5
ASV_478	0	0	0	0	0	0	0	1	1	0	295	0	0	0	235	0	0	0
ASV_761	0	0	0	0	0	0	31	0	188	2	0	171	16	1	0	71	52	0
ASV_398	97	1	8	2	420	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_352	124	131	27	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_412	0	0	0	0	0	0	149	89	0	0	40	121	0	0	14	29	0	87
ASV_674	0	394	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_391	0	2	0	6	0	0	136	145	117	4	3	9	58	6	20	5	0	10
ASV_467	0	25	4	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0
ASV_332	446	71	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_374	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_584	2	3	0	21	11	6	17	9	167	8	1	9	24	33	59	59	76	12
ASV_354	0	0	0	0	0	0	1	0	506	0	0	0	9	0	0	0	0	0
ASV_444	286	73	103	3	51	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_463	513	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_466	217	80	33	1	185	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_522	0	81	0	46	0	389	0	0	0	0	0	0	0	0	0	0	0	0
ASV_634	0	0	0	0	0	0	331	0	3	10	0	106	7	3	0	23	20	13
ASV_576	0	0	0	0	0	0	15	15	24	45	2	145	14	87	9	144	7	6
ASV_385	0	20	1	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0
ASV_316	0	0	0	0	0	0	4	5	247	35	0	74	21	25	2	42	8	46
ASV_1199	0	0	0	0	0	0	28	0	5	0	0	164	20	0	0	63	179	46
ASV_779	0	31	0	276	86	112	0	0	0	0	0	0	0	0	0	0	0	0
ASV_469	0	0	0	0	0	0	3	0	1	1	110	37	6	2	225	61	7	51
ASV_1095	0	0	0	0	0	0	29	59	84	38	228	0	4	7	45	0	0	9
ASV_494	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	498	0
ASV_657	374	48	3	8	54	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV_355	0	210	1	285	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_616	0	0	0	0	0	0	12	5	2	0	0	1	51	11	246	49	119	2
ASV_306	0	0	0	4	492	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_361	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_901	0	0	0	0	0	0	52	3	33	0	0	98	70	0	0	107	133	0
ASV_312	402	6	0	0	81	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_388	24	0	0	165	94	210	0	0	0	0	0	0	0	0	0	0	0	0
ASV_476	0	0	0	0	1	0	54	34	17	69	1	1	27	111	72	81	25	0
ASV_336	336	0	1	0	154	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_325	0	0	0	0	0	0	0	399	0	0	0	82	1	0	2	7	0	0
ASV_333	0	0	0	0	0	0	0	4	444	0	0	0	42	0	0	0	1	0
ASV_559	0	0	0	0	0	0	25	0	0	0	0	2	13	1	85	27	335	2
ASV_380	0	17	1	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0
ASV_433	0	0	0	0	1	0	24	1	19	1	0	1	2	109	111	25	185	8
ASV_382	0	0	0	0	0	0	24	0	457	0	0	0	4	0	0	0	0	0
ASV_561	0	0	0	0	0	0	10	75	0	0	145	0	21	0	210	0	4	19
ASV_460	0	33	5	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0
ASV_468	0	0	0	0	0	1	0	0	8	0	0	0	472	0	0	0	0	1
ASV_927	0	0	0	0	1	0	70	9	10	50	0	52	12	77	0	157	20	23
ASV_470	0	0	0	1	0	0	191	148	0	20	81	35	0	1	2	0	1	0
ASV_493	0	0	0	0	0	0	64	7	201	35	1	60	12	20	1	16	49	14
ASV_601	0	0	0	0	0	0	35	0	0	24	0	4	30	284	0	60	1	42
ASV_537	1	476	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_426	99	48	9	131	190	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_465	35	43	7	263	127	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_499	0	0	0	3	0	4	39	0	85	90	12	11	86	86	28	20	4	7
ASV_589	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	435	38
ASV_549	0	0	0	0	0	0	22	48	224	0	38	54	36	1	27	0	5	18
ASV_449	0	25	6	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0
ASV_456	286	25	120	29	6	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_685	0	0	0	0	0	0	17	115	33	0	0	82	41	2	31	103	12	33
ASV_258	218	2	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_688	0	0	0	0	0	0	4	0	0	12	349	56	0	0	35	12	0	0
ASV_349	0	0	0	0	0	0	373	48	0	0	0	0	0	0	0	0	0	45
ASV_451	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	319
ASV_430	35	0	0	4	0	81	47	0	0	1	0	0	39	5	7	3	174	67
ASV_603	0	0	0	0	0	0	26	154	100	110	1	0	16	6	5	2	2	41
ASV_633	0	0	0	0	0	0	71	94	49	28	38	2	15	82	7	2	0	74
ASV_987	0	52	2	236	68	104	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1100	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_364	239	0	1	0	218	2	0	0	0	1	0	0	0	0	0	0	0	0
ASV_442	0	7	13	10	9	422	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1066	0	0	0	0	0	0	21	38	109	28	79	16	9	69	16	46	1	26
ASV_401	107	0	18	21	272	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_441	126	291	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_568	0	0	0	0	0	0	289	10	0	0	0	0	0	0	0	0	2	155
ASV_318	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_424	22	415	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_375	0	453	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_394	0	0	0	0	0	0	38	158	0	0	0	35	7	0	0	135	11	68
ASV_597	0	116	2	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0
ASV_359	0	0	0	0	0	0	277	6	0	0	88	0	0	0	39	0	0	39
ASV_528	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_558	0	21	2	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1202	0	0	0	0	0	0	31	47	0	0	102	0	0	0	226	0	5	37
ASV_397	0	0	0	0	0	0	1	1	334	0	3	2	104	0	0	1	0	1
ASV_420	0	0	0	0	1	8	19	0	258	0	0	0	54	0	0	16	36	55
ASV_461	0	344	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_789	0	0	0	0	0	0	4	0	94	3	0	7	104	24	0	76	38	95
ASV_897	0	0	0	0	0	0	36	134	10	12	47	91	2	11	22	40	1	38
ASV_457	78	7	70	220	67	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_515	0	0	1	0	0	0	15	4	6	6	1	0	136	166	20	0	48	38
ASV_511	2	0	0	16	0	6	56	1	9	7	4	50	56	9	65	51	39	68
ASV_419	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	435
ASV_563	0	0	0	0	0	0	3	35	159	23	24	68	15	51	5	43	2	9
ASV_626	0	0	0	0	0	0	0	2	171	0	1	0	246	0	3	0	0	12
ASV_379	1	17	102	313	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_432	2	2	0	43	9	378	0	0	0	0	0	0	0	0	0	0	0	0
ASV_666	0	0	0	0	0	0	121	54	2	15	2	156	0	1	0	43	0	39
ASV_414	0	0	0	0	0	15	1	0	4	319	0	0	3	54	2	5	28	1
ASV_393	0	0	0	0	0	0	153	131	0	0	87	35	2	0	6	2	0	15
ASV_630	2	0	0	3	0	0	8	0	4	1	0	0	116	80	71	34	93	14
ASV_829	35	23	23	80	55	210	0	0	0	0	0	0	0	0	0	0	0	0
ASV_668	0	0	0	0	0	0	14	7	0	395	0	1	0	7	0	0	0	1
ASV_712	0	0	0	11	1	0	2	5	7	0	0	3	0	4	212	94	84	2
ASV_438	0	0	0	0	0	0	56	95	0	215	0	8	0	26	3	11	1	5
ASV_557	0	0	11	120	0	289	0	0	0	0	0	0	0	0	0	0	0	0
ASV_596	59	337	4	2	15	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_871	2	0	0	0	0	2	44	4	75	1	0	0	91	9	52	26	111	2
ASV_403	0	0	0	0	0	0	0	0	0	0	1	0	0	0	416	0	1	0
ASV_481	0	69	34	205	0	109	0	0	0	0	0	0	0	0	0	0	0	0
ASV_536	0	27	1	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0
ASV_653	0	1	0	0	0	0	20	75	76	13	0	15	14	4	0	20	5	173
ASV_898	0	0	0	0	0	0	229	48	6	16	1	4	2	10	9	24	2	65
ASV_501	0	0	0	0	0	0	22	66	0	0	0	0	0	0	149	3	174	1
ASV_507	0	0	0	0	0	0	6	48	50	0	35	150	58	0	27	30	3	8
ASV_1002	0	0	0	0	0	0	101	116	33	10	0	10	28	7	0	42	9	57
ASV_1447	0	0	0	0	0	0	9	0	2	3	0	8	191	33	0	65	96	6
ASV_402	0	0	0	0	0	0	72	1	0	12	0	10	18	114	86	32	58	10
ASV_407	0	0	0	0	0	0	13	147	1	0	1	73	24	0	19	115	2	18
ASV_837	0	0	0	0	0	0	2	4	37	0	0	32	212	29	0	55	26	16
ASV_1151	0	0	0	0	0	0	79	0	0	38	0	208	1	8	0	28	38	12
ASV_360	16	0	0	395	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_472	0	0	0	0	0	0	4	0	11	2	0	14	137	96	39	29	22	58
ASV_487	15	5	1	12	24	354	0	0	0	0	0	0	0	0	0	0	0	0
ASV_462	0	21	1	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0
ASV_348	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_514	0	0	0	0	0	0	1	0	56	0	2	7	135	40	93	50	0	25
ASV_721	87	83	115	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_783	0	0	0	0	3	30	38	5	7	0	0	4	39	22	14	124	99	23
ASV_539	0	0	0	0	0	0	37	0	0	99	0	0	4	35	0	16	164	52
ASV_648	0	0	0	0	1	0	0	2	1	0	0	0	1	0	397	3	0	0
ASV_406	12	366	1	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_611	0	0	0	0	0	0	35	5	24	0	109	15	111	0	43	21	0	38
ASV_395	0	0	0	0	0	0	208	102	0	0	0	1	0	0	83	3	3	0
ASV_428	31	228	6	1	134	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_643	0	0	0	0	0	0	26	1	17	2	0	0	43	40	76	47	131	17
ASV_716	0	0	0	0	0	0	69	38	0	0	0	269	0	0	0	23	0	1
ASV_532	0	0	0	0	0	0	42	50	204	2	0	56	8	5	7	5	6	13
ASV_624	0	0	0	0	0	0	17	128	11	97	5	31	10	23	36	21	4	14
ASV_931	0	0	0	0	0	0	20	0	1	0	0	0	105	0	0	5	262	4
ASV_740	4	9	0	11	24	43	19	3	0	0	0	21	12	36	23	160	30	1
ASV_497	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_416	0	0	0	0	0	0	47	0	37	120	0	127	3	15	7	28	6	3
ASV_509	0	0	0	0	0	0	94	247	0	0	0	41	0	0	0	3	0	8
ASV_498	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_381	5	378	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_450	1	5	0	46	5	333	0	0	0	0	0	0	0	0	0	0	0	0
ASV_714	0	0	0	0	0	0	121	65	0	43	20	91	0	14	13	13	0	9
ASV_693	0	380	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_791	0	0	0	0	0	0	3	5	33	0	0	41	193	0	0	43	54	11
ASV_1092	0	0	0	0	0	0	12	71	33	4	16	34	6	8	14	53	3	128
ASV_1391	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_510	0	0	0	1	0	0	2	0	1	0	2	0	0	0	372	0	2	0
ASV_554	0	0	0	0	0	0	1	189	0	0	13	0	102	0	59	0	0	16
ASV_724	12	3	89	273	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_715	0	0	0	3	0	0	23	2	0	4	0	0	122	90	34	1	56	44
ASV_1093	0	0	0	0	0	0	113	72	2	170	0	1	12	0	0	0	0	8
ASV_486	0	0	0	0	0	0	4	23	37	243	0	0	19	37	0	2	0	13
ASV_850	0	0	0	0	0	0	19	0	20	28	7	42	25	79	23	82	15	38
ASV_969	0	0	0	0	0	0	6	22	1	0	2	16	19	0	17	23	13	259
ASV_452	0	0	0	0	0	0	3	6	214	9	0	5	29	62	0	16	24	9
ASV_757	0	1	0	0	7	9	38	33	0	110	0	37	7	45	1	43	6	40
ASV_329	0	0	0	0	0	0	4	0	309	4	0	8	24	16	0	8	2	0
ASV_480	98	217	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_531	0	0	0	0	0	0	68	15	112	4	0	102	5	3	4	32	1	29
ASV_649	0	0	0	0	0	0	225	0	0	0	4	23	0	0	3	0	0	118
ASV_475	68	8	7	258	29	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_902	0	0	0	0	0	0	13	115	21	0	1	64	27	0	15	79	14	22
ASV_1096	0	0	0	0	0	0	1	3	0	0	255	0	0	0	111	0	0	0
ASV_435	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	1	0	0
ASV_719	0	0	0	0	0	0	17	0	40	0	0	8	264	0	0	10	20	9
ASV_1141	3	32	2	255	75	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_636	0	0	0	0	0	0	70	179	1	0	16	0	0	0	12	0	1	87
ASV_749	0	0	0	0	0	0	0	0	0	0	114	0	0	0	252	0	0	0
ASV_1307	0	0	0	0	0	0	11	0	0	10	0	47	8	10	0	247	9	21
ASV_434	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	90
ASV_1004	0	0	0	0	0	0	26	25	174	34	0	1	28	6	10	7	2	47
ASV_296	24	7	0	0	326	2	1	0	0	0	0	0	0	0	0	0	0	0
ASV_518	135	58	140	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_635	0	0	0	0	0	0	47	98	0	0	165	0	0	0	23	0	0	25
ASV_770	0	0	0	0	0	0	13	8	0	6	0	18	0	213	10	17	7	66
ASV_602	0	0	0	0	0	0	16	159	0	31	0	1	1	38	0	2	29	80
ASV_677	0	0	0	0	0	0	35	48	0	134	49	38	0	29	1	3	0	20
ASV_699	0	0	0	0	0	0	31	53	2	0	0	0	23	0	0	0	0	248
ASV_811	0	0	0	0	0	0	3	46	111	9	2	0	103	36	5	7	11	24
ASV_639	0	0	0	0	0	0	0	0	0	0	339	0	0	0	14	0	0	0
ASV_651	0	0	0	0	0	0	17	1	2	0	115	119	12	0	52	34	0	1
ASV_708	93	77	14	95	20	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_591	12	44	115	102	75	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_742	1	0	0	11	0	12	15	0	3	6	0	0	81	39	90	7	56	30
ASV_878	0	0	0	0	0	0	116	45	0	0	26	0	0	0	38	0	0	125
ASV_566	0	0	0	0	0	0	246	103	0	0	0	0	0	0	0	0	0	0
ASV_1240	0	0	0	0	0	0	2	10	3	4	45	57	27	82	27	38	0	50
ASV_455	0	0	0	0	0	0	5	12	4	276	0	0	0	44	0	0	0	4
ASV_1024	59	0	0	4	279	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_763	0	0	0	0	0	0	2	0	173	0	0	41	57	0	0	45	6	20
ASV_637	0	0	0	0	0	0	0	105	0	153	0	0	3	65	2	0	0	15
ASV_417	0	52	9	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_538	1	2	0	149	190	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_608	128	159	24	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_623	0	0	0	0	0	0	25	1	0	255	7	1	0	52	0	0	0	0
ASV_547	285	0	0	39	2	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_541	0	0	0	0	0	0	180	29	19	0	0	55	10	0	18	24	1	1
ASV_571	0	24	4	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0
ASV_586	0	0	0	0	0	0	60	3	0	83	1	1	0	165	0	0	0	24
ASV_689	0	0	0	0	0	0	0	7	0	0	1	214	0	3	0	111	0	1
ASV_687	0	0	0	0	0	0	6	0	59	3	0	23	161	21	0	23	30	10
ASV_709	1	239	88	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_713	1	0	0	0	0	0	182	62	7	1	36	0	2	8	12	10	5	10
ASV_814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336
ASV_974	0	0	0	0	0	0	7	156	0	0	0	53	5	0	19	41	0	55
ASV_750	0	0	0	0	0	0	0	0	0	0	0	249	0	0	45	41	0	0
ASV_505	1	5	0	0	325	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_592	6	178	1	43	97	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_826	0	0	0	0	0	0	0	1	0	94	0	72	0	148	0	14	0	4
ASV_605	8	3	92	162	25	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1163	0	0	0	1	5	2	27	6	84	0	0	17	87	7	25	56	10	4
ASV_807	0	0	0	0	0	0	10	138	0	30	0	0	51	8	0	0	9	85
ASV_647	0	0	0	2	0	0	21	0	73	81	6	8	50	48	18	17	2	4
ASV_683	291	2	22	12	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_744	0	0	0	0	0	0	215	22	2	0	23	0	1	0	15	0	1	51
ASV_411	0	6	4	1	69	249	0	0	0	0	0	0	0	0	0	0	0	0
ASV_781	0	10	1	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1161	0	0	0	0	0	0	6	55	0	0	77	0	5	0	170	0	0	15
ASV_698	0	0	0	0	0	0	58	18	0	176	28	10	0	29	4	1	0	4
ASV_745	0	0	0	0	0	0	6	36	0	0	137	0	0	0	126	0	1	22
ASV_458	11	3	0	200	83	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV_764	0	0	0	2	0	0	11	18	114	0	0	4	25	0	34	16	96	7
ASV_797	58	250	6	3	0	0	0	6	0	2	0	0	0	0	0	0	0	0
ASV_453	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_386	0	0	0	319	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1353	1	3	0	0	1	13	72	15	15	92	1	3	14	32	3	12	3	42
ASV_697	0	0	0	0	0	0	37	0	0	132	0	120	3	5	0	22	2	1
ASV_851	0	0	0	0	1	0	33	157	41	0	2	5	1	0	7	6	67	2
ASV_523	0	0	0	0	0	0	6	63	15	23	13	35	19	29	29	24	1	63
ASV_1008	0	0	0	0	0	0	19	0	1	0	0	54	14	0	61	114	26	30
ASV_427	8	11	0	3	124	173	0	0	0	0	0	0	0	0	0	0	0	0
ASV_654	0	0	0	0	0	0	57	0	191	0	0	0	43	0	1	0	1	25
ASV_975	0	0	0	0	0	0	0	55	2	2	1	150	1	9	4	77	0	17
ASV_1418	0	0	0	0	1	3	5	1	0	0	70	28	0	1	138	28	10	32
ASV_474	19	42	6	3	247	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_431	0	21	4	20	70	199	0	0	0	0	0	0	0	0	0	0	0	0
ASV_446	0	0	0	0	0	0	236	78	0	0	0	0	0	0	0	0	0	0
ASV_575	0	0	0	0	0	1	32	4	20	55	0	27	11	50	0	32	26	56
ASV_692	3	1	0	0	1	5	71	1	3	0	0	1	7	0	0	23	180	18
ASV_727	0	313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1034	0	0	0	0	0	0	3	21	134	9	0	42	35	14	0	40	11	4
ASV_701	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0
