OTUID	E1	E2	E3	E4	E5	E6	E7	N1	N2	O1	O2	S1	OTUID2	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_2094	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2094	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2095	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2095	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2096	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2096	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_2097	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2097	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. IMCC2192
OTU_2098	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2098	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2099	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2099	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	uncultured bacterium
OTU_21	4	0	0	0	0	0	0	0	0	0	0	0	OTU_21	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_210	1	0	0	0	0	0	0	0	0	0	0	0	OTU_210	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Incertae Sedis	gamma proteobacterium SS-5
OTU_2100	0	0	0	0	0	2	0	0	0	0	1	0	OTU_2100	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	uncultured organism
OTU_2101	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2101	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Alteromonas macleodii
OTU_2102	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2102	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2103	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2103	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2104	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2104	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Nodularia spumigena CCY9414
OTU_2105	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2105	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2106	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2106	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2107	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2107	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseicyclus	marine metagenome
OTU_2108	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2108	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Unassigned
OTU_2109	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2109	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_211	1	0	0	0	0	0	0	0	0	0	0	2	OTU_211	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Incertae Sedis	gamma proteobacterium SS-5
OTU_2110	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2110	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured gamma proteobacterium CHAB-III-7
OTU_2111	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2111	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Alteromonas macleodii
OTU_2112	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	Incertae Sedis	uncultured bacterium
OTU_2113	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2113	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	Unassigned
OTU_2114	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2114	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Nodularia sp. CENA399
OTU_2115	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2115	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Alteromonas macleodii
OTU_2116	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2116	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_2117	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2117	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	uncultured Flavobacteriales bacterium
OTU_2118	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2118	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2119	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2119	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis	uncultured bacterium
OTU_212	1	0	0	0	0	0	0	0	0	0	0	0	OTU_212	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	uncultured Synechococcus sp.
OTU_2120	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2120	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2121	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2121	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2122	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2122	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured bacterium
OTU_2123	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2123	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Flexibacteraceae bacterium
OTU_2125	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2125	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2126	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2126	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2127	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2127	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	Thiomicrospira cyclica ALM1
OTU_2128	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2128	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured bacterium
OTU_2129	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2129	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2131	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2131	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Unassigned
OTU_2132	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2132	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	uncultured bacterium
OTU_2133	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2133	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2134	0	0	0	0	0	2	0	0	0	0	0	0	OTU_2134	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus salis
OTU_2135	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2135	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	uncultured bacterium
OTU_2136	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2136	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	Unassigned
OTU_2137	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2137	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured gamma proteobacterium CHAB-III-7
OTU_2139	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2139	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2140	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2140	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Nodularia harveyana
OTU_2141	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2141	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	Unassigned
OTU_2142	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2142	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	Unassigned
OTU_2143	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2143	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	uncultured Flavobacteriales bacterium
OTU_2144	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2144	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured gamma proteobacterium CHAB-III-7
OTU_2145	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2145	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2146	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2146	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	uncultured organism
OTU_2147	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2147	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured gamma proteobacterium CHAB-III-7
OTU_2148	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2148	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Glaciecola nitratireducens FR1064
OTU_2149	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2149	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	Unassigned
OTU_215	1	0	0	0	0	0	0	0	0	0	0	0	OTU_215	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Picochlorum sp. SENEW3
OTU_2150	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2150	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2151	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2151	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	uncultured Flavobacteriales bacterium
OTU_2152	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2152	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus marincola
OTU_2153	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2153	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Incertae Sedis	Unassigned
OTU_2154	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2154	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	uncultured bacterium
OTU_2155	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2155	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2156	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2156	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Alteromonas macleodii
OTU_2158	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2158	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	Unassigned
OTU_2159	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2159	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis	uncultured bacterium
OTU_216	1	0	0	0	0	0	0	0	0	0	0	0	OTU_216	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Picochlorum sp. 'soloecismus'
OTU_2160	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2160	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	Incertae Sedis	Incertae Sedis	uncultured Bacteroidetes bacterium
OTU_2161	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2161	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis	uncultured bacterium
OTU_2162	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2162	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2163	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2163	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_2164	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2164	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_2165	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2165	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Incertae Sedis	uncultured actinobacterium
OTU_2166	0	0	0	0	0	2	0	0	0	0	0	0	OTU_2166	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2167	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2167	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Sphingobacteriia bacterium
OTU_2168	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2168	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_2169	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2169	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2170	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2170	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	uncultured bacterium
OTU_2171	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2171	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Leptolyngbya PCC-6406	filamentous cyanobacterium GSL035
OTU_2172	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2172	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Unassigned
OTU_2173	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2173	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Bacteroidetes bacterium
OTU_2175	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2175	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2176	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2176	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2178	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2178	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Incertae Sedis	metagenome
OTU_2179	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2179	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Sphingobacteriia bacterium
OTU_218	1	0	0	0	0	0	0	0	0	0	0	0	OTU_218	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseibacterium	Roseobacter sp. WM2
OTU_2180	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2180	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Incertae Sedis	uncultured bacterium
OTU_2182	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2182	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2183	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2183	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2184	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2184	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_2186	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2186	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	Unassigned
OTU_2187	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2187	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	Incertae Sedis	uncultured Sphingobacteriia bacterium
OTU_2188	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2188	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Sphingobacteriia bacterium
OTU_2189	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2189	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	Unassigned
OTU_219	1	0	0	0	0	0	0	0	0	0	0	0	OTU_219	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Incertae Sedis	uncultured bacterium
OTU_2190	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2190	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	uncultured Bacteroidetes bacterium
OTU_2191	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2191	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Candidatus Jidaibacter	uncultured bacterium
OTU_2193	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2193	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured organism
OTU_2194	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2194	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	Roseobacter sp. AI-2
OTU_2195	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2195	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Marivita	uncultured bacterium
OTU_2196	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2196	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Sphingobacteriia bacterium
OTU_2197	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2197	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Unassigned
OTU_2198	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2198	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2199	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2199	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_22	1	0	1	0	0	0	0	0	0	0	0	0	OTU_22	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_2200	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2200	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	uncultured Bacteroidetes bacterium
OTU_2201	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2201	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Rhodomonas salina
OTU_2202	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2202	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Unassigned
OTU_2203	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2203	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Flexibacteraceae bacterium
OTU_2204	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2204	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	Unassigned
OTU_2205	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2205	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Incertae Sedis	uncultured bacterium
OTU_2206	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2206	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Lentimonas	Coraliomargarita sp.
OTU_2207	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2207	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	Synechococcus sp. RS9918
OTU_2208	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2208	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Unassigned
OTU_2209	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2209	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	Yoonia rosea
OTU_221	1	0	0	0	0	0	0	0	0	0	0	0	OTU_221	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2210	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2210	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Flexibacteraceae bacterium
OTU_2211	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2211	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2212	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2212	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_2213	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2213	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Bacteroidetes bacterium
OTU_2214	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2214	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Flexibacteraceae bacterium
OTU_2215	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2215	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2216	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2216	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Flexibacteraceae bacterium
OTU_2218	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2218	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2219	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2219	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_222	1	0	0	0	0	0	0	0	0	0	0	0	OTU_222	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Incertae Sedis	uncultured bacterium
OTU_2220	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2220	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Incertae Sedis	uncultured bacterium
OTU_2221	0	0	0	0	0	2	0	0	0	0	0	0	OTU_2221	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	Unassigned
OTU_2222	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2222	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2223	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2223	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2224	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2224	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_2225	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2225	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus marincola
OTU_2226	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2226	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2227	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2227	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	Thiomicrospira cyclica ALM1
OTU_2229	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2229	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Sphingobacteriia bacterium
OTU_223	1	0	0	0	0	0	0	0	0	0	0	0	OTU_223	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Picochlorum sp. SENEW3
OTU_2230	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2230	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_2231	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2231	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	DS001	marine metagenome
OTU_2232	0	0	0	0	0	1	0	0	0	0	0	0	OTU_2232	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	uncultured bacterium
