OTUID	E1	E2	E3	E4	E5	E6	E7	N1	N2	O1	O2	S1	OTUID2	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_3928	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3928	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea PCC-7104	Unassigned
OTU_3929	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3929	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Candidatus Arcobacter sulfidicus
OTU_393	0	1	0	0	0	0	0	0	0	0	0	0	OTU_393	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured bacterium
OTU_3930	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3930	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	uncultured cyanobacterium
OTU_3931	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3931	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured bacterium
OTU_3932	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3932	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured bacterium
OTU_3933	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3933	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Nitrincola	Unassigned
OTU_3934	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3934	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	uncultured bacterium
OTU_3935	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3935	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured Epsilonproteobacteria bacterium
OTU_3936	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3936	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_3937	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3937	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured bacterium
OTU_3938	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3938	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Incertae Sedis	uncultured bacterium
OTU_3939	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3939	Bacteria	Spirochaetota	V2072-189E03	Incertae Sedis	Incertae Sedis	Incertae Sedis	uncultured organism
OTU_3940	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3940	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	epsilon proteobacterium AN-BI3A
OTU_3941	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3941	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	uncultured bacterium
OTU_3942	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3942	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	Unassigned
OTU_3943	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3943	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_3944	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3944	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Incertae Sedis	Alteromonas sp. P0213
OTU_3945	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3945	Bacteria	Pseudomonadota	Gammaproteobacteria	Incertae Sedis	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_3948	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3948	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Incertae Sedis	uncultured bacterium
OTU_3949	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3949	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium truperi
OTU_3950	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3950	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_3951	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3951	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	bacterium RFB F11
OTU_3952	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3952	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unassigned	Unassigned
OTU_3953	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3953	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	Lentibacter algarum
OTU_3954	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3954	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium truperi
OTU_3955	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3955	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_3956	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3956	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	uncultured bacterium
OTU_3957	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3957	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	marine bacterium SCRIPPS_413
OTU_3958	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3958	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured bacterium
OTU_3959	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3959	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured bacterium
OTU_3960	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3960	Bacteria	Patescibacteria	Gracilibacteria	Incertae Sedis	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_3961	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3961	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_3962	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3962	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Tetraselmis marina
OTU_3963	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3963	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	uncultured gamma proteobacterium
OTU_3964	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3964	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Phycocomes	uncultured Rhodobacteraceae bacterium
OTU_3965	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3965	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	uncultured bacterium
OTU_3966	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3966	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Natranaerovirga	uncultured organism
OTU_3967	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3967	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	uncultured Clostridiaceae bacterium
OTU_3968	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3968	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	HN-HF0106	Unassigned
OTU_3969	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3969	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	Incertae Sedis	Incertae Sedis	Unassigned
OTU_397	0	1	0	0	0	0	0	0	0	0	0	0	OTU_397	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured bacterium
OTU_3970	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3970	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Unassigned	uncultured bacterium
OTU_3971	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3971	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Incertae Sedis	uncultured bacterium
OTU_3972	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3972	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unassigned	uncultured bacterium
OTU_3973	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3973	Bacteria	Bacillota	Clostridia	Lachnospirales	Unassigned	Unassigned	Unassigned
OTU_3974	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3974	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured Rhodobacteraceae bacterium
OTU_3975	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3975	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	uncultured bacterium
OTU_3976	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3976	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	uncultured Firmicutes bacterium
OTU_3977	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3977	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Unassigned	uncultured Verrucomicrobia bacterium
OTU_3978	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3978	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured bacterium
OTU_3979	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3979	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Unassigned
OTU_398	0	1	0	0	0	2	0	0	0	0	0	0	OTU_398	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_3980	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3980	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	Thiomicrospira sibirica
OTU_3981	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3981	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Seohaeicola	Seohaeicola saemankumensis
OTU_3982	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3982	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	Incertae Sedis	uncultured bacterium
OTU_3983	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3983	Bacteria	Verrucomicrobiota	Kiritimatiellia	WCHB1-41	Incertae Sedis	Incertae Sedis	uncultured Verrucomicrobia bacterium
OTU_3984	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3984	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_3985	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3985	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	Unassigned
OTU_3986	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3986	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium truperi
OTU_3987	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3987	Bacteria	Candidatus Kapabacteria	Kapabacteria	Kapabacteriales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_3988	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3988	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured gamma proteobacterium CHAB-III-7
OTU_3989	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3989	Bacteria	Pseudomonadota	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	uncultured gamma proteobacterium
OTU_399	0	1	0	0	0	0	0	0	0	0	0	0	OTU_399	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Incertae Sedis	uncultured bacterium
OTU_3990	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3990	Bacteria	Bacillota	Clostridia	Unassigned	Unassigned	Incertae Sedis	uncultured bacterium
OTU_3991	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3991	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios	uncultured bacterium
OTU_3992	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3992	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured bacterium
OTU_3993	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3993	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured Rhodobacteraceae bacterium
OTU_3994	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3994	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_3995	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3995	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	uncultured low G+C Gram-positive bacterium
OTU_3996	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3996	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Roseofilum AO1-A	uncultured cyanobacterium
OTU_3997	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3997	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_3998	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3998	Bacteria	Patescibacteria	Dojkabacteria	Incertae Sedis	Incertae Sedis	Incertae Sedis	uncultured candidate division WS6 bacterium
OTU_3999	0	0	0	0	0	0	0	0	0	0	1	0	OTU_3999	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_40	1	3	0	0	0	1	0	0	0	0	0	0	OTU_40	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	uncultured bacterium
OTU_400	0	1	0	0	0	0	0	0	0	0	0	0	OTU_400	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	uncultured beta proteobacterium
OTU_4000	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4000	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	uncultured bacterium
OTU_4001	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4001	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_4004	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4004	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured bacterium
OTU_4005	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4005	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseicyclus	marine metagenome
OTU_4007	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4007	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	uncultured bacterium
OTU_4008	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4008	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	Incertae Sedis	Incertae Sedis	Unassigned
OTU_4009	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4009	Bacteria	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus Competibacter	uncultured bacterium
OTU_401	0	1	0	0	0	0	0	0	0	0	0	0	OTU_401	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Incertae Sedis	uncultured Flavobacteriia bacterium
OTU_4010	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4010	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	Unassigned
OTU_4012	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4012	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_4013	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4013	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unassigned	Unassigned
OTU_4014	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4014	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	uncultured bacterium
OTU_4016	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4016	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	Mesoflavibacter sabulilitoris
OTU_4017	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4017	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	uncultured bacterium
OTU_4018	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4018	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseicyclus	marine metagenome
OTU_4019	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4019	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_402	0	1	0	0	0	0	0	0	0	0	0	0	OTU_402	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Listonella anguillarum
OTU_4020	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4020	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum alkalitolerans
OTU_4021	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4021	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	uncultured gamma proteobacterium
OTU_4022	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4022	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Candidatus Arcobacter sulfidicus
OTU_4023	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4023	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Incertae Sedis	uncultured bacterium
OTU_4024	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4024	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	epsilon proteobacterium AN-BI3A
OTU_4025	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4025	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	Incertae Sedis	uncultured bacterium
OTU_4026	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4026	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unassigned	Unassigned
OTU_4027	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4027	Bacteria	Verrucomicrobiota	Kiritimatiellia	WCHB1-41	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_4028	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4028	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	Altererythrobacter ishigakiensis
OTU_4029	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4029	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured Gemmatimonas sp.
OTU_403	0	5	0	0	0	0	0	1	0	0	0	0	OTU_403	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Incertae Sedis	uncultured bacterium
OTU_4030	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4030	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	Roseovarius litoreus
OTU_4031	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4031	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	Unassigned
OTU_4032	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4032	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Incertae Sedis	uncultured organism
OTU_4033	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4033	Bacteria	Pseudomonadota	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	uncultured bacterium
OTU_4034	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4034	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Euglena deses
OTU_4035	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4035	Bacteria	Cyanobacteriota	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Incertae Sedis	cyanobacterium WH7B
OTU_4036	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4036	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	Incertae Sedis	Unassigned
OTU_4037	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4037	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_4038	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4038	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_4039	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4039	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	Roseovarius litoreus
OTU_4040	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4040	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Incertae Sedis	uncultured bacterium
OTU_4041	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4041	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_4042	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4042	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lacimonas	Oceanicola sp. HL-35
OTU_4043	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4043	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	Cyanobium sp. PCC 9005
OTU_4044	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4044	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unassigned	Unassigned
OTU_4045	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4045	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_4046	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4046	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Marivivens	Marivivens donghaensis
OTU_4047	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4047	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_4048	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4048	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_4049	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4049	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	Incertae Sedis	uncultured bacterium
OTU_405	0	8	2	0	0	0	0	0	0	0	0	0	OTU_405	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1 clade	Incertae Sedis	uncultured marine bacterium
OTU_4052	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4052	Bacteria	Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	Incertae Sedis	uncultured Merismopedia sp.
OTU_4053	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4053	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Unassigned
OTU_4054	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4054	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured bacterium
OTU_4055	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4055	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	uncultured bacterium
OTU_4056	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4056	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Incertae Sedis	bioreactor metagenome
OTU_4057	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4057	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_4058	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4058	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lentibacter	uncultured Rhodobacteraceae bacterium
OTU_4059	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4059	Bacteria	Pseudomonadota	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
OTU_406	0	1	0	0	0	0	0	0	0	0	0	0	OTU_406	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_4060	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4060	Bacteria	Bacillota	Clostridia	Unassigned	Unassigned	Unassigned	uncultured bacterium
OTU_4061	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4061	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	Thiohalocapsa halophila
OTU_4063	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4063	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	Thiomicrorhabdus arctica
OTU_4064	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4064	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseicyclus	marine metagenome
OTU_4065	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4065	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured bacterium
OTU_4066	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4066	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured bacterium
OTU_4068	0	0	0	0	0	0	0	0	0	0	1	0	OTU_4068	Bacteria	Verrucomicrobiota	Kiritimatiellia	WCHB1-41	Incertae Sedis	Incertae Sedis	uncultured organism
