Phylum	Class	Order	Family	Genus	Species	M01D1	M01W1	M01W16	M01W2	M01W4	M01W6	M01W8	M02D1	M02W1	M02W16	M02W2	M02W4	M02W6	M02W8	M03D1	M03W1	M03W12	M03W2	M03W4	M03W6	M03W8	M04D1	M04W1	M04W12	M04W16	M04W2	M04W20	M04W4	M04W6	M04W8	M05D1	M05W1	M05W12	M05W2	M05W4	M05W6	M05W8	M06D1	M06W1	M06W2	M06W20	M06W4	M06W6	M06W8	M07D1	M07W1	M07W2	M07W4	M07W8	M08D1	M08W1	M08W2	M08W4	M08W6	M08W8	M09D1	M09W1	M09W2	M09W20	M09W4	M09W6	M09W8	M10D1	M10W1	M10W12	M10W16	M10W2	M10W20	M10W4	M10W6	M10W8	F01D1	F01W1	F01W2	F01W4	F01W6	F01W8	F02D1	F02W1	F02W16	F02W2	F02W4	F02W6	F02W8	F03D1	F03W1	F03W12	F03W16	F03W2	F03W20	F03W4	F03W6	F03W8	F04D1	F04W1	F04W16	F04W2	F04W4	F05D1	F05W1	F05W2	F05W4	F05W6	F06D1	F06W2	F06W4	F07D1	F07W1	F07W4	F08D1	F08W1	F08W12	F08W2	F08W4	F08W6	F08W8	F09D1	F09W1	F09W2	F09W20	F09W4	F09W6	F09W8	F10D1	F10W1	F10W16	F10W2	F10W4	F10W6	F10W8
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	unclassified_Fusobacterium	0.000905648	0.005101658	0.002628861	0.007076442	0.002691907	0.002294667	0.000887049	0.00882774	0.003971406	0.002370872	0.003111883	0.001554404	0.000291566	0.002540517	0.000442347	0.002141328	0.000765111	0.000169262	0.000605418	0.001632022	0.002742149	0.002449343	0.002165339	0.004267763	0.001398704	0.003591076	0.000962892	0.00350828	0.003859679	0.009721492	0.001971298	0.003317536	9.03E-05	0.0020365	0.000232558	0.002896152	0.003095736	0.008646918	0.008598521	0.007115249	0	0.011567583	0.011321027	0.005987602	0.009106214	0.011620259	0.006839132	0.006236636	0	0.013638703	0.005755948	0.007149708	0.005296861	0.003342703	0.009479434	0.005504903	0.004973578	0.000674423	7.77E-05	0.00082122	8.67E-05	0.000479655	0.001532684	0.00386681	0.000178907	0.001460446	0.002072539	0.001723492	0.001492661	0.003128964	0.00288554	0.002793067	0.000540735	0.001462869	0.002133946	0	0.001002088	0.002193908	0.001616423	0	0.000653412	0	0.001484903	0	0.000372218	0.000169348	0.000559329	0	0.000600343	0	0.000560179	0.00022927	0.000296538	0.002065604	0.000758981	0.00054462	0.003470716	0	0.003550296	0.001658512	0.001426414	0.004337309	6.98E-05	0.002125482	0.003678574	0.00550603	0.009340296	0.000461503	0.00672495	8.94E-05	0.000276778	0	7.55E-05	8.08E-05	0.00029824	0.001171277	0.000523913	0.001049064	0.000631114	9.48E-05	0.000450721	0.000349589	0	0.006396083	0.007659958	0.001415251	0.004005113	0.000724988	0.004664932	0.002689805
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	uncultured_Fusobacterium_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57E-05	0	0	0.000148445	0.000154667	0	0	0	0	7.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229903	7.16E-05	0	0	7.97E-05	0	8.29E-05	8.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51E-05	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	uncultured_eubacterium_E1_K4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51E-05	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	Propionigenium_maris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168124	0	0	0	0	0	0	0	0	0	0	0.000284441	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	unclassified_Fusobacteriaceae	unclassified_Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	Caviibacter_abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147449	0.000317234	0	0.000169262	0.000227032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	unclassified_Caviibacter	8.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013491595	0.014037592	0.009351356	0.008463101	0.007643409	0.012025425	0.010260946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032675237	0.033910692	0.020443057	0.020669993	7.76E-05	0	0	0	0.000158115	0	0	0.00292448	0.008237488	0.005816894	0	0.005502176	0.001126516	0.000879367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006297725	0.005150004	0.017741654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74E-05	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	0.000329327	0.000300098	0	0.000164568	0.000173671	0.000237379	7.39E-05	0.002863051	0.002223987	0.000592718	0.000361847	0.000259067	0.000874699	0.002277705	0.000442347	0.000317234	0.000170025	0.000169262	0.000151355	8.59E-05	0.000176913	0	0	0	0	0.000152812	0	0	0.000171541	8.76E-05	0.000236556	0.000236967	0.000180652	0	0	0.000165494	0.000386967	0.002241793	0.003455481	0.003425861	8.47E-05	0.002874369	0.001946928	0.004367427	0.000153046	0.00021925	0.000223015	0	0	0.000257334	0	0.000348766	0	7.60E-05	0.000241003	0.000172028	0.000543985	0.000505817	0	8.21E-05	0.000259965	0	0	0.000143215	0	8.11E-05	7.97E-05	0.000149869	0	0	0	8.21E-05	0	8.61E-05	0	0	0	0.000590667	0.000161642	0	0.000466723	0.000267833	0	0	7.44E-05	0	0	0.000149835	0	0	0	0	0	8.26E-05	0	0.000311211	0.000289226	0	0.001859679	0.000829256	0	0.001000918	6.98E-05	0.000551051	0.000572223	0.000873973	0.000514819	7.69E-05	0	0	0	0	0	0	0	0	0.000673602	0.000242092	0.000394446	0	0.000375601	0.000174795	0	0	0.000225293	0	0	0.000161108	0	0.000173536
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_genomosp._C1	0.000246995	0.000525171	0.000187776	0.000164568	0	0.000395632	7.39E-05	0.000636233	0.000397141	0.000254022	0	0	0.000218675	8.76E-05	0.000516072	0	0	0	0	0.000171792	0.000176913	0	0.000154667	0.000553228	7.36E-05	0	0	0	0.000257312	0.000437905	0	0.001579779	0	0.000939923	0	0.001654944	0.000619147	0.001040833	0.00257152	0.000966268	0	0.001542344	0.001658494	0.001127078	0.00053566	0	0.00044603	0.000267284	0	0.000772002	0.000287797	0.000959107	0.000316231	0.000531794	0.001285347	0.000602099	0.002953062	0.001854662	0	0.002545783	0.002426343	0	0	0.000214823	0	0	0	0	8.29E-05	0	8.02E-05	0.000164298	0	0.000172102	8.21E-05	8.62E-05	0.000167015	0.000675049	0.000161642	0	9.33E-05	8.93E-05	8.25E-05	0	0.000372218	0.000169348	0.000878945	0.00029967	8.58E-05	0	8.00E-05	0.000152847	0.000444807	0.000247872	8.43E-05	0	7.23E-05	0	0	0	0	0	0	0.00149571	0.000163492	0	0.001250276	0	0	0	0.002583264	0	0.000226518	0	0.000447361	0.000450491	0.000149689	0.000161394	7.89E-05	0	7.51E-05	0.000174795	0	0.000236892	0.000150195	0	8.52E-05	0	8.97E-05	8.68E-05
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_goodfellowii_DSM_19756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221174	0	0	8.46E-05	0.000151355	0.000343584	0	0	0	0	0	7.64E-05	0	7.02E-05	8.58E-05	0.000262743	0	0	0	0	0	0	0.00046436	0	0	0	0	0	0	0	0	0	0	0	0	0.000171556	0	0.000261575	0	0.000227912	0	0	0	0	0	0	0	0	0	0.000429646	0	0	0	0	0	0	8.02E-05	0.000164298	0	0	8.21E-05	0	0	0.000168762	0	0	0	8.93E-05	0.000577462	0	0	0	0	0	0	0	0	0	0	0	0.000168663	0	0.000144613	0	0	0	0	0	0	0	0	0	0.000809002	0	0.000252186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hofstadii	8.23E-05	0.000675219	0.000469439	0.001151979	0.000347343	0.000237379	7.39E-05	0.00095435	0.00127085	0	0.000217108	0.000345423	0.000218675	0.000175208	0.000589797	0.000158617	0.000340049	0.000338524	0.000151355	0	8.85E-05	0	0	0	0	0	0	0	0	0	0.000236556	0.000315956	0	0.000548289	0.000155039	0.000413736	7.74E-05	8.01E-05	0.00056252	8.78E-05	0	7.01E-05	0.000432651	7.04E-05	0.000229568	0.00021925	7.43E-05	0	0	0.00085778	0	0.000697532	0	0.000151941	0	8.60E-05	0.000233136	8.43E-05	0	0.000164244	0	0	0.000153268	0.000429646	0.000178907	0.00040568	0.000159426	0.000374672	0.000165851	0.001099366	0.000881693	0.000164298	0.000180245	0.000258153	0	8.62E-05	0	8.44E-05	0.000323285	0	9.33E-05	8.93E-05	0	0	0.000223331	0	0	0	0	0	0	0	0	0.000413121	0	0	0.00021692	0	0	0	0	0	0	0.000157443	8.17E-05	0	0.001765095	0	0.000168124	0.000625614	0.004520712	0	0.000302024	0.001212513	0.001118401	0.000360393	7.48E-05	8.07E-05	0.000315557	0	7.51E-05	0	0	0	7.51E-05	0	8.52E-05	8.06E-05	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hongkongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	0	0	0	0	0	0	0	0	7.51E-05	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_massiliensis	0	0	0	0	0	0	0	0	0	0	0.000144739	0	0	0	0	0	0	0	0	0	0.000176913	0	0	0	0	0	0	0	0	8.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._LB32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._Marseille_P3007	0.000164663	0.00120039	0	0.0015634	0.000260507	0	0	0.000715763	0.000317712	0	0.000289477	0.000259067	0.000145783	0.000350416	0.000147449	0	0	0	0	0	8.85E-05	0	0	0	0	0	0	0	0.000171541	0	7.89E-05	7.90E-05	0.000180652	7.83E-05	7.75E-05	0	0	0.000240192	0.00032144	0	0	0.00021032	0.000288434	0	0.000229568	0	0	0	0	0.004889346	0.002590177	0.00279013	0.001818326	0.001367469	0.001044344	0.000258042	0.000388561	0.000252908	0	0.000246366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506286	0.000565748	0	0.000560067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168663	0	0	0	0	0	0	0	0	0.000393608	0.000899207	0.000174795	0	0	0	0	0.000645816	0	0	0	0.0003728	9.01E-05	0	8.07E-05	7.89E-05	0	0	8.74E-05	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._PG10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	8.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_212	0.000576321	0.001275415	0	0.003044516	0.000781521	0.000395632	0.000369604	0.002544934	0.001111994	0.00084674	0.000217108	0.000949914	0.000583133	0.001401664	0.000516072	0.000555159	8.50E-05	0.000423155	7.57E-05	0.000171792	0.000176913	0.00059378	0.000386668	0.00118549	0.000515312	0.000687653	0.000222206	0.000701656	0.001458101	0.001050972	0.000315408	0.000157978	0	0.000234981	0	8.27E-05	7.74E-05	0.000800641	0.00048216	0.001229796	0	0.000841279	0.000865301	0.000211327	0.00137741	0.000511584	0.000743384	0.000534569	0	0.010808029	0.004412893	0.006975325	0.005613092	0.005014055	0.006025064	0.000258042	7.77E-05	0.000505817	0	8.21E-05	8.67E-05	0	0.000383171	0.001718582	0.000715628	0.00040568	0.000398565	0.000224803	0.000497554	0.001099366	0.001202308	0.000575043	0.000180245	0.00077446	0.00016415	0.000258509	8.35E-05	0.00075943	0.000565748	0	0.000466723	8.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163948	0.003381234	0.002819471	0.002349387	0.002085245	0.000907948	0	0	0.000262192	0.000661911	7.69E-05	0	0	0	0	0	0	0	0	0.000224534	0.000726275	0.000236668	0	7.51E-05	0.000174795	0	0.000157928	0.001126464	0.00041625	8.52E-05	0.000402771	0.000358841	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215_str._W9775	0.000246995	0.001650536	0.000281664	0.001234263	0.000868357	0.000316506	0.000147842	0.001033879	0.001191422	0.000677392	0.000289477	0.000345423	0.000291566	0.000350416	0.000958419	0.000158617	0.00110516	0.000761679	0.000151355	8.59E-05	8.85E-05	0.00029689	0.000696002	0.001106457	0.001987633	0.000458435	0.000592549	0.000771821	0.001029248	0.001926782	0.003232929	0.007030016	0.002438804	0.005326232	0.003488372	0.005461316	0.00456621	0.001681345	0.00168756	0.000702741	8.47E-05	0.001332025	0.000216325	0.000211327	0.002372207	0.001461668	0.001115076	0.000980043	7.76E-05	0.004031566	0.001438987	0.00165664	0.000948692	0.00296285	0.007149743	0.000860141	0.001010258	0.000843028	0	0.001642441	0.001386482	0	0.00344854	0.009953455	0.003220324	0.002677485	0.002391391	0.003821656	0.003814578	0.006004228	0.00761462	0.002218023	0.000811103	0.002753636	0.001313198	0.000430849	0.000584551	0.001687621	0.001778065	0	0.001680202	0.000446389	0.003877248	0	0.000148887	8.47E-05	0	0	0.000171527	0	0.000160051	7.64E-05	0.000296538	0.000247872	8.43E-05	0.000466817	7.23E-05	0.000245922	0.001267963	0.001741438	0	0.000750688	0.000419053	0.004172243	0.002615875	0.001573152	0.001250276	0	0.000252186	8.94E-05	0.000184519	0	0	0	0.00014912	0	0.000449068	0.000806972	0.000394446	0	0.000300481	0	0	0.000473784	0.001727245	8.33E-05	0.00017043	0.000402771	0.000627972	0.000780911
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_498	0	0	0	0	0	0	0	0.000556704	0.000714853	0	0.000217108	8.64E-05	0.000145783	0	0	0	0	0	0	0	0	7.42E-05	7.73E-05	0.000158065	0.000147232	0.000152812	0	0.000140331	8.58E-05	0	0	7.90E-05	0	0	0	0.000413736	0	0.000320256	0.00016072	0.000790583	0	0.00021032	0.000432651	0.000140885	0	0	0	0	0	0	9.59E-05	0.000261575	0	0	0	0	0	0.000168606	0	0	0	0	0	0.000143215	0.00026836	0	0	0	8.29E-05	0.0005074	0.000160308	0	0	0	0	0	0	0	8.08E-05	0	9.33E-05	8.93E-05	0	0	0	0	0	0	0	0	0	0	0	0.000413121	0.000168663	0	0.000867679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55E-05	0	7.46E-05	9.01E-05	0.000149689	8.07E-05	0	0	0.000225361	0	0	0	0	0	0	8.06E-05	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_847	8.23E-05	0	0.000281664	0	0	0	0	0	0	0	0	0	0	0	0.000147449	0	0	0	0	0	0	0	0	7.90E-05	0	0	7.41E-05	0	0	0	0	0	0	0	0	0	0	0.000240192	8.04E-05	8.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43E-05	0	0.000246366	0	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	0	0	0	0	0.000337524	0.000404106	0	0.000466723	0.000446389	0	0	0	0	0	0.00029967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_trevisanii	0	0	0	0	0.000173671	0	0	0.000238588	7.94E-05	0	0	0	0	0	0.000294898	7.93E-05	0	0.000423155	0	0	0.000176913	0	0	0	0	0	0	0	0	8.76E-05	0.001025075	0.001421801	0.000632283	0.001879846	0.000542636	0.001075714	0.000309574	0	0.0004018	8.78E-05	0	0	0.000360542	0.00028177	0.000994796	0.0004385	0.000297354	0	0	0	0	0	0	0	0.000562339	0	0.000155424	0	0	0	0.00017331	0	0	0.000143215	8.95E-05	0	0	0	0	0	0	0.000410745	0	0	0	0.00017234	0	0	0.000565748	0	0	0	8.25E-05	0	0.000446661	0.000931414	0.000559329	0	8.58E-05	0	0.000560179	0	0.000815479	0.000247872	0	0	0	0	0	0	0	0	0	0.002597812	0.002779367	0.001048768	7.35E-05	0	0.000420309	8.94E-05	0.001476151	0	0.001132588	0.000889176	0.000671041	0	0	0.000242092	0	0	0	0	0	0	0.000375488	0	0	8.06E-05	0.000269131	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	0	0.000225073	0	0.000164568	8.68E-05	0	0	0.000238588	0	0.000254022	7.24E-05	0	0	0.000262812	0	0	0	0	0	0	0	0	7.73E-05	7.90E-05	7.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.01E-05	8.04E-05	0.000614898	0	7.01E-05	7.21E-05	0	0	0.000146167	0	0	0	0.000257334	0	0.000174383	0	0	0.000321337	8.60E-05	0	0	0	8.21E-05	0	0	0	0	8.95E-05	0	7.97E-05	7.49E-05	0	0.000169133	0.000160308	0.000164298	0	0.000172102	0.000246225	0	0	0	0.000323285	0	0	0	0.001319914	0	7.44E-05	8.47E-05	0.000159808	0.000149835	8.58E-05	0	8.00E-05	0	0.000148269	0.000660993	8.43E-05	0	0.001590745	0	0	0	0	0	0.000139684	0.002046761	0.000980953	0.000436987	0.002794734	0.000230751	0.001092804	0.00026812	0.001476151	0	0.000151012	0.000485005	0.00029824	0.000180196	0.000748447	0.000161394	7.89E-05	0	7.51E-05	0.000174795	0	0	0.000225293	0.0001665	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Pseudoleptotrichia_goodfellowii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368623	0.000317234	0	8.46E-05	7.57E-05	0	0.000176913	0	0	0	0	7.64E-05	0	0	0	0	0	0	0	7.83E-05	0	0	0	0.001040833	0.00152684	0.001405481	0	0.001402131	0.000576868	0.000563539	0	7.31E-05	0	0	0	0.001544004	0.00076746	0.000523149	0.000395288	0.001671352	0.000803342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.17E-05	0.000174795	0	7.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	unclassified_Leptotrichia	0.001646633	0.003076	0.001408318	0.002303958	0.00182355	0.001028644	0.000591366	0.004771751	0.003335981	0.000338696	0.001230279	0.000777202	0.002478315	0.002803329	0.000221174	0.001189626	0.001615234	0.000253893	0.00083245	0.000773063	0.000707651	0.000371113	0.000773335	0.001422588	0.001545936	0.000993276	0.000444412	0.000561325	0.00128656	0.001313715	0.000788519	0.001026856	9.03E-05	0.001096577	0.000155039	0	0.000154787	0.000480384	0.00112504	0.001229796	0	0.000841279	0.000504759	0.000493097	0.002295684	0.002265585	0.002601844	0.00222737	0	0.001801338	0.001630852	0.003051705	0.002055498	0.002279116	0.002570694	0.001806296	0.002486789	0.002529084	0	0.001642441	0.000519931	0.000159885	0.000153268	0.001074114	0.000447267	0.000811359	0.000557991	0.000299738	0.000580479	0.002114165	0.001122155	0.001150086	0.001261716	0.001376818	0.001066973	8.62E-05	0.000250522	0.001265716	0.003798594	0.000180554	0.00102679	0.001517722	0.001567398	0	0.007146579	0.006858594	0.006312425	0.004270303	0.004116638	0.000122459	0.008162612	0.008559419	0.009859886	0.001817731	0.000252994	0	0.001518438	0.00040987	0.002366864	0.002404843	0.001510321	0.003086162	0.00097779	0.001338267	0.001553176	8.74E-05	0.008604839	0.000461503	0.000924681	0	0.003782637	0	7.55E-05	0.000323337	0.00014912	0.001261375	0.001571739	0.002743706	0.000157778	0	0.002854567	0.000436987	8.35E-05	0.001263424	0.00157705	8.33E-05	0.000340861	0.001208313	0.000807392	0.000520607
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured_Leptotrichia_sp.	0.000658653	0.000450146	0.000187776	0.000493705	0.000260507	7.91E-05	0.000221762	0.000795292	0.001032566	0.000338696	0.000144739	0.000172712	0	0.000262812	0	0.000237925	0.000340049	0.000677048	0.000378387	0.000687167	0.000176913	7.42E-05	0.000232001	0.000316131	0.000147232	0.000229218	7.41E-05	0.000280662	0.000171541	0	0.000788519	0.000157978	0.000180652	0.000156654	7.75E-05	0.000330989	0.000154787	0.00632506	0.009000321	0.007905833	8.47E-05	0.009324173	0.008941448	0.004930966	0.000918274	0.000950084	0.000817722	0.000267284	0	8.58E-05	0.000287797	0.000261575	0.000237173	7.60E-05	0.000241003	0.000946155	0.00178738	0.000505817	0	0.000985464	0.00034662	0	7.66E-05	0.000214823	0.000178907	0.000243408	0	0	0.000248777	8.46E-05	0.000160308	0.000164298	9.01E-05	0	0	0	0	0.000253143	0.000161642	0	9.33E-05	8.93E-05	0.000329979	0	0	0	7.99E-05	0	0	0	0	0	7.41E-05	0.002230852	8.43E-05	0	0.001879971	0.000327896	0	8.29E-05	0	0	6.98E-05	0.002125482	0.000980953	0.000349589	0.000441274	0	0	0	9.23E-05	0	0	8.08E-05	0	0.000270295	0.001796273	0.000806972	0.001893342	0	0.000751202	0.000349589	0	0	0.000225293	0	0	0	8.97E-05	8.68E-05
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	Sneathia_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
