	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_162	0	0	0	0	0	0	10	0	8	0	0	5	0	0	0	0	0	1
ASV_171	0	0	0	0	0	0	0	1	0	0	0	0	0	19	4	0	0	0
ASV_204	0	0	0	0	0	0	0	0	0	2	9	0	11	0	1	0	0	1
ASV_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1
ASV_220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
ASV_267	0	0	0	0	0	0	0	0	0	1	0	4	19	0	0	0	0	0
ASV_402	0	0	0	0	0	0	17	0	3	0	0	0	0	0	4	0	0	0
ASV_519	7	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_544	0	6	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_650	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	16	2
ASV_668	0	0	0	0	0	0	7	0	0	0	0	1	0	4	9	0	2	1
ASV_672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	8	3
ASV_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	14
ASV_678	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	13	2	3
ASV_724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19
ASV_743	2	15	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_898	0	0	0	0	0	0	0	6	1	0	0	0	10	1	2	3	1	0
ASV_1129	0	0	0	0	0	0	0	0	0	0	0	3	2	5	5	6	2	0
ASV_150	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	19
ASV_167	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0
ASV_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
ASV_182	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_210	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV_224	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_350	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	6	2
ASV_373	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_421	0	0	0	0	0	0	13	0	3	0	4	0	3	0	0	0	0	0
ASV_449	0	0	0	0	0	0	5	0	1	0	10	1	2	0	0	0	2	2
ASV_509	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_584	0	0	0	0	0	0	7	0	1	0	6	0	0	2	3	2	2	0
ASV_594	0	0	0	0	0	0	5	8	0	1	0	1	5	0	0	1	1	1
ASV_687	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	14	1	1
ASV_74	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV_782	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_991	0	0	0	0	0	0	4	5	3	0	4	7	0	0	0	0	0	0
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	20
ASV_119	0	0	0	0	0	0	20	0	1	0	1	0	0	0	0	0	0	0
ASV_122	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV_158	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0
ASV_170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	15	5
ASV_178	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	20	0
ASV_188	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_192	0	0	0	0	0	0	17	0	0	0	1	0	4	0	0	0	0	0
ASV_198	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0
ASV_212	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	16
ASV_343	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	19	0	0
ASV_345	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0
ASV_359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0
ASV_377	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_590	0	0	0	0	0	0	0	15	1	0	0	3	2	0	0	0	0	1
ASV_600	0	0	0	0	0	0	0	0	20	0	1	0	0	0	1	0	0	0
ASV_608	0	0	0	0	0	0	2	0	0	16	2	0	0	1	0	0	0	1
ASV_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0
ASV_791	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_803	3	2	2	11	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1055	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0
ASV_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0
ASV_141	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0
ASV_197	0	0	0	0	0	0	2	0	1	0	3	0	13	0	0	0	1	1
ASV_221	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	15	0
ASV_283	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	15
ASV_293	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_342	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	4	0	6
ASV_363	0	0	0	0	0	0	1	0	0	0	0	1	0	3	4	1	10	1
ASV_368	18	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_372	4	8	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_388	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_398	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_400	2	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV_448	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV_497	12	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_778	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_787	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_815	4	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1028	0	0	0	0	0	0	4	1	0	0	3	2	8	0	1	1	0	0
ASV_1080	0	0	0	0	0	0	1	3	3	1	0	0	0	0	6	3	1	2
ASV_1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	11	4
ASV_1190	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	15
ASV_211	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	9	0	0
ASV_246	0	0	0	0	0	0	14	0	0	0	3	0	2	0	0	0	1	0
ASV_254	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV_277	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	4
ASV_305	0	0	0	0	0	0	13	0	0	0	6	0	1	0	0	0	0	0
ASV_366	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	18
ASV_395	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_481	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	6	5
ASV_501	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_555	0	0	0	0	0	0	17	0	0	0	0	0	3	0	0	0	0	0
ASV_740	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_748	0	15	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_871	0	0	0	0	0	0	8	2	1	0	3	0	4	0	0	1	1	0
ASV_880	0	0	0	0	0	0	12	0	0	0	1	0	4	0	2	0	1	0
ASV_902	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0
ASV_910	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	3	0
ASV_935	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV_952	0	0	0	0	0	0	0	0	8	1	10	0	1	0	0	0	0	0
ASV_1020	0	0	0	0	0	0	3	0	0	0	0	0	3	7	2	2	2	0
ASV_1052	0	0	0	0	0	0	2	3	1	0	0	0	0	6	0	1	6	0
ASV_1069	0	0	0	0	0	0	5	1	0	0	0	0	0	8	4	0	0	1
ASV_1091	0	0	0	0	0	0	3	0	0	3	0	0	1	2	6	0	4	0
ASV_1100	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	1	0	5
ASV_1111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0
ASV_1186	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	4	7
ASV_1198	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	11
ASV_134	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	1	0
ASV_138	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_223	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	13
ASV_240	0	0	0	0	0	0	2	0	0	0	9	0	8	0	0	0	0	0
ASV_249	0	0	0	0	0	0	14	0	0	0	0	0	3	2	0	0	0	0
ASV_281	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18
ASV_303	0	0	0	0	0	0	11	0	1	0	3	0	0	2	0	1	0	1
ASV_304	0	0	0	0	0	0	15	0	0	1	3	0	0	0	0	0	0	0
ASV_313	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_356	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0
ASV_367	16	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_370	0	14	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_419	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	1
ASV_476	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	14	2	0
ASV_477	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	1
ASV_511	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_525	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_531	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_572	0	0	0	0	0	0	10	1	0	0	5	0	2	0	0	0	1	0
ASV_578	0	0	0	0	0	0	13	0	2	0	0	1	0	0	1	0	0	2
ASV_665	0	0	0	0	0	0	0	1	0	0	0	0	1	8	3	2	3	1
ASV_679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	3	0
ASV_680	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	6	7	0
ASV_689	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	2	0
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	6	9
ASV_773	2	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_888	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0
ASV_912	0	0	0	0	0	0	0	0	7	0	0	2	0	0	1	0	0	9
ASV_924	0	0	0	0	0	0	2	2	7	4	3	0	0	0	1	0	0	0
ASV_988	0	0	0	0	0	0	4	0	2	0	2	6	5	0	0	0	0	0
ASV_1229	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1	1	9
ASV_135	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ASV_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_183	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_190	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	3	0
ASV_196	0	0	0	0	0	0	14	0	1	0	2	1	0	0	0	0	0	0
ASV_229	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_231	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_271	0	0	0	0	0	0	0	0	0	1	0	1	3	9	4	0	0	0
ASV_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1
ASV_294	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_308	0	0	0	0	0	0	5	1	2	0	6	0	1	0	0	0	2	1
ASV_325	0	0	0	0	0	0	3	0	2	0	10	0	2	1	0	0	0	0
ASV_348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV_369	3	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_512	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_569	0	0	0	0	0	0	12	0	1	0	0	4	1	0	0	0	0	0
ASV_688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV_719	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	13
ASV_722	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	2	9
ASV_750	4	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_798	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_820	1	6	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_866	0	0	0	0	0	0	7	0	2	0	6	0	3	0	0	0	0	0
ASV_874	0	0	0	0	0	0	4	0	0	1	7	0	0	1	2	0	1	2
ASV_899	0	0	0	0	0	0	2	8	0	0	7	0	1	0	0	0	0	0
ASV_969	0	0	0	0	0	0	1	0	0	3	13	1	0	0	0	0	0	0
ASV_1018	0	0	0	0	0	0	0	0	5	0	1	3	6	0	1	1	0	0
ASV_1092	0	0	0	0	0	0	0	0	1	1	0	0	0	3	9	2	1	0
ASV_1096	0	0	0	0	0	0	0	0	0	0	0	1	0	1	13	1	1	0
ASV_1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	9
ASV_1181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	9	1
ASV_1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	11
ASV_1210	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	5
ASV_1233	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	11
ASV_255	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0
ASV_256	0	0	0	0	0	0	0	0	4	0	3	0	10	0	0	0	0	0
ASV_318	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0
ASV_352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0
ASV_380	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_385	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_404	0	0	0	0	0	0	9	0	4	0	3	0	1	0	0	0	0	0
ASV_424	0	0	0	0	0	0	1	3	12	0	0	0	0	0	1	0	0	0
ASV_457	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	5	1	5
ASV_493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV_541	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_571	0	0	0	0	0	0	14	0	0	1	0	0	1	0	1	0	0	0
ASV_573	0	0	0	0	0	0	15	1	0	0	0	0	0	0	1	0	0	0
ASV_601	0	0	0	0	0	0	0	0	6	0	0	5	2	0	0	4	0	0
ASV_624	0	0	0	0	0	0	0	0	2	0	12	0	3	0	0	0	0	0
ASV_636	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	13
ASV_690	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	14
ASV_700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	12	0
ASV_713	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	10
ASV_747	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_760	5	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_763	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_768	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_771	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_849	0	0	0	0	0	0	8	0	2	0	4	0	3	0	0	0	0	0
ASV_857	0	0	0	0	0	0	7	0	1	0	0	0	5	0	0	4	0	0
ASV_862	0	0	0	0	0	0	13	0	0	0	1	1	2	0	0	0	0	0
ASV_869	0	0	0	0	0	0	3	0	1	0	0	0	3	2	2	1	5	0
ASV_958	0	0	0	0	0	0	0	3	1	0	11	1	1	0	0	0	0	0
ASV_971	0	0	0	0	0	0	1	0	0	1	6	0	8	0	0	0	1	0
ASV_999	0	0	0	0	0	0	7	0	0	0	1	5	1	0	3	0	0	0
ASV_1070	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	3	3
ASV_1117	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	7	0	0
ASV_1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13
ASV_1232	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	1	9
ASV_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_201	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_261	0	0	0	0	0	0	0	0	0	0	2	12	0	0	1	0	1	0
ASV_300	0	0	0	0	0	0	13	0	0	0	1	0	2	0	0	0	0	0
ASV_306	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_309	0	0	0	0	0	0	2	4	3	0	1	0	4	0	1	0	0	1
ASV_334	0	0	0	0	0	0	4	0	0	0	0	3	9	0	0	0	0	0
ASV_351	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	14	0	0
ASV_407	0	0	0	0	0	0	14	0	1	0	0	0	1	0	0	0	0	0
ASV_446	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
ASV_450	0	0	0	0	0	0	2	0	0	0	4	6	1	1	0	1	1	0
ASV_502	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_513	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_565	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_588	0	0	0	0	0	0	9	0	0	6	0	1	0	0	0	0	0	0
ASV_627	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
ASV_667	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	1	2
ASV_670	0	0	0	0	0	0	0	0	4	0	1	1	0	0	2	2	0	6
ASV_685	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	9	0	2
ASV_731	8	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_737	7	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_769	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_812	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_838	0	0	0	0	0	0	11	0	0	0	1	1	1	0	1	0	0	1
ASV_848	0	0	0	0	0	0	7	0	0	0	6	0	1	1	0	0	1	0
ASV_870	0	0	0	0	0	0	8	6	0	0	1	0	0	0	0	0	1	0
ASV_885	0	0	0	0	0	0	6	3	0	1	1	0	1	1	0	0	3	0
ASV_1040	0	0	0	0	0	0	0	0	1	0	3	0	10	0	0	0	0	1
ASV_1065	0	0	0	0	0	0	5	0	0	0	0	1	2	3	1	0	0	3
ASV_1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV_1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	11
ASV_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14
ASV_154	0	0	0	0	0	0	12	0	2	0	1	0	0	0	0	0	0	0
ASV_311	0	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0
ASV_364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV_384	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_411	0	0	0	0	0	0	2	2	2	0	1	1	5	1	0	0	1	0
ASV_430	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV_472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV_484	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0
ASV_500	8	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_507	0	8	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_520	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_540	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_563	0	0	0	0	0	0	5	0	1	0	5	0	1	0	0	1	1	1
ASV_575	0	0	0	0	0	0	7	1	4	1	1	0	1	0	0	0	0	0
ASV_599	0	0	0	0	0	0	0	1	11	0	2	0	1	0	0	0	0	0
ASV_614	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0
ASV_664	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	3	5
ASV_677	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	5	1	0
ASV_735	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_757	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_797	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_833	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV_875	0	0	0	0	0	0	1	0	11	0	3	0	0	0	0	0	0	0
ASV_884	0	0	0	0	0	0	6	2	1	1	4	1	0	0	0	0	0	0
ASV_925	0	0	0	0	0	0	1	0	2	1	6	1	2	0	1	0	0	1
ASV_929	0	0	0	0	0	0	2	0	0	5	0	0	3	1	0	0	3	1
ASV_939	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0
ASV_962	0	0	0	0	0	0	8	0	1	0	5	0	0	0	0	0	0	1
ASV_1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV_206	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV_213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_250	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0
ASV_252	0	0	0	0	0	0	1	1	5	0	5	0	2	0	0	0	0	0
ASV_287	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_290	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_297	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ASV_381	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_436	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV_459	0	0	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0
ASV_488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10
ASV_532	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_545	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_557	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ASV_561	0	0	0	0	0	0	12	0	0	0	1	1	0	0	0	0	0	0
ASV_582	0	0	0	0	0	0	3	0	5	0	4	1	1	0	0	0	0	0
ASV_606	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV_626	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	1	1
ASV_671	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	0	0
ASV_681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV_696	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0
ASV_697	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	10	1
ASV_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	10
ASV_714	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	10
ASV_775	0	1	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_835	0	0	0	0	0	0	10	0	1	0	1	1	0	0	1	0	0	0
ASV_845	0	0	0	0	0	0	7	0	0	0	3	1	0	1	0	0	2	0
ASV_855	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	1	0	0
ASV_864	0	0	0	0	0	0	2	0	3	0	2	2	5	0	0	0	0	0
ASV_892	0	0	0	0	0	0	0	5	0	4	4	0	0	0	0	0	1	0
ASV_932	0	0	0	0	0	0	7	0	1	2	2	0	2	0	0	0	0	0
ASV_961	0	0	0	0	0	0	2	1	0	0	6	0	3	2	0	0	0	0
ASV_1012	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	7	2
ASV_1049	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0
ASV_1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1104	0	0	0	0	0	0	2	0	0	1	0	0	1	0	4	4	1	0
ASV_1106	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0
ASV_1136	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0
ASV_1175	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0
ASV_1228	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11
ASV_155	0	0	0	0	0	0	7	0	1	0	1	2	0	0	0	0	0	2
ASV_156	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV_163	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0
ASV_242	0	0	0	0	0	0	8	0	1	0	2	0	2	0	0	0	0	0
ASV_258	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV_301	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0
ASV_312	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV_327	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0
ASV_332	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	5
ASV_338	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0
ASV_354	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	0	0
ASV_361	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	11	0
ASV_362	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	8	1
ASV_420	0	0	0	0	0	0	9	0	1	0	2	0	0	0	1	0	0	0
ASV_423	0	0	0	0	0	0	0	1	0	0	9	0	0	0	1	1	0	1
ASV_428	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	1	0	0
ASV_451	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV_468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV_482	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	9	0
ASV_485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	0
ASV_586	0	0	0	0	0	0	5	0	2	0	2	2	2	0	0	0	0	0
ASV_653	0	0	0	0	0	0	0	0	1	0	0	0	5	2	3	0	0	2
