	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_634	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0
ASV_638	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0
ASV_669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_728	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_734	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_780	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_804	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_826	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_839	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0
ASV_854	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV_858	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV_859	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	3
ASV_878	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
ASV_886	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1
ASV_893	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0
ASV_896	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_900	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0
ASV_919	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0
ASV_926	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0
ASV_927	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV_948	0	0	0	0	0	0	0	0	1	0	4	0	1	0	1	0	0	0
ASV_960	0	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0
ASV_964	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV_967	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1
ASV_982	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_992	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1004	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0
ASV_1016	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
ASV_1019	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
ASV_1021	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0
ASV_1023	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0
ASV_1025	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
ASV_1036	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0
ASV_1045	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0
ASV_1048	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	1
ASV_1059	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_1063	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0
ASV_1087	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0
ASV_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV_1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV_1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_1214	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3
ASV_1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
ASV_1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_401	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0
ASV_409	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV_412	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV_438	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
ASV_440	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0
ASV_443	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_447	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_462	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_463	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV_508	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_548	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_551	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0
ASV_595	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV_597	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0
ASV_598	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
ASV_603	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV_613	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_616	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_621	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0
ASV_623	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_630	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_631	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_645	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_649	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_652	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_666	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_707	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0
ASV_717	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5
ASV_730	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_774	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_790	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_834	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV_850	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0
ASV_851	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0
ASV_895	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
ASV_903	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0
ASV_907	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV_914	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0
ASV_922	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_931	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1
ASV_933	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_942	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_946	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
ASV_951	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_977	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0
ASV_980	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0
ASV_1000	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0
ASV_1001	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_1017	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
ASV_1029	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_1033	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
ASV_1047	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0
ASV_1054	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0
ASV_1105	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
ASV_1141	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0
ASV_1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
ASV_1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_1194	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
ASV_1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_315	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_441	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_452	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_495	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_526	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_537	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_554	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_559	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV_560	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0
ASV_592	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_602	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0
ASV_617	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_637	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_646	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_657	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
ASV_658	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0
ASV_675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV_706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_751	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_783	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_796	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_822	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_832	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_836	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
ASV_852	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0
ASV_853	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0
ASV_856	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0
ASV_861	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0
ASV_873	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV_879	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV_904	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_905	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0
ASV_911	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_947	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
ASV_957	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
ASV_959	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_963	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0
ASV_965	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_995	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0
ASV_1007	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
ASV_1032	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
ASV_1037	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
ASV_1042	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0
ASV_1051	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
ASV_1076	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ASV_1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ASV_1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_1144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
ASV_1166	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
ASV_1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_1188	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2
ASV_1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_1196	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ASV_1216	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
ASV_453	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
ASV_492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_530	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_534	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_591	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_632	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_643	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
ASV_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ASV_720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_739	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_758	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_823	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_829	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_830	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_847	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_860	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_876	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ASV_883	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
ASV_889	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_909	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_930	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
ASV_934	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0
ASV_937	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_997	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_1013	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_1014	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_1031	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
ASV_1056	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
ASV_1061	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_1062	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_1108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
ASV_1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ASV_1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_552	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_628	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_629	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_635	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
ASV_655	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_786	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_827	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_831	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_877	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ASV_891	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ASV_908	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_949	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
ASV_953	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_954	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ASV_979	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_987	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_993	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_1008	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1011	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1035	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1041	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1044	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1050	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_1053	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_1073	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_802	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_809	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_881	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_928	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_938	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_944	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_972	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_975	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_978	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_983	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_989	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_994	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
