function	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
BADH-RXN	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	3.0	1.0	3.0	10.0	10.0	6.0	6.0	20.0	4.0
BENZOATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	128.0	6.0	34.5	3.0	59.5	10.5	2.0	0.0	0.0	0.0	0.0	0.0
BETA-GLUCURONID-RXN	89.28	7.5	0.0	26.5	34.84	18.3	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BETA-LACTAMASE-RXN	527.28	411.71	365.88	541.0	629.71	80.5	915.86	254.57	330.52	212.0	452.17	115.03	316.7999999999999	544.82	490.55	802.7800000000002	764.59	685.36
BETA-LYSINE-56-AMINOMUTASE-RXN	0.0	0.0	0.0	0.0	12.0	16.0	297.32	97.82	669.66	212.82	739.4799999999998	133.16	445.66	72.66	133.66	273.66	136.0	343.16
BETA-PHOSPHOGLUCOMUTASE-RXN	4.0	16.0	21.0	6.0	3.0	2.0	46.25	30.0	13.25	24.0	21.5	24.45	83.1	206.35	258.45	154.7	209.4	196.1
BETAGALACTOSID-RXN	3433.35	1054.62	3573.49	1253.7	2646.08	881.85	2734.36	736.81	1169.65	992.68	1898.66	629.52	1332.1799999999996	2427.89	2364.9900000000007	2774.76	1705.99	2345.43
BIOTIN-CARBOXYL-RXN	1223.01	497.35	896.5099999999999	431.0	639.17	174.05	832.3599999999999	365.09	221.77	221.92999999999995	475.92	199.73	556.9900000000001	828.6899999999998	753.93	946.9700000000003	870.4100000000003	762.7000000000003
BIOTINLIG-RXN	910.01	572.2399999999999	1383.6699999999996	672.8000000000002	749.71	303.05	2241.4700000000007	615.67	1109.61	637.1700000000002	1563.65	453.64	1092.0799999999997	1318.0199999999998	1362.09	1792.4599999999996	1329.91	1659.3599999999994
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	893.01	550.91	1348.0	589.8000000000002	745.71	239.05	2270.21	510.08	1101.52	551.2499999999999	1614.93	462.48	976.15	1397.5299999999993	1419.9199999999996	1816.98	1395.5900000000006	1640.9399999999994
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	893.01	550.91	1348.0	589.8000000000002	745.71	239.05	2270.21	510.08	1101.52	551.2499999999999	1614.93	462.48	976.15	1397.5299999999993	1419.9199999999996	1816.98	1395.5900000000006	1640.9399999999994
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	893.01	550.91	1348.0	589.8000000000002	745.71	239.05	2270.21	510.08	1101.52	551.2499999999999	1614.93	462.48	976.15	1397.5299999999993	1419.9199999999996	1816.98	1395.5900000000006	1640.9399999999994
BTUR2-RXN	925.26	527.38	1280.39	889.5	828.29	283.1	3282.13	456.72	1538.59	694.37	2155.94	517.06	1066.1	812.82	1023.07	1710.31	1346.99	1745.0699999999995
BUTYRATE-KINASE-RXN	302.14	69.64	193.71	121.0	177.46	9.0	598.0	157.0	481.25	130.0	525.5	150.67000000000004	228.75	156.0	275.0	232.0	90.0	316.0
BUTYRYL-COA-DEHYDROGENASE-RXN	159.0	27.33	475.67	163.0	133.0	100.0	911.5600000000003	153.23	774.83	287.89	756.1300000000001	192.9	556.75	335.49	274.74	551.82	224.33	471.49
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	100.91	12.91	92.08	55.41	31.24	5.16	67.08	39.33	67.83	147.82999999999996	64.5	159.07999999999996
CARBAMATE-KINASE-RXN	209.5	142.5	763.0	203.5	256.75	229.6	605.08	291.26	407.66	233.6	387.82	143.25	343.08	145.17000000000004	205.91	374.91	429.33	397.99
CARBODEHYDRAT-RXN	295.01	78.98	316.0	177.3	267.55	75.75	828.7700000000002	151.32999999999996	357.47	161.99999999999997	564.53	185.62	528.1399999999999	1426.4799999999993	1296.9199999999996	1795.5000000000002	1410.65	1157.68
CARBON-MONOXIDE-DEHYDROGENASE-RXN	547.5	453.5	1117.67	536.0	505.0	345.9	1216.5	95.75	620.75	183.5	809.25	205.5	314.75	130.25	194.75	454.5	464.75	572.25
CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
CARBOXYLESTERASE-RXN	16.0	0.0	21.0	103.0	42.0	15.0	366.67	21.0	54.5	27.5	141.5	28.83	153.0	188.17	155.32999999999996	100.67	167.83	128.16
CARBOXYMETHYLENEBUTENOLIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	32.0	4.0
CARBPSYN-RXN	2426.92	1559.71	3631.13	1648.4	2207.17	684.6	3783.53	1124.57	1645.8000000000004	1236.48	2655.2300000000005	868.1899999999997	1858.71	2644.609999999999	2770.71	3463.4700000000007	2703.7400000000007	3034.619999999999
CARNDETRU-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	18.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
CATAL-RXN	24.0	12.0	0.0	63.0	51.33	0.0	206.0	38.33	49.0	29.0	80.5	31.7	56.6	352.6	160.2	376.2	151.4	82.6
CATECHOL-2-3-DIOXYGENASE-RXN	0.0	0.5700000000000001	0.17	0.0	0.42	1.0	50.67999999999999	53.83	18.02	25.0	3.93	28.86	114.96	558.5799999999998	463.71	605.54	662.8499999999998	361.85
CATECHOL-23-DIOXYGENASE-RXN	0.0	0.5700000000000001	0.17	0.0	0.42	1.0	50.67999999999999	53.83	18.02	25.0	3.93	28.86	114.96	558.5799999999998	463.71	605.54	662.8499999999998	361.85
CDP-GLUCOSE-46-DEHYDRATASE-RXN	270.0	15.14	214.71	13.0	68.29	7.0	336.58	21.75	38.5	46.67	126.33	40.0	65.33	14.92	32.0	50.17	39.25	75.5
CDPDIGLYPYPHOSPHA-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.5	8.5	0.5	65.75	0.25	0.0	0.25	0.25	0.0	0.0	0.0	0.0
CDPDIGLYSYN-RXN	909.01	560.2399999999999	1394.6699999999996	676.8000000000002	791.71	260.05	2358.5200000000004	648.08	1232.02	705.2400000000001	1602.8899999999994	472.16	1219.59	1545.4699999999993	1601.2899999999993	2154.65	1507.3300000000006	1763.36
CDPKIN-RXN	294.0	44.54	252.55000000000004	105.5	161.79000000000005	21.0	960.56	233.67	159.86999999999995	200.41	428.84	131.73000000000002	403.67000000000013	513.37	587.4200000000002	676.6800000000002	621.31	568.3100000000002
CDPREDUCT-RXN	1244.76	531.3399999999998	937.84	686.8000000000002	800.21	236.6	3531.2799999999993	1024.83	1715.4500000000005	997.16	2232.4800000000005	717.09	1872.63	2784.7199999999993	2820.82	3634.77	2684.510000000001	3071.949999999999
CELLOBIOSE-PHOSPHORYLASE-RXN	153.39	180.45	365.12	53.8	99.67	76.75	2.7	8.0	0.5	0.5	8.0	1.5	1.5	1.0	4.5	1.0	3.5	23.0
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	0.0	0.4	0.0	0.0	0.0	0.0	6.4	0.0	1.2	16.5	8.6	0.2	2.3	0.0	5.2	1.0	14.4	5.3
CEPHALOSPORIN-C-DEACETYLASE-RXN	15.0	146.0	90.0	172.0	170.25	10.0	50.2	82.58	15.74	12.99	15.0	26.33	110.0	436.82	333.85	517.28	480.7000000000001	319.0499999999999
CERAMIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.33	12.0	93.67	51.33	34.67	45.33	70.66
CERAMIDASE-YEAST-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.33	12.0	93.67	51.33	34.67	45.33	70.66
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	61.66	6.41	92.33	55.41	28.74	4.91	41.08	41.33	53.16	153.82999999999996	120.5	139.07999999999998
CEREBROSIDE-SULFATASE-RXN	23.0	0.0	0.0	0.0	5.33	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHD-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	16.0	2.0
CHEBDEAMID-RXN	360.0	62.5	428.5	162.0	106.5	137.0	586.5	43.25	286.75	70.5	342.25	81.5	189.75	7.25	27.25	8.5	37.75	45.25
CHER-RXN	371.5	83.5	464.0	163.0	115.5	139.0	1036.5	57.25	430.75	86.5	553.25	120.0	358.25	8.75	40.75	24.0	59.25	56.75
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	666.76	180.03	291.42	218.0	418.58	16.0	44.0	2.33	16.0	11.0	23.0	21.67	23.0	3.0	3.0	1.0	4.0	2.0
CHLORIDE-PEROXIDASE-RXN	0.0	22.57	86.17	40.0	0.17	52.0	1.4	1.0	1.7	0.0	0.6	0.53	8.3	0.67	5.7	3.0	16.4	10.97
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	254.76	20.89	0.71	85.0	171.96	0.0	72.0	0.0	44.5	5.5	36.5	9.5	55.0	0.5	2.0	0.0	1.5	1.5
CHOLINE-SULFATASE-RXN	60.14	0.0	0.0	0.0	25.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHOLOYLGLYCINE-HYDROLASE-RXN	630.65	309.28	327.17	369.0	703.9200000000002	117.55	57.83	74.84	42.33	26.34	26.49	13.33	45.66	91.0	106.66	64.66	114.0	65.33
CHORISMATE-SYNTHASE-RXN	909.01	560.2399999999999	1394.6699999999996	676.8000000000002	791.71	260.05	2210.6399999999994	668.8299999999998	1111.2800000000002	651.8299999999998	1570.66	462.48	1095.4199999999996	1322.0199999999998	1357.43	1770.8	1300.91	1578.0299999999993
CHORISMATEMUT-RXN	1409.26	931.89	2289.43	1151.3	1288.38	402.3	2562.68	638.5	1135.82	710.8199999999998	1719.2500000000002	516.34	1243.3899999999996	1473.2099999999994	1591.2999999999995	2203.29	1555.16	1950.8199999999995
CHORPYRLY-RXN	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	6.0	1.0	1.0	21.0	41.0	15.0	4.0	25.0	6.0
CITC-RXN	23.0	9.33	52.67	97.0	42.0	41.0	269.66	20.25	295.3400000000001	108.74	221.23	35.08	135.09	30.83	57.83	143.16	61.83	169.91000000000003
CITRAMALYL-COA-LYASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	128.0	6.0	34.5	3.0	59.5	10.5	2.0	0.0	0.0	0.0	0.0	0.0
CITRYLY-RXN	23.0	0.0	27.0	105.0	43.0	41.0	507.24	41.07	367.91	148.32	313.73	61.14999999999999	204.16	201.08	180.99	385.83	332.0800000000001	430.32000000000005
CITSYN-RXN	1048.01	754.41	1715.0000000000002	760.8000000000002	1003.96	376.05	849.6	104.83	155.53	46.51000000000001	358.93	145.9	269.4	142.94	247.07	266.7	199.63	293.4
CITTRANS-RXN	23.0	0.0	27.0	97.0	42.0	41.0	348.57000000000005	30.07	329.91	145.32	254.23	36.32	169.16	84.41	122.66	341.16	258.75	355.66
COBALADENOSYLTRANS-RXN	925.26	527.38	1280.39	889.5	828.29	283.1	3282.13	456.72	1538.59	694.37	2155.94	517.06	1066.1	812.82	1023.07	1710.31	1346.99	1745.0699999999995
COBALAMIN5PSYN-RXN	825.76	474.41999999999985	1154.2499999999998	521.8	577.0400000000002	230.3	1508.9399999999996	242.74	839.1700000000002	350.57	1194.9	315.83	680.34	391.58	381.33	761.41	561.83	769.0800000000003
COBALAMINSYN-RXN	825.76	474.41999999999985	1154.2499999999998	521.8	577.0400000000002	230.3	1508.9399999999996	242.74	839.1700000000002	350.57	1194.9	315.83	680.34	391.58	381.33	761.41	561.83	769.0800000000003
COBINAMIDEKIN-RXN	841.76	632.42	1265.2499999999998	710.8000000000002	754.0400000000002	297.1	1383.9399999999996	239.74	827.1700000000002	348.57	1105.9	288.8300000000001	668.34	371.58	362.33	748.41	532.83	684.08
COBINPGUANYLYLTRANS-RXN	841.76	632.42	1265.2499999999998	710.8000000000002	754.0400000000002	297.1	1383.9399999999996	239.74	827.1700000000002	348.57	1105.9	288.8300000000001	668.34	371.58	362.33	748.41	532.83	684.08
CORTISONE-ALPHA-REDUCTASE-RXN	254.76	20.89	0.71	85.0	171.96	0.0	72.0	0.0	44.5	5.5	36.5	9.5	55.0	0.5	2.0	0.0	1.5	1.5
CPM-KDOSYNTH-RXN	389.76	103.56	392.29	226.8	235.58	19.0	1432.52	266.08	760.3399999999998	393.74	1067.7300000000002	228.2	537.0300000000002	653.1099999999999	773.3799999999999	1064.68	547.24	940.7600000000003
CREATININASE-RXN	223.14	23.64	25.71	45.5	43.46	60.3	139.25	14.0	153.0	7.0	132.5	17.0	26.0	3.0	9.0	20.0	11.0	29.25
CTPSYN-RXN	909.51	560.2399999999999	1394.6699999999996	676.8000000000002	785.46	252.05	2029.04	569.84	960.86	606.1700000000002	1422.91	383.63999999999993	918.24	1291.28	1269.5799999999995	1478.72	1124.42	1303.2699999999995
CYCLOPENTANOL-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	2.5	0.5	9.0	1.5	7.5	0.0	0.5	0.5	1.0	1.0
CYCPHOSDIESTER-RXN	297.64	60.91	310.08	22.8	127.38	2.0	883.0000000000001	297.3400000000001	550.78	453.34	823.09	198.61	450.13999999999993	641.2800000000002	614.06	839.55	502.42	659.3000000000002
CYSTATHIONINE-BETA-LYASE-RXN	1525.27	855.6300000000001	1946.0500000000006	917.8	1249.3300000000004	456.05	2116.44	697.25	870.6	785.6599999999999	1228.7300000000002	403.45	1030.89	1436.9499999999996	1529.9700000000007	2198.8099999999995	2021.09	2193.17
CYSTATHIONINE-BETA-SYNTHASE-RXN	0.25	22.25	0.75	33.5	94.5	8.75	51.75	2.5	3.75	0.0	9.0	0.25	33.5	8.0	26.5	31.0	16.5	35.0
CYSTAUR-RXN	0.0	0.0	0.0	0.0	0.0	0.0	128.0	6.0	34.5	3.0	59.5	10.5	2.0	0.0	0.0	0.0	0.0	0.0
CYSTEINE--TRNA-LIGASE-RXN	909.51	560.2399999999999	1394.6699999999996	676.8000000000002	791.71	260.05	2636.269999999999	682.7500000000001	1321.85	758.7399999999999	1726.3000000000004	486.87000000000006	1204.81	1376.6899999999996	1410.4	1827.46	1403.59	1608.5899999999995
CYSTHIOCYS-RXN	0.0	0.0	0.0	0.0	0.0	0.0	11.25	1.0	2.5	0.5	9.25	1.5	7.75	0.0	0.75	0.5	3.5	1.25
CYTDEAM-RXN	0.0	11.5	0.0	33.5	94.5	6.5	1.66	1.5	0.0	0.0	0.5	1.0	5.84	63.18000000000001	8.85	73.82	17.509999999999998	7.0
CYTIDEAM-RXN	833.26	533.49	1352.9199999999996	611.8000000000002	640.38	245.3	1822.9400000000005	588.4300000000002	949.28	574.76	1352.91	398.19999999999993	950.4	1260.62	1205.3300000000004	1734.9599999999994	1251.5800000000004	1303.9199999999996
CYTIDEAM2-RXN	833.26	533.49	1352.9199999999996	611.8000000000002	640.38	245.3	1822.9400000000005	588.4300000000002	949.28	574.76	1352.91	398.19999999999993	950.4	1260.62	1205.3300000000004	1734.9599999999994	1251.5800000000004	1303.9199999999996
CYTIDINEKIN-RXN	1268.4	780.33	1816.83	860.6	1010.84	244.1	2529.57	882.76	1474.11	965.1699999999997	2000.66	542.03	1210.64	1222.01	1354.0499999999995	1523.6	1051.69	1404.7599999999993
CYTIKIN-RXN	1268.4	780.33	1816.83	860.6	1010.84	244.1	2529.57	882.76	1474.11	965.1699999999997	2000.66	542.03	1210.64	1222.01	1354.0499999999995	1523.6	1051.69	1404.7599999999993
CYTOCHROME-C-OXIDASE-RXN	0.0	42.0	70.0	0.0	0.0	0.0	290.5	19.0	34.5	5.0	50.0	45.2	209.1	147.6	197.7	170.2	171.4	58.1
CYTOCHROME-C-PEROXIDASE-RXN	25.62	25.25	35.0	8.0	101.83	0.0	302.66	16.33	82.0	15.0	113.5	13.7	170.94	164.77999999999997	199.04999999999995	268.02000000000004	110.91	86.6
CYTOCHROME-C3-HYDROGENASE-RXN	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
D-ALANINE-AMINOTRANSFERASE-RXN	16.0	9.33	78.67	116.0	91.0	18.0	209.33	25.0	46.34	29.66	133.66	13.0	94.01	53.0	86.0	245.33	226.33	227.0
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	2.5	4.5	9.0	9.5	1.5	3.0	0.5	0.0	0.0	0.0	0.0	3.0	4.0	0.0	2.0	0.0	16.0	2.0
D-PPENTOMUT-RXN	236.0	269.07	706.67	449.0	481.92	191.8	636.95	175.07999999999996	176.19	133.84	357.68	157.95	360.47	592.49	580.72	843.95	878.84	767.28
D-XYLULOSE-REDUCTASE-RXN	0.25	14.75	0.75	7.0	92.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DADPKIN-RXN	294.0	44.54	252.55000000000004	105.5	161.79000000000005	21.0	960.56	233.67	159.86999999999995	200.41	428.84	131.73000000000002	403.67000000000013	513.37	587.4200000000002	676.6800000000002	621.31	568.3100000000002
DAHPSYN-RXN	1160.14	916.97	1986.35	1202.0	1224.92	520.1	1695.39	546.9100000000002	548.64	406.66	925.51	363.08999999999986	911.14	1292.09	1172.4	1640.2499999999998	1475.67	1348.2299999999996
DALADALALIG-RXN	909.01	560.2399999999999	1362.6699999999996	656.8000000000002	747.04	262.05	2291.36	768.8399999999998	1424.27	669.83	1778.65	512.38	1155.41	1428.5399999999993	1448.7599999999993	1892.12	1415.1000000000006	1627.2599999999998
DAPASYN-RXN	519.38	58.83	98.34	120.0	266.0	19.0	754.91	232.08	420.59	189.24	616.2299999999998	108.87	507.44000000000005	476.93	444.03	747.36	398.23	474.00999999999993
DARAB5PISOM-RXN	339.76	103.42	423.57999999999987	239.8	270.29	15.0	1428.52	266.08	748.3399999999998	393.74	1069.2300000000002	223.2	537.5300000000002	656.1099999999999	777.3799999999999	1070.68	556.24	940.7600000000003
DCDPKIN-RXN	294.0	44.54	252.55000000000004	105.5	161.79000000000005	21.0	960.56	233.67	159.86999999999995	200.41	428.84	131.73000000000002	403.67000000000013	513.37	587.4200000000002	676.6800000000002	621.31	568.3100000000002
DCMP-DEAMINASE-RXN	908.76	528.66	1368.25	643.3000000000002	697.21	250.3	1854.62	560.16	961.18	590.4999999999999	1319.1600000000005	368.6	870.12	1083.91	1126.53	1489.7800000000002	1147.35	1310.26
DCTP-DEAM-RXN	0.25	34.58	30.42	35.5	95.5	14.75	353.66000000000014	83.01	60.51000000000001	36.83	215.99	82.87	190.95	231.45	271.0499999999999	283.0200000000001	183.57	275.59
DCYSDESULF-RXN	0.0	0.0	0.0	8.0	1.0	0.0	7.0	0.0	1.0	0.0	3.0	4.0	15.0	0.0	3.0	5.0	4.0	15.0
DEHYDDEOXGALACTKIN-RXN	0.0	0.0	0.0	0.0	0.0	0.0	87.0	1.0	2.5	1.5	31.0	1.5	22.5	0.0	4.5	0.5	7.0	2.0
DEOXYADENPHOSPHOR-RXN	935.76	701.23	1580.42	735.3000000000002	871.3000000000002	249.3	2321.71	825.5	1165.45	750.2500000000001	1585.84	509.71	1138.9199999999996	1695.42	1644.1700000000005	2014.39	1762.4599999999996	1701.77
DEOXYGLUCONOKIN-RXN	1014.26	310.07	1233.5300000000002	320.6	657.0400000000002	230.6	843.4	255.25	422.25	411.25	575.5	154.0	377.0	116.5	196.75	174.5	190.75	259.58
DEOXYGUANPHOSPHOR-RXN	935.76	701.23	1580.42	735.3000000000002	871.3000000000002	249.3	2321.71	825.5	1165.45	750.2500000000001	1585.84	509.71	1138.9199999999996	1695.42	1644.1700000000005	2014.39	1762.4599999999996	1701.77
DEOXYINOPHOSPHOR-RXN	935.76	701.23	1580.42	735.3000000000002	871.3000000000002	249.3	2321.71	825.5	1165.45	750.2500000000001	1585.84	509.71	1138.9199999999996	1695.42	1644.1700000000005	2014.39	1762.4599999999996	1701.77
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	244.0	16.0	184.0	6.0	184.5	26.7	82.1	107.6	156.2	141.2	80.4	38.6
DEOXYRIBOSE-P-ALD-RXN	748.26	506.49	1236.7499999999998	545.8	628.38	165.3	1831.45	607.0899999999998	954.94	575.75	1356.58	419.19	951.89	1108.76	1120.0499999999997	1472.1	1168.19	1266.5099999999995
DEPHOSPHOCOAKIN-RXN	823.01	607.4399999999998	1441.87	689.6	789.71	259.05	2594.07	661.08	1286.86	826.4899999999999	1786.91	534.47	1176.2399999999998	1501.11	1629.3299999999995	2000.97	1459.8400000000006	1856.8499999999995
DETHIOBIOTIN-SYN-RXN	324.76	29.72	64.05	112.0	180.79	19.0	631.57	102.08	389.59	159.24	565.2299999999998	92.4	374.88000000000005	524.71	442.08	809.3799999999999	437.14	491.61
DGDPKIN-RXN	294.0	44.54	252.55000000000004	105.5	161.79000000000005	21.0	960.56	233.67	159.86999999999995	200.41	428.84	131.73000000000002	403.67000000000013	513.37	587.4200000000002	676.6800000000002	621.31	568.3100000000002
DGTPTRIPHYDRO-RXN	806.51	575.17	1259.4999999999998	482.8	573.7900000000002	273.05	1669.36	307.59	631.0099999999999	395.33	1135.2400000000002	385.79	673.8700000000001	629.03	685.8	1003.85	604.9899999999999	1041.7599999999998
DHBAMPLIG-RXN	0.0	0.0	0.0	0.0	0.0	0.0	25.67	4.0	2.0	0.0	0.0	14.33	18.0	103.67	56.33	40.67	48.33	72.66
DHBDEHYD-RXN	0.0	0.0	0.0	0.0	0.0	0.0	25.67	4.0	2.0	0.0	0.0	14.33	18.0	103.67	56.33	40.67	48.33	72.66
DHHB-METHYLTRANSFER-RXN	0.0	0.5	0.0	33.0	0.5	0.0	39.0	4.0	2.0	2.0	1.0	2.2	51.6	112.6	154.2	142.2	78.4	32.6
DHLAXANAU-RXN	0.0	0.0	0.0	0.0	0.0	0.0	128.0	6.0	34.5	3.0	59.5	10.5	2.0	0.0	0.0	0.0	0.0	0.0
DIACYLGLYKIN-RXN	368.64	279.71	304.38	298.5	431.38	82.0	732.1399999999999	337.76	225.61	200.1	422.42	154.31	403.82000000000005	361.12000000000006	432.66	550.43	516.64	477.81
DIAMACTRANS-RXN	305.76	97.09000000000002	392.91	135.79999999999998	216.21	4.0	903.78	284.17	586.49	370.17	720.74	195.41	569.08	813.6700000000002	809.66	1014.49	610.9200000000002	723.16
DIAMINOPIMDECARB-RXN	1018.01	604.3799999999999	1640.38	732.8000000000002	1001.5	377.05	1998.13	398.09	906.53	461.92	1361.25	421.73	884.91	1078.5299999999997	1144.9199999999996	1407.14	1250.2500000000002	1365.2699999999995
DIAMINOPIMELATE-DEHYDROGENASE-RXN	482.76	179.92	845.25	229.8	290.79	137.8	1079.4499999999996	213.67	519.7599999999999	340.83	863.99	209.34	457.0100000000001	454.0	536.0	725.8299999999998	375.83	653.5800000000003
DIAMINOPIMEPIM-RXN	851.01	584.31	1393.71	723.3000000000002	833.08	320.85	1080.78	148.09	325.7600000000001	117.33	688.24	187.62	413.7000000000001	475.7000000000001	585.63	705.5200000000002	613.8199999999998	805.6700000000003
DIENOYLCOAREDUCT-RXN	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIHYDLIPACETRANS-RXN	23.5	21.97	45.17	15.0	13.75	10.0	590.7399999999999	298.92	245.8	110.84	285.27	106.75	328.86	1093.7799999999997	875.2800000000002	1119.6400000000003	928.49	652.0700000000003
DIHYDRODIPICSYN-RXN	1145.51	871.88	1719.38	1084.3000000000004	1216.5000000000002	441.65	2141.96	439.59	1015.03	592.58	1548.42	460.73	1075.66	1350.5299999999995	1384.4199999999996	1718.81	1397.4200000000005	1485.5999999999995
DIHYDROFOLATEREDUCT-RXN	756.51	414.24	1206.1699999999996	330.8	570.7099999999998	182.05	1720.95	602.42	890.44	586.33	1235.4	412.8	920.8199999999997	1376.6099999999994	1390.66	1800.3	1368.1700000000005	1572.9299999999994
DIHYDROFOLATESYNTH-RXN	1072.01	799.8100000000002	1757.5100000000002	770.8000000000002	976.63	334.55	2360.9	845.4999999999999	1164.13	762.42	1636.83	525.25	1246.5399999999995	2025.85	1895.88	2606.2499999999995	2028.01	1904.7099999999994
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	0.0	3.0	4.0	0.0	1.0	0.0	17.5	2.5	6.5	1.0	15.0	6.0	5.0	9.0	19.0	34.0	15.5	61.0
DIHYDROOROT-RXN	956.51	564.2399999999999	1454.67	683.8000000000002	809.04	260.05	2462.54	639.8299999999998	1186.69	711.83	1656.15	484.05	1158.7299999999998	1334.1799999999996	1430.56	1815.98	1396.9100000000005	1646.8499999999995
DIHYDROOROTATE-DEHYDROGENASE-RXN	24.0	12.5	0.0	85.0	47.83	0.0	153.07999999999996	12.33	33.75	11.0	54.5	28.78	149.44	270.45	250.87999999999997	311.68999999999994	179.74	172.26000000000005
DIHYDROPYRIMIDINASE-RXN	159.5	50.0	406.0	44.0	64.0	60.8	239.5	45.25	134.25	76.5	143.25	52.5	133.25	9.75	29.75	41.5	67.25	85.75
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	0.0	3.0	4.0	0.0	1.0	0.0	84.0	5.0	21.0	11.0	21.0	34.0	33.0	7.0	17.0	39.0	31.0	64.0
DIHYDROXYISOVALDEHYDRAT-RXN	901.51	577.98	1179.1699999999996	677.3000000000002	807.3800000000001	266.85	1288.13	204.58	472.14	257.84	752.78	242.17999999999995	574.7100000000003	838.36	798.3799999999999	1193.14	1034.48	1095.59
DIHYDROXYMETVALDEHYDRAT-RXN	901.51	577.98	1179.1699999999996	677.3000000000002	807.3800000000001	266.85	1288.13	204.58	472.14	257.84	752.78	242.17999999999995	574.7100000000003	838.36	798.3799999999999	1193.14	1034.48	1095.59
DIMESULFREDUCT-RXN	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIMETHUROPORDEHYDROG-RXN	285.0	224.83	679.34	309.0	212.25	229.1	912.49	136.41	318.67	155.07000000000005	497.9	148.36	414.69	277.18	346.03	668.11	503.73	605.9300000000002
DIMETHYLARGININASE-RXN	15.0	146.0	90.0	173.0	169.0	12.0	8.0	1.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	1.0	0.0
DIOHBUTANONEPSYN-RXN	868.9	309.05999999999995	1111.9599999999996	424.8	430.25	183.5	2193.36	368.08	1045.59	476.74	1568.73	405.36	1004.7799999999997	895.4499999999998	956.5399999999997	1239.0200000000002	734.9	1292.0799999999995
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	0.0	0.5700000000000001	0.17	0.0	1.42	2.0	185.68	224.83	40.27	126.25	75.18	63.36	168.46	586.83	511.29	637.79	707.5999999999998	464.34999999999985
DISULISOM-RXN	0.0	0.0	0.0	0.0	0.0	0.0	105.66	7.0	32.0	10.0	63.0	4.2	103.44	161.77999999999997	166.04999999999995	229.02	101.91	49.6
