OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Cellular Processes	782313.0	685000.0	848411.0	844247.0	1049004.0	871399.0	723084.0	631338.0	692360.0	726829.0	792357.0	704289.0	762892.0	920829.0	771587.0	792667.0	835669.0	779394.0
Environmental Information Processing	2712729.0	2643508.0	3045613.0	2999751.0	3514508.0	3004016.0	2607070.0	2376515.0	2493586.0	2593735.0	2839561.0	2540790.0	2792242.0	3148278.0	2746515.0	2854489.0	3084455.0	2779435.0
Genetic Information Processing	2558185.0	2507347.0	2873051.0	2743696.0	3185209.0	2752991.0	2577032.0	2357846.0	2477973.0	2521756.0	2754002.0	2493164.0	2717660.0	3044287.0	2722961.0	2757094.0	2942219.0	2717298.0
Human Diseases	179912.0	168269.0	207165.0	195862.0	236175.0	201039.0	177311.0	157596.0	164704.0	171910.0	191227.0	171198.0	181329.0	207418.0	183705.0	188328.0	199925.0	185254.0
Metabolism	8929214.0	9043614.0	10281335.0	9750110.0	11127985.0	9701592.0	8915633.0	8246221.0	8533832.0	8736688.0	9594970.0	8630997.0	9507259.0	10406274.0	9423355.0	9664590.0	10343675.0	9455491.0
None	36925.0	36583.0	42123.0	39791.0	46005.0	39539.0	35219.0	33062.0	35716.0	35688.0	38737.0	34106.0	38879.0	43327.0	38247.0	39853.0	43114.0	38656.0
Organismal Systems	157474.0	158776.0	177941.0	171110.0	194144.0	169961.0	152699.0	142494.0	151311.0	152998.0	167605.0	148707.0	168472.0	184662.0	165376.0	169802.0	183333.0	165022.0
Unclassified	2411320.0	2278702.0	2682605.0	2582222.0	3071084.0	2602471.0	2356959.0	2126099.0	2280741.0	2348975.0	2543559.0	2284781.0	2515126.0	2866737.0	2495997.0	2555870.0	2733824.0	2496490.0
