OTU	Group
ASV_51	plaque
ASV_27	All
ASV_27	plaque
ASV_32	All
ASV_32	plaque
ASV_62	All
ASV_62	feces
ASV_392	All
ASV_392	feces
ASV_46	All
ASV_46	plaque
ASV_60	All
ASV_60	saliva
ASV_98	All
ASV_98	feces
ASV_143	All
ASV_143	saliva
ASV_57	All
ASV_57	plaque
ASV_61	All
ASV_61	feces
ASV_138	All
ASV_138	saliva
ASV_263	All
ASV_263	saliva
ASV_56	All
ASV_56	plaque
ASV_39	All
ASV_39	saliva
ASV_59	All
ASV_59	saliva
ASV_67	All
ASV_67	saliva
ASV_1082	All
ASV_1082	saliva
ASV_31	All
ASV_31	plaque
ASV_33	All
ASV_33	plaque
ASV_47	All
ASV_47	plaque
ASV_488	All
ASV_488	saliva
ASV_495	All
ASV_495	feces
ASV_52	All
ASV_52	plaque
ASV_103	All
ASV_103	feces
ASV_64	All
ASV_64	plaque
ASV_744	All
ASV_744	feces
ASV_114	All
ASV_114	saliva
ASV_371	All
ASV_371	feces
ASV_58	All
ASV_58	plaque
ASV_117	All
ASV_117	plaque
ASV_117	saliva
ASV_124	All
ASV_124	saliva
ASV_160	All
ASV_160	plaque
ASV_68	All
ASV_68	feces
ASV_756	All
ASV_756	feces
ASV_236	All
ASV_236	feces
ASV_208	All
ASV_208	saliva
ASV_37	All
ASV_37	plaque
ASV_50	All
ASV_50	feces
ASV_532	All
ASV_532	feces
ASV_90	All
ASV_90	feces
ASV_129	All
ASV_129	feces
ASV_147	All
ASV_147	saliva
ASV_173	All
ASV_173	saliva
ASV_218	All
ASV_218	saliva
ASV_43	All
ASV_43	saliva
ASV_800	All
ASV_800	feces
ASV_85	All
ASV_85	plaque
ASV_1206	All
ASV_1206	saliva
ASV_139	All
ASV_139	saliva
ASV_169	All
ASV_169	saliva
ASV_45	All
ASV_45	plaque
ASV_86	All
ASV_86	plaque
ASV_94	All
ASV_94	saliva
ASV_1120	All
ASV_1120	saliva
ASV_1152	All
ASV_1152	saliva
ASV_174	All
ASV_174	saliva
ASV_243	All
ASV_243	saliva
ASV_473	All
ASV_473	saliva
ASV_69	All
ASV_69	feces
ASV_73	All
ASV_73	saliva
ASV_132	All
ASV_132	plaque
ASV_136	plaque
ASV_146	All
ASV_146	saliva
ASV_152	All
ASV_152	feces
ASV_168	All
ASV_168	saliva
ASV_201	All
ASV_201	plaque
ASV_201	saliva
ASV_40	plaque
ASV_121	All
ASV_121	plaque
ASV_121	saliva
ASV_141	All
ASV_141	saliva
ASV_718	All
ASV_718	saliva
ASV_76	All
ASV_76	plaque
ASV_235	All
ASV_235	feces
ASV_99	All
ASV_99	feces
ASV_1115	All
ASV_1115	saliva
ASV_1219	All
ASV_1219	saliva
ASV_144	All
ASV_144	saliva
ASV_549	All
ASV_549	feces
ASV_105	plaque
ASV_1114	saliva
ASV_66	All
ASV_66	plaque
ASV_66	saliva
ASV_96	All
ASV_96	saliva
ASV_1081	All
ASV_1081	saliva
ASV_1131	saliva
ASV_225	All
ASV_225	feces
ASV_282	All
ASV_282	saliva
ASV_324	All
ASV_324	plaque
ASV_324	saliva
ASV_355	All
ASV_355	saliva
ASV_479	All
ASV_479	saliva
ASV_78	All
ASV_78	plaque
ASV_97	All
ASV_97	saliva
ASV_112	All
ASV_112	saliva
ASV_131	All
ASV_131	plaque
ASV_340	All
ASV_340	saliva
ASV_413	plaque
ASV_413	saliva
ASV_1231	All
ASV_1231	plaque
ASV_1231	saliva
ASV_199	All
ASV_199	plaque
ASV_224	All
ASV_224	feces
ASV_279	saliva
ASV_298	All
ASV_298	plaque
ASV_41	All
ASV_41	plaque
ASV_504	All
ASV_504	feces
ASV_658	All
ASV_658	saliva
ASV_101	All
ASV_101	feces
ASV_130	All
ASV_130	feces
ASV_221	saliva
ASV_227	All
ASV_227	feces
ASV_375	All
ASV_375	feces
ASV_72	All
ASV_72	plaque
ASV_72	saliva
ASV_810	All
ASV_810	feces
ASV_84	All
ASV_84	plaque
ASV_863	plaque
ASV_1093	All
ASV_1093	saliva
ASV_337	All
ASV_337	saliva
ASV_406	All
ASV_406	plaque
ASV_70	All
ASV_70	plaque
ASV_108	All
ASV_108	plaque
ASV_108	saliva
ASV_110	saliva
ASV_172	All
ASV_172	saliva
ASV_247	plaque
ASV_276	saliva
ASV_280	All
ASV_280	saliva
ASV_357	All
ASV_357	saliva
ASV_469	saliva
ASV_535	All
ASV_535	feces
ASV_610	All
ASV_610	plaque
ASV_788	All
ASV_788	feces
ASV_1006	All
ASV_1006	plaque
ASV_1006	saliva
ASV_125	saliva
ASV_145	saliva
ASV_158	plaque
ASV_187	feces
ASV_188	All
ASV_188	feces
ASV_206	All
ASV_206	saliva
ASV_272	All
ASV_272	saliva
ASV_353	saliva
ASV_396	All
ASV_396	feces
ASV_498	All
ASV_498	feces
ASV_579	plaque
ASV_681	saliva
ASV_738	All
ASV_738	feces
ASV_82	All
ASV_82	plaque
ASV_87	plaque
ASV_1078	All
ASV_1078	saliva
ASV_118	plaque
ASV_127	All
ASV_127	feces
ASV_198	All
ASV_198	plaque
ASV_262	All
ASV_262	saliva
ASV_341	saliva
ASV_374	All
ASV_374	feces
ASV_437	All
ASV_437	plaque
ASV_480	saliva
ASV_65	plaque
ASV_813	All
ASV_813	feces
ASV_844	plaque
ASV_89	saliva
ASV_955	All
ASV_955	plaque
ASV_955	saliva
ASV_102	All
ASV_102	feces
ASV_106	All
ASV_106	plaque
ASV_111	saliva
ASV_527	feces
ASV_754	All
ASV_754	feces
ASV_91	All
ASV_91	plaque
ASV_1030	All
ASV_1030	plaque
ASV_1030	saliva
ASV_1068	saliva
ASV_1205	saliva
ASV_159	plaque
ASV_163	All
ASV_163	plaque
ASV_164	All
ASV_164	plaque
ASV_164	saliva
ASV_288	feces
ASV_292	All
ASV_292	feces
ASV_387	feces
ASV_414	plaque
ASV_505	All
ASV_505	feces
ASV_128	All
ASV_128	feces
ASV_165	All
ASV_165	plaque
ASV_179	saliva
ASV_184	feces
ASV_471	saliva
ASV_542	All
ASV_542	feces
ASV_563	plaque
ASV_653	All
ASV_653	saliva
ASV_770	feces
ASV_1145	saliva
ASV_116	All
ASV_116	feces
ASV_135	plaque
ASV_237	All
ASV_237	feces
ASV_264	saliva
ASV_273	saliva
ASV_349	saliva
ASV_526	feces
ASV_576	plaque
ASV_576	saliva
ASV_655	All
ASV_655	plaque
ASV_655	saliva
ASV_659	saliva
ASV_690	saliva
ASV_71	All
ASV_71	plaque
ASV_79	All
ASV_79	saliva
ASV_828	All
ASV_828	feces
ASV_92	All
ASV_92	plaque
ASV_100	feces
ASV_107	plaque
ASV_115	feces
ASV_123	All
ASV_123	saliva
ASV_177	saliva
ASV_192	All
ASV_192	plaque
ASV_192	saliva
ASV_213	saliva
ASV_215	saliva
ASV_216	saliva
ASV_229	feces
ASV_248	plaque
ASV_289	All
ASV_289	feces
ASV_314	All
ASV_314	plaque
ASV_358	saliva
ASV_408	saliva
ASV_429	All
ASV_429	plaque
ASV_429	saliva
ASV_517	feces
ASV_528	feces
ASV_746	All
ASV_746	feces
ASV_843	plaque
ASV_93	plaque
ASV_1072	saliva
ASV_109	saliva
ASV_142	saliva
ASV_186	feces
ASV_194	plaque
ASV_226	All
ASV_226	feces
ASV_231	feces
ASV_241	plaque
ASV_417	saliva
ASV_752	All
ASV_752	feces
ASV_819	All
ASV_819	feces
ASV_150	All
ASV_150	feces
ASV_176	saliva
ASV_193	plaque
ASV_232	feces
ASV_234	All
ASV_234	feces
ASV_275	saliva
ASV_333	saliva
ASV_403	saliva
ASV_736	All
ASV_736	feces
ASV_821	All
ASV_821	feces
ASV_906	plaque
ASV_986	All
ASV_986	plaque
ASV_996	All
ASV_996	plaque
ASV_104	plaque
ASV_1101	saliva
ASV_151	All
ASV_151	feces
ASV_167	saliva
ASV_190	plaque
ASV_202	plaque
ASV_245	All
ASV_245	plaque
ASV_245	saliva
ASV_260	All
ASV_260	plaque
ASV_266	saliva
ASV_347	saliva
ASV_416	plaque
ASV_439	All
ASV_439	plaque
ASV_455	All
ASV_455	plaque
ASV_464	saliva
ASV_502	All
ASV_502	feces
ASV_794	All
ASV_794	feces
ASV_83	plaque
ASV_88	All
ASV_88	plaque
ASV_901	plaque
ASV_1090	saliva
ASV_1107	saliva
ASV_120	plaque
ASV_156	All
ASV_156	plaque
ASV_161	All
ASV_161	plaque
ASV_171	saliva
ASV_203	plaque
ASV_203	saliva
ASV_214	saliva
ASV_219	saliva
ASV_267	All
ASV_267	plaque
ASV_267	saliva
ASV_402	plaque
ASV_518	feces
ASV_543	All
ASV_543	feces
ASV_649	saliva
ASV_667	saliva
ASV_671	saliva
ASV_673	saliva
ASV_677	saliva
ASV_724	saliva
ASV_743	All
ASV_743	feces
ASV_898	All
ASV_898	plaque
ASV_898	saliva
ASV_1129	saliva
ASV_149	saliva
ASV_166	plaque
ASV_175	saliva
ASV_182	All
ASV_182	feces
ASV_209	saliva
ASV_223	All
ASV_223	feces
ASV_350	saliva
ASV_373	All
ASV_373	feces
ASV_421	plaque
ASV_449	plaque
ASV_508	All
ASV_508	feces
ASV_583	plaque
ASV_593	All
ASV_593	plaque
ASV_686	saliva
ASV_74	saliva
ASV_782	feces
ASV_991	All
ASV_991	plaque
ASV_113	saliva
ASV_119	plaque
ASV_122	saliva
ASV_157	plaque
ASV_170	saliva
ASV_178	saliva
ASV_191	plaque
ASV_197	plaque
ASV_211	saliva
ASV_233	All
ASV_233	feces
ASV_343	saliva
ASV_345	saliva
ASV_359	saliva
ASV_377	feces
ASV_589	All
ASV_589	plaque
ASV_599	plaque
ASV_607	All
ASV_607	plaque
ASV_704	saliva
ASV_791	feces
ASV_803	All
ASV_803	feces
ASV_1055	saliva
ASV_126	saliva
ASV_140	saliva
ASV_196	saliva
ASV_220	saliva
ASV_283	saliva
ASV_293	All
ASV_293	feces
ASV_342	saliva
ASV_363	saliva
ASV_368	All
ASV_368	feces
ASV_372	All
ASV_372	feces
ASV_388	feces
ASV_398	All
ASV_398	feces
ASV_400	All
ASV_400	feces
ASV_448	plaque
ASV_496	All
ASV_496	feces
ASV_778	feces
ASV_787	feces
ASV_815	All
ASV_815	feces
ASV_1028	plaque
ASV_1028	saliva
ASV_1080	plaque
ASV_1080	saliva
ASV_1124	saliva
ASV_1190	saliva
ASV_210	saliva
ASV_246	plaque
ASV_254	All
ASV_254	plaque
ASV_277	saliva
ASV_305	plaque
ASV_366	saliva
ASV_395	All
ASV_395	feces
ASV_481	saliva
ASV_500	All
ASV_500	feces
ASV_740	All
ASV_740	feces
ASV_748	All
ASV_748	feces
ASV_871	plaque
ASV_902	plaque
ASV_910	plaque
ASV_935	All
ASV_935	plaque
ASV_952	plaque
ASV_1020	saliva
ASV_1052	saliva
ASV_1069	saliva
ASV_1091	saliva
ASV_1100	saliva
ASV_1111	saliva
ASV_1186	saliva
ASV_1198	saliva
ASV_137	plaque
ASV_222	saliva
ASV_281	saliva
ASV_303	plaque
ASV_304	plaque
ASV_313	plaque
ASV_344	saliva
ASV_356	saliva
ASV_367	feces
ASV_370	All
ASV_370	feces
ASV_419	plaque
ASV_476	saliva
ASV_477	saliva
ASV_510	feces
ASV_524	feces
ASV_530	feces
ASV_571	plaque
ASV_577	plaque
ASV_664	saliva
ASV_678	saliva
ASV_679	saliva
ASV_688	saliva
ASV_693	saliva
ASV_773	feces
ASV_888	plaque
ASV_912	plaque
ASV_924	plaque
ASV_988	plaque
ASV_1229	saliva
ASV_134	plaque
ASV_180	saliva
ASV_183	feces
ASV_195	plaque
ASV_228	feces
ASV_230	feces
ASV_271	saliva
ASV_274	saliva
ASV_294	All
ASV_294	feces
ASV_308	plaque
ASV_325	plaque
ASV_348	saliva
ASV_369	All
ASV_369	feces
ASV_493	saliva
ASV_511	All
ASV_511	feces
ASV_568	plaque
ASV_687	saliva
ASV_719	saliva
ASV_722	saliva
ASV_750	feces
ASV_798	feces
ASV_820	feces
ASV_866	plaque
ASV_874	plaque
ASV_899	plaque
ASV_969	plaque
ASV_1018	plaque
ASV_1092	saliva
ASV_1096	saliva
ASV_1155	saliva
ASV_1181	saliva
ASV_1193	saliva
ASV_1210	saliva
ASV_1233	saliva
ASV_255	plaque
ASV_256	saliva
ASV_318	plaque
ASV_352	saliva
ASV_380	feces
ASV_385	feces
ASV_404	plaque
ASV_424	plaque
ASV_457	saliva
ASV_492	saliva
ASV_540	feces
ASV_572	plaque
ASV_600	plaque
ASV_623	plaque
ASV_635	saliva
ASV_689	saliva
ASV_699	saliva
ASV_713	saliva
ASV_747	All
ASV_747	feces
ASV_760	feces
ASV_763	feces
ASV_768	feces
ASV_771	feces
ASV_849	plaque
ASV_862	plaque
ASV_869	saliva
ASV_958	plaque
ASV_999	plaque
ASV_1070	saliva
ASV_1117	saliva
ASV_1187	saliva
ASV_1232	saliva
ASV_181	saliva
ASV_200	plaque
ASV_261	All
ASV_261	plaque
ASV_309	plaque
ASV_334	plaque
ASV_334	saliva
ASV_351	saliva
ASV_446	plaque
ASV_450	plaque
ASV_501	feces
ASV_512	feces
ASV_587	plaque
ASV_626	plaque
ASV_666	saliva
ASV_684	saliva
ASV_731	feces
ASV_737	feces
ASV_769	feces
ASV_812	feces
ASV_838	plaque
ASV_870	plaque
ASV_885	plaque
ASV_1040	saliva
ASV_1118	saliva
ASV_1165	saliva
ASV_148	saliva
ASV_153	plaque
ASV_212	saliva
ASV_311	plaque
ASV_364	saliva
ASV_384	feces
ASV_411	plaque
ASV_430	plaque
ASV_472	saliva
ASV_484	saliva
ASV_499	feces
ASV_506	feces
ASV_519	feces
ASV_539	feces
ASV_574	plaque
ASV_598	plaque
ASV_613	plaque
ASV_663	saliva
ASV_676	saliva
ASV_735	feces
ASV_757	feces
ASV_797	feces
ASV_833	All
ASV_833	feces
ASV_875	plaque
ASV_884	plaque
ASV_925	plaque
ASV_939	plaque
ASV_962	plaque
ASV_1218	saliva
ASV_205	saliva
ASV_250	plaque
ASV_252	plaque
ASV_287	feces
ASV_290	All
ASV_290	feces
ASV_381	feces
ASV_436	plaque
ASV_459	saliva
ASV_531	feces
ASV_544	All
ASV_544	feces
ASV_560	plaque
ASV_581	plaque
ASV_605	plaque
ASV_670	saliva
ASV_695	saliva
ASV_696	saliva
ASV_703	saliva
ASV_709	saliva
ASV_712	saliva
ASV_714	saliva
ASV_775	feces
ASV_835	plaque
ASV_864	plaque
ASV_892	plaque
ASV_932	plaque
ASV_1012	saliva
ASV_1049	saliva
ASV_1074	saliva
ASV_1106	saliva
ASV_1136	saliva
ASV_1175	saliva
ASV_1228	saliva
ASV_154	plaque
ASV_162	plaque
ASV_258	plaque
ASV_301	plaque
ASV_312	plaque
ASV_327	plaque
ASV_338	saliva
ASV_428	plaque
ASV_451	plaque
ASV_585	plaque
ASV_652	saliva
ASV_675	saliva
ASV_698	saliva
ASV_766	feces
ASV_776	feces
ASV_818	feces
ASV_945	plaque
ASV_985	plaque
ASV_1064	saliva
ASV_1176	saliva
ASV_268	saliva
ASV_269	saliva
ASV_285	feces
ASV_291	feces
ASV_320	plaque
ASV_326	plaque
ASV_339	saliva
ASV_365	saliva
ASV_378	feces
ASV_379	feces
ASV_386	feces
ASV_389	feces
ASV_391	feces
ASV_399	All
ASV_399	feces
ASV_432	plaque
ASV_434	plaque
ASV_489	saliva
ASV_515	feces
ASV_523	feces
ASV_541	feces
ASV_545	feces
ASV_614	plaque
ASV_621	plaque
ASV_632	plaque
ASV_638	plaque
ASV_646	saliva
ASV_661	saliva
ASV_715	saliva
ASV_742	feces
ASV_745	feces
ASV_753	feces
ASV_806	feces
ASV_807	feces
ASV_915	plaque
ASV_950	plaque
ASV_1026	saliva
ASV_1027	saliva
ASV_1084	saliva
ASV_1099	saliva
ASV_1109	saliva
ASV_270	saliva
ASV_284	feces
ASV_295	All
ASV_295	feces
ASV_319	plaque
ASV_346	saliva
ASV_390	feces
ASV_397	feces
ASV_415	plaque
ASV_548	feces
ASV_603	plaque
ASV_608	plaque
ASV_619	plaque
ASV_650	plaque
ASV_672	saliva
ASV_749	feces
ASV_779	feces
ASV_784	feces
ASV_793	feces
ASV_795	feces
ASV_805	feces
ASV_817	feces
ASV_824	feces
ASV_825	feces
ASV_894	plaque
ASV_920	plaque
ASV_923	plaque
ASV_253	plaque
ASV_302	plaque
ASV_317	plaque
ASV_321	plaque
ASV_329	plaque
ASV_431	plaque
ASV_435	plaque
ASV_444	plaque
ASV_546	feces
ASV_595	plaque
ASV_618	plaque
ASV_641	saliva
ASV_733	feces
ASV_811	feces
ASV_814	feces
ASV_816	feces
ASV_984	plaque
ASV_1038	saliva
ASV_204	plaque
ASV_251	plaque
ASV_296	All
ASV_296	feces
ASV_425	plaque
ASV_509	feces
ASV_534	feces
ASV_537	feces
ASV_604	plaque
ASV_609	plaque
ASV_762	feces
ASV_781	feces
ASV_943	plaque
ASV_973	plaque
ASV_990	plaque
ASV_1002	plaque
ASV_310	plaque
ASV_322	plaque
ASV_393	feces
ASV_427	plaque
ASV_454	plaque
ASV_503	feces
ASV_552	All
ASV_552	feces
ASV_606	plaque
ASV_611	plaque
ASV_729	feces
ASV_732	feces
ASV_741	feces
ASV_755	feces
ASV_801	feces
ASV_808	feces
ASV_921	plaque
ASV_981	plaque
ASV_1003	plaque
ASV_331	plaque
ASV_426	plaque
ASV_456	plaque
ASV_538	feces
ASV_588	plaque
ASV_592	plaque
ASV_633	plaque
ASV_637	plaque
ASV_728	feces
ASV_734	feces
ASV_804	feces
ASV_826	All
ASV_826	feces
ASV_893	plaque
ASV_896	plaque
ASV_900	plaque
ASV_926	plaque
ASV_927	plaque
ASV_982	plaque
ASV_992	plaque
ASV_507	feces
ASV_547	feces
ASV_612	plaque
ASV_630	plaque
ASV_730	feces
ASV_895	plaque
ASV_922	plaque
ASV_933	plaque
ASV_1000	plaque
ASV_1001	plaque
ASV_452	plaque
ASV_553	feces
ASV_636	plaque
ASV_832	feces
ASV_631	plaque
ASV_829	feces
ASV_830	feces
ASV_997	plaque
ASV_551	feces
ASV_827	feces
ASV_831	feces
