SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
feces1	63	74.875	81.4938476019514	3.48372028152144	0.944645512442836	18.0653826659909
feces2	72	81.0666666666667	84.0601302130402	3.91541949687217	0.974048200207614	38.532972972973
feces3	113	129.028571428571	140.301003793133	4.47301135229743	0.985682088114543	69.842586544742
feces4	49	56.8	59.5851571428571	3.30114519703859	0.945057000439544	18.2006808510638
feces5	72	84.3636363636364	81.335177492826	3.96067517517263	0.975656744194746	41.0791394544756
feces6	43	56.75	51.0459935262254	3.15001806929803	0.930542696555658	14.397334051434
plaque1	142	221.875	234.169646262811	4.5678938543724	0.980650712154794	51.681488641856
plaque2	76	133.272727272727	122.180659260608	3.57898699102983	0.948255384413957	19.3256822700163
plaque3	112	234.352941176471	230.236875497056	4.10564318238908	0.970382216236942	33.7634985790969
plaque4	72	111.666666666667	126.403989264194	3.29184850058922	0.905816008753472	10.6175156389634
plaque5	137	225.137931034483	228.373098859316	4.40783636042793	0.972346136221231	36.1613121406831
plaque6	143	246.551724137931	254.597072457851	4.61614906193727	0.985401528116788	68.5003203074952
saliva1	155	270.176470588235	314.811047387139	4.69820824376712	0.986130984110952	72.1031692515172
saliva2	120	223.541666666667	283.105162303016	4.14847889145494	0.967352168261183	30.6299054712117
saliva3	149	234.405405405405	262.184246885202	4.66617738649787	0.985981352112149	71.3335557038025
saliva4	134	234.625	236.703940660527	4.58793635358045	0.986748216106014	75.4615384615385
saliva5	138	241.551724137931	271.813431029379	4.47817719005563	0.980968680152251	52.5449631449631
saliva6	137	202	216.198025799835	4.56400032682675	0.983381496132948	60.1738885762521
