Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
HY1_1	0.089	0.00577	103.6	0.964	0.817	33.1	42.3	7333.0	98.0	0.101	0.0362	3.74	5.40	1.63
HY1_2	0.0914	0.0057	99.7	0.963	0.812	32.3	41.8	7333.0	99.0	0.07	0.0375	3.73	5.39	1.62
HY1_3	0.085	0.00623	114.1	0.967	0.815	35.8	45.7	7333.0	109.0	0.145	0.0335	3.82	5.51	1.66
HY2_1	0.150	0.0059	165.1	0.951	0.739	27.4	43.2	7333.0	164.0	0.109	0.049	3.77	5.43	1.64
HY2_2	0.133	0.00566	166.0	0.951	0.731	26.6	41.5	7333.0	164.0	0.109	0.0491	3.73	5.38	1.62
HY2_3	0.132	0.00596	161.2	0.953	0.743	27.8	43.7	7333.0	161.0	0.0494	0.0474	3.78	5.45	1.64
HY3_1	0.148	0.00432	94.9	0.940	0.761	21.7	31.7	7333.0	94.0	0.0421	0.0603	3.46	4.99	1.50
HY3_3	0.141	0.0048	101.0	0.947	0.775	24.4	35.2	7333.0	99.0	0.06	0.0532	3.56	5.14	1.55
