OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Pathways
Cellular Processes	2236106.0	1926116.0	2394131.0	2404622.0	2917686.0	2525358.0	1959379.0	1809547.0	2005220.0	1999314.0	2142416.0	1967713.0	2235615.0	2673227.0	2266866.0	2290098.0	2425766.0	2247426.0	Cellular Processes
Environmental Information Processing	7711641.0	7485223.0	8632831.0	8512675.0	9770709.0	8695969.0	7048624.0	6779616.0	7213663.0	7101574.0	7649930.0	7095195.0	8096960.0	9148161.0	8075423.0	8246919.0	8902198.0	8029204.0	Environmental Information Processing
Genetic Information Processing	7247316.0	7089783.0	8121608.0	7808890.0	8834296.0	7964523.0	6960887.0	6735513.0	7163554.0	6903522.0	7400712.0	6960490.0	7899686.0	8876164.0	8003519.0	7965999.0	8482722.0	7854563.0	Genetic Information Processing
Human Diseases	512710.0	474287.0	583939.0	556054.0	652864.0	581442.0	478730.0	450707.0	477914.0	472622.0	516262.0	478143.0	527014.0	605614.0	539910.0	545862.0	578930.0	536551.0	Human Diseases
Metabolism	25298922.0	25616406.0	29056300.0	27714729.0	30858100.0	28031277.0	24101688.0	23541966.0	24686601.0	23885917.0	25795402.0	24115875.0	27528125.0	30311760.0	27705882.0	27903123.0	29763897.0	27330233.0	Metabolism
None	104606.0	103406.0	119133.0	113150.0	127440.0	113862.0	95047.0	94346.0	103137.0	97674.0	104339.0	95654.0	112952.0	126225.0	112503.0	115183.0	124021.0	111669.0	None
Organismal Systems	445565.0	449320.0	502268.0	486193.0	537953.0	490901.0	413083.0	406698.0	436613.0	418866.0	450141.0	416462.0	488053.0	537543.0	485698.0	490466.0	527148.0	476448.0	Organismal Systems
Unclassified	6841462.0	6436084.0	7569470.0	7352352.0	8526801.0	7524790.0	6374456.0	6080980.0	6598000.0	6441181.0	6856639.0	6389330.0	7325767.0	8348199.0	7342537.0	7387287.0	7896191.0	7225502.0	Unclassified
