#OTU ID	E1	E2	E3	E4	E5	E6	E7	N1	N2	O1	O2	S1
OTU_152	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1520	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1522	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1523	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1524	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1525	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1527	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1528	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1529	0	0	0	1	0	0	0	0	0	0	0	0
OTU_153	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1530	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1531	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1532	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1533	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1534	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1535	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1536	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1537	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1538	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1539	0	0	0	1	0	0	0	0	0	0	0	0
OTU_154	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1540	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1541	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1542	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1543	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1544	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1545	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1546	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1548	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1549	0	0	0	1	0	0	0	0	0	0	0	0
OTU_155	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1550	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1551	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1553	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1554	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1555	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1556	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1557	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1558	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1559	0	0	0	1	0	0	0	0	0	0	0	0
OTU_156	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1560	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1561	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1563	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1564	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1565	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1566	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1567	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1568	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1569	0	0	0	1	0	0	0	0	0	0	0	0
OTU_157	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1570	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1571	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1572	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1573	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1574	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1576	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1577	0	0	0	7	0	0	0	0	0	0	0	0
OTU_1578	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1579	0	0	0	1	0	0	0	0	0	0	0	0
OTU_158	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1580	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1581	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1582	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1583	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1584	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1585	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1586	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1587	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1589	0	0	0	1	0	0	0	0	0	0	0	0
OTU_159	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1590	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1593	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1595	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1596	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1597	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1599	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1600	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1601	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1602	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1603	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1604	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1605	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1606	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1607	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1608	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1609	0	0	0	1	0	0	0	0	0	0	0	0
OTU_161	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1610	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1611	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1612	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1613	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1614	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1615	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1616	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1617	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1618	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1619	0	0	0	1	0	0	0	0	0	0	0	0
OTU_162	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1620	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1621	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1622	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1623	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1624	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1625	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1626	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1627	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1628	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1629	0	0	0	1	0	0	0	0	0	0	0	0
OTU_163	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1630	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1631	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1632	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1633	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1634	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1636	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1637	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1638	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1639	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1641	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1642	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1643	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1644	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1646	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1647	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1648	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1649	0	0	0	1	0	0	0	0	0	0	0	0
OTU_165	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1650	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1651	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1652	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1653	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1654	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1655	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1656	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1657	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1658	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1659	0	0	0	1	0	0	0	0	0	0	0	0
OTU_166	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1660	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1661	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1662	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1663	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1664	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1665	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1666	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1667	0	0	0	4	0	0	0	0	0	0	0	0
OTU_1668	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1669	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1671	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1672	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1673	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1674	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1675	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1676	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1677	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1678	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1679	0	0	0	1	0	0	0	0	0	0	0	0
OTU_168	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1680	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1681	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1682	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1683	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1684	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1685	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1686	0	0	0	22	0	0	0	0	0	0	0	0
OTU_1687	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1688	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1689	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1691	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1692	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1694	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1695	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1696	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1697	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1698	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1699	0	0	0	1	0	0	0	1	0	0	0	0
OTU_170	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1700	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1701	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1702	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1703	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1704	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1705	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1706	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1707	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1708	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1709	0	0	0	1	0	0	0	0	0	0	0	0
OTU_171	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1711	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1712	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1713	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1714	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1715	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1716	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1717	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1718	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1719	0	0	0	1	0	0	0	0	0	0	0	0
OTU_172	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1720	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1721	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1722	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1723	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1724	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1725	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1726	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1727	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1728	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1729	0	0	0	1	0	0	0	0	0	0	0	0
OTU_173	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1730	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1731	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1732	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1733	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1735	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1736	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1737	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1738	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1739	0	0	0	1	0	0	0	0	0	0	0	0
OTU_174	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1740	0	1	0	2	0	0	0	0	0	0	0	0
OTU_1741	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1742	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1744	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1745	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1746	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1747	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1748	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1749	0	0	0	1	0	20	0	0	0	0	0	0
OTU_175	1	1	0	0	0	0	0	0	0	1	0	0
OTU_1750	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1751	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1752	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1753	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1754	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1755	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1756	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1757	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1758	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1759	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1760	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1761	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1762	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1763	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1764	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1765	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1766	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1767	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1768	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1769	0	0	0	1	0	0	0	0	0	0	0	0
OTU_177	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1770	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1771	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1772	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1773	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1775	0	0	0	0	1	0	0	0	0	2	56	0
OTU_1776	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1778	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1779	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1780	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1781	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1782	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1783	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1786	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1788	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1789	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1790	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1791	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1792	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1793	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1795	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1796	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1798	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1799	0	0	0	0	1	0	0	0	0	0	0	0
OTU_18	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1800	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1801	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1802	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1803	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1804	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1805	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1806	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1808	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1809	0	0	0	0	1	0	0	0	0	0	0	0
OTU_181	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1810	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1811	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1812	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1813	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1814	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1815	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1816	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1817	0	0	0	0	1	0	0	0	0	0	0	0
OTU_182	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1820	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1821	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1822	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1823	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1824	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1825	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1826	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1827	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1828	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1829	0	0	0	0	1	0	0	0	0	0	0	0
OTU_183	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1830	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1831	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1832	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1833	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1835	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1836	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1837	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1838	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1839	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1840	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1841	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1842	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1843	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1844	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1845	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1848	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1849	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1850	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1852	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1853	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1854	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1855	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1856	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1857	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1858	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1859	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1860	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1861	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1862	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1863	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1864	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1865	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1867	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1868	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1870	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1872	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1873	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1874	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1875	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1876	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1877	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1878	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1879	0	0	0	0	1	0	0	0	0	0	0	0
OTU_188	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1880	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1881	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1882	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1883	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1884	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1885	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1887	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1888	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1890	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1891	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1892	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1893	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1895	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1896	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1897	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1898	0	0	0	0	1	0	0	0	0	0	0	0
OTU_19	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1900	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1901	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1902	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1903	0	0	0	0	0	31	0	0	0	0	0	0
OTU_1904	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1905	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1906	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1907	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1908	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1909	0	0	0	0	0	1	0	0	0	0	0	0
OTU_191	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1911	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1912	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1913	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1914	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1915	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1917	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1918	0	0	0	0	0	1	0	0	0	0	0	0
OTU_192	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1920	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1921	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1922	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1923	0	0	0	0	0	10	0	0	0	0	0	0
OTU_1924	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1925	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1926	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1927	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1928	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1929	0	0	0	0	0	1	0	0	0	0	0	0
OTU_193	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1930	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1931	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1932	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1933	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1934	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1935	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1936	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1938	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1939	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1940	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1941	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1942	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1943	0	0	0	0	0	1	0	0	0	2	0	0
OTU_1944	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1945	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1946	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1947	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1948	0	0	0	0	0	4	0	0	0	1	0	0
OTU_1949	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1950	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1951	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1952	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1953	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1954	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1955	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1956	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1957	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1958	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1959	0	0	0	0	0	1	0	0	0	0	0	0
OTU_196	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1961	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1962	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1963	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1964	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1966	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1968	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1969	0	0	0	0	0	1	0	0	0	0	0	0
OTU_197	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1971	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1972	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1973	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1974	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1975	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1976	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1977	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1978	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1979	0	0	0	0	0	2	0	0	0	19	7	0
OTU_198	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1980	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1981	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1982	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1983	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1984	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1985	0	0	0	0	0	1	0	0	0	0	0	0
