baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	OTU	comparison	status
17.7247095116997	-8.85876477187109	3.63196145366309	-2.43911310317911	0.0147233592578757	0.0992593017810305	ASV_1	feces vs plaque	NotSig
24.51616496919	-9.316965504511	2.16905369691282	-4.29540564983323	1.74374188326665e-05	0.0030166734580513	ASV_2	feces vs plaque	Sigdown
17.7543533449633	-2.17685681844255	1.96282181798249	-1.1090445390912	0.267410968531286	0.429331559781978	ASV_10	feces vs plaque	NotSig
18.6349033059863	-3.3249710065321	2.04883895742277	-1.62285620081853	0.104620148367805	0.238148495626714	ASV_4	feces vs plaque	NotSig
11.4875883873984	0	2.47304255123523	0	1	1	ASV_8	feces vs plaque	NotSig
11.1555195482937	-1.63779674296873	2.51081114532851	-0.652297862392371	0.514209038763859	0.71166530964918	ASV_9	feces vs plaque	NotSig
9.27621087004656	-2.64599383544087	1.94830367081494	-1.35810134481453	0.174431528559165	0.321098222653636	ASV_22	feces vs plaque	NotSig
11.6255940664754	-8.18351254350286	2.29705254223032	-3.56261443439038	0.000367179766843514	0.031761049831964	ASV_13	feces vs plaque	Sigdown
7.28739219700673	0	3.72494504855219	0	1	1	ASV_18	feces vs plaque	NotSig
10.7461070863676	-7.99576813151891	2.35310668387538	-3.39796244101883	0.000678897400074434	0.039149750070959	ASV_19	feces vs plaque	Sigdown
4.20062028347487	5.10863674538814	3.41099730740921	1.4976959185196	0.134212272757454	0.266881875713098	ASV_54	feces vs plaque	NotSig
5.46745036978727	0	2.59993535466484	0	1	1	ASV_49	feces vs plaque	NotSig
4.93977031560311	-1.6401840224565	3.56100715467398	-0.460595542557022	0.645088810189847	0.845457304263966	ASV_36	feces vs plaque	NotSig
5.48341624355133	-1.63824602075303	2.63835036408049	-0.620935734334883	0.534641908228603	0.718689928296392	ASV_35	feces vs plaque	NotSig
6.7434447151094	-6.4133132699697	2.7949152044067	-2.29463608050002	0.0217539887401448	0.114043637940759	ASV_24	feces vs plaque	NotSig
5.28228309843247	-1.61132873833291	2.88074501360346	-0.559344451079111	0.575926664148492	0.760574907615947	ASV_42	feces vs plaque	NotSig
2.87310249474713	5.09090372655654	2.66973569289294	1.90689428174817	0.0565342788185496	0.160384881731643	ASV_53	feces vs plaque	NotSig
5.50460523096385	-4.01581863379981	1.91633131911218	-2.09557637228426	0.0361197870195906	0.129950634252146	ASV_207	feces vs plaque	NotSig
4.54672478169799	-1.63657470326649	2.2359957348335	-0.731922104220093	0.464216113739008	0.686405022879047	ASV_48	feces vs plaque	NotSig
4.92494453991499	-6.75320654083346	2.12569521179379	-3.17694018566975	0.00148837729592562	0.0448978720901537	ASV_34	feces vs plaque	Sigdown
