SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
KO1	2353	2713.80213903743	2700.83413431885	6.13336071950906	0.99031055859375	103.205123811881
KO2	2307	2641.0157480315	2643.02909086589	6.17346964623954	0.991872857421875	123.044476011975
KO3	1946	2324.61290322581	2318.93068861018	5.8314399373857	0.98960498046875	96.1999154492931
KO4	2004	2362.06779661017	2398.82621302449	5.82626943213986	0.989402658203125	94.3632864889651
KO5	1811	2274.23003194888	2322.35683440533	5.54737370974464	0.9855178359375	69.050453763978
KO6	2160	2471.06806282723	2500.34300242051	6.04753421557096	0.991834068359375	122.460001382459
OE1	2546	2757.70165745856	2740.45834724628	6.57076946983223	0.995038880859375	201.567422925066
OE2	2497	2749.5625	2752.46835455134	6.35233844273667	0.992634548828125	135.769008125192
OE3	2389	2663.53537735849	2691.78828064361	6.08659188481799	0.990447544921875	104.685129824896
OE4	2399	2721.70212765957	2750.08544002041	6.20482771470069	0.9927615	138.150169233957
OE5	2434	2710.81603773585	2735.82358373465	6.29875461960654	0.9936228828125	156.810667045626
OE6	2542	2757.22251308901	2753.92133493334	6.5481490734444	0.995176	207.296849087894
WT1	2303	2666.35820895522	2680.14810304984	5.94395607902318	0.989137599609375	92.0606830938647
WT2	2101	2453.23214285714	2501.00398197567	5.73164499606271	0.98659669140625	74.6084441021005
WT3	2427	2699.75182481752	2723.20143016145	6.30296963555627	0.99306034375	144.099356506311
WT4	2345	2704.78728606357	2728.09941588575	6.11568291438605	0.991242814453125	114.191939253457
WT5	2158	2529.008	2543.00215029336	5.83693022662466	0.98934896484375	93.8875879508484
WT6	2379	2659.11933174224	2689.60506783364	6.20237145449025	0.99256128515625	134.431823373388
