	SRS024568.571681	SRS013177.574389	SRS020413.572892	SRS017935.572108	SRS013490.574260	SRS017641.576524	SRS013638.573699	SRS024625.570280	SRS023176.573947	SRS020290.575215	SRS017764.574643	SRS018076.571839	SRS049911.575200	SRS021484.575748	SRS017997.575028	SRS018313.575129	SRS024151.575546	SRS017307.573991	SRS016916.571068	SRS020869.573690	SRS023914.571128	SRS017641.575969	SRS020527.573698	SRS020233.575311	SRS013687.574921	SRS018102.573993	SRS017420.570810	SRS020895.570284	SRS013516.575410	SRS016364.575956	SRS016942.575808	SRS013474.572674	SRS024177.571285	SRS017029.575283	SRS058746.570279	SRS017230.573092	SRS017363.570258	SRS018339.573081	SRS017667.571840	SRS017847.570423	SRS023760.572972	SRS017667.576128	SRS013203.574575	SRS021510.573430	SRS018396.574712	SRS017420.571170	SRS016779.576334	SRS020316.575736	SRS017790.572183	SRS018216.570352	SRS016424.570841	SRS020437.572627	SRS024592.570730	SRS013472.575723	SRS020551.575598	SRS020257.573938	SRS018100.575514	SRS023995.573098	SRS013201.576199	SRS016777.576593	SRS017361.573508	SRS017665.574059	SRS023758.576043	SRS017088.576058	SRS020893.572891	SRS045289.571763	SRS023938.573037	SRS017227.576007	SRS017418.570288	SRS020314.575041	SRS024649.576282	SRS017304.575372	SRS018214.570641	SRS013662.573790	SRS055687.571803
4338372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.75	1.5	1.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
4346675	0	2.33333333333333	2.83333333333333	4	4.33333333333333	0	8	1.16666666666667	0	2.16666666666667	0	0	0	5	0	5.83333333333333	5.16666666666667	0	0.333333333333333	1.66666666666667	1	0	0	18.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4481195	0	6	16	64	18	70	21	2	0	10	0	0	6	9	6	15	30	24	15	20	25	91	10	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4351591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.4	0	0	0	0	0	3	1.2	0.4	1	0.8	0	0	2	0	7.8	1.4	0	0	0	0	0	2.2	0	0.6	0	0.4	0	0	0	0	0	0	0	0	0	0	0.4	0	0.6	0.8	0	0	0	0	1.2	0
2836861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66666666666667	12.3333333333333	8.66666666666667	0	12.6666666666667	7.33333333333333	7	4.33333333333333	0	14.6666666666667	14	0	0	17.6666666666667	2.33333333333333	4.33333333333333	0	1	3.33333333333333	11.6666666666667	5	0	0	0	4.33333333333333	0	0	0	0	0.666666666666667	2.33333333333333	0	0.666666666666667	7.33333333333333	0	1.66666666666667	0	0	0	0	8	17.3333333333333	4	0	0	15.3333333333333	0
4373156	0	6	0	90	4	0	19	0	0	0	0	0	0	0	23	13	4	0	2	4	8	3	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4295662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	1	0	0	1	0	1.33333333333333	3.33333333333333	0	0	0	0	0.666666666666667	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
4480094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	198.25	0	0	0	0	1.75	0	0	0	0.75	0	0	8.5	0	0	0	4.5	0	0	0	0	0	0	0	3.75	1	0	0	0	0	0	0	15.75	0.75	1.25	0	0	7.75	0
257175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75	0	0.75	0	0	1	0	0	1.25	0	0	0	0	0	0	3.25	4.75	0	1.5	3	0	2.75	0	0	0	1.25	0	0	0	0	0.75	5	1.5	0	0	0	0.75	0	0	0	6.25	1.5	0	0	0	0	5.5	0
2407149	1.16666666666667	0	0.333333333333333	1.83333333333333	2.5	2	0	1	0	0	0.5	0	1.83333333333333	4.66666666666667	0	0	5.33333333333333	18.6666666666667	5.33333333333333	2.66666666666667	8	2.16666666666667	0	5.16666666666667	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4377418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0	0	2.57142857142857	7.28571428571429	0	1.42857142857143	0	3.28571428571429	8.85714285714286	2.85714285714286	4.28571428571429	0.714285714285714	0	7.14285714285714	12.5714285714286	0	9.28571428571429	2.85714285714286	8.71428571428571	1.42857142857143	0.428571428571429	2.14285714285714	1.42857142857143	0	5	1.71428571428571	0.285714285714286	0.714285714285714	0	1.28571428571429	0.285714285714286	0.285714285714286	2.28571428571429	0	1.85714285714286	0.571428571428571	2	0	0	0	2.71428571428571	1	1.14285714285714	1.71428571428571	1.85714285714286	0	1	0	2.71428571428571	0.285714285714286
4475758	0	0	0	0	0	0	0	0	0	0.6	0	0	4.6	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	12.6	15.4	54.4	4.2	20.6	0.8	1.8	17.8	10.4	22.4	11	3	7	102.4	9	17.4	1.6	47.6	3.2	11	0	19.2	30.2	3.4	18.6	6	13.8	8	3.4	2.8	34.8	13.2	17	15	5.2	99.4	7.4	11.2	6	32.2	10.4	1.6	0.8	14	1.8	39.8	24.8	1.2
1106150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0.5	1.75	0	0	0	0	0	0	0	4.75	0	0	0	0.5	0.5	0	0	0	0	1.25	0	0	0.5	0	4.5	0.5	1.25	0	0	0	1.5	0	4.5	0	0	1.25	1	0.5	0	0	0	0
4404220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	4.5	1.5	0.5	0	1.33333333333333	1	1.83333333333333	0	1.66666666666667	0.333333333333333	0	0	3.66666666666667	0.5	0	1.83333333333333	0	0	0	7.33333333333333	0	0	0	1.5	0	0.333333333333333	0.333333333333333	0	0	0.333333333333333	2.5	0.5	2.16666666666667	0.5	0	0	0	8.33333333333333	17.1666666666667	0	0	0	0	0	0.5	0	0	0
155329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.75	0	0	0	0	0	1.5	1.25	0	2	0	0	0	0	8.25	10	0.5	0	8	0.5	0	0	0	0	0	0	1.5	2	0	1.5	10.5	1.25	0	0	0	0	0	3	0	2.75	0	0.75	0	0	0	0	0.5
4449061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1.2	0.4	15.6	0	0.4	0	25	3	0	11.4	0.6	2.6	0	5.4	4.4	0	4.2	2.2	7	4.4	0.4	0	0.8	0	0.4	2.6	0	0.8	0	0.4	22.2	9.6	6.2	0.4	1.6	0.4	1.2	0.6	0	17.4	0	9.2	1.2	0	0	2.6	0	0	0
4476050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333333333333	0	0	0	0	0	0	0	0	4.33333333333333	0	0	0	0	0	0	0	0	0.666666666666667	1.66666666666667	0	0.666666666666667	0	0	0	1	2.33333333333333	0	1.66666666666667	1	0	0	0	1	0	0	0	0	0	0.666666666666667	0	13.6666666666667	0	0	1.33333333333333	0	0	0	0.666666666666667
4462867	10	7	3	176	2	6	23	0	0	5	0	0	3	0	12	9	3	0	3	18	13	7	0	48	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4377624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	1	1	0	0	0	0	2.2	0	0.4	0	0	0	1.8	0.4	0	0	0	0	0.4	1.2	0	0	0	0	0	0	0	0	0	1.6	0.4	0	0.4	1.4	0	0	0	4.6	8.4	0.4	0	0	0	0	0.6	0	0	0
763967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.25	0	0	0	2.75	4.25	0	0	0	0	0	1	5.25	0	0	0.5	0	0	0	0	0	0	0	0	0	1.25	0	5.75	1.75	0	0	10.75	0	0	0	0.5	0	1.25	7	0	0	0	0	20.75	0
4455183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0.6	0	0	0	0	0
4338486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0.5	0	0.5	0	0	0	0	0	0.75	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5
4422456	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0	0.8	2	1.4	0	5.6	0.4	0	0	1.2	1.2	1	5.4	0.4	1.4	1.6	8.2	1	1.2	0.8	18.8	2	3.8	0	0	4.6	1	1.6	0	0	2	1.6	1.2	7	1.4	7.6	6.8	0.6	5.2	3.6	1.2	1	6.4	0	0.8	0	6.2	1.4	2.8	1.2	1.6
1076668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	2.25	0.5	0	0	0	0.5	0	0.5	0	0.5	0	0	0	0	0	0	0.5	4.5	0	2.25	0	0	0	0.5	0	5.25	0	1.75	1.25	2.75	0.5	0	0	0	0	0.75	0	0	0.5	4.25	6	1	0.5	0	0	0	0.75	1.25	0
4416015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66666666666667	0	0	0.666666666666667	0	0.666666666666667	0	0	1.33333333333333	0	0.666666666666667	0	0	0	0	0	0	0	0	1.66666666666667	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0.666666666666667	0	1.33333333333333	0	0	0
4332410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2.5	0	0	1.75	0	0	0.5	0.75	0	11.75	0	0	1.5	0	0.5	0	0	0	0.75	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	1.25	0	2	0	0	0	1	0
4477552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66666666666667	9	27.3333333333333	10	1.33333333333333	10.3333333333333	102	9.33333333333333	2	1.66666666666667	3.66666666666667	4	4.66666666666667	10	3	14.6666666666667	12.6666666666667	4.66666666666667	3	1	19.6666666666667	7.33333333333333	0	1	4	13.3333333333333	44.6666666666667	0.666666666666667	138	11.3333333333333	3	6	11.3333333333333	6.33333333333333	22.6666666666667	79.6666666666667	24.6666666666667	34.3333333333333	13.3333333333333	85	26.6666666666667	0	3	1.66666666666667	1.66666666666667	5.66666666666667	16.6666666666667	22	0	14
4376964	0	17.6	29.8	9.2	0	0	39.4	80.2	2.2	5.8	30.6	0	3.2	107.4	1.2	0	0	1.8	0.8	0	0	0	59.6	0.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4471251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333333333333	1.33333333333333	12.1666666666667	0.333333333333333	0	0	0.666666666666667	0.333333333333333	0.666666666666667	0	1.33333333333333	11.8333333333333	0	0.666666666666667	6.83333333333333	0	0	4.33333333333333	0	0.5	1.66666666666667	0	0	1	18.3333333333333	0.333333333333333	0.5	0	0	0	0	0	0.5	4.66666666666667	0	15.3333333333333	0	0	0.833333333333333	20.3333333333333	2.83333333333333	0	0.333333333333333	1.5	0	0.333333333333333	2.83333333333333	1.66666666666667	1	0.333333333333333
4447514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.66666666666667	1.33333333333333	9	0	1.66666666666667	0	0	0	0.666666666666667	8	8	1.66666666666667	64.6666666666667	0	0	0	0	0	0	0	0	0	1	0	2.66666666666667	0	0	0	0.666666666666667	0	0	2	9	0	0	0	0	0
4462083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	0.75	0	0	0.5	1.75	0	0.5	0.5	0	0	0	0	0	1.25	0	0.75	0	0.5	0.5	0.75	0	0	1.25	0	0.5	1.25	0.75	1.5	1.5	0.75	0	1	0	1.75	0	0.75	1.75	2	1.75	0	0	0.5	0.75	0	0	1.75	0	1
4478393	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	3	0	12	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4473883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	1.8	0.4	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.4	0	0.4	0	0.8
4447248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	9.5	0	0	0	0	2.25	0	6	0	2.5	0	0	2.5	0.75	0	2	0	0.5	0	0	0.5	0	0	0	0	0	2.25	0	3	1.25	0.5	2	0.5	0	0	0	0	1.25	0	1	0	0	0	0	0.75	0
859700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0
4353660	0.75	0	0	0.5	0	0	6.75	0	0	0	1	0	0	0	0	1.75	1	0	2	0	1.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4406302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	5.25	6.75	3.25	0	0.75	10.5	4.25	3.5	0	8	7.25	0.5	0	12.75	2	3.75	3.75	0.75	6.5	3	2.25	3.5	0	0	3.5	0	0.75	2.25	0.75	3.75	1.75	4	0	8.75	0	0.5	0	4	0	2.25	10.5	2.5	1	0	1.75	4.75	0
2647328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
4449244	0.714285714285714	0	0	0	0	0	0	0	3.85714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0.428571428571429	0	0	0	0	0	0	0	0.285714285714286	5.28571428571429	0	0.857142857142857	0	0.571428571428571	0	0	0	0	0	1.14285714285714	3.71428571428571	0	0.428571428571429	0	0	0.428571428571429	1.85714285714286	0	0	0	0.285714285714286	0.428571428571429	0.714285714285714	4.42857142857143	0	1.28571428571429	0	0	0	0.428571428571429	0.571428571428571	6.42857142857143	0	0	0	0	0	0.714285714285714	0
4426165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25	0	0	6.25	0	0	56.5	7	25.5	1.75	0	2.25	3.25	0	12.75	0	0	0	0	2.75	0	0	28.5	0	0	0	0	0	0	0.5	0	0	3	0	0.75	0	0	0	3.75	0	4.75	12	0	0	0	0	3.5	0
499378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	1	0.666666666666667	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0.666666666666667
4447353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0.666666666666667	0	1	1	0	0	0	1	0	0	0	0	2	0.666666666666667	0	0	0	0	2.66666666666667	0	0	0	7	0.666666666666667	0	0	0	0	0	0.666666666666667	2.33333333333333	8	0	1.66666666666667	4.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0
14157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.875	0	0.75	0	1.625	7.75	0.875	1.375	0	0	5.375	2.125	0	5.5	1.375	1.75	0.25	0	3.875	8.125	0.25	0.375	0.875	0	0	0	0	0	0	0.75	0	0.25	0	0.875	0	0	0	0.25	0	0.625	2.75	6.5	0	0	0	2	0
4445466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0.75	0.75	0.75	0	0.5	1.5	0.5	0.5	0	0.5	0	0.5	0	0	0.75	0.75	0	0	0	0	0	0	0	0.75	0	0
867184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6666666666667	0	0	0.666666666666667	1	0	0	0.666666666666667	1	0	0	0	2.33333333333333	0	0	0	0	0	0.666666666666667	1	1	10	0	0	1	1.33333333333333	0.666666666666667	0	5.33333333333333	9	0	0	1.33333333333333	0	0.666666666666667	1	0.666666666666667	3	0.666666666666667	0.666666666666667	1	0.666666666666667	0	11.6666666666667	2	8.66666666666667	0	0	15.3333333333333
4479603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25	2	4	0	0	8	0	1	3.75	0.75	13.25	0.5	0	0	0.75	0	0	1	0	0	0	0.75	0	0	0	0	0	0	2.75	0	0.5	0.75	0.75	0	0	0	0	0	0	0	1.25	0	0	0	0	1	2	0
4479602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	34.4	1	3	11	0	5	33	10.6	2.8	0.6	2.8	4.2	1	0	3.8	4.6	5.8	0.4	0	5.2	11.2	3.6	0.6	1.6	0	2.2	0	0.6	2.2	0	0	6.4	0.8	0.4	3	0	10	0	0.4	1.4	2.2	0	7.4	1.4	9.2	0	15.6	0
4388707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25	2.5	18.25	0	3.5	0	13.5	2.25	0	0	0	0	0	0	2.25	0	0.5	5.75	0	0	2	0	0	0	0	0	1.5	0	0	1.75	3.25	0	0	0	0	4.75	0	0	0	2.5	0.75	0	1.75	0	0	2	0
4455767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	7.5	7.75	8	1	2.25	8.5	6.25	0.5	8.75	1.25	7	0.5	2.25	6	1.5	5	1	2.25	36.25	11.25	3	0	0	2.75	10	8	4.25	5	1.5	3	2.75	1.25	2.75	10	2.75	5.75	2.25	0.75	2.75	4.5	31	1.25	0.75	0	3.5	17.75	1.25	3	5.25
3530697	0	9	1.66666666666667	1.33333333333333	7	0	15.6666666666667	0	0	1	0	0	1	2.66666666666667	0	1	2.66666666666667	0	0	1.33333333333333	0	0	0	13.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4399767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66666666666667	2.33333333333333	5	2	1.66666666666667	0.666666666666667	5.66666666666667	0	2.33333333333333	1.33333333333333	1.33333333333333	0	0.666666666666667	3	2.66666666666667	3	4.33333333333333	2	6.66666666666667	0.666666666666667	6.33333333333333	7.66666666666667	0	0	0	4.33333333333333	2.66666666666667	2	4.33333333333333	3.66666666666667	0	3.33333333333333	0	1.66666666666667	7	4.66666666666667	5.33333333333333	2	2	2.66666666666667	3.66666666666667	0	2.66666666666667	0	0.666666666666667	3	5.66666666666667	3.33333333333333	0	13
4442127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	11	4	22	21.6666666666667	0	2.66666666666667	18.6666666666667	9	20	1	17.3333333333333	0.666666666666667	3.33333333333333	0	0	5	9.66666666666667	18	3.66666666666667	5	15.6666666666667	1.66666666666667	9.66666666666667	2	1.66666666666667	36	0	2.66666666666667	3.66666666666667	2	14.3333333333333	14	6.33333333333333	1	3.66666666666667	0.666666666666667	3.66666666666667	2	5.66666666666667	5	35	11.3333333333333	17.6666666666667	0.666666666666667	0	7	12.6666666666667	1.33333333333333
4397500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.8	0	3.4	0	0	0	5.6	1.8	0	5.6	0	0	0	2.2	1.4	0	0	2.6	2.2	0.6	0	0	0	0	0	0.8	0.6	0	1.4	0	9	0.6	0	0	0	0	0	0	0	14.4	0	4.6	0	0	0	7.6	0	0	0
4470246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2.6	6.8	4.2	0	4.6	0.8	4.2	0	1.4	0	7	2.8	0.4	6.8	0	0	14	3.4	0	9	19.6	0.4	0	11.8	19.2	0.4	0	6.2	0.4	0	0.6	0	1.8	13	9.2	75.2	2.4	1.4	19.2	0.6	0	3.6	20.8	9.2	0.4	1	0
4479373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	45.25	45.75	37.75	34.25	24.75	13	41	0.75	19	19.25	6	6	35.25	22.25	25.75	54	20.25	34	51.25	29.75	53.25	11.75	4	4	32	90.75	68.25	26.25	73.75	40.75	49.75	72.75	55	29	22	118.5	27.5	105.25	40.25	64.5	79	41.75	3.5	7	9	29	89.75	82.25	10.25	131
4450711	0	0.4	2.4	0.4	0	0	0	0	0.6	1.2	3.6	0	0	0	4	1.2	4.2	0	0.6	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4459671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16.6666666666667	11.3333333333333	0	9	8.66666666666667	8.33333333333333	8	0	13.6666666666667	13	0	0	19.3333333333333	4.66666666666667	1.66666666666667	0	0.666666666666667	1	10	10.3333333333333	0	0	0	10.3333333333333	0	0	0.666666666666667	0	0	5.66666666666667	1	0	8.66666666666667	0	3.33333333333333	0	0	0	1.66666666666667	14.6666666666667	11	2	0	0	12.3333333333333	0
4460507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3.66666666666667	14.3333333333333	0	0	0	4.66666666666667	0	0	0	0	4.33333333333333	0	0	0	3.66666666666667	0.666666666666667	0	1	0	0	0	0	0	0	0	3	2.66666666666667	0.666666666666667	0	0	0	0	0	0	0	0	16	0.666666666666667	0	0	0	3	0
4460509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3.33333333333333	16	0	0	0	6.33333333333333	0	1	0	0	3.66666666666667	0	0	0	2.66666666666667	0	0	1.66666666666667	0	0	0	0	0	0	0	2	5.66666666666667	0	0	0	0	0	0	0	0	0	13.6666666666667	1.33333333333333	0	0	0	3.33333333333333	0
4459265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2	0	4	0	12.4	0.8	1.2	2	0	6.4	0	2.2	0	0	2.8	0	0	0	4	0	0	0	0	0	0	0	0	0	0.8	3.2	5.2	2.8	0	12.2	0	0	0	0.6	0	0.6	0	0	0	0	0	0	0
4438166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0.75	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0.75	0	1.75
4439766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	1	3.5	0	0	1.5	11.5	0	1	4	0	5	0	10.75	0	0	3.5	8	0	0	12.75	0	30.5	0	2.25	2.25	0	0	0.5	1.5	0	21	5	2.25	0	0	0	0	0	5.75	1.75	8	2	3.75	0	0	0	36.25	0.75
4473129	0	0	0	0	0.333333333333333	0	0	0	0	0.833333333333333	0	0	1	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	110.666666666667	11.5	14.1666666666667	32	10	0	6.16666666666667	2.66666666666667	52	43.8333333333333	12	3.66666666666667	36.5	3	62.6666666666667	116.833333333333	6.33333333333333	35.3333333333333	22.3333333333333	7	20.6666666666667	12.5	0	10.5	72.3333333333333	12.8333333333333	5	11	4.5	4.5	28.3333333333333	206.833333333333	19.5	27.3333333333333	43	20.8333333333333	4.83333333333333	191.333333333333	0	32.8333333333333	73.1666666666667	102.666666666667	8.5	9.5	0.5	0.833333333333333	17	58	28.6666666666667	0.666666666666667
4457085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16.5	0	4.5	0	0	1	0	0	2	14.5	0	0	0	2	1	13.5	0	0	0	0	4.5	0	19	0	0	0	0	9.5	0	0	0	0
