Genus	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae|Incertae Sedis	0	0	0	0	0	0	1.72830971310059	0.356294536817102	0.0672947510094213	0.100806451612903	1.04766893661603	1.94690265486726	0.137362637362637	0	0	0.08302200083022	0.506212609295904	0.100857286938981
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae|TM7x	0	0	0	0	0	0	1.62461113031455	0	0.269179004037685	0	0.104766893661603	0	0.274725274725275	0	0.694042799305957	0.16604400166044	0.552231937413714	4.08472012102874
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia	0	0	0	0	0	0	0	0	0	0	0	0	0.274725274725275	0	0.115673799884326	0	0.736309249884952	0.100857286938981
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Neisseriaceae|Eikenella	0	0	0	0	0	0	0.276529554096094	0	0.0672947510094213	0	0	0	0.206043956043956	0.157977883096367	0.173510699826489	0.04151100041511	0.230096640589047	0
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Neisseriaceae|Kingella	0	0	0	0	0	0	0.553059108192188	0	0	0	0	0	0	0.105318588730911	0	0	0.0460193281178095	0
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Neisseriaceae|Neisseria	0	0	0	0	0	0	0	0.356294536817102	0	0.100806451612903	0	0.353982300884956	2.60989010989011	5.58188520273828	9.19606709080393	5.8115400581154	7.91532443626323	4.68986384266263
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Neisseriaceae|Unassigned	0	0	0	0	0	0	0.0345661942620118	0	0	0.100806451612903	0	0	0	0	0	0	0.138057984353428	0.0504286434694907
Bacteria|Pseudomonadota|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae|Cardiobacterium	0	0	0	0	0	0	0.20739716557207	0.118764845605701	0	0	0.0523834468308015	0.176991150442478	0.343406593406593	0.157977883096367	0.0578368999421631	0	0	0.151285930408472
Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pasteurellaceae|Aggregatibacter	0	0	0	0	0	0	0	0	0	0.504032258064516	0	0	0	0	0	0	0	0
Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pasteurellaceae|Haemophilus	0	0	0	0	0	0	0.345661942620118	0	0	0	0	0.176991150442478	0.755494505494506	3.63349131121643	0.867553499132447	8.13615608136156	2.66912103083295	1.56328794755421
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema	0.092678405931418	0	0	0	0	0	5.77255444175596	0.237529691211401	4.37415881561238	1.10887096774194	4.55735987427973	3.00884955752212	6.31868131868132	0.0526592943654555	0.289184499710816	0.04151100041511	0.184077312471238	0.252143217347453
Bacteria|Synergistota|Synergistia|Synergistales|Synergistaceae|Fretibacterium	0	0	0	0	0	0	3.35292084341514	0.831353919239905	9.62314939434724	0.201612903225806	6.23363017286537	2.65486725663717	1.64835164835165	0	0.115673799884326	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfobulbia|Desulfobulbales|Desulfobulbaceae|Desulfobulbus	0	0	0	0	0	0	8.84894573107501	1.42517814726841	4.64333781965007	0.604838709677419	6.23363017286537	3.71681415929204	0.274725274725275	0	0	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|Bilophila	0	0	0	1.03626943005181	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0.530973451327434	0	0	0	0	0	0
Bacteria|Verrucomicrobiota|Verrucomicrobiia|Verrucomicrobiales|Akkermansiaceae|Akkermansia	6.39481000926784	0	0	0	1.66666666666667	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
