"","feces1","feces2","feces3","feces4","feces5","feces6","saliva1","saliva2","saliva3","saliva4","saliva5","saliva6","plaque1","plaque2","plaque3","plaque4","plaque5","plaque6"
"ASV3241",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"ASV3242",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"ASV3243",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV3244",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV3245",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV3246",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV3247",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3248",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3249",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3250",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3251",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3252",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3253",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3254",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3255",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3256",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3257",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV3258",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV3259",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV3260",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV3261",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV3262",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV3263",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3264",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3265",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3266",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3267",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3268",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3269",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3270",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV3271",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3272",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3273",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3274",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3275",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3276",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3277",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3278",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV3279",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3280",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3281",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3282",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3283",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3284",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3285",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3286",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3287",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV3288",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV3289",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV3290",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV3291",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV3292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV3300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV3301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV3302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV3303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV3304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV3314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV3323",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3324",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3325",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3326",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3327",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3328",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3329",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3330",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3331",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3332",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3333",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3334",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3335",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3336",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3337",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3338",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3339",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3340",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3341",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3342",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3343",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3344",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3345",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3346",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3347",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3348",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3349",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3350",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3351",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3352",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3353",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3354",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3355",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3356",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3357",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3358",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3359",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3360",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3361",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3362",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3363",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3364",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3365",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3366",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3367",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3368",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3369",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3370",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3371",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3372",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3373",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3374",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3375",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3376",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3377",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3378",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3379",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3380",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV3381",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"ASV3382",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"ASV3383",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3384",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3385",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3386",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3387",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3388",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3389",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3390",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3391",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3392",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV3393",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV3394",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV3395",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3396",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3397",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3398",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3399",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3400",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3401",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV3402",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3403",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3404",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3405",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3406",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3407",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3408",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3409",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV3410",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0
"ASV3411",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3412",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0
"ASV3413",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3414",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3415",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3416",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3417",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3418",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3419",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV3420",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3421",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3422",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3423",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3424",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3425",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3426",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV3427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ASV3428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ASV3429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ASV3430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ASV3431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ASV3432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ASV3433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
"ASV3442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ASV3447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV3457",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3458",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3459",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3460",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3461",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3462",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3463",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3464",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3465",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3466",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3467",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3468",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3469",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3470",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3471",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3472",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3473",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3474",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3475",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3476",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3477",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3478",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3479",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3480",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3481",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3482",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3483",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3484",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3485",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3486",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV3487",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV3488",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV3489",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV3490",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV3491",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV3492",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3493",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3494",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3495",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3496",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3497",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3498",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3499",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3500",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3501",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3502",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV3503",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV3504",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV3505",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV3506",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV3507",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV3508",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV3509",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV3510",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV3511",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV3512",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV3513",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3514",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3515",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3516",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3517",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3518",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3519",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV3520",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3521",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3522",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3523",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
"ASV3524",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3525",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3526",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3527",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3528",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3529",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3530",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3531",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3532",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV3533",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3534",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3535",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3536",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3537",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3538",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3539",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3540",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3541",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3542",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3543",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV3544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV3545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV3546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV3547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV3548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV3549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV3550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ASV3551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ASV3552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ASV3553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ASV3554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ASV3555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV3563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
