#OTUID	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_1323	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_961	1	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1017	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1129	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1369	0	0	0	0	0	0	0	0	1	0	0	0	12	1	8	0	15	0
ASV_1410	0	0	0	0	0	0	10	8	0	0	4	9	0	0	0	2	0	3
ASV_1476	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1054	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1104	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1181	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1237	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1282	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1495	0	0	0	0	0	0	3	1	0	5	0	0	0	19	0	0	0	2
ASV_1497	0	0	0	0	0	0	1	0	0	0	0	0	16	0	4	8	2	0
ASV_1213	0	0	0	0	0	0	0	0	0	14	0	2	0	9	2	0	0	0
ASV_1069	0	0	0	0	0	0	0	0	7	0	0	0	20	0	0	0	0	0
ASV_1250	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	6	15	0
ASV_1306	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0
ASV_1451	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	38	0	0
ASV_958	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1081	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1386	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1445	0	0	0	0	0	0	0	0	0	12	0	0	0	18	0	0	1	0
ASV_1192	0	0	0	0	0	0	5	5	0	0	8	0	0	0	4	0	0	4
ASV_1512	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0
ASV_1527	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	38	0
ASV_1342	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	1	6
ASV_1405	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1477	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_817	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1253	0	0	0	0	0	0	0	2	0	13	0	0	1	4	1	0	0	0
ASV_1257	0	0	0	0	0	0	0	5	0	5	0	0	0	18	0	0	0	0
ASV_1382	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1051	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1131	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1189	0	0	0	0	0	0	0	9	1	0	0	0	6	0	2	5	2	5
ASV_1228	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1247	0	0	0	0	0	0	3	1	8	1	1	0	0	0	0	0	0	0
ASV_942	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1480	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1178	0	7	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1242	0	0	0	0	0	0	1	0	0	0	0	6	2	11	0	2	1	8
ASV_1142	0	0	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0
ASV_1223	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1176	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1047	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1056	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3
ASV_1102	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1310	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	15	1	3
ASV_984	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_989	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1358	0	0	0	0	0	0	0	0	0	0	15	1	4	5	9	1	1	0
ASV_1499	0	0	0	0	0	0	9	1	0	0	0	4	0	0	2	3	2	3
ASV_1119	0	0	0	0	0	0	0	12	0	0	0	6	3	0	0	7	0	3
ASV_1127	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1256	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
ASV_1314	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1162	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0
ASV_1174	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1320	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1511	0	0	0	0	0	0	0	10	0	0	2	0	5	0	6	0	0	1
ASV_986	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1366	0	0	0	0	0	0	0	0	0	10	0	2	0	4	1	7	0	0
ASV_1523	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	3	24	4
ASV_993	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1045	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1345	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
ASV_1354	0	0	0	0	0	0	1	0	0	0	11	3	0	0	1	8	0	2
ASV_1068	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV_1079	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1103	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1258	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	0
ASV_1268	1	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1053	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1187	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	0
ASV_1425	0	0	0	0	0	0	13	2	0	0	1	2	0	0	0	0	0	8
ASV_1023	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1225	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1238	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0
ASV_1370	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	19	0	0
ASV_1175	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1200	0	0	0	0	0	0	0	0	0	2	0	2	2	7	0	4	2	5
ASV_1218	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1244	0	0	0	0	0	0	9	0	0	5	0	1	1	2	0	0	5	0
ASV_1415	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	2
ASV_964	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1271	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	14	0
ASV_1392	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1186	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1322	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1329	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	9	16	0
ASV_1503	0	0	0	0	0	0	0	8	0	0	0	17	0	0	0	0	0	0
ASV_956	0	0	0	0	0	0	0	0	0	13	0	0	1	4	0	1	0	0
ASV_1173	4	0	0	0	0	0	2	0	0	2	0	0	2	0	0	2	1	0
ASV_1286	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1172	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1266	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1273	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1357	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16
ASV_1399	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1403	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_911	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1281	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1304	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0
ASV_1156	0	0	0	0	0	0	0	1	2	0	0	0	10	0	0	1	0	0
ASV_1188	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1224	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_939	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1049	0	1	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1138	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1179	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1182	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1231	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1252	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	2
ASV_1371	0	0	0	0	0	0	1	1	0	0	0	14	0	0	0	4	1	0
ASV_1420	0	0	0	0	0	0	6	0	0	0	0	9	0	0	1	0	0	6
ASV_1395	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1144	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	9	1	0
ASV_1270	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1284	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1350	0	0	0	0	0	0	5	7	0	0	5	3	0	0	0	1	0	0
ASV_1479	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1205	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	18	1	3
ASV_1325	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1338	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
ASV_1149	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	1
ASV_1219	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1326	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1365	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1414	0	0	0	0	0	0	6	2	0	2	0	2	0	1	0	0	0	2
ASV_926	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_1177	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	16	0
ASV_1234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1241	0	0	0	0	0	0	4	0	4	0	0	2	4	0	0	0	0	0
ASV_1249	0	0	0	0	0	0	0	4	0	4	0	0	0	3	1	0	0	11
ASV_1355	0	0	0	0	0	0	3	0	0	0	0	0	5	0	15	0	0	0
ASV_1379	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1398	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1505	0	0	0	0	0	0	0	4	0	4	0	1	0	2	0	4	0	0
ASV_1077	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1099	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1262	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0
ASV_1291	0	0	0	0	0	0	0	1	1	0	3	0	5	0	3	0	0	9
ASV_1396	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1488	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
ASV_1508	0	0	0	0	0	0	0	10	0	3	0	0	0	6	0	0	0	0
ASV_1514	0	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0
ASV_1493	0	0	0	0	0	0	4	7	0	0	0	0	1	0	0	0	0	0
ASV_1207	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV_1236	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1288	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV_1393	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1428	0	0	0	0	0	0	4	7	0	0	2	1	2	0	1	0	0	3
ASV_1463	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1272	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1290	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_1293	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	1	7
ASV_1378	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1486	0	0	0	0	0	0	3	11	1	0	0	0	1	0	1	0	0	1
ASV_1321	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1427	0	0	0	0	0	0	1	0	1	0	0	1	7	0	0	6	0	0
ASV_1522	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0
ASV_1147	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_1388	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1043	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1216	3	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1227	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1375	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1438	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_1439	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV_1359	0	0	0	0	0	0	0	9	1	0	0	1	1	0	3	0	0	3
ASV_1436	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV_1437	0	0	0	0	0	0	1	0	1	4	0	1	1	3	0	1	1	0
ASV_1454	3	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1456	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1494	0	0	0	0	0	0	3	0	1	0	0	4	1	0	1	0	2	0
ASV_1303	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1
ASV_1328	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1088	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1226	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1311	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1368	0	0	0	0	0	0	0	0	1	4	0	7	0	1	2	6	2	1
ASV_1248	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_1387	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1422	0	0	0	0	0	0	1	1	0	0	0	1	5	0	3	9	0	2
ASV_1203	0	0	0	0	0	0	12	0	0	0	2	3	0	0	0	0	0	0
ASV_1278	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1316	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1319	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1408	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	1	5	1
ASV_1421	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_1430	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV_1406	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1483	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1283	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1467	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	2	2
ASV_1485	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1128	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1313	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1346	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0
ASV_1107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1171	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1383	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1455	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1274	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1404	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1423	0	0	0	0	0	0	0	11	0	0	0	2	1	0	1	0	0	0
ASV_1466	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1220	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1317	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1265	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1089	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1245	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV_1473	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1504	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_1394	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1275	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1411	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7	1	0
ASV_1444	0	0	0	0	0	0	0	0	0	13	0	1	0	1	0	0	0	0
ASV_1478	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1462	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1332	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1377	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1402	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1276	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	13
ASV_1472	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1389	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1324	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1347	0	0	0	0	0	0	0	8	0	0	1	0	0	0	1	0	0	0
ASV_1435	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_1460	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1501	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0
ASV_1385	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1279	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1484	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1457	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1491	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
ASV_1208	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_1336	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1397	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1474	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1416	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_1458	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1211	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
ASV_1465	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
