OTUID	All	feces	plaque	saliva
ASV_441	0.034683	0.1040476	0.0000000	0.0000000
ASV_568	0.062156	0.00000000	0.10136247	0.08510565
ASV_318	0.015965	0.04789423	0.00000000	0.00000000
ASV_424	0.026939	0.08081705	0.00000000	0.00000000
ASV_375	0.027459	0.08237789	0.00000000	0.00000000
ASV_394	0.075679	0.00000000	0.08695135	0.14008701
ASV_597	0.018461	0.05538208	0.00000000	0.00000000
ASV_359	0.062078	0.00000000	0.14109162	0.04514235
ASV_528	0.015754	0.04726266	0.00000000	0.00000000
ASV_558	0.015809	0.04742655	0.00000000	0.00000000
ASV_1202	0.080539	0.0000000	0.0789537	0.1626625
ASV_397	0.033808	0.00000000	0.04973358	0.05169022
ASV_420	0.044508	0.0008967034	0.0422590002	0.0903674889
ASV_461	0.046028	0.1380853	0.0000000	0.0000000
ASV_789	0.070794	0.00000000	0.01957071	0.19281180
ASV_897	0.069947	0.00000000	0.14019045	0.06965145
ASV_457	0.031411	0.09423173	0.00000000	0.00000000
ASV_515	0.079337	0.0007340204	0.0101442807	0.2271323629
ASV_511	0.075362	0.002489606	0.053872511	0.169723132
ASV_419	0.078623	0.0000000000	0.0006777685	0.2351910725
ASV_563	0.057016	0.00000000	0.09516491	0.07588323
ASV_626	0.05088	0.00000000	0.02493952	0.12770152
ASV_379	0.036257	0.1087702	0.0000000	0.0000000
ASV_432	0.014412	0.04323666	0.00000000	0.00000000
ASV_666	0.068949	0.00000000	0.15563058	0.05121769
ASV_414	0.061165	0.001483953	0.125558152	0.056451733
ASV_393	0.058495	0.00000000	0.16132825	0.01415572
ASV_630	0.080864	0.0006276032	0.0036572220	0.2383058418
ASV_829	0.02043	0.06129099	0.00000000	0.00000000
ASV_668	0.055569	0.000000000	0.162076518	0.004631653
ASV_712	0.08657	0.001178542	0.005072956	0.253458961
ASV_438	0.056019	0.00000000	0.14009765	0.02795845
ASV_557	0.016125	0.04837355	0.00000000	0.00000000
ASV_596	0.025332	0.07599702	0.00000000	0.00000000
ASV_871	0.06677	0.0005327509	0.0270845182	0.1726936789
ASV_403	0.085921	0.0000000000	0.0005132469	0.2572510147
ASV_481	0.022758	0.06827467	0.00000000	0.00000000
ASV_536	0.014707	0.0441219	0.0000000	0.0000000
ASV_653	0.058832	0.0001816313	0.0566509062	0.1196641793
ASV_898	0.056409	0.00000000	0.10392425	0.06530301
ASV_501	0.079279	0.0000000	0.0300599	0.2077773
ASV_507	0.06687	0.00000000	0.12892164	0.07168938
ASV_1002	0.057121	0.00000000	0.08814882	0.08321387
ASV_1447	0.077142	0.000000000	0.009062326	0.222363244
ASV_402	0.07623	0.00000000	0.03513459	0.19355687
ASV_407	0.070152	0.00000000	0.09703486	0.11342037
ASV_837	0.069539	0.00000000	0.02543396	0.18318274
ASV_1151	0.071956	0.00000000	0.16024201	0.05562536
ASV_360	0.013945	0.041219620	0.000000000	0.000616827
ASV_472	0.07463	0.00000000	0.01164838	0.21224290
ASV_487	0.014291	0.04287228	0.00000000	0.00000000
ASV_462	0.014311	0.04293318	0.00000000	0.00000000
ASV_348	0.024762	0.07428719	0.00000000	0.00000000
ASV_514	0.069084	0.00000000	0.01313232	0.19411996
ASV_721	0.042334	0.1270027	0.0000000	0.0000000
ASV_783	0.074543	0.003283691	0.017843077	0.202503121
ASV_539	0.073164	0.00000000	0.05122752	0.16826319
ASV_648	0.082785	0.0001052620	0.0008238211	0.2474269817
ASV_406	0.023878	0.0716351	0.0000000	0.0000000
ASV_611	0.065587	0.00000000	0.08140375	0.11535792
ASV_395	0.053734	0.00000000	0.10599235	0.05521097
ASV_428	0.021737	0.06520954	0.00000000	0.00000000
ASV_643	0.076726	0.00000000	0.01229532	0.21788376
ASV_716	0.068717	0.00000000	0.18980516	0.01634497
ASV_532	0.039297	0.00000000	0.09239838	0.02549185
ASV_624	0.058128	0.00000000	0.10927954	0.06510297
ASV_931	0.078005	0.000000000	0.006916523	0.227098950
ASV_740	0.066887	0.01015803	0.01944232	0.17106155
ASV_497	0.023854	0.07156272	0.00000000	0.00000000
ASV_416	0.059898	0.00000000	0.14038666	0.03930765
ASV_509	0.04874	0.000000000	0.139832343	0.006386784
ASV_498	0.023733	0.07119946	0.00000000	0.00000000
ASV_381	0.023401	0.07020399	0.00000000	0.00000000
ASV_450	0.013011	0.03903392	0.00000000	0.00000000
ASV_714	0.057411	0.00000000	0.14223232	0.02999961
ASV_693	0.024084	0.07225275	0.00000000	0.00000000
ASV_791	0.064995	0.00000000	0.03069257	0.16429325
ASV_1092	0.061977	0.00000000	0.06213009	0.12379943
ASV_1391	0.093465	0.2803958	0.0000000	0.0000000
ASV_510	0.077567	9.757088e-05	1.843100e-03	2.307616e-01
ASV_554	0.055426	0.00000000	0.07174200	0.09453548
ASV_724	0.031607	0.09482202	0.00000000	0.00000000
ASV_715	0.068011	0.0002927126	0.0100425049	0.1936974142
ASV_1093	0.046795	0.00000000	0.13023659	0.01014794
ASV_486	0.049526	0.00000000	0.10933327	0.03924585
ASV_850	0.068948	0.00000000	0.04770267	0.15914276
ASV_969	0.067954	0.00000000	0.01985806	0.18400531
ASV_452	0.040314	0.00000000	0.03915153	0.08178916
ASV_757	0.05849	0.001808837	0.088268036	0.085392245
ASV_329	0.026059	0.00000000	0.05038196	0.02779507
ASV_480	0.033288	0.09986485	0.00000000	0.00000000
ASV_531	0.049477	0.00000000	0.10346392	0.04496563
ASV_649	0.052356	0.00000000	0.09141857	0.06564944
ASV_475	0.015434	0.04630229	0.00000000	0.00000000
ASV_902	0.060455	0.0000000	0.0837193	0.0976458
ASV_1096	0.066904	0.0000000	0.1322443	0.0684678
ASV_435	0.042356	0.0000000000	0.1263793847	0.0006871435
ASV_719	0.056244	0.00000000	0.01587686	0.15285365
ASV_1141	0.013519	0.0405578	0.0000000	0.0000000
ASV_636	0.04949	0.00000000	0.09337868	0.05509110
ASV_749	0.071317	0.00000000	0.05851015	0.15544041
ASV_1307	0.077034	0.00000000	0.03443922	0.19666318
ASV_434	0.047059	0.00000000	0.09251540	0.04866022
ASV_1004	0.036724	0.00000000	0.05538844	0.05478425
ASV_296	0.013381	0.0398033944	0.0003388843	0.0000000000
ASV_518	0.046168	0.1385034	0.0000000	0.0000000
ASV_635	0.05396	0.00000000	0.13417747	0.02770375
ASV_770	0.067443	0.00000000	0.01975539	0.18257341
ASV_602	0.052921	0.00000000	0.07256327	0.08619923
ASV_677	0.052642	0.0000000	0.1274872	0.0304400
ASV_699	0.05806	0.00000000	0.02893514	0.14524590
ASV_811	0.045258	0.00000000	0.03672594	0.09904736
ASV_639	0.060875	0.000000000	0.173990700	0.008635579
ASV_651	0.065023	0.00000000	0.13326887	0.06180114
ASV_708	0.018817	0.05645208	0.00000000	0.00000000
ASV_591	0.037519	0.1125571	0.0000000	0.0000000
ASV_742	0.061789	0.002427887	0.007844554	0.175093650
ASV_878	0.05303	0.00000000	0.06806711	0.09102307
ASV_566	0.039547	0.0000000	0.1186422	0.0000000
ASV_1240	0.064169	0.00000000	0.06168491	0.13082301
ASV_455	0.047366	0.00000000	0.11421936	0.02787743
ASV_1024	0.013279	0.03983553	0.00000000	0.00000000
ASV_763	0.040459	0.00000000	0.04807855	0.07329792
ASV_637	0.04818	0.00000000	0.09575340	0.04878704
ASV_417	0.01521	0.04562965	0.00000000	0.00000000
ASV_538	0.01169	0.03506856	0.00000000	0.00000000
ASV_608	0.023665	0.07099569	0.00000000	0.00000000
ASV_623	0.047674	0.00000000	0.11263059	0.03039016
ASV_547	0.017642	0.05292486	0.00000000	0.00000000
ASV_541	0.046191	0.00000000	0.10493518	0.03363812
ASV_571	0.012622	0.03786465	0.00000000	0.00000000
ASV_586	0.054762	0.00000000	0.05488013	0.10940638
ASV_689	0.06784	0.00000000	0.12495232	0.07856688
ASV_687	0.051882	0.00000000	0.02451376	0.13113260
ASV_709	0.03633	0.1089901	0.0000000	0.0000000
ASV_713	0.043833	0.0001674453	0.1027509618	0.0285807188
ASV_814	0.060555	0.0000000	0.0000000	0.1816648
ASV_974	0.052694	0.00000000	0.08602614	0.07205548
ASV_750	0.065977	0.0000000	0.1420017	0.0559301
ASV_505	0.011828	0.03548363	0.00000000	0.00000000
ASV_592	0.016422	0.04926647	0.00000000	0.00000000
ASV_826	0.058805	0.00000000	0.07813805	0.09827777
ASV_605	0.030669	0.09200743	0.00000000	0.00000000
ASV_1163	0.047421	0.0008217415	0.0325621107	0.1088777755
ASV_807	0.047871	0.00000000	0.06237656	0.08123696
ASV_647	0.045102	0.0001951418	0.0565480013	0.0785621666
ASV_683	0.022321	0.0666196640	0.0003424916	0.0000000000
ASV_744	0.04348	0.00000000	0.09247728	0.03796271
ASV_411	0.012007	0.03602013	0.00000000	0.00000000
ASV_781	0.011193	0.03357787	0.00000000	0.00000000
ASV_1161	0.058596	0.00000000	0.06039035	0.11539671
ASV_698	0.045647	0.00000000	0.11467402	0.02226549
ASV_745	0.058315	0.00000000	0.08467783	0.09026589
ASV_458	0.011202	0.03360562	0.00000000	0.00000000
ASV_764	0.04619	0.0001951418	0.0280012568	0.1103741638
ASV_797	0.020884	0.059816478	0.002836541	0.000000000
ASV_453	0.018084	0.05425227	0.00000000	0.00000000
ASV_386	0.010515	0.03154616	0.00000000	0.00000000
ASV_1353	0.044051	0.002103693	0.069796950	0.060251859
ASV_697	0.051299	0.00000000	0.13255835	0.02133754
ASV_851	0.042751	0.000105262	0.074524646	0.053621885
ASV_523	0.052191	0.00000000	0.06131344	0.09526000
ASV_1008	0.064424	0.00000000	0.03737319	0.15589900
ASV_427	0.011266	0.03379763	0.00000000	0.00000000
ASV_654	0.027161	0.00000000	0.04583446	0.03564879
ASV_975	0.058756	0.00000000	0.10595275	0.07031379
ASV_1418	0.061031	0.0004020526	0.0539322599	0.1287576432
ASV_474	0.013836	0.04150653	0.00000000	0.00000000
ASV_431	0.011919	0.0357572	0.0000000	0.0000000
ASV_446	0.035564	0.000000	0.106691	0.000000
ASV_575	0.05191	9.893017e-05	5.188258e-02	1.037498e-01
ASV_692	0.057594	0.00128388	0.02539008	0.14610662
ASV_727	0.019195	0.05758461	0.00000000	0.00000000
ASV_1034	0.038752	0.00000000	0.05428252	0.06197355
ASV_701	0.035733	0.0000000	0.1071999	0.0000000
ASV_769	0.045232	0.00000000	0.11459599	0.02109952
ASV_995	0.034245	0.00000000	0.06598491	0.03675011
ASV_1097	0.061067	0.00000000	0.14884517	0.03435718
ASV_389	0.015618	0.0463134802	0.0000000000	0.0005406691
ASV_513	0.035231	0.0000000	0.1056924	0.0000000
ASV_612	0.035204	0.000000	0.105613	0.000000
ASV_1337	0.058578	0.0008676415	0.0336825648	0.1411833647
ASV_1235	0.01102	0.03306053	0.00000000	0.00000000
ASV_1001	0.062825	0.000000000	0.001355537	0.187119733
ASV_328	0.010801	0.03240228	0.00000000	0.00000000
ASV_552	0.012167	0.03650207	0.00000000	0.00000000
ASV_617	0.055922	0.00000000	0.03664038	0.13112523
ASV_782	0.058421	0.002437530	0.004589699	0.168236036
ASV_599	0.034602	0.0006559752	0.0327948562	0.0703562452
ASV_1352	0.03659	0.00000000	0.09543590	0.01433283
ASV_527	0.02086	0.06257938	0.00000000	0.00000000
ASV_886	0.048432	0.00000000	0.08676388	0.05853195
ASV_970	0.041616	0.00000000	0.07535048	0.04949796
ASV_994	0.052875	0.002374324	0.006209177	0.150042183
ASV_664	0.049534	0.0005667793	0.0598536705	0.0881824914
ASV_735	0.036904	0.00000000	0.09350020	0.01721274
ASV_804	0.065137	0.0002868933	0.0000000000	0.1951238646
ASV_1261	0.064529	0.0000000	0.0000000	0.1935856
ASV_1292	0.050482	0.000000000	0.009263955	0.142182114
ASV_795	0.016324	0.0489734	0.0000000	0.0000000
ASV_952	0.056984	0.00000000	0.11568625	0.05526569
ASV_502	0.037159	0.00000000	0.08927221	0.02220368
ASV_906	0.028869	0.00000000	0.04249894	0.04410941
ASV_1301	0.049202	0.00000000	0.06050008	0.08710678
ASV_525	0.029717	0.08915149	0.00000000	0.00000000
ASV_914	0.031423	0.09426889	0.00000000	0.00000000
ASV_916	0.014991	0.04497198	0.00000000	0.00000000
ASV_484	0.033325	0.00000000	0.09997446	0.00000000
ASV_459	0.011271	0.03381409	0.00000000	0.00000000
ASV_751	0.040364	0.1210914	0.0000000	0.0000000
ASV_772	0.030115	0.00000000	0.07487528	0.01547030
ASV_1190	0.042158	0.0004147163	0.0756238911	0.0504358913
ASV_1196	0.049605	0.00000000	0.04438719	0.10442891
ASV_516	0.038361	0.000000000	0.113330832	0.001753279
ASV_581	0.013339	0.04001578	0.00000000	0.00000000
ASV_464	0.038791	0.000000000	0.108641281	0.007730619
ASV_640	0.012551	0.03765354	0.00000000	0.00000000
ASV_663	0.009689	0.02906561	0.00000000	0.00000000
ASV_671	0.037076	0.1112288	0.0000000	0.0000000
ASV_696	0.03712	0.000000000	0.105043028	0.006318462
ASV_614	0.034599	0.000000000	0.099177071	0.004620296
ASV_903	0.042743	0.00000000	0.08140716	0.04682199
ASV_1246	0.05264	0.00000000	0.03610882	0.12181209
ASV_1500	0.04811	0.00000000	0.06227082	0.08205974
ASV_869	0.032347	0.0003632625	0.0668194751	0.0298570905
ASV_573	0.012689	0.03806711	0.00000000	0.00000000
ASV_489	0.011307	0.03391982	0.00000000	0.00000000
ASV_572	0.010821	0.03246189	0.00000000	0.00000000
ASV_736	0.023512	0.00000000	0.02735108	0.04318418
ASV_704	0.013789	0.0406828761	0.0006849831	0.0000000000
ASV_1229	0.03759	0.012378736	0.005761032	0.094630312
ASV_567	0.039834	0.00000000	0.08084008	0.03866136
ASV_859	0.041483	0.0000000	0.1135659	0.0108816
ASV_711	0.015634	0.04690341	0.00000000	0.00000000
ASV_884	0.041404	0.00000000	0.05675685	0.06745455
ASV_490	0.037413	0.1122376	0.0000000	0.0000000
ASV_582	0.014124	0.04237109	0.00000000	0.00000000
ASV_1498	0.039256	0.00000000	0.05417851	0.06358916
ASV_579	0.039606	0.010122393	0.003079481	0.105615715
ASV_725	0.035549	0.1066481	0.0000000	0.0000000
ASV_741	0.023815	0.07144527	0.00000000	0.00000000
ASV_790	0.017804	0.00000000	0.04069745	0.01271481
ASV_1348	0.043518	0.00000000	0.05837423	0.07217992
ASV_895	0.046157	0.003253439	0.019817186	0.115400654
ASV_506	0.035988	0.00000000	0.07227995	0.03568416
ASV_747	0.039087	0.00000000	0.06129215	0.05596979
ASV_488	0.015461	0.04638234	0.00000000	0.00000000
ASV_1139	0.016894	0.05068262	0.00000000	0.00000000
ASV_932	0.060046	0.0000000	0.0000000	0.1801368
ASV_533	0.031841	0.000000000	0.090482097	0.005041973
ASV_684	0.032126	0.00000000	0.06990356	0.02647527
ASV_808	0.036492	0.00000000	0.06808659	0.04138900
ASV_729	0.00931	0.0279313	0.0000000	0.0000000
ASV_999	0.044175	0.00000000	0.04202855	0.09049536
ASV_560	0.03127	0.000000000	0.090666069	0.003144531
ASV_585	0.00897	0.02690901	0.00000000	0.00000000
ASV_600	0.035055	0.00000000	0.07120197	0.03396267
ASV_629	0.012829	0.03848799	0.00000000	0.00000000
ASV_1251	0.042059	0.00000000	0.06272271	0.06345283
ASV_477	0.013909	0.000000000	0.036333446	0.005392824
ASV_577	0.017085	0.00000000	0.03281777	0.01843819
ASV_1065	0.04492	0.00000000	0.10539362	0.02936626
ASV_1106	0.047635	0.002723401	0.042607173	0.097573370
ASV_650	0.044072	0.00000000	0.08851001	0.04370642
ASV_813	0.039923	0.0000000	0.1093598	0.0104099
ASV_1143	0.034118	0.00000000	0.07328338	0.02906978
ASV_694	0.017672	0.05301523	0.00000000	0.00000000
ASV_800	0.022118	0.06635363	0.00000000	0.00000000
ASV_825	0.032962	0.0001816313	0.0688296271	0.0298752081
ASV_471	0.029937	0.00000000	0.08981154	0.00000000
ASV_820	0.008587	0.02576007	0.00000000	0.00000000
ASV_943	0.046376	0.001958214	0.005586515	0.131583719
ASV_786	0.038804	0.00000000	0.04969848	0.06671455
ASV_793	0.014018	0.04205376	0.00000000	0.00000000
ASV_821	0.010035	0.03010466	0.00000000	0.00000000
ASV_913	0.011155	0.03346488	0.00000000	0.00000000
ASV_1295	0.04826	0.00000000	0.01605543	0.12872510
ASV_422	0.014747	0.0442395	0.0000000	0.0000000
ASV_545	0.032454	0.00000000	0.08584525	0.01151738
ASV_546	0.017223	0.00000000	0.03302916	0.01864012
ASV_992	0.008895	0.0266858	0.0000000	0.0000000
ASV_954	0.041046	0.00000000	0.06027398	0.06286421
ASV_609	0.017043	0.05113015	0.00000000	0.00000000
ASV_628	0.009272	0.02781614	0.00000000	0.00000000
ASV_672	0.016343	0.04902877	0.00000000	0.00000000
ASV_695	0.029324	0.00000000	0.07306672	0.01490594
ASV_517	0.011361	0.03408426	0.00000000	0.00000000
ASV_548	0.008483	0.02544922	0.00000000	0.00000000
ASV_828	0.046479	0.00000000	0.09865749	0.04078090
ASV_678	0.037673	0.00000000	0.06815068	0.04486940
ASV_1028	0.047261	0.001013264	0.015696000	0.125072793
ASV_519	0.01444	0.04331994	0.00000000	0.00000000
ASV_544	0.029022	0.0000000000	0.0864154857	0.0006509654
ASV_988	0.014707	0.04412141	0.00000000	0.00000000
ASV_1021	0.027243	0.0811879353	0.0000000000	0.0005406691
ASV_676	0.047054	0.0030246971	0.0005132469	0.1376227468
ASV_491	0.008597	0.02578987	0.00000000	0.00000000
ASV_534	0.033303	0.00000000	0.08739243	0.01251599
ASV_1150	0.033095	0.00000000	0.03949958	0.05978426
ASV_553	0.00942	0.02825886	0.00000000	0.00000000
ASV_730	0.033319	0.00000000	0.07786596	0.02209002
ASV_842	0.013961	0.0418825	0.0000000	0.0000000
ASV_556	0.009469	0.02840699	0.00000000	0.00000000
ASV_809	0.019855	0.00000000	0.03490468	0.02466159
ASV_822	0.043081	0.0000000	0.0215437	0.1076992
ASV_1031	0.048823	0.000000000	0.003408525	0.143059707
ASV_679	0.046343	0.00000000	0.10246913	0.03656081
ASV_888	0.05435	0.0000000000	0.0003424916	0.1627072071
ASV_551	0.012147	0.000000000	0.034015305	0.002426077
ASV_574	0.038454	0.00000000	0.07770195	0.03765934
ASV_827	0.040572	0.00000000	0.05756657	0.06414802
ASV_1090	0.044682	0.004187329	0.010454474	0.119405168
ASV_948	0.042918	0.0003157861	0.0442120064	0.0842267524
ASV_588	0.014862	0.000000000	0.037156007	0.007428687
ASV_858	0.015198	0.000000000	0.038108407	0.007485213
ASV_928	0.037776	0.00000000	0.05848905	0.05483750
ASV_1117	0.029058	0.000000000	0.077983060	0.009191375
ASV_1007	0.047628	0.00000000	0.04540918	0.09747447
ASV_503	0.012424	0.000000000	0.032904602	0.004366939
ASV_1135	0.044792	0.001172117	0.025612301	0.107591118
ASV_454	0.008526	0.02557868	0.00000000	0.00000000
ASV_706	0.015295	0.04588441	0.00000000	0.00000000
ASV_876	0.045831	0.000000000	0.002657466	0.134835653
ASV_1060	0.044131	0.0001674453	0.0036870230	0.1285393604
ASV_1360	0.02984	0.00000000	0.07695889	0.01256123
ASV_550	0.020788	0.00000000	0.04250468	0.01985891
ASV_787	0.033668	0.00000000	0.07525629	0.02574855
ASV_1452	0.049236	0.000000000	0.006155436	0.141552553
ASV_1509	0.041024	0.00000000	0.04703119	0.07603932
ASV_562	0.026508	0.000000000	0.074268543	0.005256011
ASV_1148	0.03677	0.00000000	0.08877900	0.02153225
ASV_631	0.008421	0.02526289	0.00000000	0.00000000
ASV_662	0.008998	0.0266556215	0.0003388843	0.0000000000
ASV_521	0.00813	0.02438862	0.00000000	0.00000000
ASV_866	0.011852	0.03555605	0.00000000	0.00000000
ASV_900	0.031231	0.000000000	0.091843186	0.001850481
ASV_1113	0.040095	0.0000000	0.0124276	0.1078581
ASV_448	0.009095	0.02728609	0.00000000	0.00000000
ASV_686	0.026829	0.00000000	0.08048552	0.00000000
ASV_924	0.04433	9.757088e-05	7.627134e-03	1.252661e-01
ASV_1212	0.018732	0.00000000	0.02708220	0.02911455
ASV_960	0.008684	0.02605177	0.00000000	0.00000000
ASV_615	0.02416	0.00000000	0.06242902	0.01005172
ASV_717	0.028945	0.00000000	0.06574756	0.02108610
ASV_1005	0.032087	0.00000000	0.05187750	0.04438377
ASV_641	0.009887	0.02966045	0.00000000	0.00000000
ASV_824	0.033524	0.00000000	0.08894013	0.01163289
ASV_645	0.020064	0.06019316	0.00000000	0.00000000
ASV_1294	0.04451	0.00000000	0.01862675	0.11490308
ASV_246	0.007383	0.02214859	0.00000000	0.00000000
ASV_512	0.013408	0.04022451	0.00000000	0.00000000
ASV_1035	0.03531	0.00000000	0.09218671	0.01374287
ASV_526	0.012884	0.03865124	0.00000000	0.00000000
ASV_737	0.033158	0.00000000	0.01598436	0.08348928
ASV_766	0.013683	0.04104867	0.00000000	0.00000000
ASV_1036	0.037625	0.00000000	0.09868790	0.01418702
ASV_1168	0.045343	0.00000000	0.03593697	0.10009099
ASV_583	0.015603	0.0172700450	0.0005132469	0.0290250093
ASV_665	0.035836	0.00000000	0.03881487	0.06869425
ASV_776	0.010852	0.03255579	0.00000000	0.00000000
ASV_702	0.014163	0.00000000	0.03177455	0.01071395
ASV_841	0.02121	0.06362973	0.00000000	0.00000000
ASV_1019	0.008089	0.02426725	0.00000000	0.00000000
ASV_1074	0.047436	0.0000000	0.0000000	0.1423084
ASV_595	0.008029	0.02408621	0.00000000	0.00000000
ASV_565	0.008545	0.02563403	0.00000000	0.00000000
ASV_569	0.029286	0.00000000	0.05922250	0.02863688
ASV_675	0.008036	0.02410896	0.00000000	0.00000000
ASV_756	0.007512	0.02253694	0.00000000	0.00000000
ASV_925	0.044221	0.0007340204	0.0223292138	0.1095988846
ASV_892	0.018945	0.05683412	0.00000000	0.00000000
ASV_982	0.012983	0.03894792	0.00000000	0.00000000
ASV_621	0.007727	0.02318069	0.00000000	0.00000000
ASV_627	0.012114	0.03634213	0.00000000	0.00000000
ASV_644	0.013362	0.00000000	0.02884909	0.01123767
ASV_710	0.007792	0.02337591	0.00000000	0.00000000
ASV_882	0.029601	0.00000000	0.06566563	0.02313740
ASV_564	0.010782	0.000000000	0.029433652	0.002911293
ASV_658	0.011497	0.03448974	0.00000000	0.00000000
ASV_670	0.010782	0.000000000	0.029433652	0.002911293
ASV_979	0.047304	0.0000000	0.0000000	0.1419125
ASV_998	0.029933	0.00000000	0.06256650	0.02723263
ASV_816	0.010457	0.03136997	0.00000000	0.00000000
ASV_1506	0.029565	0.00000000	0.05514136	0.03355410
ASV_880	0.038628	0.00000000	0.02131355	0.09456975
ASV_904	0.039181	0.000000000	0.005489072	0.112053366
ASV_839	0.029246	0.00000000	0.01758676	0.07015091
ASV_875	0.026926	0.0001816313	0.0406480583	0.0399478776
ASV_997	0.037657	0.00000000	0.02646619	0.08650462
ASV_1057	0.034193	9.893017e-05	7.671200e-02	2.576935e-02
ASV_1116	0.033514	0.00000000	0.01895369	0.08158693
ASV_1121	0.03229	0.00000000	0.04170206	0.05516734
ASV_594	0.013932	0.04179643	0.00000000	0.00000000
ASV_1025	0.030343	0.00000000	0.06628748	0.02474006
ASV_1287	0.033749	0.00000000	0.05202384	0.04922225
ASV_680	0.024661	0.000000000	0.069063377	0.004920865
ASV_893	0.012027	0.03608058	0.00000000	0.00000000
ASV_1164	0.040262	0.00000000	0.01760276	0.10318376
ASV_613	0.02725	0.00000000	0.06523726	0.01651144
ASV_833	0.00761	0.02282951	0.00000000	0.00000000
ASV_838	0.040882	0.00000000	0.01982292	0.10282217
ASV_865	0.011791	0.03537351	0.00000000	0.00000000
ASV_1124	0.008841	0.02652339	0.00000000	0.00000000
ASV_1331	0.040518	0.1215533	0.0000000	0.0000000
ASV_669	0.031552	0.00000000	0.02531922	0.06933536
ASV_835	0.027461	0.0002927126	0.0640219496	0.0180689520
ASV_1083	0.040457	0.1213717	0.0000000	0.0000000
ASV_1160	0.026145	0.00000000	0.05811910	0.02031724
ASV_1191	0.030157	0.00000000	0.02621786	0.06425247
ASV_732	0.044901	0.000000000	0.006670205	0.128031419
ASV_857	0.014997	0.00000000	0.02621530	0.01877517
ASV_899	0.025344	0.00000000	0.06398463	0.01204704
ASV_1037	0.025668	0.00000000	0.05295247	0.02405296
ASV_844	0.033585	0.005243624	0.004735083	0.090775632
ASV_930	0.033247	0.0000000000	0.0005553519	0.0991858868
ASV_1145	0.037394	0.00000000	0.02943107	0.08275154
ASV_1521	0.037723	0.0001674453	0.0044481105	0.1085521697
ASV_796	0.011645	0.03493454	0.00000000	0.00000000
ASV_1446	0.042134	0.0000000000	0.0008557385	0.1255458319
ASV_625	0.025662	0.00000000	0.04310880	0.03387589
ASV_504	0.006913	0.02073803	0.00000000	0.00000000
ASV_834	0.024771	0.00000000	0.06133805	0.01297606
ASV_973	0.029053	0.000376773	0.011714760	0.075067769
ASV_619	0.011386	0.03415884	0.00000000	0.00000000
ASV_831	0.008307	0.02492035	0.00000000	0.00000000
ASV_604	0.013209	0.03962639	0.00000000	0.00000000
ASV_734	0.0266	0.00000000	0.05450796	0.02529062
ASV_934	0.019687	0.05905957	0.00000000	0.00000000
ASV_1297	0.028612	0.00000000	0.05305478	0.03277981
ASV_1340	0.028111	0.00000000	0.04108075	0.04325353
ASV_690	0.01282	0.03845996	0.00000000	0.00000000
ASV_765	0.008853	0.02655828	0.00000000	0.00000000
ASV_777	0.012169	0.03650788	0.00000000	0.00000000
ASV_922	0.035243	0.00000000	0.01465436	0.09107469
ASV_1490	0.026729	0.00000000	0.04986069	0.03032682
ASV_543	0.021577	0.00000000	0.02334731	0.04138243
ASV_722	0.011814	0.0354434	0.0000000	0.0000000
ASV_905	0.025123	0.00000000	0.03197825	0.04339085
ASV_1040	0.038944	0.000000000	0.007608605	0.109223807
ASV_1233	0.0135	0.0405009	0.0000000	0.0000000
ASV_578	0.011482	0.000000000	0.024990837	0.009454776
ASV_738	0.012197	0.03659091	0.00000000	0.00000000
ASV_799	0.008678	0.02603499	0.00000000	0.00000000
ASV_1363	0.03395	0.000000000	0.003932272	0.097916903
ASV_885	0.029822	0.00000000	0.04486183	0.04460427
ASV_890	0.042747	0.0000000	0.0000000	0.1282402
ASV_910	0.010996	0.03298672	0.00000000	0.00000000
ASV_1206	0.022375	0.00000000	0.06712474	0.00000000
ASV_868	0.011867	0.03559973	0.00000000	0.00000000
ASV_753	0.01367	0.0410114	0.0000000	0.0000000
ASV_823	0.023906	0.00000000	0.04854435	0.02317273
ASV_915	0.011745	0.03523647	0.00000000	0.00000000
ASV_731	0.026388	0.00000000	0.04196815	0.03719708
ASV_1039	0.036066	0.00000000	0.09593078	0.01226602
ASV_1122	0.027058	0.00000000	0.05820478	0.02297056
ASV_590	0.007052	0.02115666	0.00000000	0.00000000
ASV_610	0.011564	0.03469157	0.00000000	0.00000000
ASV_748	0.024438	0.00000000	0.05987349	0.01344055
ASV_1000	0.026515	0.00000000	0.04784849	0.03169581
ASV_1010	0.007938	0.02381374	0.00000000	0.00000000
ASV_1221	0.010737	0.03221195	0.00000000	0.00000000
ASV_661	0.007471	0.02241221	0.00000000	0.00000000
ASV_1016	0.019624	0.05887114	0.00000000	0.00000000
ASV_1091	0.024525	0.00000000	0.04851817	0.02505723
ASV_1516	0.028869	0.00000000	0.04509373	0.04151290
ASV_929	0.025023	0.00000000	0.04638780	0.02868147
ASV_1296	0.029612	0.00000000	0.03278930	0.05604776
ASV_700	0.021463	0.00000000	0.06438841	0.00000000
ASV_1052	0.035527	0.0001951418	0.0014331667	0.1049533128
ASV_1330	0.00686	0.02058028	0.00000000	0.00000000
ASV_593	0.006538	0.01961501	0.00000000	0.00000000
ASV_856	0.025084	0.00000000	0.05304484	0.02220820
ASV_1033	0.033057	0.000000000	0.003082424	0.096087861
