OTU	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_1647	3.28102710413695	5.39620807000486	2.08505212630316	3.39567683581174	2.79801807053337	3.11596530677803	4.05473472128946	5.09565068199365	4.19905373436972	3.13201035375324	3.9645112301175	3.17446436379536	6.16317445698058	6.39165911151405	4.61916461916462	5.334703232435	4.11104368932039	4.18477386125865
ASV_2	5.97360912981455	3.33819478204505	6.46516162904073	6.07849149164495	7.51967356455844	5.06745904272406	2.05674949630625	1.44977266878271	3.49780331192971	3.79637618636756	2.78155223403405	2.09007433318758	3.37708189423594	4.04956180114838	2.18673218673219	3.05065992254801	3.76972087378641	3.41220022533398
ASV_3	1.89015691868759	1.40171771187814	2.76006900172504	2.2688946803618	3.24249489944623	2.46546739479602	1.76292813969107	1.28678047525092	3.14295370057452	3.15789473684211	2.52577731596195	2.11630957586358	2.50978586230716	4.79752190994258	2.92383292383292	3.28775784398957	3.13258495145631	2.19700627716079
ASV_4	4.52032810271041	1.14244044725328	1.36503412585315	1.96995247585467	3.49752258816672	1.43752007709605	1.71255876427132	1.68997169082954	1.13213923622846	1.82053494391717	1.71049476460715	1.12811543506777	2.77841737662138	3.57358718646117	1.60524160524161	1.51742669722595	2.98847087378641	2.34186383389667
ASV_5	0.151569186875892	0.35650623885918	0.555013875346884	0.0919822167714242	0.408044301952783	0.497911982010922	3.95399597044997	2.56498241400017	2.21358567083474	1.19068162208801	3.05331308448565	4.4862264975951	3.94504566735743	3.33182230281052	3.00573300573301	1.98371927606101	4.1868932038835	1.09447931755995
ASV_8	1.67617689015692	1.56376600226868	1.60504012600315	1.1344473401809	0.553774409793063	0.811114680372631	1.09973136333109	1.55271510680278	4.56235214599527	2.57118205349439	1.67852289984813	1.63533012680367	1.71924169161102	2.04744635841644	1.62162162162162	2.79775547301035	1.27427184466019	1.47271849348141
ASV_6	2.66583452211127	1.8716577540107	2.27255681392035	2.35321171240227	3.62139317983095	2.96337937680694	0.789120214909335	0.82353950416059	0.954714430550862	1.23382226056946	1.15098713132443	1.21556624398776	1.3661831299409	1.42036869144757	1.25307125307125	1.43839405674544	1.21359223300971	1.31981329470465
ASV_7	0.722182596291013	0.348403824339653	3.11257781444536	1.09612141652614	3.1769163509181	0.626405396723418	0.394560107454668	3.74882045123102	2.43325447786414	1.5358067299396	0.519542802333946	0.664626147791867	1.98019801980198	2.34209731036567	1.53153153153153	0.640164387892199	1.50940533980583	2.21310156124256
ASV_18	1.43544935805991	2.79533300923675	0.825020625515638	1.12678215544995	0.750510055377441	1.5017667844523	1.2760241773002	1.14952389122416	1.01385603244339	1.63934426229508	1.99824154743825	1.23305640577175	1.99554839204851	1.67724388032638	2.1048321048321	1.066940646487	1.7748786407767	1.2071463061323
ASV_9	1.04315263908702	2.22006157835035	0.97502437560939	1.24175992641423	0.677645001457301	1.48570510761323	1.0073875083949	1.2610448657459	1.91787766137208	1.32010353753236	1.66253696746863	1.26803672933975	1.4506101772968	0.853732245391357	1.17936117936118	1.22500592744804	1.9872572815534	1.63367133429905
ASV_10	0.962910128388017	1.04521147301896	1.73254331358284	2.02360876897133	2.7105800058292	1.92740122068744	0.587642713230356	0.566183409110406	0.692801622169652	0.91458153580673	1.11102230037567	0.90074333187582	1.05917568501036	1.51858567543064	0.67977067977068	0.742906820516874	1.43355582524272	0.748430709802028
ASV_11	0.918330955777461	1.14244044725328	0.742518562964074	0.981143645561858	1.36257650830662	1.04400899453903	1.44392209536602	1.14952389122416	0.68435282189929	1.32010353753236	0.975141875149868	0.524704853519895	1.05917568501036	1.30704140223633	1.43325143325143	1.10645696672726	0.773665048543689	1.1186222436826
ASV_14	0.615192582025678	0.486144871171609	0.900022500562514	0.935152537176146	1.46458758379481	0.875361387728879	0.545668233713902	1.51840096079609	1.41939844542075	0.9404659188956	1.45471984653505	0.585920419763883	1.07452605725689	0.785735871864612	1.24488124488124	0.790326404805185	1.41080097087379	1.53709962980847
ASV_12	0.953994293865906	1.05331388753849	0.922523063076577	1.03479993867852	1.18041387350627	1.00385480244137	0.705171255876427	0.574761945612079	0.99695843190267	1.04400345125108	0.959155942770362	0.75207695671185	1.00544938214752	1.48080991236023	1.21212121212121	1.41468426460128	0.819174757281553	0.917431192660551
ASV_15	0.90941512125535	1.21536217792902	1.11002775069377	1.00413919975471	0.983678227921889	1.15644073241246	1.16689053055742	0.875010723170627	0.836431226765799	0.767903364969802	1.11102230037567	1.16309575863577	0.713792309463504	0.649743124811121	0.933660933660934	1.09065043863115	0.879854368932039	0.981812328987607
ASV_13	0.0891583452211127	0.35650623885918	1.67254181354534	0.827839950942818	0.429903818128825	0.658528750401542	0.596037609133647	2.28189070944497	1.68131125380196	1.55306298533218	1.02309967228839	0.437254044599913	0.752168240079822	0.793291024478695	0.614250614250614	0.434679522642852	1.3501213592233	1.60148076613552
ASV_16	0.722182596291013	0.664397990601199	1.28253206330158	0.774183657826154	0.386184785776741	0.586251204625763	0.537273337810611	0.797803894655572	1.84183845893883	0.974978429680759	0.631444328990488	0.489724529951902	1.21267940747563	0.86128739800544	0.647010647010647	0.90097210147791	2.17688106796116	1.0300981812329
ASV_17	1.44436519258203	0.826446280991736	0.967524188104703	1.23409474168327	1.15126785193821	1.69450690652104	0.470114170584285	0.360298533070258	0.659006421088205	0.655737704918033	0.695388058508512	0.507214691735899	0.928697520914882	0.740404956180115	0.835380835380835	0.869359045285703	0.773665048543689	0.748430709802028
ASV_28	0.953994293865906	0.915572840706531	0.202505062626566	1.3260769584547	0.335179248032644	0.602312881464825	0.512088650100739	0.917903405678991	0.371747211895911	0.767903364969802	0.759331788026537	0.612155662439878	1.06685087113363	1.12571773949834	0.638820638820639	0.908875365525962	1.24393203883495	0.684049573474972
ASV_20	0.534950071326676	1.17485010533139	0.202505062626566	0.781848842557106	0.488195861264937	0.489881143591391	0.226662189388852	0.48897658059535	0.118283203785063	0.612597066436583	0.335704579969627	0.332313073895934	0.63704044823087	0.75551526140828	0.253890253890254	0.308227297874022	4.36134708737864	0.362143891839691
