Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia|Unassigned	0.0279095729835334	0.0260394063015363	0.0154942671211652	0.0160025604096655	0.00757116898849182	0.0167728950016773	0.0556999628666914	0.0761469636398249	0.0730393499497854	0.0272801673183596	0.0354515643002747	0.0671527244819647	0.0430144528561597	0.00842672958624758	0.0268720888570405	0	0.0167112299465241	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Blastococcus|atacamensis	0.0465159549725556	0.216995052512803	0.092965602726991	0.072011521843495	0.0227135069654755	0.0754780275075478	0.12996658002228	0.19988577955454	0.0821692686935086	0.0818405019550787	0.0797660196756182	0.306983883346124	0.0602202339986235	0.0252801887587427	0.0895736295234683	0.121233113959127	0.142045454545455	0.051524259338772
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Blastococcus|capsensis	0.204670201879245	0.269073865115875	0.263402541059808	0.192030724915987	0.0832828588734101	0.176115397517612	0.157816561455626	0.218922520464497	0.328677074774035	0.209147949440757	0.212709385801649	0.143898695318496	0.421541637990365	0.261228617173675	0.295592977427445	0.216487703498441	0.501336898395722	0.480893087161872
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus|pulveris	0	0.0260394063015363	0	0	0.00757116898849182	0.00838644750083864	0.0185666542888971	0.0380734818199124	0.0365196749748927	0	0.0177257821501374	0.0383729854182655	0	0.0168534591724952	0.0179147259046937	0.025978524419813	0.0417780748663102	0.017174753112924
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Unassigned|Unassigned	0.186063819890222	0.173596042010242	0.201425472575147	0.14402304368699	0.0681405208964264	0.201274740020127	0.102116598588934	0.0951837045497811	0.191728293618187	0.100027280167318	0.13294336612603	0.0575594781273983	0.180660701995871	0.101120755034971	0.0895736295234683	0.121233113959127	0.183823529411765	0.17174753112924
Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Glycomyces|luteolus	0.0744255279560889	0.16491623990973	0.0697242020452433	0.0320051208193311	0.0378558449424591	0.0670915800067092	0.0185666542888971	0.0285551113649343	0.0821692686935086	0.0272801673183596	0.0177257821501374	0.0383729854182655	0.0774260151410874	0.0421336479312379	0.0268720888570405	0.0606165569795636	0.0668449197860962	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas|massiliensis	0.0651223369615778	0.00867980210051211	0	0.0240038406144983	0	0.0419322375041932	0.12996658002228	0.0380734818199124	0.0456495937186159	0.0363735564244794	0.0620402375254808	0.0287797390636992	0.00860289057123193	0.0168534591724952	0.0806162665711215	0.0173190162798753	0.0501336898395722	0.111635895234006
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Dermacoccaceae|Unassigned|Unassigned	0.0279095729835334	0.0867980210051211	0.0154942671211652	0.0240038406144983	0.0302846759539673	0.0335457900033546	0.0371333085777943	0.104702075004759	0.0365196749748927	0.00909338910611985	0.0177257821501374	0.0671527244819647	0.0344115622849277	0.0168534591724952	0.0716589036187746	0.00865950813993765	0.0334224598930481	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Intrasporangium|flavum	0.0186063819890222	0.078118218904609	0.0542299349240781	0.0160025604096655	0.0151423379769836	0.0167728950016773	0	0.0190367409099562	0.0182598374874464	0.00909338910611985	0	0.0287797390636992	0.00860289057123193	0.0168534591724952	0.0179147259046937	0.0432975406996883	0	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Oryzihumus|soli	0.427946785747511	0.920059022654284	0.379609544468547	0.784125460073612	0.143852210781345	0.251593425025159	0.854066097289269	0.523510375023796	0.593444718342007	0.818405019550787	0.664716830630152	0.527628549501151	1.20440467997247	1.17974214207466	0.886778932282336	0.84863179771389	0.952540106951872	0.60111635895234
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|binzhouensis	0.567494650665178	1.08497526256401	0.766966222497676	0.784125460073612	0.469412477286493	0.528346192552835	0.761232825844783	0.818579859128117	0.639094312060623	0.700190961171228	0.717894177080564	0.700306983883346	0.602202339986235	0.438189938484874	0.90469365818703	0.805334257014202	0.57653743315508	0.875912408759124
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|protaetiae	0	0.0173596042010242	0.00774713356058258	0	0	0	0.0185666542888971	0.0571102227298686	0.00912991874372318	0.0272801673183596	0.00886289107506869	0.0383729854182655	0.00860289057123193	0.00842672958624758	0.0268720888570405	0	0.0167112299465241	0.04293688278231
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|tardus	0.0186063819890222	0.0520788126030726	0.00774713356058258	0.0240038406144983	0.00757116898849182	0.00838644750083864	0.0185666542888971	0.00951837045497811	0.00912991874372318	0.0545603346367191	0.0443144553753434	0.00959324635456638	0.0258086717136958	0.0252801887587427	0.0179147259046937	0	0.0501336898395722	0.025762129669386
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|Unassigned	0.0744255279560889	0.130197031507682	0.0619770684846607	0.0560089614338294	0.0757116898849182	0.0503186850050319	0.0464166357222429	0.218922520464497	0.136948781155848	0.0818405019550787	0.13294336612603	0.115118956254797	0.111837577426015	0.143254402966209	0.0806162665711215	0.121233113959127	0.0668449197860962	0.051524259338772
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Cryobacterium|breve	0.00930319099451112	0	0	0	0	0.0251593425025159	0.0464166357222429	0.0475918522748905	0.0639094312060623	0.00909338910611985	0.177257821501374	0	0.0172057811424639	0	0.0179147259046937	0.025978524419813	0.0167112299465241	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|endophyticum	0.0279095729835334	0	0	0	0.00757116898849182	0	0.0278499814333457	0.00951837045497811	0	0.0272801673183596	0.00886289107506869	0.00959324635456638	0	0.0168534591724952	0.0268720888570405	0.00865950813993765	0.00835561497326203	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|hibisci	0.0372127639780445	0.0173596042010242	0.00774713356058258	0.0320051208193311	0.0227135069654755	0.0335457900033546	0.0371333085777943	0	0.0182598374874464	0.00909338910611985	0.0354515643002747	0.0479662317728319	0	0.00842672958624758	0.0358294518093873	0.025978524419813	0.0334224598930481	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|tumbae	0.176760628895711	0.00867980210051211	0.0232414006817478	0.0480076812289966	0	0.0167728950016773	0.0464166357222429	0.00951837045497811	0.00912991874372318	0.0454669455305993	0.0177257821501374	0.115118956254797	0.0344115622849277	0.00842672958624758	0.0179147259046937	0.0346380325597506	0.0417780748663102	0.025762129669386
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|globiformis	0.0372127639780445	0.078118218904609	0.0619770684846607	0.0320051208193311	0.0227135069654755	0.00838644750083864	0.06498329001114	0.142775556824672	0.0730393499497854	0.0818405019550787	0.13294336612603	0.0383729854182655	0.0344115622849277	0.0168534591724952	0.0806162665711215	0.0692760651195012	0.0584893048128342	0.025762129669386
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Unassigned	0	0.00867980210051211	0.00774713356058258	0	0	0	0.0185666542888971	0	0	0	0	0.00959324635456638	0.00860289057123193	0.0421336479312379	0.00895736295234683	0.025978524419813	0.0250668449197861	0.04293688278231
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Pseudarthrobacter|chlorophenolicus	0.0837287189506001	0.0607586147035848	0.0309885342423303	0.0320051208193311	0.0151423379769836	0.0838644750083865	0.0464166357222429	0.218922520464496	0.0912991874372318	0.100027280167318	0.141806257201099	0.172678434382195	0.0946317962835513	0.0252801887587427	0.0627015406664278	0.14721163837894	0.0417780748663102	0.111635895234006
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Cellulosimicrobium|marinum	0.0651223369615778	0	0	0	0	0	0.00928332714444857	0.0190367409099562	0	0.00909338910611985	0	0.0767459708365311	0.0860289057123193	0	0.0179147259046937	0	0	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Isoptericola|cucumis	0.0279095729835334	0.0173596042010242	0	0	0.00757116898849182	0.0251593425025159	0	0.00951837045497811	0.00912991874372318	0	0.0265886732252061	0	0.00860289057123193	0.0505603775174855	0.053744177714081	0.025978524419813	0	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Isoptericola|Unassigned	0.00930319099451112	0	0.00774713356058258	0	0	0	0.0185666542888971	0.00951837045497811	0.0456495937186159	0.0272801673183596	0	0.0671527244819647	0.172057811424639	0.00842672958624758	0.00895736295234683	0	0	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora|alba	0.0651223369615778	0.112837427306657	0.0309885342423303	0.00800128020483277	0.0302846759539673	0.150956055015096	0.102116598588934	0.0571102227298686	0.0639094312060623	0.063653723742839	0.381104316227954	0.124712202609363	0.0516173434273916	0.058987107103733	0.0716589036187746	0.0606165569795636	0.0417780748663102	0.017174753112924
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora|callitridis	0.0651223369615778	0.156236437809218	0.0464828013634955	0.200032005120819	0.0151423379769836	0.150956055015096	0.0928332714444857	0.085665334094803	0.0912991874372318	0.0454669455305993	0.0974918018257556	0.0575594781273983	0.0430144528561597	0.0758405662762282	0.0806162665711215	0.0606165569795636	0.0417780748663102	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora|kermanensis	0.0837287189506001	0.078118218904609	0.0387356678029129	0.0240038406144983	0.0378558449424591	0.134183160013418	0.0835499443000371	0.0285551113649343	0	0.0272801673183596	0.0265886732252061	0.134305448963929	0.0344115622849277	0.0674138366899806	0.0358294518093873	0.0519570488396259	0.0417780748663102	0.120223271790468
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|lichenis	1.19080844729742	2.42166478604288	1.03036876355748	1.37622019523124	0.70411871592974	1.59342502515934	1.17898254734497	1.49438416143156	2.14553090477495	1.42766208966082	1.91438447221484	1.41980046047582	1.668960770819	0.960647172832224	1.29881762809029	1.37686179425009	2.23094919786096	1.82052382996994
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|luteus	0.976835054423667	0.937418626855308	0.48032228075612	1.04016642662826	0.219563900666263	1.08185172760819	0.881916078722614	1.37064534551685	1.12298000547795	0.945712467036464	1.03695825578304	0.920951650038373	1.13558155540262	0.952220443245976	1.10175564313866	0.839972289573952	1.24498663101604	0.798626019750966
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|rhizophilus	0	0.208315250412291	0.00774713356058258	0.0480076812289966	0	0.0335457900033546	0.0371333085777943	0.085665334094803	0.0730393499497854	0.00909338910611985	0.0443144553753434	0.0287797390636992	0.0430144528561597	0.109547484621219	0.0806162665711215	0.0865950813993765	0	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|subglobosus	0.111638291934133	0.0867980210051211	0.0154942671211652	0.00800128020483277	0.0832828588734101	0.0503186850050319	0.148533234311177	0.123738815914715	0.182598374874464	0.063653723742839	0.0709031286005495	0.0191864927091328	0.0258086717136958	0.0252801887587427	0.0447868147617341	0.14721163837894	0.0752005347593583	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|subtropicus	0.390734021769467	0.607586147035848	0.674000619770685	0.272043526964314	0.242277407631738	0.402549480040255	0.473449684366877	0.656767561393489	0.876472199397425	0.418295898881513	0.638128157404946	0.45088257866462	0.481761871988988	0.83424622903851	0.716589036187746	0.55420852095601	0.484625668449198	0.738514383855732
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|tropicalis	0.139547864917667	0.2864334693169	0.131701270529904	0.152024323891823	0.0529981829194428	0.117410265011741	0.213516524322317	0.266514372739387	0.182598374874464	0.127307447485678	0.186120712576442	0.287797390636992	0.22367515485203	0.0505603775174855	0.19706198495163	0.14721163837894	0.12533422459893	0.17174753112924
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Asanoa|endophytica	0.00930319099451112	0.00867980210051211	0	0	0.00757116898849182	0	0.00928332714444857	0.0666285931848467	0.00912991874372318	0	0	0.00959324635456638	0.00860289057123193	0.00842672958624758	0.00895736295234683	0.0606165569795636	0	0.060111635895234
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catellatospora|sichuanensis	0.418643594753	0.199635448311779	0.108459869848156	0.152024323891823	0.272562083585706	0.00838644750083864	0.120683252877831	0.19988577955454	0.100429106180955	0.063653723742839	0.13294336612603	0.115118956254797	0.0860289057123193	0.0674138366899806	0.0716589036187746	0.0952545895393142	0.116978609625668	0.188922284242164
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catellatospora|vulcania	0.213973392873756	0.2864334693169	0.154942671211652	0.216034565530485	0.0908540278619019	0.150956055015096	0.371333085777943	0.380734818199124	0.255637724824249	0.190961171228517	0.345652751927679	0.191864927091328	0.301101169993118	0.176961321311199	0.313507703332139	0.103914097679252	0.158756684491979	0.274796049806784
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Dactylosporangium|cerinum	0.102335100939622	0.225674854613315	0.092965602726991	0.0960153624579933	0.0302846759539673	0.0838644750083864	0.232083178611214	0.171330668189606	0.127818862412125	0.136400836591798	0.115217583975893	0.163085188027629	0.146249139710943	0.109547484621219	0.116445718380509	0.103914097679252	0.158756684491979	0.120223271790468
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Dactylosporangium|sucinum	0.223276583868267	0.347192084020484	0.224666873256895	0.14402304368699	0.0681405208964264	0.142569607514257	0.315633122911251	0.361698077289168	0.164338537387017	0.245521505865236	0.20384649472658	0.230237912509593	0.197866483138334	0.227521698828685	0.313507703332139	0.311742293037755	0.0584893048128342	0.549592099613568
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Hamadaea|flava	0.0930319099451112	0.45134970922663	0.0542299349240781	0.128020483277324	0.105996365838886	0.117410265011741	0.120683252877831	0.218922520464496	0.127818862412125	0.127307447485678	0.177257821501374	0.21105141980046	0.146249139710943	0.286508805932418	0.34037979218918	0.173190162798753	0.142045454545455	0.120223271790468
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Mangrovihabitans|endophyticus	0.0372127639780445	0.0520788126030727	0.00774713356058258	0	0	0.0587051325058705	0.06498329001114	0.0380734818199124	0	0.0363735564244794	0	0.0767459708365311	0.0430144528561597	0.0252801887587427	0.0268720888570405	0.025978524419813	0.0919117647058823	0
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|caldifontis	0.0186063819890222	0.0694384168040969	0.0309885342423303	0.0240038406144983	0	0.0167728950016773	0.0464166357222429	0.0475918522748905	0.0456495937186159	0.0454669455305993	0.0797660196756182	0.0479662317728319	0.0602202339986235	0.0337069183449903	0.053744177714081	0.0346380325597506	0.0334224598930481	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|fluostatini	0.00930319099451112	0.156236437809218	0	0	0.0151423379769836	0.0167728950016773	0.0835499443000371	0.0475918522748905	0.0182598374874464	0.0272801673183596	0.0354515643002747	0.0671527244819647	0.0258086717136958	0.0168534591724952	0.00895736295234683	0.00865950813993765	0.0167112299465241	0.017174753112924
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|globbae	0.0279095729835334	0.0173596042010242	0	0.00800128020483277	0.0227135069654755	0.0335457900033546	0.06498329001114	0.114220445459737	0.0182598374874464	0.063653723742839	0.00886289107506869	0.163085188027629	0.0688231245698555	0.0168534591724952	0.0447868147617341	0.0346380325597506	0.0250668449197861	0.060111635895234
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|ovatispora	0.0837287189506001	0.0607586147035848	0.0309885342423303	0.0480076812289966	0.0454270139309509	0.0419322375041932	0.06498329001114	0.104702075004759	0.0273897562311695	0.063653723742839	0.13294336612603	0.0671527244819647	0.0516173434273916	0.109547484621219	0.0806162665711215	0.0346380325597506	0.0584893048128342	0.025762129669386
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|terminaliae	0.176760628895711	0.0867980210051211	0.123954136969321	0.072011521843495	0.113567534827377	0.192888292519289	0.157816561455626	0.447363411383971	0.566054962110837	0.345548786032554	0.230435167951786	0.143898695318496	0.189263592567103	0.193814780483694	0.143317807237549	0.225147211638379	0.0417780748663102	0.120223271790468
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|Unassigned	0.223276583868267	0.130197031507682	0.697242020452433	0.0800128020483277	0.16656571774682	0.117410265011741	0.139249907166729	0.266514372739387	0.273897562311695	0.163681003910157	0.0886289107506869	0.287797390636992	0.172057811424639	0.058987107103733	0.143317807237549	0.0865950813993765	0.0584893048128342	0.180334907685702
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|zingiberis	0.0930319099451112	0.243034458814339	0.201425472575147	0.0480076812289966	0.0454270139309509	0.0503186850050319	0.0464166357222428	0.161812297734628	0.511275449648498	0.145494225697918	0.106354692900824	0.0863392171910975	0.0946317962835513	0.0926940254487234	0.152275170189896	0.129892622099065	0.175467914438503	0.111635895234006
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Unassigned|Unassigned	0.148851055912178	0.260394063015363	0.364115277347381	0.160025604096655	0.0605693519079346	0.150956055015096	0.269216487189009	0.295069484104321	0.273897562311695	0.172774393016277	0.159532039351236	0.230237912509593	0.197866483138334	0.160107862138704	0.277678251522752	0.190509179078628	0.150401069518717	0.249033920137398
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Verrucosispora|endophytica	0.130244673923156	0.199635448311778	0.092965602726991	0.0160025604096655	0.0227135069654755	0.0419322375041932	0.0835499443000371	0.133257186369693	0.0730393499497854	0.118214058379558	0.0797660196756182	0.0575594781273983	0.180660701995871	0.0421336479312379	0.0627015406664278	0.0346380325597506	0.0501336898395722	0.111635895234006
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Virgisporangium|myanmarense	0.437249976742023	0.512108323930214	0.147195537651069	0.28804608737398	0.0378558449424591	0.150956055015096	0.3249164500557	0.437845040928993	0.264767643567972	0.254614894971356	0.0974918018257556	0.230237912509593	0.275292498279422	0.168534591724952	0.322465066284486	0.155871146518878	0.133689839572192	0.352082438814942
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Wangella|harbinensis	0.111638291934133	0.0260394063015363	0.00774713356058258	0	0	0	0.0371333085777943	0.0190367409099562	0.0639094312060623	0.0181867782122397	0.00886289107506869	0.0191864927091328	0.0258086717136958	0.00842672958624758	0.00895736295234683	0.025978524419813	0.0167112299465241	0.008587376556462
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium|anyangense	0.0372127639780445	0.0260394063015363	0.0232414006817478	0.0160025604096655	0.00757116898849182	0	0.0371333085777943	0.00951837045497811	0	0.00909338910611985	0.00886289107506869	0.00959324635456638	0.00860289057123193	0.00842672958624758	0.0179147259046937	0.00865950813993765	0.0501336898395722	0.034349506225848
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium|aquiterrae	0.0558191459670667	0.0260394063015363	0.0154942671211652	0	0.00757116898849182	0	0.0464166357222429	0.0190367409099562	0.0182598374874464	0.00909338910611985	0.00886289107506869	0.00959324635456638	0.0258086717136958	0.0168534591724952	0	0.00865950813993765	0.00835561497326203	0
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium|bacteremicum	0.288398920829845	0.173596042010242	0.154942671211652	0.00800128020483277	0.0227135069654755	0.0587051325058705	0.0835499443000371	0.0475918522748905	0	0.0727471128489588	0.0620402375254808	0.0287797390636992	0.0258086717136958	0.0337069183449903	0.0268720888570405	0.0952545895393142	0.12533422459893	0.025762129669386
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium|helvum	0.0279095729835334	0.0173596042010242	0.0387356678029129	0.0160025604096655	0.0151423379769836	0.0167728950016773	0.00928332714444857	0.0380734818199124	0	0.0181867782122397	0	0.0383729854182655	0	0.0252801887587427	0.0806162665711215	0.00865950813993765	0.0167112299465241	0.017174753112924
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium|sarraceniae	0.00930319099451112	0.0520788126030727	0.0154942671211652	0.00800128020483277	0	0.00838644750083864	0.0278499814333457	0.0380734818199124	0.0365196749748927	0.0363735564244794	0.0177257821501374	0.0575594781273983	0.0430144528561597	0.0168534591724952	0.0268720888570405	0	0.00835561497326203	0.051524259338772
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium|Unassigned	0.0744255279560889	0.355871886120996	0.232414006817478	0.216034565530485	0.0681405208964264	0.100637370010064	0.232083178611214	0.209404150009518	0.219118049849356	0.227334727652996	0.168394930426305	0.220644666155027	0.26668960770819	0.109547484621219	0.447868147617341	0.190509179078628	0.150401069518717	0.17174753112924
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Nocardiaceae|Nocardia|rhizosphaerihabitans	0.0930319099451112	0.112837427306657	0.193678339014565	0.00800128020483277	0.0757116898849182	0.0419322375041932	0.0556999628666914	0.114220445459737	0.0547795124623391	0.118214058379558	0.106354692900824	0.0671527244819647	0.172057811424639	0.0337069183449903	0.206019347903977	0.112573605819189	0.0334224598930481	0.068699012451696
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Unassigned|Unassigned|Unassigned	0.0465159549725556	0.0433990105025605	0.0154942671211652	0.0160025604096655	0.0151423379769836	0.0251593425025159	0.0371333085777943	0.123738815914715	0.0821692686935086	0.0818405019550787	0.0443144553753434	0.0383729854182655	0.0774260151410874	0.00842672958624758	0.0447868147617341	0.025978524419813	0.0167112299465241	0.017174753112924
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae|Kribbella|deserti	0.00930319099451112	0.0173596042010242	0.0154942671211652	0	0	0	0.0185666542888971	0.00951837045497811	0.0182598374874464	0.00909338910611985	0.0443144553753434	0.0191864927091328	0.00860289057123193	0.00842672958624758	0.0358294518093873	0.0865950813993765	0	0.008587376556462
