Phylum	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Acidobacteria	0.288398920829845	0.390591094523045	0.185931205453982	0.14402304368699	0.158982511923688	0.243206977524321	0.835499443000371	0.399733510992672	0.529535287135944	0.254614894971356	0.646876384581303	0.719424460431655	0.318252193359711	0.252759288903867	0.877664338169443	0.372326608364361	0.116978609625668	0.300532371629744
Bacteria|Actinobacteria	23.9278072378826	36.541966843156	26.262782770375	25.8041286605857	14.8913619501855	21.2680308621268	25.807649461567	31.5789473684211	30.5304482790103	26.3526416295353	28.1701373504652	26.5803357314149	31.2575262343024	24.4586738562642	28.9360558839334	30.7472508442289	31.6427139037433	28.4732955521209
Bacteria|Armatimonadetes	0	0.00867980210051211	0.0154942671211652	0.00800128020483277	0	0.0251593425025159	0.0556999628666914	0.0475873227372228	0.0365196749748927	0.00909338910611985	0.0177226406734603	0.0287769784172662	0.0258042318940306	0.00842530963012891	0.0447787927637471	0.0259762750021647	0.0167112299465241	0.00858663918942126
Bacteria|Bacteroidetes	3.0142338822216	2.67337904695773	7.53796095444685	3.02448391742679	4.99659323188735	2.16370345521637	3.75046416635722	8.58475302179499	8.81950150643659	7.75666090752023	3.58883473637572	3.36690647482014	5.62532255289867	6.42851124778836	4.86297689414293	3.92241752532687	4.84625668449198	5.78739481366993
Bacteria|Campilobacterota	0.0651223369615778	0.00867980210051211	0.00774713356058258	0.00800128020483277	0.0302823832235597	0.0251593425025159	0.102116598588934	0.123727039116779	0.0639094312060623	0.0909338910611985	0.0354452813469207	0.0191846522781775	0.0172028212626871	0.0674024770410313	0.0895575855274942	0.0432937916702745	0.0668449197860962	0.0429331959471063
Bacteria|Candidatus_Saccharibacteria	0	0	0.0154942671211652	0.0160025604096655	0.128700128700129	0.00838644750083864	0	0.0951746454744456	0	0.0181867782122397	0.0177226406734603	0	0	0	0.0358230342109977	0.0086587583340549	0	0.0515198351365276
Bacteria|Chlamydiae	0.0186063819890222	0.00867980210051211	0	0	0.00757059580588992	0.0251593425025159	0.0464166357222429	0.0190349290948891	0.0365196749748927	0.0727471128489588	0.00886132033673017	0	0	0.00842530963012891	0.0895575855274942	0.0086587583340549	0	0.0601064743259488
Bacteria|Chloroflexi	1.94436691785282	2.67337904695773	0.65850635264952	1.98431749079853	1.77909001438413	1.17410265011741	1.68028221314519	3.35966498524793	1.80772391125719	1.96417204692189	2.36597252990696	2.10071942446043	4.77378290039567	1.24694582525908	2.27476267239835	2.09541951684129	2.03877005347594	2.18959299330242
Bacteria|Firmicutes	2.45604242255093	2.36090617133929	2.09947319491788	4.10465674507921	0.870618517677341	2.09661187520966	5.80207946528036	3.26449033977348	3.51501871633342	3.70100936619078	2.33938856889677	5.47721822541966	1.15258902460003	1.11214087117702	1.60308078094215	1.51528270845961	1.01938502673797	1.82036750815731
Bacteria|Gemmatimonadetes	0.148851055912178	0.182275844110754	0.100712736287574	0.112017922867659	0.0529941706412295	0.109023817510902	0.204233197177869	0.199866755496336	0.155208618643294	0.127307447485678	0.150642445724413	0.15347721822542	0.0774126956820919	0.126379644451934	0.116424861185742	0.147198891678933	0.100267379679144	0.171732783788425
Bacteria|Ignavibacteriae	0.0186063819890222	0.0173596042010242	0	0.0160025604096655	0	0.0419322375041932	0.00928332714444857	0.00951746454744456	0	0.063653723742839	0	0	0	0	0.00895575855274942	0	0	0.0257599175682638
Bacteria|Nitrospirae	0.0465159549725556	0.0520788126030726	0.0232414006817478	0.0560089614338294	0.0227117874176698	0.0503186850050319	0.0928332714444857	0.0571047872846674	0.0821692686935086	0.063653723742839	0.0974745237040319	0.143884892086331	0.0774126956820919	0.0758277866711602	0.0806018269747448	0.329032816694086	0.108622994652406	0.163146144599004
Bacteria|Planctomycetes	0.0651223369615778	0.225674854613315	0.100712736287574	0.0400064010241639	0.00757059580588992	0.0587051325058705	0.529149647233568	0.637670124678786	0.273897562311695	0.145494225697918	0.248116969428445	0.431654676258993	0.206433855152245	0.168506192602578	0.232849722371485	0.173175166681098	0.100267379679144	0.103039670273055
Bacteria|Proteobacteria	66.4247837008094	53.068310042531	61.3572977998141	63.1541046567451	75.7135286547051	71.1841663871184	58.7634608243594	49.5859902921862	52.0222770017347	57.4702191506775	60.0708905626938	58.599520383693	54.3953208326165	64.0660544275002	58.5796166935339	58.2388085548532	58.1133021390374	58.9129314786193
Bacteria|Spirochaetes	0.0651223369615778	0.0260394063015363	0.092965602726991	0.104016642662826	0.121129532894239	0.0838644750083864	0.111399925733383	0.123727039116779	0.127818862412125	0.209147949440757	0.159503766061143	0.0959232613908873	0.0946155169447789	0.176931502232707	0.134336378291241	0.164516408347043	0.0584893048128342	0.20607934054611
Bacteria|Unassigned	0.465159549725556	0.65966495963892	0.526805082119616	0.496079372699632	0.492088727382845	0.49480040254948	0.538432974378017	0.561530408299229	0.566054962110837	0.372828953350914	0.425343376163048	0.489208633093525	0.490280405986582	0.522369197067992	0.573168547375963	0.458914191704909	0.609959893048128	0.429331959471063
Bacteria|Verrucomicrobia	0.102335100939622	0.0433990105025605	0.100712736287574	0.0240038406144983	0.0605647664471194	0.0922509225092251	0.204233197177869	0.114209574569335	0.292157399799142	0.154587614804037	0.336730172795747	0.412470023980815	0.215035265783589	0.168506192602578	0.250761239476984	0.207810200017318	0.108622994652406	0.120212948651898
