order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
Kryptoniales	Kryptoniia	Bacteroidota_A	Bacteria		0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0385308760030931			0.1764705882352941	0.0239963345114816	0.047244094488188795	0.0283050511551603
Ktedonobacterales	Ktedonobacteria	Chloroflexota	Bacteria	0.0131578947368421	0.0614953951036987	0.16844919786096252	0.0102214650856132	0.034090909090909	0.1111922996970536	0.0227272727272727		0.058823529411764705	0.0599963337313973	0.1929133858267712	0.0471698113207545
Kyrpidiales	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
LBFQ01	Hydrothermia	WOR-3	Bacteria		0.0169574479650893	0.024532842911320397	0.008517887565889901		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.028003666716230002	0.043307086614173096	
LD1-PB3_B	Kiritimatiellia	Verrucomicrobiota	Bacteria	0.013347938042595	0.035918069882704295	0.008314949717805	0.015332197606039		0.0345498615804438	0.0454600816522525	0.1000009861306654	0.0392156862745098	0.08021011307439391	0.0472444475162911	0.0496527515873951
LMEP-6097	Vampirovibrionia	Cyanobacteriota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363					0.008		0.0094339622641509
LZORAL124-64-63	Krumholzibacteriia	Krumholzibacteriota	Bacteria	0.026505832779437098	0.016903933451003	0.0026737967914438	0.0102214650766609		0.018048037981670498	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0275594081462126	0.0496527515873951
Lachnospirales	Clostridia	Bacillota	Bacteria	5.537885295270029	21.001412123252187	19.71448253241807	10.178416656687027	8.64661774977493	16.3655536043775	13.887829072200125	19.643180404928433	39.408363315784065	12.844735178617569	19.040046697579907	16.33625284352611
Lactobacillales	Bacilli	Bacillota	Bacteria	6.82238147460951	26.837649104942354	24.405897673180164	9.584433205387041	10.17476514587667	20.213788872768845	18.387747535810934	26.095811944096752	57.38948244097988	16.40943532829762	23.06306368020475	21.46445807965725
Latescibacterales	Latescibacteria	Latescibacterota	Bacteria									0.0392156862745098			
Legionellales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1723829347192176	0.6862043683651696	0.5950627182595982	0.21289233444726618	0.2846914021402126	0.5947489247990656	0.5000451474350894	0.7994772585307267	1.196078431372549	0.45704690525255454	0.4370103452124626	0.6859651702253724
Lentisphaerales	Lentisphaeria	Verrucomicrobiota	Bacteria		0.0083565459610027										
Leptolyngbyales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0200219070638925			0.0051107325383304		0.0191897654584221			0.0392156862745098	0.0039999999999998	0.0236225767862482	0.08863007077731899
Leptospirales	Leptospiria	Spirochaetota	Bacteria	0.1327192072029384	0.2474348752501677	0.3248787615834518	0.0851788756318941	0.07954545454545439	0.3605197991367561	0.27275495371580794	0.42500032871024446	0.9411764705882353	0.3606340155212809	0.5196871575386917	0.5149229565015021
Leptospirillales	Leptospirillia	Nitrospirota_A	Bacteria	0.026505832779437098	0.0994166389389287	0.15031973900780252	0.01192504259839	0.045454545454545296	0.0473395070381862		0.0166666666666666	0.1568627450980392	0.0724128943770598	0.1299216128706218	0.1062596895350081
Lernaellales	Lernaellaia	Lernaellota	Bacteria										0.004		
Levybacterales	Microgenomatia	Patescibacteriota	Bacteria	0.026505832779437098	0.058202192445378095	0.0163363400921365	0.030664395212078		0.108572139997668	0.0454600816522525	0.0833333333333382	0.11764705882352941	0.0522111734138436	0.0669293103723364	0.0685206761156969
Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.2302118395394599	0.5342899343987034	0.547472582352518	0.8344368501741952	0.1818181818181815	0.4289640919206806	0.3409256995022119	0.2666669953769014	1.4896291800809514	0.3536625729011125	0.6574820801011398	0.4885219382119384
Limnochordales	Limnochordia	Bacillota	Bacteria									0.0196078431372549		0.0039370078740157	
Limnocylindrales	Limnocylindria	Chloroflexota	Bacteria	0.0532017088646271	0.7947985626769798	0.5668363896066521	0.1190310072910213	0.1728565176517612	0.1356123711585238	0.3863892125681971	0.7146181460026036	0.5098039215686274	0.21663506653047482	0.2204733235151549	0.3043527389644654
Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria	0.0659795169899633	0.2933417416876673	0.2007227408074926	0.08523373028574249	0.1250052286435778	0.21139405727293398	0.0454545454545454	0.08333366204352201	0.5098039215686274	0.1210322333005118	0.3425200380674715	0.1628634631199135
Lucifugimonadales	Dehalococcoidia	Chloroflexota	Bacteria	0.019831863758139598	0.1971782824755021	0.1011476401282371	0.0306095405781409	0.0233277657765767	0.0242722788202351	0.1363755666124836	0.2578102631538108	0.23529411764705882	0.06800733330665251	0.1062993891124759	0.10376933646690889
Lutisporales	Clostridia	Bacillota	Bacteria		0.057526880105742195	0.0112823058527224	0.0102214650766609		0.030281938136040097		0.0083333333333333	0.1764705882352941	0.0204128929679428	0.0157480314960628	0.0188679245283018
M30B25	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
M30B66	Bacteroidia	Bacteroidota	Bacteria							0.0227272727272727		0.0196078431372549		0.0039370078740157	
M55B111	Bipolaricaulia	Bipolaricaulota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0726614236939605				0.012		
MED-G09	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0056245451547547	0.0160427807486631	0.0017035775127768		0.0063965884861407			0.0196078431372549	0.0040000001258077	0.039370255254208696	0.0201093946616221
MHYJ01	MHYJ01	Planctomycetota	Bacteria		0.0028390298344205	0.0160427807486631			0.0042643923240938	0.0227272727272727		0.0196078431372549	0.0080000001258075	0.0354330708661417	
ML615J-28	Bacilli	Bacillota	Bacteria	0.0329897584949817	0.061930592675779696	0.0971940280686301	0.0238500851739347		0.026795949885578402	0.11364743603177771	0.1500000000000098	0.27450980392156865	0.0840073349673895	0.2244096253329482	0.0578484080809333
MOL361	Bacilli	Bacillota	Bacteria	0.0663596036014692	0.0774839014475107	0.1058025371299087	0.028960817712265		0.0752771847947453	0.0681873543795252	0.1083333333333381	0.45098039215686275	0.0844165613449101	0.25590657089533037	0.2149991549739492
MPNO01	Alphaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.0140337855058035	0.1341585113605183	0.006814310053113	0.0454545454545454	0.0255521155468369			0.11764705882352941	0.0440000014091205	0.08661452625644879	0.0685238404784045
MSB-5A5	MSB-5A5	Zixibacteria	Bacteria											0.0039370078740157	
MWAK01	UBA8468	Ratteibacteria	Bacteria										0.0080000000000001		
MWCT01	Sumerlaeia	Sumerlaeota	Bacteria									0.0196078431372549			
MWEM01	Thermotogae	Thermotogota	Bacteria		0.0301561977130382	0.0056411529263612	0.0051107325293781		0.0165018235987733		0.0083333333333333	0.058823529411764705	0.0162064464839715	0.0078740157480314	0.0094339622641509
Magasanikbacterales	Patescibacteriia	Patescibacteriota	Bacteria	0.0066739690212975	0.061284758198842396	0.1420047892899974	0.017035775127768202	0.0454545454545454	0.0469384141078227	0.090920163304505	0.1500000000000098	0.21568627450980393	0.0962137810739353	0.1259844284825546	0.0578484080809333
Magnetococcales	Magnetococcia	Pseudomonadota	Bacteria		0.024638681586456	0.0216839336750243	0.0034071550255536		0.0087443803801607	0.0227272727272727		0.09803921568627451	0.0242064477672854	0.043307086614173096	0.0283050511551603
Marinacidobacterales	Vicinamibacteria	Acidobacteriota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.09114359648713441	0.0392156862745098	0.0080000011575063	0.0157480314960629	0.0553612193755417
Marinisomatales	Marinisomatia	Marinisomatota	Bacteria	0.0990642971378215	0.1340371451954821	0.15096352324098042	0.0511073253962684	0.045454545454545296	0.160130480484284	0.2045675993362827	0.3166669953769064	0.39215686274509803	0.2522137767489638	0.1614180288908494	0.0993055031747902
Mariprofundales	Zetaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0338078669020061	0.0053475935828876	0.0153321976149914		0.0169063105049189	0.090920163304505	0.1666666666666764	0.058823529411764705	0.044007333180844405	0.039370255254208404	0.0484112814540748
Mesoaciditogales	Thermotogae	Thermotogota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407				0.0040000001258077	0.039370255254208696	0.029543356925773
Methylacidiphilales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0329897584949817	0.128515387793371	0.2192513368983954	0.0323679727606642	0.068181818181818	0.0510214491160857	0.090920163304505	0.1755227414693216	0.0392156862745098	0.080007334338351	0.0551182867502712	0.0578484080809333
Methylococcales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.11937126916034341	0.2272306576814532	0.2775126504692617	0.0783645655827925	0.045454545454545296	0.3088063295343876	0.1591019814863231	0.2166673240871166	1.0	0.26082578529621303	0.5000017651405106	0.3992166472515127
Methylomirabilales	Methylomirabilia	Methylomirabilota	Bacteria						0.0021321961620469		0.0083333333333333	0.0196078431372549	0.0080000000000001	0.0157480314960629	0.0188679245283018
Micavibrionales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.026505832779437098	0.2050996308644238	0.18985160603421	0.0340166956146525	0.0574186748674857	0.176278909473885	0.0681826760352513	0.1078105918640212	0.29411764705882354	0.0759926664563353	0.07086649476038541	0.0955768443360783
Micropepsales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0661695602957163	0.48674714509527917	0.3272143673268879	0.1157884162348866	0.19378231123112188	0.2803106510121677	0.1363700304147765	0.1661435964871393	0.5294117647058824	0.1530332948929069	0.09842572639256461	0.2301415850262467
Miltoncostaeales	Thermoleophilia	Actinomycetota	Bacteria	0.019831863758139598	0.0302632267412107	0.0457481047980189	0.0034071550255536	0.0113636363636363	0.0194053611903952		0.0083333333333333	0.13725490196078433	0.020206445578081503	0.0826773418683818	0.029543356925773
Minisyncoccales	Minisyncoccia	Patescibacteriota	Bacteria	0.0066739690212975	0.0970895377180229	0.1342769582591394	0.0153321976149914		0.0483299757142733	0.0454600816522525	0.0916666666666715	0.47058823529411764	0.2124181034943115	0.33858285367940477	0.1616283217120084
Minwuiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0056245451547547	0.0160427807486631	0.0051107325383304	0.0113636363636363		0.0227272727272727			0.0080000001258065	0.0354330708661417	
MnTg04	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549	0.0080000011575063	0.003937184388067	0.0389804835526315
Moduliflexales	Moduliflexia	Moduliflexota	Bacteria									0.0196078431372549			
Monoglobales	Clostridia	Bacillota	Bacteria	0.0066739690212975		0.0053475935828876	0.0102214650677085		0.0184184244322844			0.19607843137254902	0.0160000000000001	0.027559231632161302	0.029543356925773
Moorellales	Moorellia	Bacillota	Bacteria		0.008356545961002701	0.0026737967914438			0.0556038543883771						
Moranbacterales	Minisyncoccia	Patescibacteriota	Bacteria	0.0200219070638925	0.0937125225588778	0.1056274246850564	0.0170357751297739		0.1190747993723891	0.0681873543795252	0.0916666666666715	0.43137254901960786	0.1846219474894292	0.3346461988334916	0.1829728577815356
Motilibacterales	Actinomycetes	Actinomycetota	Bacteria								0.0083333333333333				
Multivoradales	Thermoanaerobaculia	Acidobacteriota	Bacteria	0.0331798018007346	0.0775634726728069	0.1344520707039917	0.015332197625949399	0.034090909090909	0.044991715144166194	0.0227272727272727	0.0338560748026451	0.19607843137254902	0.0242064466097791	0.0629926555264055	0.06976214624901719
Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria	2.7496120076492683	9.839594731339094	8.198502780510987	4.076608128057073	3.2620098609860744	7.401219951150358	6.795964424119133	9.848969061780975	20.219211006914787	6.103444283021707	8.244124142549671	8.535508337721488
Mycoplasmatales	Bacilli	Bacillota	Bacteria	0.4225730821865023	1.570457070722084	1.3935168583119741	1.1563527289690785	0.6602971238330938	1.3431417625692859	0.9318974042929467	1.4322878503947774	2.0974723173358534	0.7494839178882254	1.0236246949548946	0.8572953747108322
Myxococcales	Myxococcia	Myxococcota	Bacteria	0.019831863758139598	0.3773809124090725	0.20799393389172172	0.1499148211373246	0.2499999999999997	0.2970863914770388	0.11364743603177771	0.1750006574204501	0.5490196078431373	0.18483418202280621	0.1574803149606469	0.1050213837643954
N074bin48	UBA1144	Desulfobacterota_D	Bacteria			0.0080213903743315			0.0063965884861407					0.0157480314960629	0.0094339622641509
NPL-UPA2	NPL-UPA2	NPL-UPA2	Bacteria												0.0094339622641509
NS11-12g	Bacteroidia	Bacteroidota	Bacteria	0.0663596036014692	0.3720784890932783	0.3294761578762369	0.0817168659813557	0.0915095839583947	0.2082391807085814	0.2500230026442613	0.4078102631538206	0.5686274509803921	0.1644238949986187	0.1574813740449365	0.26092641208534
Nannocystales	Polyangia	Myxococcota	Bacteria	0.006578947368421	0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0280036677479286	0.0157480314960628	0.0283050511551603
Nanopelagicales	Actinomycetes	Actinomycetota	Bacteria	0.2121416838883732	0.6365979168597341	0.7536116161308266	0.16865417376705769	0.2165148126019725	0.5917966381986739	0.5227613477669479	0.5994769298204969	1.392156862745098	0.5380681375686919	0.7952785912900487	0.717991467417786
Nautiliales	Campylobacteria	Campylobacterota	Bacteria		0.0217996517520355	0.011457418297574701	0.0017035775147826		0.0087443803801607			0.0784313725490196	0.0082064464839714	0.0039370078740157	0.0094339622641509
Nemesobacterales	UBA1144	Desulfobacterota_D	Bacteria	0.0066739690212975			0.0017035775127768	0.0113636363636363	0.0063965884861407			0.0196078431372549		0.007874192262082701	0.0201093946616221
Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0927704147280298	0.1676731458203093	0.27854353809848603	0.0477001703776612	0.0795454545454543	0.0915331765984141	0.090920163304505	0.16666666666670288	0.21568627450980393	0.1000073335582653	0.1732295820550511	0.1596365073746673
Nitriliruptorales	Nitriliruptoria	Actinomycetota	Bacteria	0.032989758495754404	0.2020196661384082	0.168286119257807	0.0391274281420249	0.0687823112311221	0.0469173252517029	0.1590973031420492	0.157810263153806	0.11764705882352941	0.056210113074393504	0.0511812788762555	0.0754674496744562
Nitrococcales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.0501392757660167	0.1042780748663101	0.01192504259839	0.045454545454545296	0.025586353953771			0.09803921568627451	0.0200000011575063	0.003937184388067	0.0484144458167824
Nitrosococcales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0329897584949817	0.0196894487713372	0.0053475935828876	0.0136286201022145		0.1079183764524842	0.0454600816522525	0.1000000000000048	0.11764705882352941	0.04799999981859	0.051181278876255606	0.07671316824652749
Nitrospinales	Nitrospinia	Nitrospinota	Bacteria	0.0779458335370113	0.1490871266837782	0.078420784982292	0.7185989957804125		0.14430402207641138	0.2727438813203938	0.2500000000000146	0.35237427812016714	0.12063034282150531	0.0826771653543301	0.10818587293955789
Nitrospirales	Nitrospiria	Nitrospirota	Bacteria	0.0926753930751534	0.4250861860745004	0.4018437836900733	0.127708042316409	0.20514594759475818	0.4178339620461532	0.1363700304147765	0.20833300462314422	0.6274509803921569	0.1442064515616237	0.2952766496354875	0.2892346276032079
O2-12-FULL-45-9	WOR-1	Margulisbacteria	Bacteria	0.0131578947368421	0.052978305600437196	0.12834224598930472	0.0085178875728364	0.034090909090909	0.0234541577917241			0.0196078431372549	0.0160000001258077	0.039370078740157397	
OLB7	Kapaibacteriia	Bacteroidota_A	Bacteria									0.0196078431372549	0.004		
OXYB2-FULL-49-7	OXYB2-FULL-49-7	Fibrobacterota	Bacteria	0.0066739690212975	0.0027855153203342		0.0068143100511072		0.0063965884861407					0.007874192262082701	0.0201093946616221
Obscuribacterales	Vampirovibrionia	Cyanobacteriota	Bacteria	0.013347938042595	0.049223848658825696	0.027325086601385502	0.0034071550255536		0.0302819377326028		0.0083333333333333	0.19607843137254902	0.0364128942512569	0.0748035026344014	0.0873917650067063
Oceanibaculales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0387035852030385	0.008314949717805	0.0068143100511073		0.0182636337136436	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0282101130743937	0.0157480314960628	0.0094339622641509
Oceanimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Oleimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria				0.0017035775127768			0.0227272727272727				0.0039370078740157	
Oligoflexales	Oligoflexia	Bdellovibrionota_B	Bacteria	0.0066739690212975	0.0471136456781275	0.024357730466468098	0.008517887563884101		0.0203958298756905	0.0454600816522525	0.0916666666666715	0.058823529411764705	0.036210113200200206	0.0669293103723186	0.029543356925773
Oligosphaerales	Lentisphaeria	Verrucomicrobiota	Bacteria		0.044274615843706996	0.008314949717805	0.020442930153321798		0.1059863665300643	0.0454600816522525	0.0833333333333382	0.19607843137254902	0.0602027806882352	0.0354330708661413	0.0377390134193112
Omnitrophales	Omnitrophia	Omnitrophota	Bacteria		0.0028390298344205	0.0160427807486631						0.058823529411764705	0.008000000125807701	0.0354330708661417	
Opitutales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.2755480011929953	1.4317825608985841	0.732294221830707	1.8050061703900924	0.5358923882388205	0.9879623673691638	1.068256362312309	1.3484317755921271	2.3714152229070007	0.5699046258557473	0.7244117435015601	0.7476321333362425
Oscillospirales	Clostridia	Bacillota	Bacteria	3.32378573594502	12.290026197879113	11.784417008214858	4.2271627918242825	5.101133158677984	9.177342881904242	7.727879683935742	11.442081826406328	26.07223221837882	7.694818091480031	11.192947100010564	9.789026981165675
Ozemobacterales	Ozemobacteria	Muiribacteriota	Bacteria	0.0131578947368421	0.0558173354348577	0.1363636363636363	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.028000000251615503	0.0748031496062991	
P2-11E	Limnocylindria	Chloroflexota	Bacteria	0.0200219070638925	0.17681352136452888	0.0907460123059354	0.0237952305270335	0.0233277657765767	0.0866395762181823	0.1136372214897967	0.0828102631538011	0.0784313725490196	0.0162064466097791	0.0669296634004213	0.1251202012618513
PBKN01	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria	0.21176159727686739	1.0196918161449668	0.6169587010672204	0.2775734252889669	0.3648373497349712	0.6552986180834376	0.6364096416521589	0.9072871929743028	1.6862745098039216	0.554284525855095	0.7755926693497314	0.7872547307883483
PEXW01	Patescibacteriia	Patescibacteriota	Bacteria	0.0066739690212975			0.0051107325383304		0.0063965884861407	0.0227272727272727				0.003937184388067	0.0201093946616221
PGYV01	PGYV01	Goldbacteria	Bacteria									0.0588235294117647		0.0118110236220472	0.0094339622641509
PHBI01	UBA9042	Myxococcota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
PLA2	PLA2	Planctomycetota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
PS1	Gammaproteobacteria	Pseudomonadota	Bacteria	0.02669587608519	0.1965029701358661	0.10190987126003649	0.0391274281350783	0.0233277657765767	0.1060484689323247	0.1136427576875038	0.1994779159511331	0.45098039215686275	0.0802101143577077	0.0944888950325825	0.1924025716069355
PUPC01	PUPC01	Planctomycetota	Bacteria												0.0094339622641509
PWKH01	Spirochaetia	Spirochaetota	Bacteria												0.0094339622641509
PWPR01	UBA994	Bacillota	Bacteria			0.0080213903743315	0.0017035775127768	0.0113636363636363							
PWTM01	Kiritimatiellia	Verrucomicrobiota	Bacteria			0.0053475935828876						0.0196078431372549		0.0157480314960629	0.0094339622641509
PWVN01	Dethiobacteria	Bacillota	Bacteria									0.0196078431372549			
PWYM01	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549	0.0080000000000001		
PWZG01	Kiritimatiellia	Verrucomicrobiota	Bacteria											0.0039413639546537	
Paenibacillales	Bacilli	Bacillota	Bacteria	0.1790569037405151	0.637933614213439	0.4536699505025964	0.1532671214951368	0.1483277657765765	0.5266178379304778	0.2045629209920088	0.4161442539075891	1.8823529411764706	0.42647476069489504	0.9527583767085429	0.7626815028346074
Palauibacterales	Gemmatimonadetes	Gemmatimonadota	Bacteria	0.0396637275162791	0.0672340507460171	0.0294117647058821	0.0204429301533218	0.0113636363636363	0.0874355384310616	0.090920163304505	0.1750000000000097	0.2549019607843137	0.076007335495857	0.0787405105084169	0.1251307784260175
Palsa-1104	Polyangia	Myxococcota	Bacteria					0.0113636363636363				0.0196078431372549		0.0157480314960629	0.0094339622641509
Palsa-1180	Palsa-1180	FCPU426	Bacteria										0.0039999999999998		
Palsa-1295	Kapaibacteriia	Bacteroidota_A	Bacteria				0.0034071550255536			0.0227272727272727			0.004		
Palsa-1439	Verrucomicrobiia	Verrucomicrobiota	Bacteria		0.0028390298344205	0.0160427807486631					0.0083336620435535	0.0196078431372549	0.024000001283314	0.0669291338582675	0.0283050511551603
Palsa-965	Bacteroidia	Bacteroidota	Bacteria	0.019926885411016			0.0034071550255536		0.0170575692963752			0.0196078431372549	0.004	0.023622400272196902	0.0779546383798478
Pan216	Planctomycetia	Planctomycetota	Bacteria							0.0227272727272727				0.0039370078740157	
Paracaedibacterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0240641711229946			0.0063965884861407			0.0784313725490196	0.0040000001258077	0.0551181102362203	0.0094339622641509
Parvibaculales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.011249090309509501	0.0320855614973262	0.008517887563884		0.0555884452994683	0.0227272727272727		0.13725490196078433	0.027996334637289302	0.1299216128706217	0.0779578027425554
Patescibacteriales	Patescibacteriia	Patescibacteriota	Bacteria	0.026505832779437098	0.34649066126140377	0.1498631010611734	0.0970490635764371	0.1256004930493039	0.176025375053143	0.1591028393397563	0.2578102631538108	0.43137254901960786	0.1044202288412229	0.1732286994847948	0.1521869466463989
Pelagibacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.2302118395394599	1.3485102451280997	1.0123055566465604	1.0199676516133886	0.44498329732972947	0.873990443318737	0.8409670264464606	1.2068082115590517	2.195511533022128	0.614926923473811	0.6771671194712174	0.7017785720220255
Peptococcales	Peptococcia	Bacillota	Bacteria	0.0528216222531213	0.1888917138625	0.2657616728282137	0.0459911763529576	0.0795454545454543	0.0826642415811604	0.11364743603177771	0.1500000000000098	0.29411764705882354	0.1124202287154155	0.137795628618653	0.1251307784260175
Peptostreptococcales	Clostridia	Bacillota	Bacteria	0.7745829464019615	2.2951537172190686	2.557157562273016	0.7840112251827114	1.1250052286435759	2.169333252495519	1.977438813203938	2.6338587044845525	6.512700084471961	1.9488363472677321	2.9645759313504594	2.4740634800049284
Peribacterales	Gracilibacteria	Patescibacteriota	Bacteria	0.0328947368421052	0.0441908033428818	0.0484219015894627			0.010876576542207599		0.0083333333333333	0.2549019607843137	0.0402064478930933	0.0748031496062991	0.056606937947613
Petrotogales	Thermotogae	Thermotogota	Bacteria	0.026505832779437098	0.1605849002531618	0.101616311916563	0.0237952305290393	0.0233277657765767	0.022291341449644498	0.1136372214897967	0.09114359648713441	0.1568627450980392	0.0320000024408201	0.0905515341304644	0.1521869466463989
Phormidesmidales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0066739690212975	0.031022351581671798	0.0053475935828876	0.017035775127768202	0.0113636363636363	0.0211707028290127	0.090920163304505	0.1583333333333431	0.0784313725490196	0.0480073331808444	0.051181278876255606	0.0389773191899239
Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria	0.0860014240538559	0.4755647905347263	0.7423533197800936	0.1498599664894937	0.33014594759475807	0.4026834283311306	0.2500174664465542	0.3661439251973691	0.8823529411764706	0.3202064481037068	0.4960638746962383	0.2502509796878688
Pirellulales	Planctomycetia	Planctomycetota	Bacteria	0.152551070961078	0.6821043734397814	0.6938499079797552	0.1736551970335026	0.2852918951895166	0.5149789236364218	0.2500127881022803	0.4406224985689327	1.4337018135725206	0.34482684704478483	0.7047265276174489	0.6551666016394053
Piscirickettsiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0329897584949817	0.1132907010265136	0.156136004379016	0.013628620113172599	0.034090909090909	0.0837381868792324		0.0083333333333333	0.11764705882352941	0.0564092263219182	0.0629923024983029	0.0389773191899239
Planctomycetales	Planctomycetia	Planctomycetota	Bacteria	0.07994900746662591	0.7265864196672596	0.3287379944278313	0.1787110748811003	0.2858923882388208	0.2677351865690363	0.1818262915761883	0.3484307894614081	0.5098039215686274	0.08021117379126541	0.15354330708663158	0.22799393234066528
Pluralincolimonadales	Koll11	Omnitrophota	Bacteria	0.0131578947368421	0.086057345648721	0.11259302458411512	0.015332197623943701	0.034090909090909	0.035321203019227	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.040210113074393705	0.011811023622047102	0.0094339622641509
Plut-88900	Dehalococcoidia	Chloroflexota	Bacteria											0.0039370078740157	
Polarisedimenticolales	Polarisedimenticolia	Acidobacteriota	Bacteria	0.0131578947368421	0.0027855153203342							0.0196078431372549	0.0080000011575063	0.0039370078740157	0.0283050511551603
Polyangiales	Polyangia	Myxococcota	Bacteria	0.0200219070638925	0.22484683542537628	0.1478330885029076	0.0493488932226974	0.046055038503849295	0.053196893747550496	0.2045629209920088	0.3578102631538156	0.39215686274509803	0.12021744778889071	0.1929139153689245	0.1722931769453134
Poriferisulfidales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0068143100511072		0.0042643931309684			0.09803921568627451	0.008	0.0078740157480314	
Portnoybacterales	Minisyncoccia	Patescibacteriota	Bacteria	0.0197368421052631	0.0474786306325076	0.0169680904836178	0.0102763197305087	0.0227325013708506		0.0227272727272727	0.025	0.09803921568627451			
Promineifilales	Anaerolineae	Chloroflexota	Bacteria	0.019831863758139598	0.044273795719666796	0.1215517585350982	0.020442930148381	0.0454545454545454	0.1414435305464695	0.0454600816522525	0.1083336620435583	0.21568627450980393	0.1042064474600665	0.0393702552542083	0.0484144458167824
Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria	0.2836035917098399	1.066604374519997	0.6451515966946741	0.9484119795458537	0.20634693369336618	0.8124334618586623	0.7955124809919152	1.1317644515050054	2.371982121257422	0.5581011359777638	0.9645701063867769	0.9286883008013511
Proteinivoracales	Proteinivoracia	Bacillota	Bacteria										0.004		
Pseudanabaenales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0066739690212975	0.005678059668841	0.0320855614973262	0.0017035775127768		0.0063965884861407			0.11764705882352941	0.0080000002516154	0.09842537336444479	0.0389773191899239
Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	5.890436424367417	23.378749227390767	20.84560576306743	10.464118570400386	9.08444609072973	17.145167464280064	14.023774321967876	20.677084166418407	44.400401795407134	13.34602512874401	18.133930587909138	17.041520644517608
Puniceispirillales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0465277398433296	0.1330863587019832	0.2800680003620846	0.0340715502705059	0.09090909090909069	0.14014692646893	0.0909146271067979	0.1000000000000048	0.49019607843137253	0.11241655993578821	0.2204733235151373	0.147716784628865
