	RDA1	RDA2	RDA3	RDA4
OTU_26404	1.88086098435544	0.538276844645306	0.0449550758350538	-0.348064958315383
OTU_26246	-0.126690626121274	0.763301973489451	-0.889745990664179	-0.212012632904831
OTU_18330	0.172090065750644	-0.686839596772048	-0.358463330044097	-0.44713677689453
OTU_25480	-0.47115298468466	0.640018843983793	0.877360100279065	-0.35442681151473
OTU_24868	-0.761867729194139	0.341510595061232	-0.910893621568166	0.235254758533013
OTU_19094	-0.203468052253622	0.0535783423715088	-0.019256824509772	-0.0294428205814665
OTU_17060	0.0179835303415421	-0.408046596477653	-0.0952910822962265	-0.165201170289426
OTU_25834	-0.0395008906133421	-0.0115419282374905	-0.00254438999499713	0.194831509807914
OTU_34735	-0.136319388948961	0.138598147193085	0.401794901104981	0.196940810915198
OTU_12326	-0.351138953857325	-0.929074214163125	0.146616311602305	-1.21376192137258
OTU_23001	-0.343079551573179	0.104721085917437	-0.030782957065491	-0.0649287549943393
OTU_18790	0.171655534457306	0.190938295526142	-0.331590642566735	0.36564364511414
OTU_34752	-0.0841001223125268	0.153244763402117	0.169202207051148	0.102010688985247
OTU_24739	0.125123075778453	0.0954535620936015	-0.0128206836699086	0.109671830058338
OTU_18825	-0.0306223886025478	0.26913780502383	0.223809799268081	0.122738560978664
OTU_30438	-0.00636466696282757	0.217803632834853	0.300769932687127	0.141971129076946
OTU_27707	-0.00638169417251511	-0.00694840043083414	0.0010294205986391	0.0184901489692342
OTU_21915	-0.0641819737351863	0.0521614900492842	0.0457324741107194	-0.100730883476673
OTU_27519	-0.102492641697176	0.132174167191842	0.321512777616713	0.132702677904179
OTU_17460	-0.0288219416260575	-0.121862195869827	0.30518917072418	-0.158871714095864
OTU_25109	-0.111591028503764	0.171342446552237	0.285680386647429	-0.00324131870474387
OTU_31319	0.07101574341303	0.229771305500555	-0.0227134846074968	-0.0975911160280348
OTU_14078	-0.0874066061634045	0.382259462819386	0.151758287110381	-0.296084873657942
OTU_30240	-0.0504548946833054	0.281072271195132	0.356775706991516	0.0128239981618659
OTU_20501	-0.11119120135967	0.0533620481433853	0.0821835616669168	0.332586018757865
OTU_4075	0.0283728153854291	-0.321555470235992	0.14641570394562	0.407602895900236
OTU_5241	-0.0963431168159649	0.0707520631660199	0.0795804926466348	-0.149208511972419
OTU_7289	0.00241583723462866	0.243563388303634	0.0779610498877503	0.0816015501762049
OTU_6001	-0.385876541901144	0.253001893656385	-0.179210345974283	0.0354391334263753
OTU_11141	-0.000700223324408556	0.0546788387171827	-0.166441926957018	0.12671761128624
OTU_9389	-0.0827534778929669	0.140914028650358	-0.20448477986995	-0.215935045005019
OTU_29730	-0.0152504013904827	0.0965534216124076	-0.186018988778156	0.0999612210844722
OTU_34157	-0.0619046987549474	0.0182621946316406	0.129119041782757	0.132121031335393
OTU_4934	-0.153262024866949	-0.0927825139191151	0.0925490021348618	0.251723958149025
OTU_30479	-0.00379534762071834	0.193681531265488	0.335219410665145	0.0233319036577969
OTU_25906	-0.0900005666633835	0.159212651707506	0.232510138629734	-0.0421505380090506
OTU_34225	0.0320246263577891	0.0349379830140065	-0.0783544048210253	-0.0120682792880682
OTU_20220	-0.143706454038043	0.147374017299836	0.179802707445396	-0.033558355970753
OTU_8179	0.0585922050054056	0.0998808483773217	0.0111272600275781	0.312455392555787
OTU_29089	0.0316509492727542	0.112240552386976	0.150877514518624	0.0511935294950215
OTU_24898	-0.0547893068470017	0.217246702635619	0.1921972408178	-0.173934569889362
OTU_25288	-0.146387430482833	0.195146502225765	0.266447935211075	-0.0668050852394621
