#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_66	25	32	34	39	35	41	17	14	18	16	22	13	22	34	20	25	38	18
ASV_73	30	15	11	25	9	25	14	18	18	22	26	25	9	34	30	91	22	21
ASV_456	20	23	26	20	6	18	16	19	31	21	22	14	42	23	32	22	50	41
ASV_69	23	29	28	21	24	25	32	28	14	21	36	16	19	18	28	18	30	22
ASV_82	24	36	26	24	37	41	18	4	28	22	22	25	16	18	12	19	22	14
ASV_72	38	21	37	71	25	50	11	7	13	14	14	16	13	15	12	22	17	14
ASV_93	12	4	11	8	47	9	18	112	4	24	52	10	1	9	26	7	33	29
ASV_71	25	11	14	25	22	97	19	6	24	16	20	25	16	16	23	16	12	22
ASV_74	25	26	32	19	25	18	36	20	26	17	27	20	7	16	43	6	14	26
ASV_77	20	11	31	21	22	18	7	11	19	13	13	31	14	46	11	74	13	16
ASV_75	13	23	38	21	41	30	9	20	24	9	42	12	16	17	23	19	15	18
ASV_83	17	34	16	0	2	94	25	3	11	47	7	12	49	0	12	19	8	14
ASV_84	20	5	17	25	24	20	8	13	39	22	14	18	22	30	24	21	24	32
ASV_81	27	12	14	20	35	9	12	31	13	25	66	29	17	4	38	18	13	14
ASV_78	22	19	7	11	30	19	22	12	18	14	15	23	19	9	27	49	29	21
ASV_79	30	14	6	25	33	46	3	5	26	12	9	13	29	41	13	14	15	15
ASV_88	30	38	3	6	2	108	14	13	9	27	11	25	16	4	29	13	1	2
ASV_80	27	21	19	22	11	19	12	13	4	13	33	19	2	0	35	32	30	35
ASV_86	22	24	4	12	4	11	17	38	8	7	11	17	29	29	36	18	46	20
ASV_89	21	22	9	11	3	20	31	17	11	28	24	18	8	26	22	24	18	27
ASV_97	12	19	17	21	35	20	22	12	15	14	15	16	18	15	24	22	12	23
ASV_90	14	27	15	30	19	55	12	5	22	11	13	13	13	9	20	13	36	8
ASV_92	50	19	20	28	1	13	27	25	43	38	20	7	3	3	0	21	4	1
ASV_91	8	32	1	46	3	20	23	11	13	19	17	8	17	44	11	26	12	11
ASV_94	2	5	19	21	21	11	9	26	6	9	24	13	14	13	5	17	52	63
ASV_100	22	19	4	5	7	21	40	18	23	21	20	31	14	6	23	11	16	24
ASV_106	2	5	15	36	38	8	15	10	7	14	12	7	25	33	15	16	17	10
ASV_109	23	16	21	17	25	26	7	7	18	13	14	29	20	15	17	14	19	10
ASV_855	16	9	10	6	8	19	11	40	50	29	23	12	14	19	13	19	4	11
ASV_410	6	15	32	18	26	15	13	25	11	18	27	4	11	11	14	12	30	24
ASV_95	20	18	31	25	32	16	16	11	15	13	15	11	7	7	7	15	17	18
ASV_98	15	4	6	15	75	7	4	22	6	38	27	16	12	1	11	16	11	18
ASV_118	20	18	17	17	31	10	13	13	12	15	20	14	13	17	19	19	18	14
ASV_110	9	29	12	22	16	8	21	15	15	22	16	24	13	13	18	9	13	23
ASV_102	25	10	26	9	46	14	11	5	13	9	10	11	11	29	3	10	19	18
ASV_96	17	5	7	6	92	6	21	27	9	9	8	5	10	8	24	12	13	12
ASV_112	17	12	8	5	3	4	4	11	76	51	10	12	27	8	16	25	5	7
ASV_288	7	18	22	9	11	41	4	25	6	24	20	32	5	4	15	28	8	13
ASV_108	20	19	16	21	25	24	14	11	15	8	25	15	14	14	7	9	22	12
ASV_111	9	7	6	3	3	2	29	16	34	28	17	13	22	30	25	25	17	8
ASV_99	16	19	17	26	17	25	18	12	11	10	15	20	11	8	18	12	13	19
ASV_101	15	10	17	18	26	10	9	14	16	28	25	27	7	16	13	10	11	9
ASV_105	13	8	10	17	8	17	7	8	35	25	12	7	31	29	11	14	15	11
ASV_186	17	27	8	20	6	12	17	25	17	16	17	12	9	15	16	28	8	24
ASV_736	14	14	18	27	15	22	7	12	13	11	9	16	15	10	6	25	25	10
ASV_103	7	3	13	16	77	20	1	33	0	9	11	7	1	2	9	10	11	28
ASV_119	11	11	18	11	12	9	14	25	12	13	9	24	17	7	23	9	20	29
ASV_115	11	17	13	5	13	5	21	11	16	24	11	18	12	20	17	18	13	27
ASV_129	14	23	7	10	6	11	21	18	24	13	11	20	17	14	15	15	13	19
ASV_107	16	11	2	27	19	46	11	6	17	8	10	13	23	15	13	7	11	10
ASV_125	13	5	16	9	6	5	23	12	10	11	16	18	13	24	11	12	9	20
ASV_114	9	24	3	28	2	19	1	2	1	1	7	146	0	4	5	0	2	6
ASV_577	16	19	13	19	5	15	20	20	9	10	16	23	8	9	22	7	9	15
ASV_116	12	25	19	23	17	19	7	7	13	11	6	9	9	8	16	17	14	11
ASV_126	5	36	19	25	2	5	17	27	11	11	23	3	9	20	11	4	1	18
ASV_124	17	17	23	16	13	19	11	9	10	7	9	4	18	9	18	12	10	15
ASV_131	0	7	0	0	0	3	30	48	12	0	40	30	1	5	1	31	18	16
ASV_121	20	10	8	6	12	26	10	7	12	21	15	24	8	12	11	7	27	6
ASV_179	3	6	19	103	13	5	10	7	6	4	6	7	3	6	6	9	8	7
ASV_843	14	16	19	14	6	17	9	9	19	10	12	4	15	11	7	13	17	14
ASV_282	9	23	12	13	5	6	16	25	15	13	13	19	16	3	18	11	9	16
ASV_128	20	12	9	24	10	16	6	10	17	10	8	17	10	9	15	9	11	8
ASV_134	13	20	5	17	12	15	9	9	8	13	15	7	9	16	9	19	16	7
ASV_120	15	12	12	6	3	12	21	18	13	11	18	27	8	11	14	7	12	10
ASV_127	12	5	39	7	6	10	16	4	6	14	12	12	15	16	13	8	8	25
ASV_130	12	14	10	11	4	7	24	10	12	8	12	10	13	12	21	12	10	15
ASV_153	11	27	11	16	8	7	11	9	7	11	12	20	22	12	12	20	3	5
ASV_132	13	20	6	10	12	9	11	4	11	10	19	11	11	10	15	10	10	9
ASV_123	6	25	8	13	2	38	8	4	10	12	8	5	4	5	27	7	6	25
ASV_139	15	14	18	5	5	6	9	9	12	4	12	17	11	8	15	16	11	15
ASV_142	17	18	12	3	8	9	12	7	14	7	16	17	11	6	15	9	6	16
ASV_140	13	7	9	17	26	15	12	10	6	12	9	5	5	11	16	12	12	6
ASV_925	5	7	23	43	13	24	18	10	3	16	2	8	2	1	14	18	2	6
ASV_152	13	7	10	7	11	9	7	8	11	8	9	14	11	15	21	17	14	7
ASV_161	13	13	21	7	16	14	17	6	12	8	15	14	4	7	9	11	4	11
ASV_143	15	5	5	9	18	8	13	10	9	15	10	11	6	8	21	22	9	8
ASV_141	9	3	36	7	19	9	6	15	6	11	16	6	2	5	5	14	24	7
ASV_137	0	0	0	0	1	0	5	64	1	0	108	0	0	0	0	21	0	3
ASV_148	3	13	7	16	21	2	6	9	3	10	6	5	12	6	11	10	20	23
ASV_347	14	11	16	7	15	27	9	19	5	8	13	12	6	8	8	5	6	9
ASV_168	1	1	0	161	0	1	3	8	1	3	0	6	0	1	0	1	1	0
ASV_172	11	14	21	9	2	15	18	7	15	15	8	17	9	6	14	5	5	9
ASV_283	14	8	20	6	26	14	8	25	8	3	7	4	6	7	17	8	11	4
ASV_144	18	8	2	2	5	6	8	10	19	16	16	12	7	4	30	14	19	11
ASV_415	7	13	9	11	5	6	15	17	11	9	16	7	20	9	11	9	5	17
ASV_147	27	21	14	19	15	22	1	5	5	12	3	3	9	11	4	6	5	10
ASV_160	5	13	8	13	4	10	11	14	11	10	16	21	10	8	8	12	14	11
ASV_136	12	7	8	10	16	11	10	5	10	16	6	3	18	14	8	7	14	12
ASV_146	10	2	7	6	3	8	6	3	12	8	11	9	7	20	21	25	16	14
ASV_154	2	5	1	0	2	0	5	12	8	8	6	2	2	1	15	95	18	1
ASV_156	10	8	4	6	3	9	30	12	17	27	13	46	2	2	7	2	2	4
ASV_162	12	16	8	3	2	8	22	9	18	6	11	24	16	4	13	5	8	12
ASV_155	14	8	4	13	8	11	11	13	9	20	8	8	10	7	8	10	11	5
ASV_150	15	9	6	7	4	12	13	9	13	15	12	9	3	12	12	4	8	23
ASV_151	12	2	3	5	1	0	28	16	9	17	13	8	7	11	16	15	8	11
ASV_157	12	14	15	5	8	20	15	6	2	6	11	7	7	10	6	10	20	7
ASV_164	3	11	51	15	8	14	16	8	9	7	5	1	2	5	11	3	4	10
ASV_149	6	20	8	6	10	15	6	4	11	17	4	4	11	6	30	13	14	11
ASV_165	11	9	12	7	3	10	18	10	13	12	9	14	6	13	14	14	3	14
ASV_166	29	23	0	8	5	7	14	10	15	13	8	8	10	6	12	6	3	10
ASV_969	12	18	51	4	10	10	6	13	4	7	5	6	3	8	5	8	1	5
ASV_188	20	10	17	16	12	14	6	4	16	7	3	5	14	8	7	4	12	6
ASV_159	11	13	7	23	2	8	13	17	7	3	5	8	7	6	11	8	6	17
ASV_170	9	15	14	17	19	15	9	4	10	8	8	8	9	7	7	10	7	2
ASV_183	12	3	14	12	9	24	5	3	10	9	11	12	3	15	5	11	12	8
ASV_1564	8	17	4	11	3	9	13	8	7	10	6	10	11	11	11	7	6	8
ASV_192	11	1	15	3	24	9	8	13	3	4	5	2	20	4	6	11	16	9
ASV_474	6	14	21	3	0	5	3	9	40	10	7	7	4	7	9	10	15	2
ASV_965	9	14	6	4	4	10	10	11	11	15	4	14	7	4	19	8	4	12
ASV_158	10	3	2	5	11	8	22	14	1	9	6	9	16	13	10	5	3	18
ASV_174	9	8	8	2	3	6	13	12	10	12	8	17	13	10	13	12	7	10
ASV_213	9	18	7	14	11	13	7	10	2	6	7	10	7	6	9	9	7	8
ASV_169	2	35	0	3	8	4	14	12	7	4	2	12	16	4	22	6	7	6
ASV_251	13	11	6	6	5	13	9	10	8	6	13	7	7	16	12	20	3	5
ASV_535	9	37	4	2	3	9	4	7	4	6	11	14	29	3	8	5	10	6
ASV_236	10	12	7	5	6	12	10	9	13	8	11	10	10	10	11	7	4	11
ASV_1153	10	12	13	6	11	11	11	10	9	8	7	8	9	7	7	10	10	9
ASV_185	5	10	5	6	2	3	15	10	9	8	6	8	20	5	10	5	22	14
ASV_167	6	12	9	3	2	9	7	14	15	10	9	6	7	10	16	16	9	10
ASV_180	36	4	12	8	31	30	2	1	4	3	6	0	9	6	5	3	4	5
ASV_171	4	39	11	1	1	7	5	1	28	2	1	25	14	6	0	8	0	14
ASV_176	7	8	20	16	15	11	4	3	16	8	8	4	6	5	8	10	6	6
ASV_163	0	9	0	0	0	1	2	1	7	101	2	3	4	5	6	18	1	3
ASV_266	16	9	6	3	9	8	14	11	10	7	10	23	5	3	6	2	6	8
ASV_187	8	13	4	7	5	5	4	20	13	7	12	10	11	16	5	12	7	5
ASV_202	10	11	14	1	6	4	5	11	4	12	10	5	18	3	19	10	3	8
ASV_181	6	13	2	5	13	17	8	7	2	16	5	4	8	6	9	6	7	10
ASV_472	2	14	5	14	2	4	14	9	10	12	10	9	6	8	6	6	11	4
ASV_218	6	1	6	22	7	6	0	3	32	12	1	2	9	13	3	2	12	4
ASV_175	12	9	2	13	3	13	8	11	9	6	23	10	12	7	1	7	7	4
ASV_190	16	8	13	17	9	20	2	2	1	5	4	14	6	5	4	6	8	2
ASV_216	2	5	9	13	15	6	5	6	4	11	7	1	5	36	4	5	14	4
ASV_195	8	5	7	10	1	5	20	1	11	6	9	17	6	6	11	13	6	13
ASV_197	10	10	25	22	2	9	9	6	3	6	4	3	1	4	5	8	1	3
ASV_200	8	8	4	6	10	6	18	9	5	5	10	12	3	3	14	8	7	12
ASV_193	4	0	5	10	2	2	13	5	10	4	2	20	20	23	5	5	6	4
ASV_201	9	3	9	10	20	12	6	7	10	7	2	6	6	5	5	11	12	3
ASV_1754	12	6	1	3	6	11	15	4	3	12	12	6	7	9	11	5	7	4
ASV_204	0	4	0	3	10	5	4	31	3	23	10	24	0	2	7	4	3	7
ASV_184	21	3	5	1	8	4	6	34	1	24	11	9	1	6	4	0	4	2
ASV_189	24	10	9	6	25	5	3	2	4	6	2	3	11	4	6	3	2	13
ASV_206	8	8	11	11	4	6	8	10	4	12	6	6	7	2	11	8	6	8
ASV_208	12	10	8	13	7	8	7	13	5	9	6	2	6	4	1	7	6	9
ASV_215	7	6	1	2	6	5	4	0	8	7	0	0	36	5	3	8	23	7
ASV_210	11	13	6	10	2	8	12	9	8	12	9	12	6	2	6	8	2	6
ASV_225	6	12	15	2	2	2	9	8	5	10	7	4	4	12	12	8	2	13
ASV_1602	4	9	12	13	8	3	6	8	11	5	3	5	6	5	13	6	9	11
ASV_191	5	3	0	2	0	5	9	8	9	13	16	5	6	17	9	16	3	4
ASV_211	4	9	0	46	5	9	2	6	4	3	4	5	5	3	22	3	0	5
ASV_220	5	16	6	6	7	7	11	9	5	5	10	4	4	6	10	10	5	19
ASV_207	6	14	5	20	1	11	10	9	8	3	8	5	2	4	9	6	4	4
ASV_209	4	22	10	6	7	9	11	4	5	3	6	7	5	3	7	8	7	8
ASV_212	10	16	3	8	3	3	10	18	7	6	14	6	12	3	8	8	2	3
ASV_224	16	13	6	5	7	5	3	4	9	6	5	5	7	9	8	17	7	6
ASV_718	6	9	1	6	10	8	11	8	8	7	8	20	5	4	3	6	7	9
ASV_249	5	3	1	5	1	1	6	25	19	32	3	3	7	4	5	4	2	7
ASV_1770	11	10	7	2	1	5	8	14	7	3	9	13	8	4	13	6	8	7
ASV_253	5	10	21	2	1	6	13	7	9	3	8	11	3	2	11	4	11	12
ASV_247	11	29	5	3	1	6	7	17	6	5	3	6	7	8	6	3	3	2
ASV_214	6	6	3	0	2	9	10	10	6	2	3	9	16	0	3	13	26	16
ASV_303	3	1	1	1	18	2	4	1	16	2	29	2	14	1	17	3	0	2
ASV_359	13	8	5	5	6	11	9	6	8	6	8	8	5	6	6	3	6	3
ASV_261	6	3	4	5	3	7	12	8	10	12	7	13	6	5	11	5	3	10
ASV_1127	8	9	4	8	1	5	8	4	8	6	10	18	6	6	4	3	3	6
ASV_198	8	13	1	5	8	4	6	4	6	8	6	5	7	4	10	5	7	9
ASV_217	4	3	5	4	1	1	8	4	10	13	7	10	6	16	13	10	12	4
ASV_232	5	0	1	0	0	1	17	8	11	9	9	8	8	15	9	5	9	6
ASV_250	6	6	5	11	4	2	9	5	13	7	4	13	8	6	7	4	3	12
ASV_285	13	7	5	14	10	11	6	6	9	6	8	8	4	2	3	4	4	5
ASV_199	8	6	6	4	9	7	3	4	7	3	9	1	10	16	4	6	8	5
ASV_219	10	5	12	5	10	3	4	4	13	4	5	6	8	5	5	7	6	2
ASV_229	9	8	5	1	11	10	5	3	7	6	6	9	7	10	6	8	7	2
ASV_272	7	6	4	7	5	2	9	4	5	3	10	7	8	6	14	3	12	12
ASV_331	8	5	10	10	12	19	5	4	3	7	6	5	7	5	2	8	6	5
ASV_221	37	0	1	2	27	0	5	0	3	0	0	4	3	1	29	6	1	3
ASV_223	5	4	5	5	1	6	13	6	2	7	12	7	3	8	8	7	9	8
ASV_246	13	5	3	2	3	19	16	5	3	7	11	12	2	4	5	4	8	2
ASV_252	10	4	1	1	2	5	15	9	10	19	8	26	1	0	4	2	0	3
ASV_344	12	9	1	10	3	6	13	11	7	7	3	11	6	2	7	6	2	4
ASV_1311	4	11	7	5	8	13	9	6	7	3	9	5	4	5	5	4	5	3
ASV_241	13	9	10	5	3	5	13	3	2	11	8	7	2	8	11	6	2	8
ASV_280	2	6	4	7	3	3	14	4	7	6	7	8	6	2	8	12	7	2
ASV_268	7	6	5	4	8	7	7	10	4	4	11	9	9	7	4	3	5	10
ASV_237	13	6	12	11	10	17	5	1	4	3	3	2	5	7	4	4	5	6
ASV_271	9	4	2	2	1	6	4	18	6	9	11	14	6	3	5	11	3	8
ASV_240	7	2	7	7	8	11	5	3	18	6	2	5	10	6	4	2	8	4
ASV_242	6	5	3	4	5	5	6	2	3	2	7	8	7	7	14	5	10	11
ASV_270	9	6	8	2	2	8	6	10	12	2	7	16	12	2	2	11	2	6
ASV_245	3	7	1	3	4	3	5	3	4	1	18	5	24	5	7	2	5	7
ASV_260	13	3	29	0	2	2	7	9	12	4	3	10	4	1	2	1	1	12
ASV_369	4	5	8	6	6	7	9	6	2	7	9	5	5	5	5	7	13	7
ASV_255	2	4	8	15	8	6	10	5	1	3	3	8	4	12	10	6	5	7
ASV_322	4	11	8	7	5	3	8	13	5	7	3	11	10	2	7	6	10	2
ASV_469	9	1	4	7	2	4	3	3	12	14	5	7	2	13	13	12	2	5
ASV_227	2	12	0	0	16	21	2	21	2	2	2	2	2	13	14	5	0	3
ASV_265	5	5	8	9	10	6	11	4	5	4	8	6	3	5	6	6	8	9
ASV_273	6	9	6	9	23	5	2	0	6	1	9	4	14	4	7	2	1	1
ASV_234	1	6	8	3	12	8	4	5	2	10	7	3	7	11	4	4	10	1
ASV_243	8	1	10	1	1	5	3	3	7	7	13	7	4	6	10	4	5	11
ASV_256	7	17	6	3	2	3	5	7	5	13	6	5	8	6	4	10	4	3
ASV_263	11	4	6	3	3	1	8	3	5	7	7	12	8	6	11	7	4	7
ASV_257	7	9	7	6	4	11	2	2	7	3	6	12	8	7	10	2	2	3
ASV_277	6	12	5	7	3	8	7	7	6	6	6	4	3	7	3	8	5	5
ASV_239	7	5	5	5	28	5	6	8	2	4	2	3	4	6	4	5	5	3
ASV_317	7	6	9	1	7	10	11	3	6	4	6	7	2	3	13	7	2	8
ASV_262	3	9	4	2	1	1	2	2	36	5	7	4	2	4	1	3	13	11
ASV_258	9	3	8	7	11	7	0	6	5	5	7	4	2	13	5	2	8	3
ASV_278	3	4	6	4	3	4	8	4	9	4	6	6	5	4	7	10	9	13
ASV_313	13	6	1	5	0	4	12	12	3	6	9	9	8	4	7	5	3	6
ASV_315	9	6	12	21	12	4	7	8	0	3	4	7	5	2	7	4	5	1
ASV_233	22	6	1	0	10	2	12	5	5	11	2	9	3	0	12	2	1	4
ASV_286	7	7	3	2	1	6	9	11	13	5	8	4	6	3	10	5	6	7
ASV_319	2	1	3	4	2	9	0	5	9	10	4	14	12	1	5	10	8	6
ASV_360	6	3	2	9	7	9	1	1	10	7	8	3	4	8	7	7	9	5
ASV_254	8	8	5	6	6	6	4	3	3	7	5	8	3	4	3	8	6	5
ASV_259	6	6	8	4	6	3	4	4	5	3	4	8	21	5	6	7	1	4
ASV_274	14	4	7	8	12	4	2	4	1	4	6	6	3	4	5	8	3	8
ASV_893	11	8	2	9	10	3	8	5	6	6	3	6	10	4	6	4	3	3
ASV_244	8	3	3	1	3	1	7	7	3	8	8	8	10	9	9	4	7	5
ASV_279	6	14	19	7	10	10	1	3	1	6	6	0	2	1	6	4	5	7
ASV_723	12	4	7	9	2	12	6	9	3	6	4	5	4	0	9	9	2	3
ASV_293	3	8	17	0	0	11	0	2	2	10	2	4	3	12	7	14	3	1
ASV_310	9	7	7	7	16	5	2	6	3	5	8	3	9	4	4	1	4	4
ASV_327	5	7	3	6	1	1	16	9	7	7	5	6	5	13	3	8	3	4
ASV_357	6	3	8	6	9	27	4	2	1	4	5	7	9	8	4	1	0	1
ASV_228	5	2	11	2	5	2	12	5	8	10	7	3	2	3	9	4	0	13
ASV_298	9	6	3	5	6	3	3	10	3	5	12	7	4	12	9	3	5	2
ASV_300	3	4	3	6	16	5	1	8	8	8	2	12	7	2	10	4	1	6
ASV_287	13	4	2	1	4	2	6	2	8	7	5	11	7	3	4	11	5	9
ASV_302	6	7	0	0	0	5	4	10	18	11	3	11	3	0	3	0	3	19
ASV_345	14	0	0	9	3	3	16	5	8	9	9	10	4	1	1	5	2	4
ASV_572	4	11	1	4	6	4	4	7	3	6	8	5	4	7	7	7	5	5
ASV_264	3	4	3	3	8	0	2	2	8	4	2	5	6	20	5	4	5	10
ASV_301	4	2	9	8	4	8	5	4	5	1	10	9	3	7	5	7	0	1
ASV_491	9	9	2	0	4	5	14	10	10	4	5	1	2	2	2	15	4	0
ASV_284	6	4	3	5	13	6	4	3	5	5	4	3	8	6	8	1	5	2
ASV_496	6	10	2	0	2	14	10	7	6	5	1	7	2	2	2	4	7	8
ASV_290	12	4	4	8	1	2	5	4	3	7	9	1	2	5	10	5	7	6
ASV_306	8	5	4	2	4	11	6	3	0	3	1	11	2	7	4	6	5	10
ASV_520	4	6	6	2	1	1	5	15	7	7	14	4	3	1	8	8	6	3
ASV_276	7	11	2	7	6	5	4	3	8	2	4	2	8	5	3	3	2	5
ASV_336	4	5	17	3	5	6	3	6	6	4	3	3	2	5	5	5	6	3
ASV_267	6	5	1	3	0	5	6	10	5	3	7	8	2	2	11	9	4	6
ASV_275	6	2	5	8	5	6	6	8	2	5	8	8	6	6	4	3	7	3
ASV_312	6	8	10	1	0	0	14	1	6	5	7	3	0	13	2	11	3	9
ASV_329	5	2	10	8	2	6	5	0	4	3	7	7	9	6	3	4	8	7
ASV_346	8	9	1	7	3	8	1	3	6	4	7	12	6	6	6	2	4	3
ASV_350	8	10	4	3	6	7	3	2	4	2	3	3	2	5	5	2	7	4
ASV_318	2	7	5	3	2	1	7	8	9	4	2	4	5	3	6	2	8	6
ASV_332	5	7	13	6	2	8	2	3	5	4	3	2	4	4	8	4	4	1
ASV_1597	5	8	1	8	1	3	12	13	10	2	11	5	3	3	6	1	3	1
ASV_269	9	2	5	4	3	7	5	18	3	5	4	7	5	2	2	3	4	8
ASV_307	2	7	7	6	6	7	5	5	2	8	3	3	3	3	13	4	4	7
ASV_374	1	13	4	2	4	14	5	5	3	4	2	5	0	1	1	19	3	5
ASV_499	5	5	2	2	6	4	2	8	3	2	1	7	1	2	36	0	0	3
ASV_311	3	4	20	5	5	2	2	7	3	7	2	5	3	4	3	6	3	5
ASV_328	17	0	23	3	1	2	1	3	3	4	4	9	1	4	5	7	1	1
ASV_378	3	9	1	4	0	2	6	11	14	11	2	1	5	0	2	9	0	11
ASV_292	8	4	4	3	3	6	3	7	9	6	3	9	3	3	7	10	4	7
ASV_364	3	7	3	2	2	3	7	2	7	7	4	9	1	6	3	5	2	8
ASV_289	5	7	5	6	3	7	6	5	4	2	2	2	3	1	6	10	4	9
ASV_323	2	3	3	4	3	2	6	8	4	9	5	17	1	3	0	1	18	3
ASV_330	11	6	1	13	4	3	4	5	7	3	1	2	4	4	12	5	2	2
