OTUID	All	KO	OE	WT
ASV_717	0.031128	0.02262381	0.02394211	0.04681724
ASV_826	0.032004	0.03281423	0.03420486	0.02899213
ASV_940	0.031302	0.00903493	0.04195101	0.04291919
ASV_1606	0.030601	0.03260730	0.02370656	0.03549009
ASV_434	0.031281	0.02096207	0.04571390	0.02716849
ASV_498	0.030758	0.03127628	0.03494733	0.02604938
ASV_537	0.031385	0.03132609	0.03358600	0.02924364
ASV_974	0.031688	0.009515515	0.060358293	0.025189815
ASV_444	0.030317	0.02908933	0.02389497	0.03796561
ASV_468	0.031422	0.02577465	0.04790606	0.02058564
ASV_497	0.029627	0.04286231	0.02521956	0.02080040
ASV_518	0.030788	0.02274668	0.05109126	0.01852698
ASV_553	0.03101	0.01225922	0.04392332	0.03684618
ASV_742	0.030344	0.02627969	0.03529483	0.02945691
ASV_439	0.03059	0.02639736	0.03408778	0.03128557
ASV_446	0.030137	0.044832995	0.036546008	0.009032174
ASV_458	0.029802	0.02352417	0.03068290	0.03519804
ASV_477	0.030113	0.02056677	0.03246038	0.03731199
ASV_509	0.029762	0.02849298	0.02547776	0.03531526
ASV_591	0.030135	0.02837188	0.02801255	0.03402064
ASV_1160	0.030014	0.02233102	0.04246813	0.02524291
ASV_420	0.0302	0.02345081	0.04227200	0.02487694
ASV_441	0.029456	0.02720303	0.02991076	0.03125401
ASV_449	0.028959	0.04354304	0.01998249	0.02335195
ASV_460	0.028834	0.03679333	0.02252844	0.02718056
ASV_507	0.029698	0.03206862	0.02966326	0.02736107
ASV_584	0.029524	0.04379819	0.02391591	0.02085793
ASV_590	0.029481	0.02963400	0.03243769	0.02637011
ASV_603	0.029833	0.02924185	0.02542658	0.03483105
ASV_743	0.029103	0.04565359	0.01807117	0.02358436
ASV_837	0.029693	0.02325856	0.03703590	0.02878526
ASV_1593	0.029378	0.02511158	0.03677079	0.02625199
ASV_1621	0.029468	0.01858117	0.03849731	0.03132677
ASV_1720	0.028789	0.02332208	0.02678084	0.03626373
ASV_443	0.029191	0.03467535	0.02675778	0.02613843
ASV_467	0.028716	0.03051252	0.02673535	0.02889946
ASV_506	0.029259	0.01349109	0.03647729	0.03780739
ASV_528	0.029363	0.05495690	0.02105947	0.01207146
ASV_547	0.028698	0.04641503	0.02525561	0.01442254
ASV_580	0.029731	0.02868881	0.04232520	0.01817914
ASV_1450	0.028911	0.03448070	0.03380412	0.01844711
ASV_451	0.029348	0.01745561	0.05094331	0.01964360
ASV_473	0.029184	0.03089900	0.04240269	0.01424905
ASV_494	0.02879	0.02245332	0.03917398	0.02474297
ASV_500	0.028597	0.02643554	0.03090551	0.02845129
ASV_511	0.028973	0.04076367	0.03147377	0.01468007
ASV_1151	0.028634	0.03666382	0.02960144	0.01963788
ASV_447	0.028377	0.02025679	0.03244278	0.03243192
ASV_455	0.027918	0.02747500	0.02103192	0.03524645
ASV_482	0.028612	0.02459793	0.02789286	0.03334394
ASV_502	0.028238	0.02986207	0.02983530	0.02501700
ASV_519	0.028729	0.01716226	0.05753128	0.01149331
ASV_550	0.029115	0.004051207	0.062579761	0.020713318
ASV_1002	0.027921	0.02118906	0.03406071	0.02851186
ASV_1162	0.027962	0.03732420	0.02121517	0.02534781
ASV_462	0.027726	0.02523687	0.02245908	0.03548152
ASV_466	0.027226	0.04217874	0.00986236	0.02963609
ASV_483	0.02772	0.03039818	0.02952466	0.02323696
ASV_574	0.028272	0.02710775	0.03945614	0.01825253
ASV_608	0.028491	0.01462941	0.06037472	0.01046981
ASV_673	0.027922	0.01958932	0.03539598	0.02878055
ASV_871	0.027939	0.009849354	0.028003483	0.045965290
ASV_1246	0.027625	0.03188023	0.03122699	0.01976862
ASV_1376	0.027919	0.02777187	0.03252404	0.02346205
ASV_1506	0.027745	0.01856372	0.04234906	0.02232209
ASV_464	0.027293	0.02472109	0.02826587	0.02889110
ASV_515	0.027236	0.01863494	0.02956318	0.03350943
ASV_563	0.027436	0.03140883	0.01981000	0.03108880
ASV_578	0.027368	0.02793496	0.02791805	0.02625085
ASV_588	0.027186	0.02030865	0.03115149	0.03009815
ASV_594	0.027278	0.02547288	0.02530382	0.03105632
ASV_599	0.028551	0.008950546	0.068822052	0.007879086
ASV_620	0.02724	0.02375289	0.02792347	0.03004370
ASV_701	0.027762	0.02038084	0.03953660	0.02336857
ASV_800	0.027555	0.02443528	0.02557673	0.03265267
ASV_875	0.027844	0.02721841	0.03111547	0.02519917
ASV_892	0.027386	0.03842825	0.02686791	0.01686313
ASV_920	0.027984	0.01925445	0.03824520	0.02645281
ASV_1036	0.026904	0.02515424	0.03594065	0.01961754
ASV_1081	0.027523	0.005336437	0.046876746	0.030355826
ASV_1241	0.027297	0.03251995	0.03368890	0.01568121
ASV_1491	0.027336	0.01416740	0.04955371	0.01828600
ASV_524	0.026859	0.02937422	0.02535570	0.02584564
ASV_555	0.026982	0.01994973	0.02829848	0.03269913
ASV_638	0.027739	0.01069092	0.05943914	0.01308585
ASV_677	0.027186	0.01323041	0.04367712	0.02465086
ASV_681	0.027251	0.03079473	0.03533567	0.01562337
ASV_738	0.026904	0.02128345	0.02927785	0.03014943
ASV_1281	0.026624	0.02330774	0.03694007	0.01962513
ASV_1520	0.026462	0.02321360	0.03258655	0.02358692
ASV_1590	0.026277	0.03081944	0.02558760	0.02242451
ASV_481	0.026594	0.02742795	0.02849151	0.02386287
ASV_493	0.026641	0.01744004	0.03658589	0.02589626
ASV_508	0.026576	0.02091494	0.03092842	0.02788544
ASV_531	0.026674	0.01172409	0.03684958	0.03144905
ASV_848	0.026101	0.03249706	0.01975624	0.02605112
ASV_919	0.026202	0.02493523	0.02502688	0.02864268
ASV_457	0.026014	0.003977921	0.039608944	0.034455542
ASV_487	0.025325	0.02409987	0.01941268	0.03246110
ASV_488	0.025805	0.03109416	0.02525738	0.02106462
ASV_490	0.025927	0.02886032	0.02272820	0.02619273
ASV_551	0.026044	0.02337790	0.03257957	0.02217455
ASV_562	0.026354	0.02054308	0.03236503	0.02615249
ASV_567	0.025068	0.01587455	0.01234236	0.04698840
ASV_568	0.026941	0.000000000	0.072847585	0.007975118
ASV_573	0.026	0.02376987	0.02524510	0.02898544
ASV_587	0.025292	0.01267601	0.02604501	0.03715502
ASV_649	0.026234	0.03111587	0.03083264	0.01675455
ASV_930	0.025538	0.046005652	0.009680527	0.020929149
ASV_937	0.02603	0.01442825	0.03497064	0.02869077
ASV_1372	0.026019	0.01491465	0.04215848	0.02098287
ASV_569	0.026074	0.005672335	0.042302372	0.030247384
ASV_600	0.025516	0.02012080	0.02409337	0.03233303
ASV_642	0.025302	0.03279947	0.01847122	0.02463550
ASV_754	0.025427	0.02651370	0.01705482	0.03271317
ASV_868	0.02594	0.003891364	0.047867558	0.026060225
ASV_1004	0.025147	0.03112826	0.02841557	0.01589752
ASV_1016	0.025403	0.02881159	0.03558532	0.01181117
ASV_1273	0.024928	0.02235512	0.02256033	0.02986774
ASV_1429	0.025398	0.02693722	0.02970011	0.01955666
ASV_1456	0.025608	0.02732871	0.02982547	0.01967059
ASV_1538	0.025578	0.01472002	0.03831672	0.02369659
ASV_1612	0.025608	0.03807291	0.02710844	0.01164162
ASV_1781	0.025461	0.02581305	0.02549537	0.02507573
ASV_489	0.025576	0.02438203	0.03247430	0.01987059
ASV_529	0.025087	0.01934539	0.03352364	0.02239281
ASV_534	0.025922	0.034949671	0.033408545	0.009406711
ASV_536	0.025128	0.01172192	0.02997473	0.03368695
ASV_676	0.025217	0.01191885	0.03472654	0.02900627
ASV_683	0.024947	0.02230352	0.02923697	0.02330090
ASV_781	0.025505	0.02371298	0.03695307	0.01584970
ASV_558	0.024559	0.002971945	0.014084988	0.056621183
ASV_559	0.024963	0.02424416	0.03233015	0.01831412
ASV_595	0.02504	0.01098956	0.03283160	0.03129741
ASV_612	0.024817	0.005587949	0.036485194	0.032377141
ASV_639	0.024527	0.02082444	0.02966514	0.02309157
ASV_652	0.024428	0.03266600	0.01843636	0.02218181
ASV_675	0.024925	0.00540161	0.01838048	0.05099213
ASV_782	0.024781	0.01870729	0.03067178	0.02496474
ASV_842	0.024539	0.02113665	0.01704692	0.03543452
ASV_1046	0.024117	0.03478445	0.01689273	0.02067504
ASV_1086	0.024739	0.01477849	0.04385868	0.01558055
ASV_1125	0.024777	0.02753781	0.03400021	0.01279190
ASV_1129	0.023961	0.02313775	0.02394507	0.02480028
ASV_501	0.024282	0.02206164	0.02961151	0.02117230
ASV_521	0.024254	0.01435580	0.02689780	0.03150879
ASV_546	0.024745	0.01040919	0.04655013	0.01727648
ASV_626	0.023998	0.02794726	0.01680304	0.02724309
ASV_659	0.024768	0.02168353	0.03556113	0.01705956
ASV_786	0.025133	0.010281189	0.061253213	0.003864624
ASV_525	0.023703	0.01804782	0.02257890	0.03048094
ASV_544	0.023749	0.03832132	0.02122829	0.01169638
ASV_552	0.023731	0.01947515	0.02684674	0.02487031
ASV_613	0.024331	0.01105226	0.04104855	0.02089272
ASV_712	0.02418	0.005389265	0.039448335	0.027701694
ASV_846	0.023916	0.01668705	0.02101845	0.03404134
ASV_522	0.023762	0.01086509	0.04087186	0.01954768
ASV_540	0.023227	0.01835922	0.02265355	0.02866971
ASV_575	0.023295	0.02407704	0.01850949	0.02729707
ASV_598	0.024202	0.001250031	0.071356615	0.000000000
ASV_604	0.023125	0.02371693	0.02233550	0.02332135
ASV_624	0.023644	0.01475904	0.03255501	0.02361925
ASV_643	0.023703	0.00850871	0.02563653	0.03696420
ASV_662	0.023849	0.01860212	0.02119568	0.03175048
ASV_700	0.023334	0.02636333	0.02540932	0.01822972
ASV_936	0.023212	0.02664440	0.02101669	0.02197458
ASV_972	0.023702	0.01712541	0.03955136	0.01442792
ASV_1149	0.023251	0.01258360	0.03390397	0.02326647
ASV_1244	0.023066	0.01565866	0.03519454	0.01834330
ASV_1341	0.022824	0.007845841	0.042398259	0.018228881
ASV_475	0.02328	0.018896627	0.043222331	0.007722223
ASV_510	0.023097	0.007134863	0.031517906	0.030637323
ASV_541	0.023187	0.008025313	0.036469270	0.025065130
ASV_557	0.022509	0.03000239	0.01398785	0.02353796
ASV_581	0.023186	0.02416019	0.02857329	0.01682546
ASV_617	0.02327	0.025153539	0.035532906	0.009124148
ASV_618	0.022929	0.02378450	0.02824899	0.01675255
ASV_708	0.023282	0.040774452	0.019706950	0.009364182
ASV_784	0.022397	0.045067348	0.016983829	0.005139765
ASV_829	0.023245	0.01470445	0.03271049	0.02232118
ASV_858	0.022486	0.01940445	0.01692085	0.03113128
ASV_1020	0.022303	0.02580739	0.02406714	0.01703508
ASV_1629	0.022471	0.01848486	0.02263132	0.02629612
ASV_1694	0.022253	0.01974317	0.01854247	0.02847191
ASV_539	0.022307	0.02123891	0.01950518	0.02617689
ASV_564	0.02199	0.02310941	0.01981059	0.02304927
ASV_664	0.022042	0.02847160	0.01664391	0.02101077
ASV_667	0.022565	0.02240249	0.02845692	0.01683448
ASV_686	0.022602	0.02430947	0.02664862	0.01684794
ASV_690	0.022521	0.02400199	0.02246710	0.02109256
ASV_725	0.021998	0.02788152	0.01572468	0.02238818
ASV_757	0.022317	0.01558637	0.02116651	0.03019880
ASV_880	0.022434	0.02506404	0.02138777	0.02084894
ASV_1301	0.022103	0.02640276	0.02678982	0.01311740
ASV_1411	0.022146	0.02139968	0.02266206	0.02237653
ASV_1487	0.02175	0.005243937	0.009978009	0.050029418
ASV_1526	0.022502	0.003978336	0.042693519	0.020834657
ASV_576	0.021616	0.048478935	0.008398105	0.007970192
ASV_678	0.022313	0.007889328	0.037988319	0.021060406
ASV_696	0.022076	0.01578258	0.02532437	0.02512239
ASV_702	0.022682	0.01632964	0.03863742	0.01308002
ASV_716	0.022091	0.01196803	0.02395654	0.03034882
ASV_730	0.022504	0.03437777	0.02118468	0.01195007
ASV_763	0.022201	0.03179707	0.02417628	0.01062943
ASV_859	0.021514	0.02145919	0.01831895	0.02476528
ASV_867	0.022114	0.007854129	0.034852701	0.023635269
ASV_971	0.021986	0.006302984	0.037812648	0.021843128
ASV_992	0.022444	0.02195701	0.02709191	0.01828198
ASV_1021	0.022297	0.000000000	0.065626041	0.001264159
ASV_1049	0.021479	0.01962101	0.02424612	0.02057105
ASV_1258	0.02142	0.02505915	0.02088556	0.01831431
ASV_582	0.021869	0.01210536	0.02983610	0.02366550
ASV_589	0.021857	0.02172877	0.02280124	0.02104026
ASV_619	0.021715	0.02520531	0.02280337	0.01713638
ASV_628	0.021348	0.02745955	0.01685538	0.01972852
ASV_666	0.021933	0.02602362	0.02525798	0.01451778
ASV_890	0.021755	0.01759712	0.02916489	0.01850217
ASV_904	0.021511	0.01661873	0.03105094	0.01686438
ASV_1134	0.020567	0.02703870	0.01983793	0.01482486
ASV_654	0.021074	0.01813721	0.02395831	0.02112699
ASV_658	0.021256	0.02800020	0.02406321	0.01170570
ASV_734	0.020038	0.047601559	0.008512231	0.003999758
ASV_768	0.021406	0.02260253	0.02974974	0.01186456
ASV_840	0.020502	0.03290340	0.01410919	0.01449267
ASV_1142	0.020744	0.01994903	0.02111782	0.02116591
ASV_1547	0.020969	0.01938638	0.02525962	0.01826213
ASV_512	0.021164	0.009552184	0.028324124	0.025615332
ASV_533	0.02081	0.01426887	0.02830782	0.01985343
ASV_565	0.020464	0.01401519	0.02115388	0.02622148
ASV_616	0.020522	0.047944614	0.004303668	0.009316727
ASV_622	0.020971	0.004039278	0.029872851	0.029002018
ASV_623	0.021018	0.009515515	0.031093017	0.022444028
ASV_635	0.020762	0.02548862	0.02257605	0.01422002
ASV_636	0.020681	0.01410198	0.03077977	0.01716032
ASV_644	0.020749	0.01843573	0.01983587	0.02397416
ASV_687	0.021071	0.01393940	0.02139419	0.02787934
ASV_710	0.020693	0.01207611	0.02242173	0.02758070
ASV_905	0.020868	0.01226667	0.03246556	0.01787068
ASV_929	0.020946	0.01050722	0.02812455	0.02420605
ASV_991	0.020614	0.01957969	0.02546059	0.01680139
ASV_1078	0.020464	0.01308789	0.03649578	0.01180820
ASV_1214	0.020439	0.01574686	0.02850912	0.01706072
ASV_1245	0.020319	0.01177111	0.02560709	0.02357895
ASV_1409	0.02004	0.02660471	0.01404444	0.01946977
ASV_1459	0.019984	0.028944946	0.009826784	0.021179870
ASV_1495	0.020346	0.01937912	0.02971878	0.01194058
ASV_1516	0.020166	0.01428621	0.02530595	0.02090562
ASV_1736	0.019856	0.03042313	0.02139761	0.00774801
ASV_593	0.020689	0.01132164	0.02575799	0.02498817
ASV_602	0.020018	0.032159894	0.009885507	0.018007689
ASV_633	0.020629	0.01739697	0.03419151	0.01029863
ASV_645	0.020401	0.01074127	0.02960513	0.02085672
ASV_660	0.019736	0.02862868	0.01118742	0.01939145
ASV_661	0.020951	0.02313291	0.02543627	0.01428301
ASV_688	0.020576	0.02300678	0.02699564	0.01172432
ASV_713	0.020102	0.02064279	0.02665440	0.01300911
ASV_794	0.019967	0.02383570	0.01802063	0.01804511
ASV_899	0.020332	0.009143174	0.028146059	0.023705505
ASV_1249	0.02009	0.005436809	0.033847217	0.020985289
ASV_1467	0.019793	0.02025896	0.02087516	0.01824460
ASV_1470	0.019512	0.006641468	0.022359959	0.029533889
ASV_1687	0.020302	0.02569567	0.01822348	0.01698556
ASV_1761	0.019854	0.01048935	0.02668689	0.02238709
ASV_597	0.019744	0.008030838	0.037041970	0.014160482
ASV_606	0.02024	0.006515482	0.032726094	0.021477252
ASV_656	0.01923	0.01585866	0.02232759	0.01950346
ASV_693	0.019801	0.01154909	0.02399149	0.02386320
ASV_694	0.020267	0.01537460	0.02960758	0.01582029
ASV_695	0.018394	0.053751344	0.001429756	0.000000000
ASV_745	0.019828	0.02106972	0.01582427	0.02259066
ASV_753	0.019867	0.005029269	0.031030839	0.023540597
ASV_801	0.01949	0.02861868	0.01547124	0.01437922
ASV_830	0.019636	0.017950012	0.007087567	0.033871175
ASV_864	0.019643	0.02095595	0.01968240	0.01829130
ASV_985	0.020131	0.008408753	0.028323631	0.023659487
ASV_1155	0.018257	0.049087531	0.004317026	0.001365001
ASV_1199	0.019371	0.009080302	0.032188379	0.016845462
ASV_1330	0.019513	0.009143415	0.029651094	0.019743015
ASV_1678	0.019962	0.01513649	0.03679831	0.00795094
ASV_1771	0.019599	0.01891409	0.02671561	0.01316782
ASV_615	0.019486	0.01514013	0.02122310	0.02209418
ASV_647	0.019297	0.009241486	0.019942810	0.028707393
ASV_665	0.019698	0.01939895	0.02653804	0.01315666
ASV_671	0.019612	0.01478842	0.02414969	0.01989792
ASV_714	0.019839	0.008066212	0.035874465	0.015576042
ASV_715	0.01897	0.01538927	0.02999114	0.01152865
ASV_741	0.019062	0.03024634	0.01144888	0.01549212
ASV_771	0.019513	0.01362883	0.02666364	0.01824757
ASV_772	0.019159	0.03153663	0.01148634	0.01445491
ASV_815	0.019357	0.002736004	0.025785380	0.029549421
ASV_906	0.020428	0.001485972	0.059797621	0.000000000
ASV_910	0.01947	0.01766745	0.02134870	0.01939303
ASV_949	0.019298	0.01982822	0.01675049	0.02131488
ASV_986	0.019425	0.01354227	0.02116438	0.02356744
ASV_997	0.019412	0.01851641	0.02662311	0.01309534
ASV_1099	0.019236	0.01885720	0.02426550	0.01458512
ASV_1465	0.019255	0.01955921	0.02402450	0.01418217
ASV_1680	0.018984	0.01753254	0.01844784	0.02097276
ASV_611	0.018868	0.01336728	0.01677387	0.02646164
ASV_648	0.019169	0.01099901	0.02814606	0.01836331
ASV_650	0.018753	0.02394535	0.01819404	0.01411918
ASV_672	0.019624	0.005672335	0.047810743	0.005388822
ASV_706	0.018642	0.02356355	0.01274349	0.01961754
ASV_791	0.018913	0.01990366	0.02254545	0.01429079
ASV_856	0.01817	0.040891693	0.006987482	0.006629672
ASV_863	0.018896	0.01563521	0.02658565	0.01446702
ASV_945	0.01896	0.028855034	0.022722705	0.005302683
ASV_1073	0.019388	0.008225640	0.046068983	0.003869591
ASV_1205	0.01875	0.001338473	0.034031674	0.020879594
ASV_1353	0.018107	0.02089895	0.01141037	0.02201210
ASV_1406	0.018502	0.01892966	0.01837587	0.01819978
ASV_1671	0.018355	0.02687517	0.01387950	0.01431050
ASV_1744	0.018403	0.01947715	0.01984261	0.01588804
ASV_657	0.018353	0.01271761	0.02668915	0.01565361
ASV_758	0.016939	0.043949929	0.002867777	0.003999758
ASV_767	0.01816	0.01797901	0.02073397	0.01576720
ASV_825	0.018577	0.02558981	0.01711745	0.01302261
ASV_911	0.01842	0.01204008	0.02379773	0.01942262
ASV_1024	0.017884	0.003950836	0.016946000	0.032756211
ASV_1128	0.017971	0.01045820	0.02258443	0.02087143
ASV_1280	0.018147	0.002763503	0.025262469	0.026414789
ASV_1419	0.018006	0.01044845	0.02248968	0.02107924
ASV_1557	0.017943	0.02240091	0.01836973	0.01305766
ASV_1697	0.018043	0.006639297	0.026637146	0.020853418
ASV_609	0.017642	0.01961846	0.01404621	0.01926176
ASV_682	0.017942	0.01305458	0.01854294	0.02222744
ASV_685	0.018139	0.01730623	0.02262992	0.01448131
ASV_691	0.017776	0.02001649	0.01414111	0.01917146
ASV_697	0.01744	0.05232008	0.00000000	0.00000000
ASV_707	0.018223	0.01447514	0.02833395	0.01185930
ASV_727	0.018897	0.004457917	0.052232165	0.000000000
ASV_729	0.018061	0.01221937	0.00994459	0.03201937
ASV_731	0.017506	0.02311470	0.01128313	0.01812128
ASV_770	0.018187	0.01802594	0.01718170	0.01935330
ASV_778	0.017855	0.03303111	0.01000223	0.01053231
ASV_838	0.018363	0.005648891	0.033741727	0.015697705
ASV_916	0.017883	0.01094184	0.01270249	0.03000353
ASV_1056	0.017978	0.006604098	0.037014085	0.010316633
ASV_1076	0.017541	0.005353892	0.023774709	0.023494984
ASV_1145	0.018084	0.008040883	0.036827981	0.009383402
ASV_1213	0.017588	0.00580832	0.02108982	0.02586440
ASV_1224	0.017719	0.01528980	0.01831101	0.01955475
ASV_1528	0.017891	0.01384920	0.02389782	0.01592673
ASV_1583	0.017121	0.02275446	0.01271726	0.01589147
ASV_1768	0.017162	0.02093727	0.01102605	0.01952241
ASV_614	0.017424	0.02100431	0.01551083	0.01575697
ASV_627	0.017677	0.006985479	0.022476327	0.023569741
ASV_651	0.017776	0.017327739	0.026806352	0.009194758
ASV_764	0.017101	0.030917930	0.011402103	0.008983474
ASV_785	0.017859	0.02064893	0.03292868	0.00000000
ASV_792	0.017778	0.01341863	0.02681285	0.01310345
ASV_793	0.017439	0.01724541	0.01560663	0.01946502
ASV_819	0.017962	0.02148090	0.02155737	0.01084849
ASV_833	0.017842	0.01205823	0.02560946	0.01585767
ASV_889	0.017399	0.02491032	0.01259804	0.01468939
ASV_902	0.017496	0.02503860	0.01267233	0.01477640
ASV_915	0.017354	0.02228414	0.01681061	0.01296613
ASV_979	0.017284	0.002676946	0.029750476	0.019425898
ASV_1015	0.017498	0.01050750	0.03813079	0.00385560
ASV_1096	0.017255	0.01423703	0.02553431	0.01199443
ASV_1135	0.017061	0.02408745	0.01385788	0.01323892
ASV_1194	0.017102	0.01866257	0.01838887	0.01425402
ASV_1240	0.017481	0.001350402	0.038138170	0.012954326
ASV_1326	0.017056	0.01020058	0.02264681	0.01831924
ASV_1588	0.017291	0.01335728	0.02818921	0.01032532
ASV_653	0.017451	0.01216496	0.02421515	0.01597418
ASV_655	0.016589	0.009147230	0.006909626	0.033709631
ASV_703	0.016803	0.01559894	0.01127202	0.02353812
ASV_709	0.01694	0.009168503	0.016981586	0.024669282
ASV_722	0.017001	0.01627845	0.01403169	0.02069174
ASV_751	0.017035	0.02119437	0.01418516	0.01572588
ASV_806	0.017255	0.02493679	0.01522999	0.01159898
ASV_1038	0.017044	0.02215353	0.01840423	0.01057513
ASV_1050	0.016704	0.01368613	0.01572194	0.02070346
ASV_1137	0.016363	0.02044551	0.01135129	0.01729110
ASV_1642	0.016487	0.009387645	0.018398210	0.021675004
ASV_1707	0.016809	0.01879086	0.02124072	0.01039466
ASV_631	0.016707	0.007855885	0.022662893	0.019601882
ASV_663	0.016879	0.01365269	0.02287401	0.01410881
ASV_668	0.016506	0.005536765	0.014132695	0.029849909
ASV_669	0.016638	0.01968794	0.01704844	0.01317651
ASV_699	0.016864	0.01650869	0.01806031	0.01602164
ASV_720	0.016667	0.002676946	0.039439293	0.007884053
ASV_724	0.016574	0.01869007	0.01127354	0.01975797
ASV_726	0.016811	0.009651085	0.018415705	0.022367544
ASV_739	0.016702	0.028167453	0.009922248	0.012017070
ASV_756	0.016639	0.020855751	0.019898014	0.009164004
ASV_796	0.016825	0.01082824	0.01856136	0.02108548
ASV_821	0.016711	0.01791192	0.01264706	0.01957546
ASV_861	0.016573	0.01435174	0.02242458	0.01294144
ASV_907	0.016981	0.005300824	0.032556047	0.013085738
ASV_922	0.017477	0.014317444	0.032797330	0.005316633
ASV_1064	0.015918	0.024510232	0.016739012	0.006505101
ASV_1104	0.016259	0.01626753	0.01404505	0.01846491
ASV_1168	0.01623	0.01058202	0.02257569	0.01553183
ASV_1285	0.016101	0.01751467	0.01125405	0.01953565
ASV_1286	0.016318	0.01875277	0.01712109	0.01307939
ASV_1536	0.016354	0.01044603	0.02401511	0.01459986
ASV_1683	0.016135	0.01581427	0.01808147	0.01450887
ASV_721	0.015955	0.01717419	0.01525988	0.01543022
ASV_728	0.016519	0.02056313	0.01842693	0.01056660
ASV_735	0.015805	0.00000000	0.00288727	0.04452701
ASV_740	0.016178	0.01450288	0.01815364	0.01587831
ASV_748	0.016195	0.025388250	0.015395624	0.007801971
ASV_779	0.016305	0.01465038	0.01845245	0.01581093
ASV_799	0.017139	0.004457917	0.046958463	0.000000000
ASV_807	0.016359	0.01191290	0.02546335	0.01170089
ASV_808	0.015961	0.02212754	0.01113768	0.01461758
ASV_817	0.016056	0.02081580	0.01583040	0.01152263
ASV_851	0.015863	0.01309941	0.01127379	0.02321434
ASV_912	0.01635	0.01199319	0.02143787	0.01561902
ASV_938	0.016013	0.02222102	0.01419780	0.01161956
ASV_957	0.016068	0.01997330	0.01401705	0.01421401
ASV_981	0.016581	0.001485972	0.032515303	0.015742683
ASV_999	0.016525	0.00682241	0.02558326	0.01717067
ASV_1065	0.015733	0.01046037	0.02114348	0.01559405
ASV_1161	0.016037	0.01094971	0.02128252	0.01587764
ASV_1235	0.015757	0.01305840	0.01983623	0.01437784
ASV_1259	0.015565	0.01198536	0.01662228	0.01808746
ASV_1360	0.015587	0.027433467	0.011280282	0.008047642
ASV_1369	0.015568	0.01046807	0.01390493	0.02233032
ASV_1396	0.016048	0.009338042	0.026909968	0.011897310
ASV_1533	0.015796	0.006678311	0.021312158	0.019398556
ASV_1570	0.016204	0.009747226	0.028172157	0.010691170
ASV_1648	0.015689	0.009587798	0.018152921	0.019326128
ASV_1733	0.015654	0.01561181	0.01692013	0.01443055
ASV_755	0.015752	0.00668684	0.01805817	0.02251178
ASV_760	0.01602	0.00000000	0.02826375	0.01979549
ASV_769	0.015532	0.01716983	0.01534732	0.01408008
ASV_774	0.015637	0.01187148	0.01817551	0.01686456
ASV_789	0.015822	0.005501392	0.022274644	0.019688579
ASV_803	0.015726	0.01459597	0.01687252	0.01571038
ASV_816	0.015806	0.019607190	0.021263384	0.006546836
ASV_874	0.015674	0.01726910	0.01672637	0.01302787
ASV_895	0.015704	0.01584600	0.01965676	0.01160978
ASV_898	0.015817	0.006604098	0.022644232	0.018203359
ASV_963	0.015708	0.016750903	0.022427060	0.007946882
ASV_1017	0.01542	0.007780843	0.026707591	0.011772740
ASV_1058	0.01525	0.01301544	0.01705482	0.01568001
ASV_1109	0.015281	0.01492981	0.01388047	0.01703260
ASV_1397	0.015717	0.004086406	0.028499364	0.014565573
ASV_1402	0.015494	0.006550855	0.029685431	0.010244485
ASV_1473	0.015381	0.01463347	0.01843058	0.01308014
ASV_1534	0.015029	0.01560111	0.01529626	0.01419028
ASV_750	0.015363	0.002836375	0.025179161	0.018073627
ASV_824	0.0152	0.01173291	0.01709369	0.01677236
ASV_828	0.015011	0.01169607	0.01261931	0.02071911
ASV_923	0.015176	0.01835269	0.01420714	0.01296881
ASV_948	0.01522	0.01360732	0.01139195	0.02066058
ASV_1013	0.014702	0.01665299	0.01685671	0.01059559
ASV_1014	0.014902	0.005472007	0.022348398	0.016884384
ASV_1103	0.015086	0.01382552	0.01837587	0.01305690
ASV_1110	0.014879	0.009363371	0.019538030	0.015734265
ASV_1116	0.015176	0.009316832	0.024201472	0.012008716
ASV_1184	0.014943	0.01349326	0.01690536	0.01443055
ASV_1209	0.014999	0.01223130	0.02241158	0.01035540
ASV_1289	0.014729	0.01048529	0.01524760	0.01845388
ASV_1347	0.015164	0.01403572	0.01969006	0.01176744
ASV_1410	0.014929	0.01042112	0.01981272	0.01455207
ASV_1451	0.0149	0.01341675	0.01425403	0.01703045
ASV_1527	0.015602	0.004174848	0.041314837	0.001317211
ASV_719	0.014115	0.029965136	0.008438861	0.003941739
ASV_747	0.014749	0.01550116	0.01682646	0.01191807
ASV_818	0.01525	0.01819118	0.02107433	0.00648476
ASV_841	0.014858	0.01474669	0.01547054	0.01435734
ASV_872	0.015149	0.014816165	0.021417819	0.009211795
ASV_896	0.014313	0.019067786	0.009865768	0.014006113
ASV_926	0.014736	0.01048165	0.01135129	0.02237594
ASV_956	0.014704	0.01816429	0.01279216	0.01315632
ASV_960	0.014832	0.009044862	0.025165840	0.010284340
ASV_1026	0.014874	0.01040181	0.01735679	0.01686325
ASV_1028	0.013862	0.026812841	0.005684044	0.009090193
ASV_1043	0.014471	0.01170635	0.02114027	0.01056769
ASV_1059	0.014592	0.006605854	0.026570878	0.010600105
ASV_1063	0.014693	0.003950836	0.024261247	0.015868079
ASV_1180	0.014378	0.00526521	0.01827133	0.01959737
ASV_1217	0.014361	0.01698860	0.01419603	0.01189731
