OTUID	All	KO	OE	WT
ASV_546	0.028732	0.02690562	0.03839449	0.02089701
ASV_730	0.028774	0.02861496	0.03926068	0.01844681
ASV_437	0.028205	0.03345861	0.03466888	0.01648664
ASV_634	0.028349	0.03173559	0.03410643	0.01920519
ASV_498	0.027971	0.03801992	0.02659317	0.01929883
ASV_505	0.028136	0.01747624	0.03523585	0.03169679
ASV_515	0.028287	0.02674392	0.03232933	0.02578920
ASV_526	0.028512	0.01572814	0.04236009	0.02744681
ASV_468	0.028008	0.01765220	0.03418216	0.03219069
ASV_531	0.028107	0.046521496	0.031137169	0.006663556
ASV_560	0.027431	0.03776553	0.02454478	0.01998221
ASV_464	0.027523	0.02894256	0.02951031	0.02411641
ASV_475	0.027872	0.01648731	0.03364876	0.03347920
ASV_545	0.027177	0.03365530	0.02383332	0.02404373
ASV_431	0.027366	0.01774073	0.02658350	0.03777348
ASV_447	0.027513	0.01688395	0.03047466	0.03518080
ASV_492	0.027446	0.01679747	0.02893888	0.03660273
ASV_497	0.027636	0.02411952	0.03066942	0.02811961
ASV_618	0.027803	0.02401072	0.02985032	0.02954722
ASV_1072	0.02719	0.03339125	0.02500887	0.02316907
ASV_453	0.027459	0.02687716	0.03088550	0.02461351
ASV_493	0.027454	0.03639562	0.02800616	0.01795969
ASV_495	0.027015	0.03446324	0.02206637	0.02451607
ASV_469	0.027942	0.008512868	0.045743636	0.029569614
ASV_473	0.026927	0.02945027	0.02412147	0.02720885
ASV_491	0.027584	0.01775886	0.03815585	0.02683657
ASV_510	0.027308	0.02459859	0.02973701	0.02758799
ASV_534	0.029006	0.006562608	0.073743016	0.006713333
ASV_462	0.026828	0.03400726	0.02233279	0.02414314
ASV_499	0.02714	0.02180621	0.03019029	0.02942302
ASV_449	0.026884	0.02689541	0.02611709	0.02763808
ASV_484	0.026435	0.004805207	0.013675326	0.060823595
ASV_500	0.026695	0.02976318	0.02569914	0.02462192
ASV_521	0.027036	0.02250229	0.03449946	0.02410687
ASV_474	0.026809	0.03410722	0.02532454	0.02099617
ASV_520	0.026656	0.02823106	0.02817138	0.02356599
ASV_524	0.026698	0.02545716	0.03098828	0.02364765
ASV_451	0.026145	0.009832898	0.029632249	0.038970207
ASV_504	0.026078	0.02461932	0.02495657	0.02865718
ASV_575	0.02793	0.008122904	0.068063207	0.007602956
ASV_577	0.026588	0.01924053	0.03193657	0.02858591
ASV_648	0.026772	0.02163833	0.04038861	0.01828973
ASV_2776	0.026005	0.01459806	0.02514923	0.03826831
ASV_490	0.026071	0.02493689	0.02560188	0.02767500
ASV_446	0.026075	0.02822511	0.03121065	0.01879025
ASV_487	0.026184	0.01960749	0.03471072	0.02423408
ASV_488	0.025826	0.02110162	0.02424103	0.03213493
ASV_551	0.02602	0.02286334	0.02690155	0.02829418
ASV_592	0.025833	0.03110833	0.01927671	0.02711348
ASV_459	0.025285	0.001356560	0.003075564	0.071422825
ASV_502	0.026103	0.01946384	0.03647710	0.02236740
ASV_523	0.025591	0.02603306	0.02162490	0.02911386
ASV_517	0.025603	0.053768544	0.013623743	0.009416073
ASV_536	0.026115	0.01504467	0.03964072	0.02365946
ASV_543	0.02576	0.01973754	0.03041470	0.02712800
ASV_496	0.026431	0.02584091	0.03780145	0.01565013
ASV_511	0.024982	0.04618767	0.01758930	0.01116774
ASV_609	0.02551	0.02451391	0.02879690	0.02321791
ASV_566	0.02549	0.02064318	0.03129498	0.02453332
ASV_627	0.025248	0.02996489	0.02597840	0.01980209
ASV_657	0.025609	0.01746889	0.03881032	0.02054903
ASV_554	0.025178	0.02325884	0.02995448	0.02232188
ASV_578	0.024801	0.03507793	0.02065659	0.01866873
ASV_508	0.024731	0.02721036	0.02465204	0.02233184
ASV_582	0.025024	0.02082805	0.02173044	0.03251211
ASV_512	0.024048	0.03492604	0.01854675	0.01867059
ASV_455	0.02505	0.01735556	0.03631317	0.02148141
ASV_483	0.024526	0.01792933	0.02262775	0.03302219
ASV_571	0.024352	0.02560041	0.02689566	0.02056139
ASV_522	0.024491	0.02066705	0.02919920	0.02360626
ASV_547	0.024286	0.01915121	0.02563593	0.02807002
ASV_489	0.024342	0.02010527	0.02470954	0.02821107
ASV_718	0.024213	0.01932857	0.02513990	0.02817160
ASV_503	0.024364	0.01640360	0.03430156	0.02238592
ASV_553	0.02412	0.007178166	0.032159060	0.033021712
ASV_516	0.023928	0.02348083	0.02512440	0.02318000
ASV_528	0.023999	0.02087495	0.02916876	0.02195195
ASV_847	0.023648	0.02413508	0.02407895	0.02272971
ASV_527	0.023145	0.02653275	0.02128858	0.02161222
ASV_550	0.023282	0.02759865	0.01708497	0.02516160
ASV_568	0.025916	0.001301789	0.076445539	0.000000000
ASV_607	0.023432	0.02631891	0.02116073	0.02281595
ASV_1118	0.024432	0.008585115	0.048587467	0.016122847
ASV_539	0.023446	0.03196626	0.02056861	0.01780399
ASV_557	0.02368	0.02716921	0.02833598	0.01553376
ASV_581	0.024045	0.005703764	0.036948992	0.029480978
ASV_942	0.023932	0.02124133	0.03086722	0.01968678
ASV_1246	0.024425	0.00755977	0.04912077	0.01659368
ASV_537	0.023663	0.01783248	0.03087512	0.02228112
ASV_594	0.023225	0.01914496	0.02251333	0.02801555
ASV_803	0.023739	0.01610601	0.03323162	0.02188005
ASV_530	0.023119	0.01726421	0.02123266	0.03085879
ASV_562	0.022994	0.02523879	0.02365639	0.02008674
ASV_2488	0.023381	0.007458403	0.032833667	0.029850313
ASV_529	0.022707	0.02007907	0.01767278	0.03036997
ASV_645	0.02275	0.03029237	0.01920632	0.01875265
ASV_525	0.023342	0.01798467	0.03244872	0.01959173
ASV_559	0.023382	0.02214205	0.03190971	0.01609488
ASV_519	0.022972	0.01090609	0.03122561	0.02678487
ASV_579	0.022956	0.01841522	0.03120409	0.01924777
ASV_644	0.022981	0.03414406	0.02135074	0.01344735
ASV_538	0.021801	0.02960874	0.01247510	0.02331975
ASV_574	0.023019	0.008356872	0.035953222	0.024748048
ASV_613	0.02334	0.01703302	0.04011084	0.01287595
ASV_620	0.02251	0.02278232	0.02017098	0.02457723
ASV_652	0.022153	0.03921720	0.01610752	0.01113465
ASV_727	0.022532	0.01931070	0.02600702	0.02227959
ASV_549	0.022293	0.02663361	0.01973811	0.02050863
ASV_576	0.022809	0.01992853	0.02967995	0.01881963
ASV_681	0.022181	0.03606839	0.01570232	0.01477333
ASV_518	0.02243	0.007837824	0.026068368	0.033384429
ASV_606	0.023262	0.01430842	0.03979709	0.01567961
ASV_707	0.022219	0.02092941	0.02615707	0.01957122
ASV_501	0.022195	0.005224997	0.030528707	0.030830501
ASV_514	0.022161	0.02099055	0.02712355	0.01836829
ASV_533	0.021517	0.005639373	0.002052982	0.056858040
ASV_605	0.021969	0.01972127	0.02340215	0.02278362
ASV_622	0.021815	0.02817627	0.01660748	0.02066082
ASV_650	0.022782	0.02333513	0.03288803	0.01212199
ASV_572	0.021994	0.01701943	0.02658475	0.02237709
ASV_590	0.021999	0.02151365	0.02396399	0.02051898
ASV_532	0.021698	0.02443921	0.02023182	0.02042322
ASV_552	0.021617	0.01624902	0.01973548	0.02886528
ASV_611	0.021655	0.02723829	0.02211456	0.01561108
ASV_541	0.021923	0.01060830	0.03157257	0.02358690
ASV_558	0.022185	0.00716314	0.03626438	0.02312656
ASV_561	0.021594	0.01554037	0.02419163	0.02504943
ASV_596	0.021386	0.009668447	0.015559484	0.038930220
ASV_775	0.022227	0.02016382	0.03144453	0.01507359
ASV_862	0.022015	0.005906558	0.032416155	0.027721737
ASV_597	0.021395	0.02791611	0.01736239	0.01890744
ASV_612	0.021685	0.009436989	0.034096676	0.021521909
ASV_614	0.021577	0.02187794	0.03210379	0.01075074
ASV_619	0.021321	0.02474514	0.01913039	0.02008625
ASV_647	0.021744	0.01824645	0.03047306	0.01651104
ASV_696	0.0216	0.02211537	0.02486010	0.01782510
ASV_998	0.022034	0.004527402	0.039185758	0.022390149
ASV_573	0.020859	0.03337041	0.01710405	0.01210173
ASV_604	0.021632	0.01818926	0.03288256	0.01382319
ASV_621	0.02194	0.004044768	0.048829229	0.012944704
ASV_639	0.021405	0.01636446	0.02821617	0.01963488
ASV_859	0.021265	0.01843285	0.02225472	0.02310875
ASV_565	0.021644	0.007844453	0.039715311	0.017371797
ASV_599	0.021132	0.01470036	0.02462496	0.02407152
ASV_567	0.020962	0.01044660	0.02661211	0.02582702
ASV_580	0.021292	0.01006373	0.03044726	0.02336529
ASV_601	0.021182	0.01134040	0.03298738	0.01921717
ASV_625	0.02075	0.01582568	0.02213679	0.02428830
ASV_628	0.020586	0.02060776	0.01464986	0.02650093
ASV_591	0.020857	0.02443397	0.02081848	0.01731712
ASV_617	0.020593	0.02158187	0.02004863	0.02014765
ASV_642	0.020804	0.01538339	0.02556140	0.02146623
ASV_1982	0.020616	0.03264691	0.01856045	0.01064067
ASV_563	0.020739	0.02163498	0.02623822	0.01434326
ASV_570	0.020254	0.02031540	0.01763156	0.02281479
ASV_586	0.020676	0.02469818	0.02653544	0.01079292
ASV_640	0.020023	0.02460381	0.01358933	0.02187532
ASV_654	0.020653	0.0289088312	0.0326039404	0.0004450259
ASV_660	0.020755	0.01590617	0.02434101	0.02201671
ASV_684	0.02055	0.02614599	0.01973628	0.01576880
ASV_2360	0.020855	0.005880658	0.036518789	0.020165679
ASV_587	0.019827	0.03032022	0.01419277	0.01496879
ASV_626	0.020228	0.02450108	0.02280063	0.01338304
ASV_630	0.020344	0.01171168	0.02026561	0.02905617
ASV_670	0.020615	0.006795773	0.033591765	0.021456329
ASV_703	0.02006	0.01559816	0.02053604	0.02404639
ASV_564	0.019753	0.02252238	0.01711290	0.01962518
ASV_600	0.020002	0.02437828	0.01909329	0.01653332
ASV_616	0.019693	0.01777399	0.01315980	0.02814635
ASV_655	0.019662	0.02273427	0.01356102	0.02268956
ASV_691	0.020577	0.01915717	0.02371142	0.01886207
ASV_548	0.020108	0.004932211	0.023736081	0.031656142
ASV_615	0.020162	0.01657564	0.02967660	0.01423386
ASV_624	0.020225	0.01739308	0.02581168	0.01746897
ASV_602	0.019285	0.03026718	0.00914399	0.01844299
ASV_610	0.019133	0.003225331	0.004044464	0.050129379
ASV_656	0.020108	0.01527401	0.03023832	0.01481040
ASV_676	0.019716	0.02080492	0.01961128	0.01873130
ASV_690	0.020158	0.01190563	0.02987851	0.01869003
ASV_767	0.019344	0.03010623	0.01674837	0.01117797
ASV_1269	0.019855	0.01562404	0.02787497	0.01606725
ASV_584	0.019684	0.01663176	0.02011121	0.02230847
ASV_608	0.019823	0.01804079	0.02667428	0.01475323
ASV_668	0.02002	0.025554127	0.028689931	0.005817337
ASV_693	0.020096	0.01856007	0.02871982	0.01300936
ASV_763	0.019712	0.01882257	0.02519895	0.01511515
ASV_595	0.019367	0.01999902	0.01710315	0.02099839
ASV_638	0.019542	0.007203758	0.028315638	0.023105789
ASV_643	0.019273	0.01570642	0.02114496	0.02096850
ASV_700	0.019469	0.01665344	0.02253731	0.01921520
ASV_724	0.019598	0.01877966	0.02073475	0.01928011
ASV_637	0.019108	0.02107896	0.01615636	0.02008829
ASV_653	0.019208	0.01492521	0.01951385	0.02318640
ASV_665	0.0192	0.02742427	0.01679330	0.01338260
ASV_666	0.019557	0.006706304	0.025570926	0.026393677
ASV_675	0.018939	0.02420034	0.01297057	0.01964712
ASV_636	0.019157	0.02146883	0.02171144	0.01429216
ASV_661	0.018	0.043326736	0.007558124	0.003114822
ASV_689	0.019117	0.01696959	0.01762616	0.02275572
ASV_709	0.019406	0.004601259	0.029461819	0.024155813
ASV_728	0.018968	0.01345608	0.01606142	0.02738713
ASV_731	0.019156	0.02973747	0.01422505	0.01350488
ASV_598	0.019071	0.01641875	0.02521613	0.01557819
ASV_635	0.019259	0.01229792	0.02664999	0.01882892
ASV_658	0.019098	0.008628846	0.024574652	0.024091219
ASV_678	0.019056	0.02361590	0.01965822	0.01389406
ASV_697	0.019616	0.01382667	0.03160070	0.01342106
ASV_829	0.019832	0.008655677	0.037850750	0.012989155
ASV_583	0.018581	0.01923657	0.01559865	0.02090888
ASV_589	0.01856	0.01825323	0.01558033	0.02184733
ASV_623	0.01922	0.01606430	0.02683864	0.01475630
ASV_632	0.019313	0.007709274	0.033277742	0.016952835
ASV_633	0.018529	0.038572334	0.008940981	0.008073639
ASV_649	0.0173	0.050896462	0.001002748	0.000000000
ASV_674	0.019327	0.01379833	0.03080072	0.01338308
ASV_909	0.018605	0.02469016	0.01500327	0.01612072
ASV_968	0.019992	0.004595635	0.049511988	0.005868226
ASV_1055	0.018893	0.01144168	0.02478800	0.02044832
ASV_631	0.018502	0.02125427	0.01552157	0.01873127
ASV_673	0.018755	0.01669717	0.02308333	0.01648363
ASV_822	0.018877	0.02143959	0.02314705	0.01204307
ASV_705	0.017476	0.041666653	0.008069765	0.002691032
ASV_741	0.018493	0.01722837	0.01863485	0.01961593
ASV_743	0.018638	0.01424066	0.02469165	0.01698311
ASV_913	0.017753	0.038381470	0.008117982	0.006758064
ASV_1586	0.018346	0.01977162	0.01368673	0.02157877
ASV_671	0.019804	0.001334849	0.052721875	0.005354898
ASV_672	0.018443	0.01600718	0.01866827	0.02065393
ASV_682	0.017985	0.02915819	0.01006900	0.01472641
ASV_692	0.018922	0.01231850	0.03144009	0.01300777
ASV_711	0.017986	0.01505126	0.01898127	0.01992618
ASV_768	0.018683	0.020417865	0.026124258	0.009506545
ASV_603	0.018248	0.01926861	0.01813407	0.01734254
ASV_815	0.018751	0.01357798	0.02930851	0.01336666
ASV_938	0.018364	0.01481416	0.02283197	0.01744534
ASV_629	0.017958	0.01390465	0.01902236	0.02094844
ASV_651	0.0183	0.01429971	0.02409727	0.01650179
ASV_662	0.017305	0.0479922780	0.0030323576	0.0008900519
ASV_677	0.018328	0.01072425	0.02552834	0.01873020
ASV_685	0.018055	0.01384342	0.02074659	0.01957488
ASV_695	0.017654	0.01974748	0.01451554	0.01869778
ASV_1912	0.01829	0.01846614	0.02159484	0.01480990
ASV_721	0.017619	0.02753862	0.01244964	0.01287002
ASV_733	0.018126	0.01097307	0.02554186	0.01786364
ASV_756	0.017894	0.02372604	0.01629175	0.01366387
ASV_1293	0.017906	0.02377248	0.01921158	0.01073350
ASV_641	0.018203	0.009607004	0.031022279	0.013979648
ASV_680	0.018038	0.01265032	0.02222444	0.01924010
ASV_776	0.018044	0.01278191	0.02793062	0.01341833
ASV_1102	0.017902	0.01638217	0.02031032	0.01701452
ASV_706	0.018163	0.01746784	0.02408788	0.01293202
ASV_710	0.016943	0.006702864	0.008478096	0.035648725
ASV_739	0.017422	0.02229428	0.01376979	0.01620193
ASV_874	0.017548	0.01109506	0.01959848	0.02195165
ASV_919	0.017599	0.009289924	0.018622684	0.024885071
ASV_669	0.01723	0.01187066	0.01163104	0.02818926
ASV_683	0.017121	0.02085406	0.01318486	0.01732555
ASV_686	0.017416	0.01476202	0.02016645	0.01732091
ASV_1911	0.017312	0.009397036	0.022904109	0.019634502
ASV_664	0.018288	0.005173515	0.043414739	0.006274951
ASV_687	0.017158	0.021457781	0.020189234	0.009827723
ASV_704	0.017531	0.020538746	0.022694581	0.009358995
ASV_801	0.017893	0.004087982	0.033552658	0.016038926
ASV_962	0.017407	0.01757032	0.01855490	0.01609470
ASV_1339	0.017181	0.01137050	0.02100500	0.01916634
ASV_713	0.017102	0.02106359	0.01725188	0.01298931
ASV_720	0.016982	0.02375099	0.01518183	0.01201365
ASV_735	0.017325	0.01230895	0.02180853	0.01785759
ASV_774	0.017107	0.01491604	0.01667509	0.01973005
ASV_778	0.017206	0.01728749	0.01911573	0.01521423
ASV_659	0.016783	0.009544437	0.013608580	0.027196364
ASV_679	0.017299	0.01132321	0.02621454	0.01435874
ASV_694	0.017138	0.01694655	0.02063879	0.01382741
ASV_701	0.016989	0.01763200	0.01771163	0.01562234
ASV_734	0.016794	0.01842809	0.01450128	0.01745322
ASV_758	0.016643	0.02498842	0.01289881	0.01204287
ASV_759	0.017077	0.01645130	0.02316875	0.01161186
ASV_760	0.017329	0.01361359	0.02674325	0.01163128
ASV_1116	0.017176	0.01417611	0.02488148	0.01247121
ASV_646	0.016997	0.009138506	0.021337002	0.020514221
ASV_699	0.016716	0.01884459	0.01565042	0.01565406
ASV_744	0.016369	0.03500169	0.01410394	0.00000000
ASV_798	0.017401	0.011917645	0.030891591	0.009393207
ASV_747	0.016759	0.01624838	0.02066219	0.01336542
ASV_667	0.016864	0.009850061	0.023701645	0.017039115
ASV_712	0.016404	0.02155995	0.01514311	0.01250796
ASV_726	0.0165	0.01179408	0.01765990	0.02004631
ASV_792	0.016734	0.009407311	0.023756632	0.017036688
ASV_2907	0.016923	0.002621834	0.034791824	0.013356698
ASV_719	0.016485	0.01521049	0.01766462	0.01657935
ASV_722	0.016312	0.01547482	0.01606565	0.01739687
ASV_751	0.016502	0.006509516	0.022040226	0.020955392
ASV_752	0.016317	0.01630135	0.01513195	0.01751873
ASV_861	0.015811	0.021723565	0.009610705	0.016098725
ASV_1081	0.016154	0.01879795	0.01624462	0.01341803
ASV_725	0.016215	0.01157543	0.02055944	0.01650876
ASV_770	0.016375	0.024438589	0.015679888	0.009007182
ASV_791	0.01633	0.01405624	0.02018374	0.01474934
ASV_795	0.016427	0.008108188	0.024651758	0.016520251
ASV_833	0.016131	0.01898324	0.01420134	0.01520859
ASV_871	0.016143	0.01940273	0.01562859	0.01339624
ASV_688	0.015849	0.008059142	0.014043584	0.025444260
ASV_715	0.016042	0.02136417	0.01560259	0.01115783
ASV_740	0.017488	0.0040078554	0.0475550365	0.0009023574
ASV_783	0.015811	0.02019612	0.01299817	0.01423869
ASV_788	0.015728	0.01868529	0.01253151	0.01596692
ASV_802	0.015772	0.000000000	0.008574355	0.038742242
ASV_1002	0.016	0.020634566	0.020179086	0.007187363
ASV_2295	0.016685	0.004191476	0.035580979	0.010283155
ASV_738	0.016038	0.01307020	0.02069179	0.01435211
ASV_754	0.016137	0.01452897	0.02271090	0.01116972
ASV_789	0.016237	0.01015343	0.02421707	0.01434010
ASV_856	0.015902	0.02162553	0.01262652	0.01345461
ASV_865	0.016077	0.01523936	0.01871751	0.01427558
ASV_1362	0.016165	0.008279002	0.027747399	0.012467351
ASV_2045	0.015997	0.01001611	0.02321297	0.01476248
ASV_708	0.016014	0.01375969	0.02175577	0.01252645
ASV_797	0.015597	0.009946044	0.014956743	0.021888390
ASV_806	0.015549	0.01750168	0.01256796	0.01657650
ASV_807	0.015963	0.006444426	0.023103689	0.018342148
ASV_916	0.016841	0.004888125	0.042959830	0.002676472
ASV_1057	0.01553	0.01357027	0.01608762	0.01693225
ASV_702	0.015853	0.01274009	0.02365327	0.01116491
ASV_714	0.01575	0.008832761	0.020528183	0.017889825
ASV_723	0.015188	0.000000000	0.005044249	0.040519073
ASV_732	0.015556	0.01271410	0.01512915	0.01882582
ASV_766	0.015565	0.01712553	0.01571123	0.01385759
ASV_805	0.015934	0.008708959	0.025674265	0.013419030
ASV_891	0.015458	0.01427370	0.01647071	0.01562907
ASV_892	0.015806	0.01333705	0.01970105	0.01438040
ASV_1275	0.015514	0.02025613	0.01464226	0.01164432
ASV_1574	0.015744	0.00816391	0.02392378	0.01514454
ASV_1850	0.015822	0.001325507	0.026898034	0.019243664
ASV_745	0.015693	0.01338795	0.02028038	0.01341123
ASV_749	0.0152	0.01896901	0.01408472	0.01254767
ASV_1781	0.015376	0.01334228	0.01713147	0.01565382
ASV_793	0.014796	0.026906525	0.008566683	0.008914806
ASV_848	0.015505	0.004342821	0.023345698	0.018825224
ASV_952	0.015252	0.005299518	0.018127183	0.022329080
ASV_963	0.015404	0.01585079	0.01923207	0.01112907
ASV_1103	0.015361	0.01365356	0.02084462	0.01158402
ASV_698	0.014836	0.026290177	0.006127009	0.012090731
ASV_736	0.015309	0.017869951	0.019555671	0.008500966
ASV_746	0.015005	0.01056061	0.01102851	0.02342528
ASV_765	0.01489	0.02335808	0.01061254	0.01069870
ASV_772	0.015264	0.01706995	0.01757636	0.01114693
ASV_782	0.01504	0.023095759	0.013085772	0.008937066
ASV_787	0.015157	0.01437332	0.01409316	0.01700469
ASV_808	0.014842	0.01900065	0.01296794	0.01255755
ASV_812	0.015226	0.01214276	0.01965522	0.01388051
ASV_832	0.015096	0.01568200	0.01352248	0.01608480
ASV_860	0.015079	0.006853706	0.017517443	0.020864383
ASV_1564	0.015001	0.01466548	0.01922132	0.01111751
ASV_1758	0.014921	0.020549061	0.015729451	0.008483657
ASV_748	0.01495	0.004161456	0.020314247	0.020373158
ASV_753	0.015083	0.01300704	0.01529675	0.01694500
ASV_781	0.014975	0.005031161	0.016298054	0.023595309
ASV_799	0.014987	0.01125344	0.01808268	0.01562418
ASV_817	0.014633	0.01337384	0.01153620	0.01898937
ASV_820	0.014276	0.028176632	0.006587390	0.008064146
ASV_830	0.01563	0.0079179291	0.0380909968	0.0008807819
ASV_838	0.015149	0.01375281	0.01919148	0.01250226
ASV_854	0.014867	0.01435753	0.01462191	0.01562149
ASV_959	0.014847	0.01611910	0.01504409	0.01337643
ASV_996	0.014236	0.031273251	0.005589800	0.005844791
ASV_742	0.014459	0.01683219	0.01051014	0.01603464
ASV_773	0.015074	0.01149265	0.02123042	0.01249924
ASV_804	0.014926	0.01381777	0.02067001	0.01029163
ASV_939	0.014983	0.01066560	0.01908110	0.01520319
ASV_1060	0.014772	0.014663123	0.019781523	0.009872823
ASV_717	0.014737	0.004294883	0.016122839	0.023792955
ASV_729	0.014775	0.01479715	0.01651629	0.01301053
ASV_777	0.015144	0.005016947	0.026968507	0.013447903
ASV_853	0.014458	0.024523091	0.009495655	0.009356264
ASV_977	0.014819	0.007622517	0.022130886	0.014702563
ASV_1051	0.014608	0.01223843	0.01772540	0.01385979
ASV_1083	0.01453	0.018912048	0.015257716	0.009418931
ASV_716	0.014671	0.002311056	0.019202615	0.022499806
ASV_831	0.014378	0.01319787	0.01306671	0.01686947
ASV_889	0.014668	0.01527865	0.01845957	0.01026679
ASV_1442	0.014149	0.01742104	0.01156395	0.01346150
ASV_750	0.01433	0.01271764	0.01509928	0.01517343
ASV_779	0.014074	0.02183286	0.01007714	0.01031105
ASV_810	0.014282	0.01129687	0.01403408	0.01751625
ASV_814	0.01434	0.01305043	0.01613107	0.01383765
ASV_869	0.013918	0.023181132	0.009552661	0.009020314
ASV_945	0.013692	0.033941745	0.003518769	0.003614336
ASV_737	0.014113	0.01329920	0.01159506	0.01744356
ASV_800	0.014275	0.01054823	0.01618354	0.01609325
ASV_835	0.014134	0.018179076	0.016627068	0.007596227
ASV_839	0.014178	0.018007147	0.015160986	0.009366051
ASV_868	0.014293	0.01049313	0.01907129	0.01331387
ASV_1026	0.014186	0.013665630	0.019056698	0.009836347
ASV_1030	0.0141	0.01309236	0.01352503	0.01568306
ASV_1101	0.014166	0.008057047	0.014778325	0.019661848
ASV_1113	0.014749	0.005116040	0.034257764	0.004873573
ASV_1154	0.014135	0.01763054	0.01451773	0.01025720
ASV_764	0.014503	0.003710614	0.031778764	0.008018473
ASV_796	0.013537	0.024025234	0.008547847	0.008038081
ASV_821	0.014315	0.016481332	0.018842681	0.007620424
ASV_873	0.014238	0.012190804	0.021094042	0.009429096
ASV_1032	0.013792	0.01419398	0.01112843	0.01605365
ASV_1054	0.013818	0.008712903	0.013068664	0.019671758
ASV_1111	0.013691	0.01690428	0.01163530	0.01253264
ASV_1139	0.014012	0.018390572	0.018725337	0.004919197
ASV_1318	0.014032	0.01313606	0.01779131	0.01116996
ASV_769	0.013921	0.01160950	0.01769968	0.01245337
ASV_784	0.013436	0.019907030	0.007470811	0.012930989
ASV_809	0.013958	0.016714116	0.019760195	0.005399861
ASV_818	0.014012	0.006846858	0.018215941	0.016974155
ASV_834	0.014099	0.00914574	0.02015687	0.01299552
ASV_1052	0.013748	0.01277165	0.01419070	0.01428255
ASV_1193	0.013512	0.01261370	0.01102975	0.01689259
ASV_1201	0.013864	0.017622931	0.016398464	0.007569631
ASV_1263	0.014065	0.00497084	0.02329474	0.01393030
ASV_1547	0.013952	0.012279831	0.020651304	0.008924228
ASV_1908	0.013713	0.001365815	0.017544543	0.022228193
ASV_1937	0.013746	0.01351853	0.01519524	0.01252536
ASV_757	0.013423	0.023405829	0.010130978	0.006732395
ASV_761	0.0139	0.003927415	0.018685884	0.019086150
ASV_823	0.014024	0.002878015	0.023167679	0.016024853
ASV_849	0.014956	0.0004607615	0.0444066007	0.0000000000
ASV_1043	0.013732	0.006901971	0.015849419	0.018445269
ASV_1085	0.013698	0.01009099	0.01715818	0.01384409
ASV_1218	0.013859	0.01262025	0.01734123	0.01161591
ASV_1763	0.013651	0.019529896	0.015116774	0.006306349
ASV_2438	0.013822	0.006417796	0.022062696	0.012984145
ASV_2533	0.013756	0.006464263	0.019214832	0.015589217
ASV_780	0.013317	0.006944817	0.008390600	0.024615899
ASV_785	0.013536	0.00718559	0.01663883	0.01678443
ASV_790	0.01365	0.012953675	0.018615165	0.009380235
ASV_844	0.013963	0.006543449	0.022350065	0.012994312
ASV_897	0.013416	0.01603048	0.01265053	0.01156722
ASV_937	0.013539	0.01225954	0.01270558	0.01565307
ASV_1235	0.013662	0.005569586	0.022055974	0.013358980
ASV_1512	0.013458	0.01070958	0.01662318	0.01304029
ASV_2526	0.01329	0.017593947	0.012429105	0.009846822
ASV_755	0.01331	0.01000696	0.01298419	0.01693884
ASV_811	0.013248	0.01617436	0.01149949	0.01207066
ASV_886	0.013522	0.004704803	0.021214227	0.014648056
ASV_894	0.013226	0.01467910	0.01156994	0.01342929
ASV_895	0.013527	0.01374272	0.01612269	0.01071544
ASV_898	0.013373	0.01349933	0.01410028	0.01251913
ASV_902	0.013566	0.019148692	0.016188233	0.005362504
ASV_927	0.013076	0.004125443	0.004051563	0.031051445
ASV_1048	0.013351	0.008688415	0.015723835	0.015640271
ASV_1132	0.013557	0.008225144	0.020754506	0.011692415
ASV_1165	0.013191	0.01063548	0.01416750	0.01476856
ASV_1247	0.013105	0.01212554	0.01196883	0.01522088
ASV_1347	0.013526	0.006292891	0.022246060	0.012039697
ASV_771	0.012954	0.013176597	0.003022656	0.022662268
ASV_794	0.013324	0.009952419	0.015706414	0.014311959
ASV_816	0.013047	0.010335292	0.009618094	0.019187558
ASV_827	0.013155	0.01472308	0.01409378	0.01064669
ASV_878	0.01343	0.00595118	0.02050475	0.01383320
ASV_883	0.013346	0.01138364	0.01562755	0.01302620
ASV_907	0.013844	0.015404398	0.021621315	0.004506751
ASV_914	0.013381	0.007194207	0.018164342	0.014783245
ASV_925	0.013275	0.006035131	0.014602860	0.019187210
ASV_1015	0.012683	0.014427842	0.008539646	0.015080772
ASV_1078	0.013321	0.00920463	0.01870623	0.01205106
ASV_1443	0.013171	0.01258227	0.01621399	0.01071748
ASV_836	0.013386	0.01275078	0.01668945	0.01071838
ASV_884	0.01315	0.013971947	0.015656476	0.009821675
ASV_924	0.013071	0.01172478	0.01358418	0.01390412
ASV_940	0.013173	0.01470827	0.01404154	0.01076850
ASV_976	0.013191	0.01054540	0.01563739	0.01339024
ASV_1046	0.012764	0.017770484	0.011112390	0.009410538
ASV_1056	0.013273	0.01127677	0.01912100	0.00942024
ASV_1084	0.012959	0.01431966	0.01208866	0.01246733
ASV_1155	0.013166	0.012850711	0.017276929	0.009369143
ASV_1202	0.013648	0.004125531	0.033696812	0.003123002
ASV_1686	0.012929	0.007018762	0.011086340	0.020683288
ASV_2051	0.012966	0.009030144	0.014747371	0.015119143
ASV_2662	0.01304	0.007586856	0.017688336	0.013846010
ASV_840	0.013318	0.011337168	0.021017776	0.007597568
ASV_875	0.0129	0.015443272	0.014708832	0.008546465
ASV_929	0.013104	0.01092560	0.01665744	0.01172840
ASV_934	0.012756	0.01808687	0.00898997	0.01119060
