Class	KO	KO	KO	KO	KO	KO	OE	OE	OE	OE	OE	OE	WT	WT	WT	WT	WT	WT
k__Bacteria	64.0067760342368	62.9557608167234	69.9467486687167	71.2172313352752	73.6519965024774	67.4670735624799	57.9415715245131	61.7483057390409	66.0780669144981	65.1768766177739	64.2874270641835	58.8806296458242	68.9308465730294	72.809005741916	63.7592137592138	66.7351616217498	72.436286407767	66.441332689522
k__Bacteria|p__Actinobacteria	16.8865905848787	26.5678172095284	18.8629715742894	21.1712402268895	12.2121830370154	15.5637648570511	16.8485560779046	21.0088358925967	23.1581615410612	19.3097497842968	20.1982255615059	15.9510275470048	24.5145444777036	21.9326080386824	20.6388206388206	24.4368924365763	24.9469053398058	21.4711089650732
k__Bacteria|p__Bacteroidetes	1.52460770328103	1.07762113109707	6.53266331658291	2.03893913843324	3.75983678227922	1.54192097654995	1.62021490933512	6.45105944925796	5.71983778303481	4.51251078515962	1.93429781792023	1.35548753825973	3.13915112441477	3.70202478090057	2.74365274365274	1.57274954556232	3.20843446601942	4.08820215676807
k__Bacteria|p__Chloroflexi	0.285306704707561	0.283584508183439	0.195004875121878	0.344933312892841	0.488195861264937	0.200770960488275	0.260241773002015	0.94363901518401	0.0675904021628929	0.509059534081104	0.783310686595796	0.489724529951902	2.32558139534884	0.120882441825325	0.434070434070434	0.4267762585948	0.993628640776699	0.732335425720264
k__Bacteria|p__Firmicutes	0.463623395149786	0.437530384054448	0.172504312607815	1.83964433542848	0.138443602448266	0.48185030517186	1.83008730691739	0.832118040662263	1.04765123352484	1.1993097497843	0.479577971385181	2.16878006121557	0.191879653081587	0.0982169839830765	0.253890253890254	0.12645222476883	0.0910194174757281	0.233381619185579
k__Bacteria|p__Proteobacteria	43.3933666191155	32.9201101928375	43.0135753393835	45.048290663805	56.0696589915477	48.45807902345	32.2028206850235	28.0518143604701	32.8320378506252	37.4633304572908	35.7125729358165	33.5548753825973	34.3080819709878	43.2003626473255	36.1425061425061	37.042598593219	38.3267597087379	38.0975374215355
k__Bacteria|p__Unassigned	1.45328102710414	1.66909739102252	1.17002925073127	0.774183657826154	0.983678227921889	1.22068743976871	5.17965077233042	4.46083898086986	3.25278810408922	2.18291630716135	5.17944209095996	5.36073458679493	4.45160795149282	3.75491084919915	3.54627354627355	3.12969256302853	4.86953883495146	1.81876710123934
k__Bacteria|p__Actinobacteria|c__Actinobacteria	16.8865905848787	26.5678172095284	18.8629715742894	21.1712402268895	12.2121830370154	15.5637648570511	16.8485560779046	21.0088358925967	23.1581615410612	19.3097497842968	20.1982255615059	15.9510275470048	24.5145444777036	21.9326080386824	20.6388206388206	24.4368924365763	24.9469053398058	21.4711089650732
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	0.0891583452211127	0.0567169016366877	0.0525013125328133	0.0459911083857121	0.021859516176042	0.040154192097655	0.277031564808596	0.162992193531783	0.337952010814464	0.276100086281277	0.175845256174566	0.122431132487976	0.230255583697905	0.302206104563312	0.229320229320229	0.252904449537659	0.144114077669903	0.0724287783679382
k__Bacteria|p__Bacteroidetes|c__Cytophagia	0.115905848787447	0.0162048290390536	0.0225005625140629	0.0459911083857121	0.021859516176042	0	0.268636668905306	0.162992193531783	0.126732004055424	0.146678170836928	0.127887459036048	0.0874508089199825	0.0690766751093714	0.128437594439408	0.163800163800164	0.181775073105192	0.0606796116504854	0.128762272654112
